,,,,,,,,Playing Time,,,,Performance,,,,,,,,Expected,,,,Progression,,,Per 90 Minutes,,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
1740,Dany Mota,pt POR,MFFW,Monza,it Serie A,26-331,1998,24,18,1546,17.2,4,2,6,4,0,0,2,0,3.2,3.2,1.6,4.8,43,41,112,0.23,0.12,0.35,0.23,0.35,0.19,0.09,0.28,0.19,0.28,Matches
1741,Yael Mouanga,fr FRA,DF,Montpellier,fr Ligue 1,19-249,2005,7,5,497,5.5,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,1,10,2,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.05,0.02,0.05,Matches
1742,Aimen Moueffek,fr FRA,MF,Saint-Étienne,fr Ligue 1,23-354,2001,14,7,617,6.9,0,1,1,0,0,0,1,0,0.9,0.9,0.6,1.5,8,21,15,0.00,0.15,0.15,0.00,0.15,0.13,0.09,0.22,0.13,0.22,Matches
1743,Youssoufa Moukoko,de GER,FWMF,Nice,fr Ligue 1,20-129,2004,11,2,204,2.3,2,1,3,2,0,0,0,0,2.2,2.2,0.8,3.0,2,6,12,0.88,0.44,1.32,0.88,1.32,0.96,0.36,1.32,0.96,1.32,Matches
1744,Steve Mounié,bj BEN,FWMF,Augsburg,de Bundesliga,30-181,1994,14,1,299,3.3,0,0,0,0,0,0,2,0,1.9,1.9,0.0,2.0,8,9,23,0.00,0.00,0.00,0.00,0.00,0.58,0.01,0.59,0.58,0.59,Matches
1745,Mason Mount,eng ENG,MFFW,Manchester Utd,eng Premier League,26-078,1999,8,4,247,2.7,0,0,0,0,0,0,2,0,0.4,0.4,0.1,0.5,2,8,5,0.00,0.00,0.00,0.00,0.00,0.14,0.04,0.18,0.14,0.18,Matches
1746,Santiago Mouriño,uy URU,DF,Alavés,es La Liga,23-044,2002,17,12,1129,12.5,0,1,1,0,0,0,3,0,0.5,0.5,0.8,1.3,11,29,1,0.00,0.08,0.08,0.00,0.08,0.04,0.06,0.10,0.04,0.10,Matches
1747,Louis Mouton,fr FRA,MF,Saint-Étienne,fr Ligue 1,22-299,2002,19,12,947,10.5,0,1,1,0,0,0,2,0,1.2,1.2,1.2,2.4,15,43,38,0.00,0.10,0.10,0.00,0.10,0.11,0.11,0.22,0.11,0.22,Matches
1748,Divin Mubama,eng ENG,FW,Manchester City,eng Premier League,20-155,2004,1,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.12,0.12,0.12,Matches
1749,Mykhailo Mudryk,ua UKR,FW,Chelsea,eng Premier League,24-083,2001,7,1,151,1.7,0,0,0,0,0,0,0,0,0.3,0.3,1.0,1.2,7,5,12,0.00,0.00,0.00,0.00,0.00,0.15,0.58,0.73,0.15,0.73,Matches
1750,Ngal'Ayel Mukau,cd COD,MF,Lille,fr Ligue 1,20-119,2004,16,11,955,10.6,0,1,1,0,0,0,4,0,0.7,0.7,0.5,1.2,17,45,33,0.00,0.09,0.09,0.00,0.09,0.07,0.05,0.12,0.07,0.12,Matches
1751,Nordi Mukiele,fr FRA,DF,Leverkusen,de Bundesliga,27-148,1997,15,10,899,10.0,1,0,1,1,0,0,4,0,1.4,1.4,1.0,2.4,20,36,28,0.10,0.00,0.10,0.10,0.10,0.14,0.10,0.24,0.14,0.24,Matches
1752,Florian Müller,de GER,GK,Freiburg,de Bundesliga,27-136,1997,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1753,Kevin Müller,de GER,GK,Heidenheim,de Bundesliga,34-014,1991,26,26,2340,26.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1754,Marius Müller,de GER,GK,Wolfsburg,de Bundesliga,31-260,1993,6,5,475,5.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1755,Thomas Müller,de GER,MFFW,Bayern Munich,de Bundesliga,35-197,1989,22,8,864,9.6,1,3,4,1,0,0,3,0,3.0,3.0,2.3,5.2,16,44,101,0.10,0.31,0.42,0.10,0.42,0.31,0.24,0.55,0.31,0.55,Matches
1756,Abdul Mumin,gh GHA,DF,Rayo Vallecano,es La Liga,26-296,1998,24,24,2017,22.4,2,1,3,2,0,0,6,1,0.6,0.6,0.2,0.8,12,40,6,0.09,0.04,0.13,0.09,0.13,0.03,0.01,0.03,0.03,0.03,Matches
1757,Marshall Munetsi,zw ZIM,MFFW,Wolves,eng Premier League,28-280,1996,5,4,338,3.8,1,1,2,1,0,0,0,0,1.9,1.9,0.8,2.8,1,5,13,0.27,0.27,0.53,0.27,0.53,0.51,0.22,0.73,0.51,0.73,Matches
1758,Marshall Munetsi,zw ZIM,MF,Reims,fr Ligue 1,28-280,1996,19,19,1692,18.8,4,2,6,4,0,0,5,0,4.0,4.0,2.0,5.9,8,26,48,0.21,0.11,0.32,0.21,0.32,0.21,0.11,0.32,0.21,0.32,Matches
1759,Rodrigo Muniz,br BRA,FW,Fulham,eng Premier League,23-329,2001,28,6,819,9.1,6,1,7,6,0,0,1,0,4.7,4.7,0.7,5.4,4,23,29,0.66,0.11,0.77,0.66,0.77,0.52,0.08,0.60,0.52,0.60,Matches
1760,Aihen Muñoz,es ESP,DF,Real Sociedad,es La Liga,27-225,1997,15,8,643,7.1,0,0,0,0,0,0,4,0,0.1,0.1,0.1,0.2,14,24,8,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,Matches
1761,Álex Muñoz,es ESP,DF,Las Palmas,es La Liga,30-242,1994,18,16,1298,14.4,3,0,3,3,0,0,3,0,0.7,0.7,0.5,1.2,14,42,50,0.21,0.00,0.21,0.21,0.21,0.05,0.04,0.09,0.05,0.09,Matches
1762,Daniel Muñoz,co COL,DF,Crystal Palace,eng Premier League,28-307,1996,27,27,2343,26.0,3,4,7,3,0,0,7,0,4.1,4.1,3.8,7.9,37,63,160,0.12,0.15,0.27,0.12,0.27,0.16,0.15,0.30,0.16,0.30,Matches
1763,Iker Muñoz,es ESP,MF,Osasuna,es La Liga,22-144,2002,15,4,411,4.6,0,0,0,0,0,0,2,0,0.2,0.2,0.2,0.4,3,13,6,0.00,0.00,0.00,0.00,0.00,0.04,0.05,0.09,0.04,0.09,Matches
1764,Javier Muñoz,es ESP,MFDF,Las Palmas,es La Liga,30-029,1995,28,22,2071,23.0,0,2,2,0,0,0,3,0,0.9,0.9,2.1,3.0,28,93,74,0.00,0.09,0.09,0.00,0.09,0.04,0.09,0.13,0.04,0.13,Matches
1765,Arijanet Muric,xk KVX,GK,Ipswich Town,eng Premier League,26-142,1998,18,18,1620,18.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1766,Murillo,br BRA,DF,Nott'ham Forest,eng Premier League,22-268,2002,28,28,2478,27.5,1,0,1,1,0,0,5,0,1.2,1.2,1.1,2.3,15,88,4,0.04,0.00,0.04,0.04,0.04,0.04,0.04,0.08,0.04,0.08,Matches
1767,Vedat Muriqi,xk KVX,FW,Mallorca,es La Liga,30-339,1994,23,19,1707,19.0,7,2,9,5,2,3,1,2,9.5,7.1,2.0,9.1,19,28,90,0.37,0.11,0.47,0.26,0.37,0.50,0.11,0.61,0.37,0.48,Matches
1768,Jacob Murphy,eng ENG,FW,Newcastle Utd,eng Premier League,30-033,1995,25,21,1680,18.7,5,8,13,5,0,0,3,0,3.8,3.8,6.3,10.1,57,56,152,0.27,0.43,0.70,0.27,0.70,0.20,0.34,0.54,0.20,0.54,Matches
1769,Bob Murphy Omoregbe,it ITA,MF,Milan,it Serie A,21-144,2003,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1770,Yunus Musah,us USA,MFFW,Milan,it Serie A,22-120,2002,24,16,1389,15.4,0,2,2,0,0,0,5,0,1.9,1.9,1.6,3.6,49,79,66,0.00,0.13,0.13,0.00,0.13,0.12,0.11,0.23,0.12,0.23,Matches
1771,Jamal Musiala,de GER,MF,Bayern Munich,de Bundesliga,22-031,2003,23,19,1668,18.5,11,2,13,11,0,0,3,0,8.3,8.3,3.9,12.2,66,100,147,0.59,0.11,0.70,0.59,0.70,0.45,0.21,0.66,0.45,0.66,Matches
1772,Florent Muslija,xk KVX,FWMF,Freiburg,de Bundesliga,26-266,1998,9,0,168,1.9,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.6,5,7,14,0.00,0.00,0.00,0.00,0.00,0.14,0.16,0.30,0.14,0.30,Matches
1773,Almoatasem Al Musrati,ly LBY,MF,Monaco,fr Ligue 1,28-357,1996,6,3,292,3.2,0,1,1,0,0,0,0,0,0.3,0.3,0.3,0.6,1,31,5,0.00,0.31,0.31,0.00,0.31,0.10,0.10,0.20,0.10,0.20,Matches
1774,Juan Musso,ar ARG,GK,Atalanta,it Serie A,30-327,1994,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1775,Juan Musso,ar ARG,GK,Atlético Madrid,es La Liga,30-327,1994,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1776,Kingstone Mutandwa,zm ZAM,MFFW,Cagliari,it Serie A,22-083,2003,4,0,77,0.9,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,1,0,3,0.00,0.00,0.00,0.00,0.00,0.41,0.00,0.41,0.41,0.41,Matches
1777,Junior Mwanga,fr FRA,MF,Le Havre,fr Ligue 1,21-322,2003,4,4,322,3.6,0,0,0,0,0,0,1,1,0.4,0.4,0.1,0.5,4,12,1,0.00,0.00,0.00,0.00,0.00,0.11,0.04,0.15,0.11,0.15,Matches
1778,Junior Mwanga,fr FRA,MF,Strasbourg,fr Ligue 1,21-322,2003,8,2,296,3.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,10,2,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
1779,Phillipp Mwene,at AUT,DF,Mainz 05,de Bundesliga,31-059,1994,26,26,2202,24.5,0,4,4,0,0,0,5,0,1.2,1.2,1.6,2.8,53,81,118,0.00,0.16,0.16,0.00,0.16,0.05,0.07,0.12,0.05,0.12,Matches
1780,Vitaliy Mykolenko,ua UKR,DF,Everton,eng Premier League,25-304,1999,27,27,2362,26.2,0,1,1,0,0,0,2,0,0.4,0.4,1.5,1.9,26,89,68,0.00,0.04,0.04,0.00,0.04,0.02,0.06,0.07,0.02,0.07,Matches
1781,Joakim Mæhle,dk DEN,DF,Wolfsburg,de Bundesliga,27-313,1997,20,18,1556,17.3,3,3,6,3,0,0,5,0,1.7,1.7,1.5,3.3,39,65,82,0.17,0.17,0.35,0.17,0.35,0.10,0.09,0.19,0.10,0.19,Matches
1782,Obite N'Dicka,ci CIV,DF,Roma,it Serie A,25-221,1999,29,29,2610,29.0,0,1,1,0,0,0,2,0,0.8,0.8,0.7,1.6,20,80,5,0.00,0.03,0.03,0.00,0.03,0.03,0.02,0.05,0.03,0.05,Matches
1783,Konan N'dri,ci CIV,FW,Lecce,it Serie A,24-153,2000,4,0,58,0.6,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,2,1,2,0.00,0.00,0.00,0.00,0.00,0.31,0.03,0.34,0.31,0.34,Matches
1784,Loïc N'Gatta,fr FRA,DF,Auxerre,fr Ligue 1,21-108,2003,2,0,13,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1785,Nathan N'Goumou,cm CMR,FW,Gladbach,de Bundesliga,25-015,2000,17,9,812,9.0,2,1,3,2,0,0,0,0,1.9,1.9,1.3,3.2,30,16,85,0.22,0.11,0.33,0.22,0.33,0.21,0.15,0.35,0.21,0.35,Matches
1786,Djylian N'Guessan,fr FRA,FW,Saint-Étienne,fr Ligue 1,16-211,2008,6,2,128,1.4,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,1,6,12,0.00,0.00,0.00,0.00,0.00,0.28,0.04,0.32,0.28,0.32,Matches
1787,Stanley N'Soki,fr FRA,DF,Hoffenheim,de Bundesliga,25-354,1999,16,12,925,10.3,0,0,0,0,0,0,0,1,0.1,0.1,0.1,0.1,9,36,3,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,Matches
1788,Mickael Nade,fr FRA,DF,Saint-Étienne,fr Ligue 1,26-025,1999,17,16,1496,16.6,1,1,2,1,0,0,1,0,0.7,0.7,0.5,1.1,11,50,2,0.06,0.06,0.12,0.06,0.12,0.04,0.03,0.07,0.04,0.07,Matches
1789,Bilal Nadir,ma MAR,MF,Marseille,fr Ligue 1,21-121,2003,13,5,355,3.9,1,0,1,1,0,0,1,0,0.6,0.6,0.4,1.0,18,18,25,0.25,0.00,0.25,0.25,0.25,0.15,0.11,0.25,0.15,0.25,Matches
1790,Mahamadou Nagida,cm CMR,DF,Rennes,fr Ligue 1,19-274,2005,12,4,430,4.8,2,0,2,2,0,0,1,0,1.5,1.5,0.3,1.8,22,15,54,0.42,0.00,0.42,0.42,0.42,0.31,0.07,0.38,0.31,0.38,Matches
1791,Keito Nakamura,jp JPN,FW,Reims,fr Ligue 1,24-244,2000,25,24,2032,22.6,8,1,9,8,0,0,3,0,6.6,6.6,1.7,8.3,67,65,149,0.35,0.04,0.40,0.35,0.40,0.29,0.08,0.37,0.29,0.37,Matches
1792,Sebastian Nanasi,se SWE,FWMF,Strasbourg,fr Ligue 1,22-317,2002,25,23,1838,20.4,5,3,8,5,0,0,0,0,5.4,5.4,3.2,8.6,50,111,107,0.24,0.15,0.39,0.24,0.39,0.27,0.16,0.42,0.27,0.42,Matches
1793,Yael Nandjou,fr FRA,DF,Nice,fr Ligue 1,19-266,2005,3,2,154,1.7,0,0,0,0,0,0,0,0,0.2,0.2,0.7,1.0,2,3,9,0.00,0.00,0.00,0.00,0.00,0.13,0.44,0.57,0.13,0.57,Matches
1794,Matija Nastasić,rs SRB,DF,Leganés,es La Liga,32-001,1993,23,21,1884,20.9,1,0,1,1,0,0,3,0,0.1,0.1,0.1,0.2,0,53,0,0.05,0.00,0.05,0.05,0.05,0.00,0.01,0.01,0.00,0.01,Matches
1795,Natan,br BRA,DF,Betis,es La Liga,24-051,2001,22,15,1409,15.7,0,1,1,0,0,0,2,1,0.2,0.2,0.6,0.8,12,41,6,0.00,0.06,0.06,0.00,0.06,0.01,0.04,0.05,0.01,0.05,Matches
1796,Pau Navarro,es ESP,DF,Villarreal,es La Liga,19-338,2005,10,3,518,5.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,27,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1797,Roberto Navarro,es ESP,MFFW,Mallorca,es La Liga,22-351,2002,23,15,1278,14.2,1,0,1,1,0,0,3,0,2.0,2.0,1.9,3.9,45,51,85,0.07,0.00,0.07,0.07,0.07,0.14,0.14,0.28,0.14,0.28,Matches
1798,Jesús Navas,es ESP,FWMF,Sevilla,es La Liga,39-128,1985,15,3,424,4.7,1,0,1,1,0,0,0,0,0.5,0.5,0.5,1.0,13,23,48,0.21,0.00,0.21,0.21,0.21,0.11,0.11,0.22,0.11,0.22,Matches
1799,Michel Ndary Adopo,fr FRA,MF,Cagliari,it Serie A,24-253,2000,26,18,1646,18.3,0,1,1,0,0,0,4,1,0.9,0.9,1.3,2.2,13,72,41,0.00,0.05,0.05,0.00,0.05,0.05,0.07,0.12,0.05,0.12,Matches
1800,Youssouf Ndayishimiye,bi BDI,DF,Nice,fr Ligue 1,26-153,1998,18,17,1482,16.5,1,0,1,1,0,0,5,0,0.4,0.4,0.1,0.6,9,48,7,0.06,0.00,0.06,0.06,0.06,0.03,0.01,0.04,0.03,0.04,Matches
1801,Iliman Ndiaye,sn SEN,FW,Everton,eng Premier League,25-023,2000,24,22,1877,20.9,6,0,6,5,1,1,3,0,3.6,2.8,1.5,4.3,71,38,95,0.29,0.00,0.29,0.24,0.24,0.17,0.07,0.25,0.13,0.21,Matches
1802,Junior Ndiaye,fr FRA,FW,Montpellier,fr Ligue 1,20-000,2005,9,0,112,1.2,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,1,1,7,0.00,0.00,0.00,0.00,0.00,0.21,0.00,0.21,0.21,0.21,Matches
1803,Rassoul Ndiaye,sn SEN,MF,Le Havre,fr Ligue 1,23-108,2001,21,11,1012,11.2,1,0,1,1,0,0,2,0,1.6,1.6,0.5,2.1,5,42,26,0.09,0.00,0.09,0.09,0.09,0.15,0.04,0.19,0.15,0.19,Matches
1804,Wilfred Ndidi,ng NGA,MF,Leicester City,eng Premier League,28-103,1996,20,20,1645,18.3,0,4,4,0,0,0,5,0,1.6,1.6,1.6,3.3,13,50,64,0.00,0.22,0.22,0.00,0.22,0.09,0.09,0.18,0.09,0.18,Matches
1805,Wilfried Ndollo,cm CMR,DF,Montpellier,fr Ligue 1,19-259,2005,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1806,Tanguy Ndombele,fr FRA,MF,Nice,fr Ligue 1,28-091,1996,18,12,1131,12.6,1,2,3,1,0,0,2,0,2.4,2.4,2.4,4.8,22,61,36,0.08,0.16,0.24,0.08,0.24,0.19,0.19,0.38,0.19,0.38,Matches
1807,Cher Ndour,it ITA,MFFW,Fiorentina,it Serie A,20-245,2004,4,2,216,2.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,3,10,11,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Matches
1808,Dan Ndoye,ch SUI,FW,Bologna,it Serie A,24-155,2000,24,21,1686,18.7,7,3,10,5,2,2,2,0,6.2,4.6,2.3,6.9,106,57,190,0.37,0.16,0.53,0.27,0.43,0.33,0.12,0.45,0.24,0.37,Matches
1809,Paul Nebel,de GER,MF,Mainz 05,de Bundesliga,22-170,2002,24,19,1723,19.1,7,2,9,7,0,0,3,0,4.2,4.2,2.1,6.3,53,64,156,0.37,0.10,0.47,0.37,0.47,0.22,0.11,0.33,0.22,0.33,Matches
1810,Kosta Nedeljković,rs SRB,DF,Aston Villa,eng Premier League,19-103,2005,5,0,126,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,6,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1811,Kosta Nedeljković,rs SRB,DFFW,RB Leipzig,de Bundesliga,19-103,2005,3,0,39,0.4,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.5,0,3,8,0.00,0.00,0.00,0.00,0.00,1.05,0.07,1.12,1.05,1.12,Matches
1812,Loïc Nego,hu HUN,DFFW,Le Havre,fr Ligue 1,34-073,1991,23,20,1741,19.3,0,0,0,0,0,0,3,0,0.6,0.6,0.4,1.0,47,66,101,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.05,0.03,0.05,Matches
1813,Ivan Nekić,hr CRO,DF,Holstein Kiel,de Bundesliga,24-095,2000,1,1,71,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1814,Reiss Nelson,eng ENG,FW,Arsenal,eng Premier League,25-109,1999,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1815,Reiss Nelson,eng ENG,FW,Fulham,eng Premier League,25-109,1999,11,5,487,5.4,1,1,2,1,0,0,1,0,1.1,1.1,1.0,2.1,45,35,63,0.18,0.18,0.37,0.18,0.37,0.20,0.18,0.39,0.20,0.39,Matches
1816,Victor Nelsson,dk DEN,DF,Roma,it Serie A,26-166,1998,3,1,168,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches
1817,David Nemeth,at AUT,DF,St. Pauli,de Bundesliga,24-011,2001,16,16,1417,15.7,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.1,10,47,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,Matches
1818,David Neres,br BRA,FW,Napoli,it Serie A,28-026,1997,22,10,981,10.9,2,4,6,2,0,0,1,0,1.9,1.9,2.5,4.4,62,26,106,0.18,0.37,0.55,0.18,0.55,0.17,0.23,0.41,0.17,0.41,Matches
1819,Neto,br BRA,GK,Bournemouth,eng Premier League,35-253,1989,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1820,Pedro Neto,pt POR,FW,Chelsea,eng Premier League,25-020,2000,26,16,1531,17.0,3,4,7,3,0,0,7,0,2.0,2.0,4.3,6.4,91,39,147,0.18,0.24,0.41,0.18,0.41,0.12,0.25,0.37,0.12,0.37,Matches
1821,Luca Netz,de GER,DF,Gladbach,de Bundesliga,21-318,2003,18,7,811,9.0,0,2,2,0,0,0,1,0,0.2,0.2,1.9,2.1,15,24,51,0.00,0.22,0.22,0.00,0.22,0.02,0.21,0.23,0.02,0.23,Matches
1822,Manuel Neuer,de GER,GK,Bayern Munich,de Bundesliga,39-002,1986,20,20,1800,20.0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,0,10,0,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches
1823,Florian Neuhaus,de GER,MF,Gladbach,de Bundesliga,28-013,1997,11,1,233,2.6,0,1,1,0,0,0,1,0,0.5,0.5,0.3,0.9,7,19,7,0.00,0.39,0.39,0.00,0.39,0.20,0.13,0.33,0.20,0.33,Matches
1824,João Neves,pt POR,MFDF,Paris S-G,fr Ligue 1,20-183,2004,22,17,1444,16.0,2,8,10,2,0,0,0,0,2.5,2.5,3.8,6.3,28,116,56,0.12,0.50,0.62,0.12,0.62,0.16,0.24,0.39,0.16,0.39,Matches
1825,Yvan Neyou,cm CMR,MF,Leganés,es La Liga,28-085,1997,23,22,1903,21.1,1,1,2,1,0,0,11,0,0.6,0.6,0.5,1.1,19,77,27,0.05,0.05,0.09,0.05,0.09,0.03,0.02,0.05,0.03,0.05,Matches
1826,Cyril Ngonge,be BEL,FWDF,Napoli,it Serie A,24-307,2000,11,1,174,1.9,0,0,0,0,0,0,1,0,0.7,0.7,0.4,1.0,4,7,32,0.00,0.00,0.00,0.00,0.00,0.34,0.19,0.53,0.34,0.53,Matches
1827,Mikayil Ngor Faye,sn SEN,DF,Rennes,fr Ligue 1,20-258,2004,11,7,688,7.6,0,0,0,0,0,0,1,1,0.4,0.4,0.0,0.4,12,35,4,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,Matches
1828,Steve Ngoura,fr FRA,FW,Le Havre,fr Ligue 1,20-035,2005,8,2,289,3.2,0,0,0,0,0,0,0,0,1.3,1.3,0.4,1.7,3,8,19,0.00,0.00,0.00,0.00,0.00,0.40,0.14,0.54,0.40,0.54,Matches
1829,Bernard Nguene,cm CMR,FW,Nice,fr Ligue 1,18-237,2006,1,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1830,Moussa Niakhate,sn SEN,DF,Lyon,fr Ligue 1,29-021,1996,24,23,2096,23.3,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,25,80,3,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.00,0.02,Matches
1831,Abdoulaye Niakhate Ndiaye,sn SEN,DF,Brest,fr Ligue 1,22-353,2002,15,12,1123,12.5,1,0,1,1,0,0,3,0,0.7,0.7,0.0,0.7,4,32,2,0.08,0.00,0.08,0.08,0.08,0.06,0.00,0.06,0.06,0.06,Matches
1832,Ibrahima Niane,sn SEN,FW,Angers,fr Ligue 1,26-018,1999,21,8,886,9.8,3,1,4,2,1,1,0,0,5.7,4.9,1.0,6.0,18,8,46,0.30,0.10,0.41,0.20,0.30,0.58,0.10,0.68,0.50,0.60,Matches
1833,Tanguy Nianzou,fr FRA,DF,Sevilla,es La Liga,22-295,2002,6,6,518,5.8,0,0,0,0,0,0,3,1,0.2,0.2,0.0,0.2,4,10,0,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
1834,Rasmus Nicolaisen,dk DEN,DF,Toulouse,fr Ligue 1,28-013,1997,7,7,623,6.9,0,1,1,0,0,0,0,0,0.4,0.4,0.2,0.7,3,27,2,0.00,0.14,0.14,0.00,0.14,0.06,0.03,0.10,0.06,0.10,Matches
1835,Moritz Nicolas,de GER,GK,Gladbach,de Bundesliga,27-159,1997,19,19,1639,18.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1836,Hans Nicolussi Caviglia,it ITA,MF,Venezia,it Serie A,24-284,2000,27,25,2141,23.8,4,2,6,4,0,0,7,1,1.5,1.5,1.4,2.9,16,101,21,0.17,0.08,0.25,0.17,0.25,0.06,0.06,0.12,0.06,0.12,Matches
1837,Julian Niehues,de GER,MF,Heidenheim,de Bundesliga,23-346,2001,3,0,51,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.16,0.00,0.16,Matches
1838,Saúl Ñíguez,es ESP,MF,Sevilla,es La Liga,30-128,1994,16,14,1193,13.3,1,6,7,1,0,0,6,1,2.2,2.2,2.4,4.7,10,48,34,0.08,0.45,0.53,0.08,0.53,0.17,0.18,0.35,0.17,0.35,Matches
1839,Eybi Nije,se SWE,FWMF,Torino,it Serie A,19-319,2005,16,0,394,4.4,1,0,1,1,0,0,1,0,1.5,1.5,0.4,1.9,10,7,26,0.23,0.00,0.23,0.23,0.23,0.34,0.10,0.44,0.34,0.44,Matches
1840,Tamás Nikitscher,hu HUN,MF,Valladolid,es La Liga,25-146,1999,7,5,460,5.1,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,2,6,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,Matches
1841,Adrian Niño,es ESP,FW,Atlético Madrid,es La Liga,20-283,2004,1,0,12,0.1,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,0,1,0.00,0.00,0.00,0.00,0.00,1.44,0.00,1.44,1.44,1.44,Matches
