,,,,,,,,,,Pass Types,,,,,,,,Corner Kicks,,,Outcomes,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
171,Tommaso Augello,it ITA,DFFW,Cagliari,it Serie A,30-211,1994,21.5,1178,909,260,40,0,4,163,174,46,4,41,0,839,9,38,Matches
172,Carlos Augusto,br BRA,DFFW,Inter,it Serie A,26-081,1999,11.5,621,550,71,12,1,0,18,58,0,0,0,0,531,0,11,Matches
173,Yann Aurel Bisseck,de GER,DF,Inter,it Serie A,24-120,2000,12.2,831,804,27,14,0,1,6,12,0,0,0,0,762,0,9,Matches
174,Brandon Austin,eng ENG,GK,Tottenham,eng Premier League,26-080,1999,1.0,32,24,8,2,0,0,0,0,0,0,0,0,22,0,0,Matches
175,Ezequiel Ávila,ar ARG,FW,Betis,es La Liga,31-051,1994,7.0,224,204,18,3,0,2,26,9,0,0,0,0,158,2,7,Matches
176,Taiwo Awoniyi,ng NGA,FW,Nott'ham Forest,eng Premier League,27-229,1997,3.1,71,71,0,0,1,0,1,0,0,0,0,0,47,0,3,Matches
177,Yasin Ayari,se SWE,MF,Brighton,eng Premier League,21-174,2003,16.0,702,628,73,26,8,1,54,2,28,21,4,1,564,1,9,Matches
178,Florian Ayé,fr FRA,FW,Auxerre,fr Ligue 1,28-069,1997,4.8,105,100,5,0,0,1,2,0,0,0,0,0,79,0,3,Matches
179,André Ayew,gh GHA,FW,Le Havre,fr Ligue 1,35-102,1989,11.9,186,154,32,1,0,0,5,3,0,0,0,0,144,0,8,Matches
180,Jordan Ayew,gh GHA,FWMF,Crystal Palace,eng Premier League,33-199,1991,0.2,10,8,2,0,0,1,1,0,1,1,0,0,8,0,0,Matches
181,Jordan Ayew,gh GHA,FWMF,Leicester City,eng Premier League,33-199,1991,14.4,432,393,39,10,3,2,47,5,21,12,5,2,312,0,10,Matches
182,Neil El Aynaoui,fr FRA,MF,Lens,fr Ligue 1,23-270,2001,11.1,601,557,42,8,1,2,34,1,29,8,19,0,509,2,14,Matches
183,Ayman Azhil,ma MAR,MF,Dortmund,de Bundesliga,23-353,2001,0.3,4,4,0,0,0,0,0,0,0,0,0,0,3,0,1,Matches
184,Adam Aznou,ma MAR,DFMF,Valladolid,es La Liga,18-300,2006,3.6,138,110,28,4,0,0,7,22,2,2,0,0,99,0,4,Matches
185,Adam Aznou,ma MAR,DF,Bayern Munich,de Bundesliga,18-300,2006,0.2,17,14,2,0,0,0,1,2,0,0,0,0,13,1,0,Matches
186,César Azpilicueta,es ESP,DF,Atlético Madrid,es La Liga,35-213,1989,6.3,451,397,54,5,1,3,3,49,0,0,0,0,394,0,2,Matches
187,Paulo Azzi,br BRA,DF,Cagliari,it Serie A,30-257,1994,4.7,180,161,19,1,1,0,22,18,0,0,0,0,126,0,4,Matches
188,Oussama El Azzouzi,ma MAR,MF,Bologna,it Serie A,23-304,2001,0.1,4,3,1,1,0,0,0,0,0,0,0,0,3,0,0,Matches
189,Papa Ba,es ESP,MF,Girona,es La Liga,20-198,2004,0.5,13,13,0,0,0,0,1,0,0,0,0,0,5,0,3,Matches
190,Shavy Babicka,ga GAB,MFFW,Toulouse,fr Ligue 1,24-301,2000,11.6,259,249,9,0,1,2,34,8,0,0,0,0,179,1,10,Matches
191,Jacopo Bacci,it ITA,MF,Empoli,it Serie A,19-283,2005,0.1,6,6,0,0,0,0,0,0,0,0,0,0,4,0,1,Matches
192,Aliou Badara Baldé,gn GUI,MFFW,Bochum,de Bundesliga,22-107,2002,1.0,20,18,1,0,1,0,4,1,0,0,0,0,11,1,1,Matches
193,Loïc Bade,fr FRA,DF,Sevilla,es La Liga,24-352,2000,22.2,1423,1369,47,36,1,14,4,3,0,0,0,0,1215,7,7,Matches
194,Milan Badelj,hr CRO,MF,Genoa,it Serie A,36-032,1989,14.9,767,730,32,26,4,7,5,3,2,0,0,0,619,5,9,Matches
195,Benoît Badiashile,fr FRA,DF,Chelsea,eng Premier League,24-003,2001,3.7,304,288,15,5,0,1,0,0,0,0,0,0,273,1,0,Matches
196,Alex Baena,es ESP,MF,Villarreal,es La Liga,23-252,2001,23.2,1077,901,165,43,17,16,177,22,96,37,39,0,716,11,33,Matches
197,Juma Bah,sl SLE,DF,Valladolid,es La Liga,18-352,2006,9.6,407,393,12,11,0,1,0,0,0,0,0,0,330,2,3,Matches
198,Juma Bah,sl SLE,DF,Lens,fr Ligue 1,18-352,2006,2.2,69,61,6,2,0,0,0,0,0,0,0,0,61,2,1,Matches
199,Leon Bailey,jm JAM,FWMF,Aston Villa,eng Premier League,27-232,1997,12.6,386,366,17,0,5,1,34,1,16,9,0,0,273,3,24,Matches
200,Eric Bailly,ci CIV,DF,Villarreal,es La Liga,30-351,1994,6.4,300,280,19,11,0,0,0,2,0,0,0,0,262,1,0,Matches
201,Theo Bair,ca CAN,FW,Auxerre,fr Ligue 1,25-214,1999,8.7,183,176,7,0,0,1,7,1,0,0,0,0,112,0,5,Matches
202,Stefan Bajcetic,es ESP,MFDF,Las Palmas,es La Liga,20-158,2004,5.0,180,170,8,5,0,5,1,2,0,0,0,0,128,2,3,Matches
203,Cédric Bakambu,cd COD,FW,Betis,es La Liga,33-352,1991,6.2,94,90,3,0,1,0,2,0,0,0,0,0,63,1,4,Matches
204,Mitchel Bakker,nl NED,MF,Atalanta,it Serie A,24-282,2000,0.2,9,8,1,0,0,0,1,0,1,0,1,0,7,0,0,Matches
205,Mitchel Bakker,nl NED,DFFW,Lille,fr Ligue 1,24-282,2000,9.5,521,469,51,6,1,1,60,28,17,6,9,0,414,1,10,Matches
206,Darryl Bakola,fr FRA,DFMF,Marseille,fr Ligue 1,17-119,2007,0.2,13,13,0,0,0,0,0,0,0,0,0,0,12,0,0,Matches
207,Ridle Baku,de GER,FWMF,Wolfsburg,de Bundesliga,26-355,1998,13.0,514,467,46,6,3,2,37,40,0,0,0,0,381,1,22,Matches
208,Ridle Baku,de GER,DFMF,RB Leipzig,de Bundesliga,26-355,1998,8.9,395,312,82,4,0,2,24,78,0,0,0,0,288,1,18,Matches
209,Dilane Bakwa,fr FRA,MFFW,Strasbourg,fr Ligue 1,22-215,2002,21.3,808,691,112,43,7,10,111,26,43,19,19,0,577,5,18,Matches
210,Tommaso Baldanzi,it ITA,MFFW,Roma,it Serie A,22-006,2003,7.4,301,283,16,2,4,1,6,10,0,0,0,0,252,2,13,Matches
211,Alejandro Balde,es ESP,DF,Barcelona,es La Liga,21-162,2003,21.7,1243,1072,167,27,2,2,60,140,0,0,0,0,1086,4,25,Matches
212,Keita Baldé,sn SEN,FW,Monza,it Serie A,30-021,1995,3.1,94,91,3,1,0,0,4,1,1,0,0,0,83,0,1,Matches
213,Carlos Baleba,cm CMR,MF,Brighton,eng Premier League,21-085,2004,21.6,877,870,5,4,5,2,7,1,0,0,0,0,761,2,9,Matches
214,Leonardo Balerdi,ar ARG,DF,Marseille,fr Ligue 1,26-062,1999,21.0,2193,2141,49,38,3,7,1,1,0,0,0,0,2063,3,12,Matches
215,Iván Balliu,al ALB,DF,Rayo Vallecano,es La Liga,33-087,1992,8.7,406,304,101,5,0,0,13,96,0,0,0,0,303,1,13,Matches
216,Fodé Ballo-Touré,sn SEN,DF,Le Havre,fr Ligue 1,28-085,1997,2.3,115,88,27,11,0,0,14,15,1,0,1,0,96,0,3,Matches
217,Botond Balogh,hu HUN,DF,Parma,it Serie A,22-296,2002,20.1,891,825,66,41,0,1,1,1,0,0,0,0,801,0,7,Matches
218,Folarin Balogun,us USA,FW,Monaco,fr Ligue 1,23-269,2001,5.2,94,89,4,0,0,0,3,1,0,0,0,0,64,1,4,Matches
219,Mario Balotelli,it ITA,FWMF,Genoa,it Serie A,34-229,1990,0.7,15,14,0,0,0,1,3,0,0,0,0,0,4,1,1,Matches
220,Abdoulaye Bamba,ci CIV,DF,Angers,fr Ligue 1,34-338,1990,11.8,432,414,18,8,1,1,4,9,0,0,0,0,381,0,4,Matches
221,Jonathan Bamba,ci CIV,FWMF,Celta Vigo,es La Liga,29-003,1996,9.0,364,347,14,2,3,1,25,11,1,0,0,0,287,3,12,Matches
222,Mohamed Bamba,ci CIV,MF,Reims,fr Ligue 1,20-172,2004,0.1,19,19,0,0,0,1,0,0,0,0,0,0,16,0,1,Matches
223,Samuel Bamba,de GER,FWDF,Bochum,de Bundesliga,21-044,2004,0.2,15,14,1,0,0,0,4,0,1,1,0,0,12,0,1,Matches
224,Lameck Banda,zm ZAM,FWMF,Lecce,it Serie A,24-059,2001,5.8,130,126,4,2,1,1,21,1,1,0,1,0,101,0,2,Matches
225,Daniel Bandeira,pt POR,MF,Hellas Verona,it Serie A,24-352,2000,4.5,235,221,14,7,0,1,8,0,7,4,3,0,194,0,1,Matches
226,Mattia Bani,it ITA,DF,Genoa,it Serie A,31-109,1993,14.8,778,754,22,21,0,3,4,0,0,0,0,0,678,2,5,Matches
227,Noahkai Banks,us USA,DF,Augsburg,de Bundesliga,18-118,2006,3.1,168,157,11,4,0,0,2,6,0,0,0,0,156,0,0,Matches
228,Scott Banks,sct SCO,FWMF,St. Pauli,de Bundesliga,23-184,2001,1.1,30,30,0,0,0,0,4,0,0,0,0,0,18,0,0,Matches
229,Adrian Baquerin,es ESP,FW,Valladolid,es La Liga,18-025,2007,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
230,Antonín Barák,cz CZE,MF,Fiorentina,it Serie A,30-116,1994,0.6,20,20,0,0,0,0,1,0,0,0,0,0,17,0,0,Matches
231,Federico Barba,it ITA,DF,Como,it Serie A,31-209,1993,4.8,292,263,29,12,0,1,3,9,0,0,0,0,258,0,0,Matches
232,Valentín Barco,ar ARG,DFFW,Sevilla,es La Liga,20-249,2004,3.2,191,141,48,9,2,2,24,30,9,0,5,0,139,2,5,Matches
233,Valentín Barco,ar ARG,DFMF,Strasbourg,fr Ligue 1,20-249,2004,6.3,391,342,49,9,1,2,17,37,2,1,0,0,319,0,11,Matches
234,Bradley Barcola,fr FRA,FW,Paris S-G,fr Ligue 1,22-208,2002,19.0,683,669,12,5,5,2,20,7,0,0,0,0,558,2,17,Matches
235,Melvin Bard,fr FRA,DFMF,Nice,fr Ligue 1,24-143,2000,15.5,793,665,123,14,4,0,43,107,1,0,0,0,602,5,22,Matches
236,Nicolò Barella,it ITA,MF,Inter,it Serie A,28-050,1997,22.8,1478,1418,43,28,16,18,56,7,8,1,6,0,1218,17,20,Matches
237,Gabriel Bares,ch SUI,MFDF,Montpellier,fr Ligue 1,24-212,2000,0.6,40,39,1,1,0,0,1,0,0,0,0,0,34,0,0,Matches
238,Borna Barišić,hr CRO,DF,Leganés,es La Liga,32-139,1992,0.1,4,2,1,0,0,0,0,1,0,0,0,0,3,1,0,Matches
239,Kike Barja,es ESP,FWMF,Osasuna,es La Liga,27-362,1997,2.7,84,75,8,1,0,0,25,3,4,0,3,0,52,1,7,Matches
240,Ross Barkley,eng ENG,MF,Aston Villa,eng Premier League,31-114,1993,6.2,367,353,13,11,0,2,1,1,0,0,0,0,317,1,7,Matches
241,Aymen Barkok,ma MAR,MF,Mainz 05,de Bundesliga,26-312,1998,0.8,37,35,2,1,0,0,5,0,1,1,0,0,26,0,2,Matches
242,Harvey Barnes,eng ENG,FW,Newcastle Utd,eng Premier League,27-110,1997,10.0,321,317,3,1,1,1,25,2,0,0,0,0,251,1,10,Matches
243,Enzo Barrenechea,ar ARG,MF,Valencia,es La Liga,23-311,2001,16.5,890,854,32,32,2,17,3,0,0,0,0,0,760,4,8,Matches
244,Ander Barrenetxea,es ESP,MFFW,Real Sociedad,es La Liga,23-092,2001,10.7,416,403,10,1,1,10,39,8,1,0,0,0,295,3,21,Matches
245,Pablo Barrios,es ESP,MF,Atlético Madrid,es La Liga,21-287,2003,18.8,1069,1045,22,16,3,8,20,5,0,0,0,0,914,2,18,Matches
246,Thierno Barry,fr FRA,FW,Villarreal,es La Liga,22-159,2002,18.0,239,232,7,0,1,1,3,0,0,0,0,0,145,0,6,Matches
247,Davide Bartesaghi,it ITA,DF,Milan,it Serie A,19-090,2005,0.6,29,24,5,1,0,0,5,4,0,0,0,0,21,0,2,Matches
248,Marc Bartra,es ESP,DF,Betis,es La Liga,34-073,1991,14.5,723,681,36,28,2,11,0,3,0,0,0,0,563,6,5,Matches
249,Federico Baschirotto,it ITA,DF,Lecce,it Serie A,28-190,1996,29.0,1306,1173,131,70,0,13,3,9,0,0,0,0,1134,2,5,Matches
250,Daniele Baselli,it ITA,MF,Como,it Serie A,33-017,1992,0.2,27,26,1,1,0,0,0,0,0,0,0,0,24,0,0,Matches
251,Calvin Bassey,ng NGA,DF,Fulham,eng Premier League,25-088,1999,27.2,1727,1621,105,43,0,8,4,3,0,0,0,0,1548,1,13,Matches
252,Aboubacar Bassinga,ci CIV,MF,Las Palmas,es La Liga,19-259,2005,0.0,4,4,0,0,1,0,0,0,0,0,0,0,2,0,0,Matches
253,Alessandro Bastoni,it ITA,DF,Inter,it Serie A,25-350,1999,23.4,1949,1748,191,65,3,21,58,101,0,0,0,0,1729,10,15,Matches
254,Augusto Batalla,ar ARG,GK,Rayo Vallecano,es La Liga,28-333,1996,23.0,848,635,210,74,0,2,0,0,0,0,0,0,565,3,3,Matches
255,Michy Batshuayi,be BEL,FWDF,Eint Frankfurt,de Bundesliga,31-178,1993,1.8,37,34,3,1,0,0,1,0,0,0,0,0,29,0,0,Matches
256,Dylan Batubinsika,cd COD,DF,Saint-Étienne,fr Ligue 1,29-042,1996,20.9,1131,1097,30,24,1,0,1,6,0,0,0,0,1035,4,4,Matches
257,Maximilian Bauer,de GER,DF,Augsburg,de Bundesliga,25-048,2000,7.3,340,320,19,11,0,2,4,4,0,0,0,0,275,1,2,Matches
258,Oliver Baumann,de GER,GK,Hoffenheim,de Bundesliga,34-300,1990,21.0,794,640,152,58,3,2,0,0,0,0,0,0,574,2,0,Matches
259,Christoph Baumgartner,at AUT,MF,RB Leipzig,de Bundesliga,25-240,1999,13.6,458,430,22,2,6,0,8,5,1,0,0,0,310,6,24,Matches
260,Rafael Bauza,es ESP,MF,Espanyol,es La Liga,20-058,2005,2.0,54,52,2,2,1,1,0,0,0,0,0,0,46,0,1,Matches
261,Adrian Beck,de GER,MFFW,Heidenheim,de Bundesliga,27-293,1997,10.5,433,391,41,3,0,4,23,12,14,10,3,0,339,1,15,Matches
262,Sheraldo Becker,sr SUR,FWMF,Real Sociedad,es La Liga,30-048,1995,10.8,305,297,8,0,0,1,63,4,2,0,0,0,194,0,14,Matches
263,Timo Becker,de GER,DF,Holstein Kiel,de Bundesliga,28-004,1997,20.1,756,617,139,33,1,12,19,106,0,0,0,0,588,0,17,Matches
264,Jan Bednarek,pl POL,DF,Southampton,eng Premier League,28-351,1996,21.1,1410,1334,74,29,0,7,0,1,0,0,0,0,1301,2,4,Matches
265,Donny van de Beek,nl NED,MF,Girona,es La Liga,27-345,1997,14.6,416,408,8,0,2,1,11,0,0,0,0,0,345,0,10,Matches
266,Hannes Behrens,de GER,DF,Hoffenheim,de Bundesliga,,,0.3,22,21,1,0,0,0,0,1,0,0,0,0,16,0,0,Matches
267,Kevin Behrens,de GER,FW,Wolfsburg,de Bundesliga,34-054,1991,1.5,66,63,3,0,0,1,0,1,0,0,0,0,40,0,2,Matches
268,Maximilian Beier,de GER,FWMF,Dortmund,de Bundesliga,22-163,2002,14.7,348,333,12,0,1,0,13,9,0,0,0,0,248,3,18,Matches
269,Luken Beitia,es ESP,DF,Real Sociedad,es La Liga,20-272,2004,0.1,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0,Matches
270,Ismael Bekhoucha,ma MAR,MF,Getafe,es La Liga,20-129,2004,0.0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
271,Reda Belahyane,ma MAR,MF,Hellas Verona,it Serie A,20-301,2004,18.4,701,685,15,14,1,3,3,1,0,0,0,0,587,1,9,Matches
272,Reda Belahyane,ma MAR,MF,Lazio,it Serie A,20-301,2004,1.0,44,44,0,0,0,0,0,0,0,0,0,0,42,0,0,Matches
273,Haris Belkebla,dz ALG,MF,Angers,fr Ligue 1,31-060,1994,19.6,819,793,24,22,0,3,3,2,0,0,0,0,718,2,14,Matches
274,Yassin Belkhdim,fr FRA,MF,Angers,fr Ligue 1,23-043,2002,10.4,318,315,3,2,1,1,10,1,0,0,0,0,258,0,10,Matches
275,Stefan Bell,de GER,DF,Mainz 05,de Bundesliga,33-217,1991,13.1,589,565,20,17,0,2,0,1,0,0,0,0,468,4,2,Matches
276,Armel Bella Kotchap,de GER,DF,Southampton,eng Premier League,23-108,2001,3.7,224,219,4,4,0,0,0,0,0,0,0,0,202,1,1,Matches
277,Raoul Bellanova,it ITA,DF,Torino,it Serie A,24-316,2000,1.0,43,35,7,0,0,0,5,7,0,0,0,0,31,1,0,Matches
278,Raoul Bellanova,it ITA,DF,Atalanta,it Serie A,24-316,2000,19.2,929,772,155,8,0,1,118,133,14,0,14,0,718,2,32,Matches
279,Jean-Ricner Bellegarde,fr FRA,MFFW,Wolves,eng Premier League,26-275,1998,14.3,428,418,10,4,5,4,28,2,0,0,0,0,345,0,16,Matches
280,Héctor Bellerín,es ESP,DF,Betis,es La Liga,30-010,1995,5.8,304,257,47,6,2,0,10,41,0,0,0,0,248,0,5,Matches
281,Jude Bellingham,eng ENG,MF,Real Madrid,es La Liga,21-273,2003,20.0,1151,1106,37,17,13,13,10,9,1,0,0,0,1001,8,18,Matches
282,Jeanuël Belocian,fr FRA,DFMF,Leverkusen,de Bundesliga,20-040,2005,0.8,40,35,5,1,0,0,0,4,0,0,0,0,34,0,1,Matches
283,Andrea Belotti,it ITA,FW,Como,it Serie A,31-099,1993,6.6,120,108,12,0,1,0,5,0,0,0,0,0,90,0,6,Matches
284,Fran Beltrán,es ESP,MF,Celta Vigo,es La Liga,26-054,1999,19.1,1078,1036,38,36,4,10,3,1,1,0,1,0,955,4,13,Matches
285,Lucas Beltrán,ar ARG,MFFW,Fiorentina,it Serie A,24-000,2001,17.0,488,459,25,1,3,4,7,5,0,0,0,0,379,4,10,Matches
286,Eliesse Ben Seghir,ma MAR,MFFW,Monaco,fr Ligue 1,20-041,2005,16.8,830,773,55,11,14,3,44,7,29,16,8,0,653,2,16,Matches
287,Carlos Benavídez,uy URU,MF,Alavés,es La Liga,26-364,1998,3.8,158,154,3,1,1,1,1,1,0,0,0,0,114,1,2,Matches
288,Adrian Benedyczak,pl POL,FWMF,Parma,it Serie A,24-125,2000,2.2,49,48,1,1,0,1,1,0,0,0,0,0,32,0,1,Matches
289,László Bénes,sk SVK,MFFW,Union Berlin,de Bundesliga,27-201,1997,5.3,285,230,54,25,1,1,46,6,22,9,12,0,195,1,7,Matches
290,Iker Benito,es ESP,FWMF,Osasuna,es La Liga,22-231,2002,0.4,13,13,0,0,0,0,2,0,0,0,0,0,9,0,0,Matches
291,Ismaël Bennacer,dz ALG,MF,Milan,it Serie A,27-118,1997,3.3,221,210,11,7,0,5,6,1,3,2,0,0,197,0,1,Matches
292,Ismaël Bennacer,dz ALG,MF,Marseille,fr Ligue 1,27-118,1997,3.6,476,451,25,9,1,1,17,1,15,12,3,0,436,0,5,Matches
293,Saïd Benrahma,dz ALG,FWMF,Lyon,fr Ligue 1,29-231,1995,8.2,358,334,20,6,1,2,43,2,12,4,6,0,258,4,11,Matches
294,Ramy Bensebaini,dz ALG,DF,Dortmund,de Bundesliga,29-347,1995,16.7,1011,841,169,31,3,2,31,124,14,13,0,0,867,1,14,Matches
295,Nabil Bentaleb,dz ALG,MFFW,Lille,fr Ligue 1,30-125,1994,1.5,76,75,1,1,0,1,3,0,0,0,0,0,66,0,0,Matches
296,Rodrigo Bentancur,uy URU,MF,Tottenham,eng Premier League,27-277,1997,13.8,851,818,33,28,4,1,2,1,0,0,0,0,752,0,15,Matches
297,Lucas Beraldo,br BRA,DF,Paris S-G,fr Ligue 1,21-125,2003,17.1,1635,1581,50,24,1,8,3,25,0,0,0,0,1538,4,6,Matches
298,Yuri Berchiche,es ESP,DF,Athletic Club,es La Liga,35-047,1990,16.3,990,805,182,22,0,15,33,160,0,0,0,0,831,3,11,Matches
299,Álex Berenguer,es ESP,FWMF,Athletic Club,es La Liga,29-268,1995,18.6,688,556,127,40,3,3,127,10,72,29,22,1,462,5,21,Matches
300,Sander Berge,no NOR,MF,Fulham,eng Premier League,27-043,1998,18.3,890,858,32,31,2,5,2,1,0,0,0,0,808,0,7,Matches
301,Lucas Bergvall,se SWE,MF,Tottenham,eng Premier League,19-055,2006,10.4,613,574,38,19,0,8,14,8,6,3,2,0,545,1,7,Matches
302,Medon Berisha,al ALB,MF,Lecce,it Serie A,21-159,2003,5.6,288,253,33,17,2,5,15,4,10,4,6,0,232,2,3,Matches
303,Mergim Berisha,de GER,FWMF,Hoffenheim,de Bundesliga,26-322,1998,3.7,56,53,2,0,3,1,3,0,0,0,0,0,39,1,0,Matches
304,Adrian Bernabe,es ESP,MF,Parma,it Serie A,23-307,2001,12.7,785,696,87,55,3,11,21,2,16,8,3,0,659,2,11,Matches
305,Marc Bernal,es ESP,MF,Barcelona,es La Liga,17-307,2007,2.7,160,154,6,6,0,1,0,0,0,0,0,0,148,0,2,Matches
306,Bernardo,br BRA,DF,Bochum,de Bundesliga,29-319,1995,13.8,656,622,34,18,0,2,8,13,0,0,0,0,494,0,23,Matches
307,Juan Bernat,es ESP,DFMF,Villarreal,es La Liga,32-028,1993,2.4,130,110,18,2,0,0,9,14,2,1,1,0,101,2,4,Matches
308,Juan Bernat,es ESP,MF,Getafe,es La Liga,32-028,1993,3.3,69,69,0,0,0,0,6,0,0,0,0,0,45,0,4,Matches
309,Maxime Bernauer,fr FRA,DF,Saint-Étienne,fr Ligue 1,26-271,1998,1.5,82,78,3,3,0,1,0,0,0,0,0,0,70,1,2,Matches
310,Antoine Bernede,fr FRA,MFFW,Hellas Verona,it Serie A,25-307,1999,1.9,50,48,2,1,0,0,1,0,1,1,0,0,36,0,2,Matches
311,Alexander Bernhardsson,se SWE,MFDF,Holstein Kiel,de Bundesliga,26-202,1998,6.9,186,168,16,3,1,4,14,4,8,3,4,1,114,2,5,Matches
312,Victor Bernth Kristiansen,dk DEN,DF,Leicester City,eng Premier League,22-103,2002,25.3,1261,1010,243,40,1,1,91,186,17,14,2,0,980,8,22,Matches
313,Matúš Bero,sk SVK,MF,Bochum,de Bundesliga,29-204,1995,23.1,1012,799,207,37,3,3,97,110,52,28,23,0,686,6,29,Matches
314,Juan Berrocal,es ESP,DF,Getafe,es La Liga,25-329,1999,8.9,293,277,16,14,0,2,0,0,0,0,0,0,221,0,1,Matches
315,Dimitry Bertaud,cd COD,GK,Montpellier,fr Ligue 1,26-296,1998,3.0,92,60,31,6,0,0,0,0,0,0,0,0,63,1,0,Matches
316,Jan-Niklas Beste,de GER,FWMF,Freiburg,de Bundesliga,26-084,1999,1.0,34,31,3,1,0,0,3,1,1,0,0,0,23,0,2,Matches
317,Beto,gw GNB,FW,Everton,eng Premier League,27-057,1998,10.4,162,159,3,0,1,1,2,0,1,0,0,0,97,0,7,Matches
318,Sam Beukema,nl NED,DF,Bologna,it Serie A,26-132,1998,26.5,1723,1659,61,55,3,18,6,5,0,0,0,0,1486,3,10,Matches
319,Alessandro Bianco,it ITA,MF,Monza,it Serie A,22-179,2002,20.7,1048,997,48,41,3,6,16,3,0,0,0,0,896,3,18,Matches
320,Alessandro Bianco,it ITA,MF,Fiorentina,it Serie A,22-179,2002,0.2,12,11,0,0,0,1,0,0,0,0,0,0,9,1,0,Matches
321,Mika Biereth,dk DEN,FW,Monaco,fr Ligue 1,22-049,2003,8.1,149,134,12,1,1,1,5,0,0,0,0,0,102,3,9,Matches
322,Jaka Bijol,si SVN,DF,Udinese,it Serie A,26-052,1999,27.0,1361,1303,54,34,1,9,2,1,0,0,0,0,1131,4,5,Matches
323,El Bilal Touré,ml MLI,FWMF,Stuttgart,de Bundesliga,23-177,2001,3.7,87,86,0,0,1,0,0,0,0,0,0,0,67,1,3,Matches
324,Philip Billing,dk DEN,MF,Bournemouth,eng Premier League,28-291,1996,2.0,102,91,10,1,1,1,10,1,6,2,2,1,70,1,2,Matches
325,Philip Billing,dk DEN,MF,Napoli,it Serie A,28-291,1996,0.9,24,24,0,0,0,0,0,0,0,0,0,0,15,0,1,Matches
326,Cristiano Biraghi,it ITA,DF,Torino,it Serie A,32-209,1992,4.2,207,146,59,15,0,2,30,31,13,9,2,0,146,2,4,Matches
327,Cristiano Biraghi,it ITA,DF,Fiorentina,it Serie A,32-209,1992,4.8,309,246,60,28,0,3,30,8,22,7,8,1,259,3,5,Matches
328,Samuele Birindelli,it ITA,DFMF,Monza,it Serie A,25-253,1999,8.5,321,272,47,3,0,0,37,44,0,0,0,0,240,2,10,Matches
329,Tom Bischof,de GER,MFFW,Hoffenheim,de Bundesliga,19-274,2005,21.8,1207,1063,140,50,3,5,118,13,76,28,32,2,941,4,46,Matches
330,Yves Bissouma,ml MLI,MF,Tottenham,eng Premier League,28-211,1996,12.7,723,688,33,32,2,2,2,1,0,0,0,0,645,2,7,Matches
331,Leonardo Bittencourt,de GER,MF,Werder Bremen,de Bundesliga,31-100,1993,9.8,599,579,18,9,1,3,19,3,6,4,2,0,507,2,10,Matches
332,Emmanuel Biumla,fr FRA,DF,Angers,fr Ligue 1,19-325,2005,14.6,497,471,23,21,0,1,0,0,0,0,0,0,439,3,2,Matches
333,Marco Bizot,nl NED,GK,Brest,fr Ligue 1,34-019,1991,25.0,851,629,220,56,0,1,0,0,0,0,0,0,592,2,0,Matches
334,Bjarki Bjarkason,is ISL,DFMF,Venezia,it Serie A,24-322,2000,1.8,89,83,6,0,1,1,7,6,0,0,0,0,78,0,3,Matches
335,Antonio Blanco,es ESP,MF,Alavés,es La Liga,24-249,2000,20.7,845,787,52,44,4,17,24,5,0,0,0,0,665,6,19,Matches
336,Ludovic Blas,fr FRA,MFFW,Rennes,fr Ligue 1,27-088,1997,22.2,814,709,103,38,7,15,105,6,56,37,12,0,604,2,18,Matches
337,Daley Blind,nl NED,DF,Girona,es La Liga,35-020,1990,20.9,1872,1735,129,41,2,26,28,75,1,0,0,0,1673,8,19,Matches
338,Myron Boadu,nl NED,FW,Bochum,de Bundesliga,24-074,2001,7.0,106,98,8,0,0,0,2,0,0,0,0,0,79,0,5,Matches
339,Augustine Boakye,gh GHA,FWMF,Saint-Étienne,fr Ligue 1,24-146,2000,8.1,256,249,6,0,2,1,5,2,1,0,0,0,192,1,7,Matches
340,Mathéo Bodmer,fr FRA,MF,Le Havre,fr Ligue 1,20-327,2004,0.1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
341,Sacha Boey,fr FRA,DF,Bayern Munich,de Bundesliga,24-197,2000,4.7,386,340,46,4,0,0,10,42,0,0,0,0,354,0,3,Matches
342,Jeremie Boga,ci CIV,MFFW,Nice,fr Ligue 1,28-085,1997,7.6,240,226,13,1,0,2,16,1,10,7,1,0,196,1,7,Matches
343,Lamare Bogarde,nl NED,DFMF,Aston Villa,eng Premier League,21-083,2004,5.3,272,239,31,14,0,0,0,17,0,0,0,0,240,2,1,Matches
344,Emil Bohinen,no NOR,MF,Genoa,it Serie A,26-017,1999,1.8,86,85,1,1,0,1,0,0,0,0,0,0,69,0,3,Matches
345,Adama Boiro,es ESP,DF,Athletic Club,es La Liga,22-280,2002,8.5,359,280,79,4,0,0,24,75,0,0,0,0,285,0,8,Matches
346,Willy Boly,ci CIV,DF,Nott'ham Forest,eng Premier League,34-054,1991,1.5,61,60,1,1,0,0,0,0,0,0,0,0,48,0,0,Matches
