,,,,,,,,Playing Time,,,,Performance,,,,,,,,Expected,,,,Progression,,,Per 90 Minutes,,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
732,Moussa Djitte,sn SEN,FW,Ajaccio,fr Ligue 1,23-177,1999,6,1,136,1.5,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.2,0,2,12,0.00,0.00,0.00,0.00,0.00,0.09,0.01,0.10,0.09,0.10,Matches
733,Marko Dmitrović,rs SRB,GK,Sevilla,es La Liga,31-065,1992,4,2,279,3.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
734,Alan Do Marcolino,ga GAB,FW,Rennes,fr Ligue 1,21-011,2002,2,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
735,Ben Doak,sct SCO,FW,Liverpool,eng Premier League,17-139,2005,2,0,26,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
736,Ritsu Doan,jp JPN,FWMF,Freiburg,de Bundesliga,24-287,1998,25,22,1770,19.7,4,3,7,4,0,0,2,0,5.0,5.0,2.2,7.2,61,48,140,0.20,0.15,0.36,0.20,0.36,0.26,0.11,0.37,0.26,0.37,Matches
737,Dodô,br BRA,DF,Fiorentina,it Serie A,24-133,1998,23,20,1661,18.5,0,2,2,0,0,0,5,1,0.5,0.5,1.4,1.9,40,103,80,0.00,0.11,0.11,0.00,0.11,0.03,0.07,0.10,0.03,0.10,Matches
738,Danilho Doekhi,nl NED,DF,Union Berlin,de Bundesliga,24-273,1998,16,16,1406,15.6,4,1,5,4,0,0,0,0,1.3,1.3,0.2,1.5,13,52,14,0.26,0.06,0.32,0.26,0.32,0.08,0.01,0.09,0.08,0.09,Matches
739,Matt Doherty,ie IRL,DFMF,Tottenham,eng Premier League,31-073,1992,12,7,667,7.4,1,0,1,1,0,0,0,0,0.8,0.8,0.3,1.0,16,20,57,0.13,0.00,0.13,0.13,0.13,0.10,0.04,0.14,0.10,0.14,Matches
740,Matt Doherty,ie IRL,DF,Atlético Madrid,es La Liga,31-073,1992,1,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
741,Josh Doig,sct SCO,DF,Hellas Verona,it Serie A,20-316,2002,19,14,1240,13.8,2,3,5,2,0,0,1,0,1.8,1.8,1.0,2.9,40,24,57,0.15,0.22,0.36,0.15,0.36,0.13,0.08,0.21,0.13,0.21,Matches
742,Jeremy Doku,be BEL,MFFW,Rennes,fr Ligue 1,20-307,2002,19,5,601,6.7,1,0,1,1,0,0,0,0,1.3,1.3,1.4,2.7,43,32,79,0.15,0.00,0.15,0.15,0.15,0.20,0.21,0.41,0.20,0.41,Matches
743,Kasper Dolberg,dk DEN,FW,Sevilla,es La Liga,25-175,1997,4,2,197,2.2,0,1,1,0,0,0,0,0,0.0,0.0,0.4,0.4,2,2,9,0.00,0.46,0.46,0.00,0.46,0.02,0.18,0.20,0.02,0.20,Matches
744,Kasper Dolberg,dk DEN,FWMF,Hoffenheim,de Bundesliga,25-175,1997,8,4,342,3.8,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.9,4,4,18,0.00,0.00,0.00,0.00,0.00,0.12,0.12,0.23,0.12,0.23,Matches
745,Carlos Dominguez,es ESP,DF,Celta Vigo,es La Liga,22-047,2001,2,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
746,Nicolás Domínguez,ar ARG,MF,Bologna,it Serie A,24-275,1998,21,18,1581,17.6,1,2,3,1,0,0,7,0,1.2,1.2,1.8,3.0,26,95,53,0.06,0.11,0.17,0.06,0.17,0.07,0.10,0.17,0.07,0.17,Matches
747,John Donald,es ESP,DF,Elche,es La Liga,22-212,2000,3,2,150,1.7,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
748,Giulio Donati,it ITA,DF,Monza,it Serie A,33-053,1990,6,3,309,3.4,1,0,1,1,0,0,3,1,0.4,0.4,0.0,0.4,3,17,8,0.29,0.00,0.29,0.29,0.29,0.12,0.00,0.12,0.12,0.12,Matches
749,Kyliane Dong,fr FRA,DFMF,Troyes,fr Ligue 1,18-184,2004,3,0,58,0.6,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,3,0,7,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.09,0.09,0.09,Matches
750,Jordan Dongmo,cm CMR,MF,Troyes,fr Ligue 1,22-059,2001,2,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
751,Gianluigi Donnarumma,it ITA,GK,Paris S-G,fr Ligue 1,24-033,1999,28,28,2520,28.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
752,Niklas Dorsch,de GER,MF,Augsburg,de Bundesliga,25-074,1998,6,2,187,2.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,6,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
753,Gabriel Dos Santos,br BRA,DF,Arsenal,eng Premier League,25-101,1997,28,28,2515,27.9,3,0,3,3,0,0,4,0,3.8,3.8,0.2,4.0,14,119,11,0.11,0.00,0.11,0.11,0.11,0.14,0.01,0.14,0.14,0.14,Matches
754,Jodel Dossou,bj BEN,MFDF,Clermont Foot,fr Ligue 1,31-013,1992,9,2,258,2.9,1,0,1,1,0,0,0,0,0.4,0.4,0.2,0.6,8,6,23,0.35,0.00,0.35,0.35,0.35,0.15,0.05,0.21,0.15,0.21,Matches
755,Lohann Doucet,fr FRA,MFFW,Nantes,fr Ligue 1,20-197,2002,9,0,91,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.2,2,9,1,0.00,0.00,0.00,0.00,0.00,0.05,0.15,0.20,0.05,0.20,Matches
756,Abdoulaye Doucouré,ml MLI,MF,Everton,eng Premier League,30-088,1993,18,10,936,10.4,2,2,4,2,0,0,5,0,1.3,1.3,1.2,2.5,13,28,29,0.19,0.19,0.38,0.19,0.38,0.13,0.12,0.25,0.13,0.25,Matches
757,Cheick Doucouré,ml MLI,MF,Crystal Palace,eng Premier League,23-081,2000,25,25,2023,22.5,0,2,2,0,0,0,10,1,0.8,0.8,1.6,2.4,13,102,11,0.00,0.09,0.09,0.00,0.09,0.04,0.07,0.11,0.04,0.11,Matches
758,Ckene Doucouré,km COM,FWMF,Lorient,fr Ligue 1,20-356,2002,8,0,89,1.0,0,1,1,0,0,0,0,0,0.7,0.7,0.6,1.2,4,5,15,0.00,1.01,1.01,0.00,1.01,0.68,0.57,1.25,0.68,1.25,Matches
759,Désiré Doué,fr FRA,MFFW,Rennes,fr Ligue 1,17-300,2005,21,10,1003,11.1,3,1,4,3,0,0,4,0,1.5,1.5,1.3,2.8,34,49,73,0.27,0.09,0.36,0.27,0.36,0.14,0.11,0.25,0.14,0.25,Matches
760,Guela Doué,fr FRA,FW,Rennes,fr Ligue 1,20-164,2002,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
761,Ismaël Doukouré,fr FRA,DF,Strasbourg,fr Ligue 1,19-249,2003,18,16,1471,16.3,1,1,2,1,0,0,5,0,0.2,0.2,0.4,0.6,17,69,13,0.06,0.06,0.12,0.06,0.12,0.01,0.02,0.03,0.01,0.03,Matches
762,Kamory Doumbia,ml MLI,MF,Reims,fr Ligue 1,20-040,2003,20,11,910,10.1,2,2,4,1,1,1,0,0,3.3,2.5,2.6,5.1,24,62,64,0.20,0.20,0.40,0.10,0.30,0.32,0.26,0.58,0.25,0.50,Matches
763,Souleyman Doumbia,ci CIV,DFFW,Angers,fr Ligue 1,26-187,1996,21,21,1714,19.0,0,0,0,0,0,0,2,1,1.0,1.0,1.5,2.5,45,53,84,0.00,0.00,0.00,0.00,0.00,0.05,0.08,0.13,0.05,0.13,Matches
764,Flynn Downes,eng ENG,MF,West Ham,eng Premier League,24-069,1999,12,4,397,4.4,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.3,1,7,8,0.00,0.00,0.00,0.00,0.00,0.06,0.01,0.07,0.06,0.07,Matches
765,Bartłomiej Drągowski,pl POL,GK,Spezia,it Serie A,25-223,1997,25,25,2136,23.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
766,Cody Drameh,eng ENG,DF,Leeds United,eng Premier League,21-112,2001,1,1,69,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
767,Dion Drena Beljo,hr CRO,FWMF,Augsburg,de Bundesliga,21-029,2002,9,7,477,5.3,1,0,1,1,0,0,1,0,0.3,0.3,0.2,0.5,4,9,23,0.19,0.00,0.19,0.19,0.19,0.05,0.04,0.10,0.05,0.10,Matches
768,Dominick Drexler,de GER,MFFW,Schalke 04,de Bundesliga,32-308,1990,18,12,1014,11.3,3,3,6,3,0,0,2,1,1.9,1.9,1.7,3.6,10,34,51,0.27,0.27,0.53,0.27,0.53,0.17,0.15,0.32,0.17,0.32,Matches
769,Domingos Duarte,pt POR,DF,Getafe,es La Liga,28-020,1995,24,24,2104,23.4,0,2,2,0,0,0,10,1,1.1,1.1,0.8,1.9,4,49,0,0.00,0.09,0.09,0.00,0.09,0.05,0.03,0.08,0.05,0.08,Matches
770,Martin Dúbravka,sk SVK,GK,Newcastle Utd,eng Premier League,34-074,1989,1,0,67,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
771,Marvin Ducksch,de GER,FW,Werder Bremen,de Bundesliga,29-023,1994,25,25,2090,23.2,8,5,13,8,0,1,2,0,8.1,7.3,3.9,11.2,25,41,173,0.34,0.22,0.56,0.34,0.56,0.35,0.17,0.52,0.31,0.48,Matches
772,Ondrej Duda,sk SVK,MF,Hellas Verona,it Serie A,28-115,1994,8,7,624,6.9,0,0,0,0,0,0,3,0,0.6,0.6,0.3,0.9,6,29,14,0.00,0.00,0.00,0.00,0.00,0.09,0.05,0.13,0.09,0.13,Matches
773,Ondrej Duda,sk SVK,MF,Köln,de Bundesliga,28-115,1994,13,9,689,7.7,0,0,0,0,0,0,4,0,0.7,0.7,0.7,1.4,12,40,33,0.00,0.00,0.00,0.00,0.00,0.10,0.09,0.18,0.10,0.18,Matches
774,Shane Duffy,ie IRL,FWDF,Fulham,eng Premier League,31-088,1992,4,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
775,Rémy Dugimont,fr FRA,FWMF,Auxerre,fr Ligue 1,36-272,1986,10,0,108,1.2,0,1,1,0,0,0,1,0,0.1,0.1,0.3,0.4,2,8,12,0.00,0.83,0.83,0.00,0.83,0.10,0.23,0.33,0.10,0.33,Matches
776,Denzel Dumfries,nl NED,DF,Inter,it Serie A,26-346,1996,24,18,1561,17.3,1,3,4,1,0,0,4,0,2.9,2.9,3.8,6.7,40,39,127,0.06,0.17,0.23,0.06,0.23,0.17,0.22,0.39,0.17,0.39,Matches
777,Alfred Duncan,gh GHA,MF,Fiorentina,it Serie A,30-020,1993,16,7,611,6.8,0,0,0,0,0,0,2,0,0.2,0.2,0.2,0.4,10,41,19,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.07,0.04,0.07,Matches
778,Lewis Dunk,eng ENG,DF,Brighton,eng Premier League,31-129,1991,25,25,2249,25.0,0,0,0,0,0,0,2,0,1.1,1.1,0.6,1.7,12,96,1,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.07,0.04,0.07,Matches
779,Maxime Dupé,fr FRA,GK,Toulouse,fr Ligue 1,30-026,1993,28,28,2520,28.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
780,Jhon Durán,co COL,FW,Aston Villa,eng Premier League,19-107,2003,6,0,71,0.8,0,0,0,0,0,0,0,0,0.6,0.6,0.0,0.6,2,3,9,0.00,0.00,0.00,0.00,0.00,0.70,0.00,0.70,0.70,0.70,Matches
781,Pablo Durán,es ESP,MFDF,Celta Vigo,es La Liga,22-064,2001,4,0,36,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
782,Hugo Duro,es ESP,FW,Valencia,es La Liga,23-140,1999,20,9,971,10.8,1,0,1,1,0,1,4,0,3.2,2.4,0.7,3.1,9,9,55,0.09,0.00,0.09,0.09,0.09,0.30,0.07,0.36,0.22,0.29,Matches
783,Jean-Kevin Duverne,fr FRA,DF,Brest,fr Ligue 1,25-261,1997,24,18,1748,19.4,0,0,0,0,0,0,1,0,0.4,0.4,0.7,1.1,47,106,85,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.05,0.02,0.05,Matches
784,Paulo Dybala,ar ARG,MFFW,Roma,it Serie A,29-135,1993,20,18,1431,15.9,9,6,15,7,2,2,3,0,6.3,4.7,5.7,10.3,42,53,84,0.57,0.38,0.94,0.44,0.82,0.39,0.36,0.75,0.29,0.65,Matches
785,Edin Džeko,ba BIH,FW,Inter,it Serie A,37-013,1986,27,17,1566,17.4,7,3,10,7,0,0,3,0,8.7,8.7,3.0,11.7,25,60,125,0.40,0.17,0.57,0.40,0.57,0.50,0.17,0.67,0.50,0.67,Matches
786,Malcolm Ebiowei,eng ENG,MFFW,Crystal Palace,eng Premier League,19-207,2003,3,0,34,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,2,9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
787,Festy Ebosele,ie IRL,DFFW,Udinese,it Serie A,20-240,2002,9,1,154,1.7,0,0,0,0,0,0,3,0,0.2,0.2,0.3,0.5,12,12,10,0.00,0.00,0.00,0.00,0.00,0.09,0.18,0.27,0.09,0.27,Matches
788,Enzo Ebosse,cm CMR,DF,Udinese,it Serie A,24-019,1999,20,9,930,10.3,0,0,0,0,0,0,3,0,0.1,0.1,0.0,0.1,11,51,20,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
789,Tyronne Ebuehi,ng NGA,DF,Empoli,it Serie A,27-104,1995,16,12,1070,11.9,2,1,3,2,0,0,0,0,2.1,2.1,0.3,2.4,11,13,27,0.17,0.08,0.25,0.17,0.25,0.18,0.02,0.21,0.18,0.21,Matches
790,Ederson,br BRA,GK,Manchester City,eng Premier League,29-225,1993,27,27,2430,27.0,0,1,1,0,0,0,2,0,0.0,0.0,0.2,0.2,0,0,0,0.00,0.04,0.04,0.00,0.04,0.00,0.01,0.01,0.00,0.01,Matches
791,Éderson,br BRA,MF,Atalanta,it Serie A,23-266,1999,24,16,1446,16.1,1,0,1,1,0,0,3,0,1.5,1.5,1.5,3.0,22,61,38,0.06,0.00,0.06,0.06,0.06,0.09,0.10,0.19,0.09,0.19,Matches
792,Odsonne Édouard,fr FRA,FW,Crystal Palace,eng Premier League,25-073,1998,25,14,1277,14.2,3,2,5,3,0,0,3,0,3.1,3.1,1.0,4.1,21,29,67,0.21,0.14,0.35,0.21,0.35,0.22,0.07,0.29,0.22,0.29,Matches
793,Samuel Edozie,eng ENG,FWMF,Southampton,eng Premier League,20-061,2003,15,5,541,6.0,0,0,0,0,0,0,0,0,0.9,0.9,0.3,1.2,22,11,34,0.00,0.00,0.00,0.00,0.00,0.15,0.06,0.20,0.15,0.20,Matches
794,Maximilian Eggestein,de GER,MF,Freiburg,de Bundesliga,26-112,1996,24,20,1829,20.3,1,2,3,1,0,0,4,0,0.6,0.6,0.9,1.5,17,68,33,0.05,0.10,0.15,0.05,0.15,0.03,0.05,0.07,0.03,0.07,Matches
795,Lilian Egloff,de GER,MFFW,Stuttgart,de Bundesliga,20-222,2002,10,2,241,2.7,0,0,0,0,0,0,1,0,0.4,0.4,0.4,0.7,8,7,22,0.00,0.00,0.00,0.00,0.00,0.13,0.15,0.28,0.13,0.28,Matches
796,Íñigo Eguaras,es ESP,MF,Almería,es La Liga,31-023,1992,19,10,845,9.4,1,1,2,1,0,0,5,0,1.0,1.0,0.6,1.6,6,53,6,0.11,0.11,0.21,0.11,0.21,0.10,0.07,0.17,0.10,0.17,Matches
797,Kingsley Ehizibue,nl NED,DF,Udinese,it Serie A,27-309,1995,21,10,1055,11.7,2,0,2,2,0,0,5,0,1.7,1.7,0.8,2.5,24,37,55,0.17,0.00,0.17,0.17,0.17,0.14,0.07,0.21,0.14,0.21,Matches
798,Kingsley Ehizibue,nl NED,DF,Köln,de Bundesliga,27-309,1995,1,1,61,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,3,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
799,Chidera Ejuke,ng NGA,FWMF,Hertha BSC,de Bundesliga,25-087,1998,15,9,790,8.8,0,3,3,0,0,0,0,0,1.4,1.4,1.1,2.5,33,36,62,0.00,0.34,0.34,0.00,0.34,0.16,0.13,0.29,0.16,0.29,Matches
800,Albin Ekdal,se SWE,MF,Spezia,it Serie A,33-245,1989,20,9,953,10.6,0,2,2,0,0,0,4,1,1.0,1.0,1.3,2.3,4,42,9,0.00,0.19,0.19,0.00,0.19,0.10,0.12,0.22,0.10,0.22,Matches
801,Hugo Ekitike,fr FRA,FW,Paris S-G,fr Ligue 1,20-283,2002,19,8,827,9.2,3,3,6,3,0,0,0,0,2.8,2.8,1.1,3.8,17,16,60,0.33,0.33,0.65,0.33,0.65,0.30,0.12,0.42,0.30,0.42,Matches
802,Emmanuel Ekong,se SWE,FWMF,Empoli,it Serie A,20-278,2002,2,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.20,0.20,0.20,Matches
803,Anthony Elanga,se SWE,FW,Manchester Utd,eng Premier League,20-337,2002,16,5,426,4.7,0,1,1,0,0,0,0,0,0.7,0.7,0.9,1.6,12,8,28,0.00,0.21,0.21,0.00,0.21,0.15,0.19,0.34,0.15,0.34,Matches
804,Alberth Elis,hn HON,MFFW,Brest,fr Ligue 1,27-046,1996,7,2,240,2.7,0,0,0,0,0,0,0,0,0.3,0.3,0.2,0.5,5,4,16,0.00,0.00,0.00,0.00,0.00,0.12,0.07,0.19,0.12,0.19,Matches
805,Mikael Ellertsson,is ISL,MFDF,Spezia,it Serie A,21-019,2002,11,1,171,1.9,0,0,0,0,0,0,3,0,0.1,0.1,0.0,0.2,3,3,4,0.00,0.00,0.00,0.00,0.00,0.07,0.01,0.08,0.07,0.08,Matches
806,Harvey Elliott,eng ENG,MFFW,Liverpool,eng Premier League,19-360,2003,26,16,1428,15.9,1,2,3,1,0,0,1,0,1.7,1.7,3.1,4.8,46,114,118,0.06,0.13,0.19,0.06,0.19,0.11,0.20,0.30,0.11,0.30,Matches
807,Elif Elmas,mk MKD,FWMF,Napoli,it Serie A,23-187,1999,26,7,1019,11.3,6,2,8,5,1,1,3,0,3.4,2.6,1.4,4.0,26,39,57,0.53,0.18,0.71,0.44,0.62,0.30,0.12,0.42,0.23,0.36,Matches
808,Mohamed Elneny,eg EGY,MF,Arsenal,eng Premier League,30-262,1992,5,1,113,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
809,Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,29-002,1994,16,12,1028,11.4,0,1,1,0,0,0,4,1,0.6,0.6,1.0,1.6,15,38,14,0.00,0.09,0.09,0.00,0.09,0.05,0.09,0.14,0.05,0.14,Matches
810,Nico Elvedi,ch SUI,DF,M'Gladbach,de Bundesliga,26-181,1996,23,23,2025,22.5,3,0,3,3,0,0,1,0,2.2,2.2,0.3,2.5,14,60,4,0.13,0.00,0.13,0.13,0.13,0.10,0.01,0.11,0.10,0.11,Matches
811,Rodrigo Ely,br BRA,DF,Almería,es La Liga,29-147,1993,25,25,2165,24.1,0,0,0,0,0,0,6,1,0.7,0.7,0.2,0.9,6,35,3,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04,Matches
812,Sepe Elye Wahi,fr FRA,FW,Montpellier,fr Ligue 1,20-087,2003,24,21,1831,20.3,12,1,13,12,0,0,5,1,8.1,8.1,1.0,9.1,41,20,141,0.59,0.05,0.64,0.59,0.64,0.40,0.05,0.45,0.40,0.45,Matches
813,Mohamed Elyounoussi,no NOR,MFFW,Southampton,eng Premier League,28-238,1994,25,21,1734,19.3,0,1,1,0,0,0,3,0,2.6,2.6,2.0,4.6,43,41,85,0.00,0.05,0.05,0.00,0.05,0.13,0.10,0.24,0.13,0.24,Matches
814,Adri Embarba,es ESP,FWMF,Almería,es La Liga,30-327,1992,20,12,969,10.8,1,3,4,1,0,0,5,1,1.6,1.6,2.8,4.5,44,31,81,0.09,0.28,0.37,0.09,0.37,0.15,0.26,0.42,0.15,0.42,Matches
815,Adri Embarba,es ESP,FW,Espanyol,es La Liga,30-327,1992,1,0,35,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,0,2,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.20,0.20,0.20,Matches
816,Breel Embolo,ch SUI,FW,Monaco,fr Ligue 1,26-044,1997,28,19,1757,19.5,12,2,14,12,0,1,2,0,8.1,7.2,3.2,10.4,19,47,143,0.61,0.10,0.72,0.61,0.72,0.42,0.17,0.58,0.37,0.53,Matches
817,Emerson,br BRA,DF,Tottenham,eng Premier League,24-075,1999,22,16,1391,15.5,2,1,3,2,0,0,2,1,1.6,1.6,0.6,2.3,42,70,95,0.13,0.06,0.19,0.13,0.19,0.10,0.04,0.15,0.10,0.15,Matches
818,Youssef En-Nesyri,ma MAR,FW,Sevilla,es La Liga,25-302,1997,22,11,1049,11.7,5,0,5,5,0,0,3,0,6.5,6.5,0.5,7.0,10,5,50,0.43,0.00,0.43,0.43,0.43,0.55,0.05,0.60,0.55,0.60,Matches
819,Wataru Endo,jp JPN,MF,Stuttgart,de Bundesliga,30-049,1993,24,24,2112,23.5,3,2,5,3,0,0,0,0,2.5,2.5,2.2,4.7,22,112,51,0.13,0.09,0.21,0.13,0.21,0.10,0.09,0.20,0.10,0.20,Matches
820,Arne Engels,be BEL,MF,Augsburg,de Bundesliga,19-203,2003,10,10,826,9.2,0,2,2,0,0,0,3,0,0.2,0.2,1.7,1.9,6,40,11,0.00,0.22,0.22,0.00,0.22,0.03,0.18,0.21,0.03,0.21,Matches
821,Christian Eriksen,dk DEN,MF,Manchester Utd,eng Premier League,31-044,1992,19,18,1489,16.5,1,7,8,1,0,0,3,0,2.7,2.7,3.0,5.7,16,104,42,0.06,0.42,0.48,0.06,0.48,0.16,0.18,0.34,0.16,0.34,Matches
822,Martin Erlic,hr CRO,DF,Sassuolo,it Serie A,25-065,1998,20,19,1698,18.9,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,4,44,0,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,Matches
823,Gonzalo Escalante,ar ARG,MF,Cremonese,it Serie A,30-003,1993,9,7,555,6.2,0,1,1,0,0,0,0,1,0.2,0.2,0.2,0.4,3,30,8,0.00,0.16,0.16,0.00,0.16,0.03,0.04,0.07,0.03,0.07,Matches
824,Gonzalo Escalante,ar ARG,MF,Cádiz,es La Liga,30-003,1993,8,7,600,6.7,2,0,2,2,0,0,2,0,1.2,1.2,0.4,1.6,1,28,3,0.30,0.00,0.30,0.30,0.30,0.18,0.06,0.24,0.18,0.24,Matches
825,Sergio Escudero,es ESP,DF,Valladolid,es La Liga,33-209,1989,14,12,954,10.6,0,0,0,0,0,0,3,0,0.6,0.6,0.5,1.2,10,25,25,0.00,0.00,0.00,0.00,0.00,0.06,0.05,0.11,0.06,0.11,Matches
826,Alfonso Espino,uy URU,DF,Cádiz,es La Liga,31-084,1992,25,24,2132,23.7,0,3,3,0,0,0,6,0,0.9,0.9,1.4,2.3,33,72,86,0.00,0.13,0.13,0.00,0.13,0.04,0.06,0.10,0.04,0.10,Matches
827,Bernardo Espinosa,co COL,DF,Girona,es La Liga,33-262,1989,14,10,846,9.4,0,1,1,0,0,0,3,0,0.5,0.5,0.0,0.6,4,19,2,0.00,0.11,0.11,0.00,0.11,0.06,0.00,0.06,0.06,0.06,Matches
828,Salvatore Esposito,it ITA,MF,Spezia,it Serie A,22-174,2000,5,2,216,2.4,0,0,0,0,0,0,3,1,0.0,0.0,0.1,0.1,1,11,1,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.04,0.01,0.04,Matches
829,Maxime Estève,fr FRA,DF,Montpellier,fr Ligue 1,20-308,2002,19,15,1362,15.1,0,0,0,0,0,0,3,0,0.4,0.4,0.1,0.5,9,37,1,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.03,0.03,0.03,Matches
830,Pervis Estupiñán,ec ECU,DF,Brighton,eng Premier League,25-068,1998,22,19,1577,17.5,0,3,3,0,0,0,3,0,0.5,0.5,2.9,3.4,55,97,114,0.00,0.17,0.17,0.00,0.17,0.03,0.17,0.19,0.03,0.19,Matches
831,Jonny Evans,nir NIR,DF,Leicester City,eng Premier League,35-086,1988,10,9,811,9.0,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,6,31,0,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches
832,Edu Expósito,es ESP,MF,Espanyol,es La Liga,26-241,1996,21,11,970,10.8,2,2,4,2,0,0,3,0,0.5,0.5,1.9,2.5,16,56,47,0.19,0.19,0.37,0.19,0.37,0.05,0.18,0.23,0.05,0.23,Matches
833,Eberechi Eze,eng ENG,MFFW,Crystal Palace,eng Premier League,24-274,1998,28,20,1736,19.3,4,3,7,4,0,0,2,0,3.3,3.3,3.0,6.3,43,77,69,0.21,0.16,0.36,0.21,0.36,0.17,0.16,0.33,0.17,0.33,Matches
834,Nicolás Ezequiel Fernández,ar ARG,MFDF,Elche,es La Liga,23-078,2000,11,2,326,3.6,0,0,0,0,0,0,2,0,0.1,0.1,0.4,0.4,7,17,26,0.00,0.00,0.00,0.00,0.00,0.02,0.10,0.11,0.02,0.11,Matches
