,,,,,,,,,Performance,,,,,,,,,,,,,Aerial Duels,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
2335,André Silva,pt POR,FW,RB Leipzig,de Bundesliga,27-144,1995,17.1,2,0,0,27,40,10,4,2,4,0,0,0,39,18,25,41.9,Matches
2336,Bernardo Silva,pt POR,MFFW,Manchester City,eng Premier League,28-232,1994,19.8,3,0,0,22,13,2,57,13,22,1,0,0,97,2,8,20.0,Matches
2337,Caio Henrique Oliveira Silva,br BRA,DF,Monaco,fr Ligue 1,25-242,1997,23.5,3,0,0,13,16,1,116,15,39,0,0,1,163,9,17,34.6,Matches
2338,David Silva,es ESP,MF,Real Sociedad,es La Liga,37-081,1986,14.5,2,0,0,18,19,3,15,10,12,0,0,0,77,7,10,41.2,Matches
2339,Rui Silva,pt POR,GK,Betis,es La Liga,29-051,1994,20.0,2,0,0,0,1,0,0,0,1,0,0,0,35,3,1,75.0,Matches
2340,Thiago Silva,br BRA,DF,Chelsea,eng Premier League,38-189,1984,20.1,1,0,0,8,10,0,1,29,22,0,0,0,117,42,19,68.9,Matches
2341,Marco Silvestri,it ITA,GK,Udinese,it Serie A,32-028,1991,27.0,0,0,0,0,3,0,0,1,1,0,0,0,29,6,0,100.0,Matches
2342,Abdallah Sima,sn SEN,FW,Angers,fr Ligue 1,21-286,2001,14.9,0,0,0,25,13,9,12,3,8,1,0,1,38,31,45,40.8,Matches
2343,Mohamed Simakan,fr FRA,DF,RB Leipzig,de Bundesliga,22-331,2000,10.2,0,0,0,14,14,1,6,10,10,0,1,0,51,19,15,55.9,Matches
2344,Giovanni Simeone,ar ARG,FW,Napoli,it Serie A,27-268,1995,2.5,1,0,0,5,6,1,2,1,3,0,0,0,8,4,14,22.2,Matches
2345,Ellis Simms,eng ENG,FW,Everton,eng Premier League,22-084,2001,1.3,0,0,0,0,0,1,0,0,0,0,0,0,4,6,11,35.3,Matches
2346,Eduardo Simões,pt POR,DF,Hoffenheim,de Bundesliga,21-028,2002,1.0,0,0,0,1,1,0,0,0,3,0,0,0,10,1,1,50.0,Matches
2347,Moses Simon,ng NGA,FWMF,Nantes,fr Ligue 1,27-261,1995,20.2,3,0,0,10,26,4,100,6,9,0,0,0,89,8,28,22.2,Matches
2348,Unai Simón,es ESP,GK,Athletic Club,es La Liga,25-292,1997,21.5,1,0,0,0,1,0,0,0,0,0,0,0,26,0,0,,Matches
2349,Lassine Sinayoko,ml MLI,MFFW,Auxerre,fr Ligue 1,23-112,1999,14.4,2,1,1,22,19,4,27,11,14,1,0,0,100,18,29,38.3,Matches
2350,Wilfried Singo,ci CIV,DF,Torino,it Serie A,22-095,2000,15.4,3,0,0,28,28,0,32,8,14,0,0,0,80,36,16,69.2,Matches
2351,Luis Sinisterra,co COL,FW,Leeds United,eng Premier League,23-286,1999,6.0,3,1,1,9,9,3,4,6,9,0,1,0,36,10,9,52.6,Matches
2352,Daley Sinkgraven,nl NED,DFMF,Leverkusen,de Bundesliga,27-269,1995,3.6,1,0,0,6,4,0,3,5,6,0,0,0,15,2,5,28.6,Matches
2353,Tobias Sippel,de GER,GK,M'Gladbach,de Bundesliga,35-008,1988,5.7,1,0,0,0,0,0,0,0,0,0,0,0,7,2,1,66.7,Matches
2354,Hugo Siquet,be BEL,DF,Freiburg,de Bundesliga,20-264,2002,0.2,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,,Matches
2355,Salvatore Sirigu,it ITA,GK,Fiorentina,it Serie A,36-077,1987,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,Matches
2356,Ibrahima Sissoko,fr FRA,MF,Strasbourg,fr Ligue 1,25-154,1997,9.7,0,0,0,26,12,1,9,6,12,0,1,0,81,26,17,60.5,Matches
2357,Moussa Sissoko,fr FRA,MF,Nantes,fr Ligue 1,33-226,1989,16.4,3,0,0,25,9,2,18,13,16,0,1,0,107,22,20,52.4,Matches
2358,Tim Skarke,de GER,DFMF,Union Berlin,de Bundesliga,26-204,1996,0.6,1,0,0,3,0,0,8,0,1,0,0,0,1,0,1,0.0,Matches
2359,Tim Skarke,de GER,FWMF,Schalke 04,de Bundesliga,26-204,1996,2.4,0,0,0,2,6,2,12,0,1,0,0,0,16,2,7,22.2,Matches
2360,Ellyes Skhiri,tn TUN,MF,Köln,de Bundesliga,27-324,1995,23.7,4,0,0,29,10,4,12,43,38,0,0,0,194,29,16,64.4,Matches
2361,Oliver Skipp,eng ENG,MF,Tottenham,eng Premier League,22-195,2000,7.2,5,0,0,11,9,0,9,6,9,0,0,0,54,4,7,36.4,Matches
2362,Leo Skiri Østigård,no NOR,DF,Napoli,it Serie A,23-122,1999,2.7,1,0,0,2,4,0,0,4,1,0,0,0,7,19,2,90.5,Matches
2363,Łukasz Skorupski,pl POL,GK,Bologna,it Serie A,31-329,1991,27.0,3,0,0,0,6,0,0,0,1,0,0,0,38,4,0,100.0,Matches
2364,Robert Skov,dk DEN,DF,Hoffenheim,de Bundesliga,26-314,1996,13.7,1,0,0,16,19,1,69,8,9,0,0,0,67,12,15,44.4,Matches
2365,Milan Škriniar,sk SVK,DF,Inter,it Serie A,28-047,1995,19.7,5,1,1,35,14,1,5,13,18,0,0,1,112,17,18,48.6,Matches
2366,Naatan Skyttä,fi FIN,MF,Toulouse,fr Ligue 1,20-327,2002,0.3,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0.0,Matches
2367,Islam Slimani,dz ALG,FW,Brest,fr Ligue 1,34-285,1988,11.0,5,0,0,18,14,10,9,1,3,0,0,0,16,22,25,46.8,Matches
2368,Chris Smalling,eng ENG,DF,Roma,it Serie A,33-128,1989,25.7,6,0,0,17,13,1,0,37,12,0,0,0,112,54,20,73.0,Matches
2369,Adam Smith,eng ENG,DF,Bournemouth,eng Premier League,31-335,1991,24.4,8,0,0,24,19,0,29,17,22,0,1,0,97,19,31,38.0,Matches
2370,Emile Smith Rowe,eng ENG,FWMF,Arsenal,eng Premier League,22-245,2000,1.3,0,0,0,1,1,1,5,0,1,0,0,0,4,0,2,0.0,Matches
2371,Hrvoje Smolčić,hr CRO,DF,Eint Frankfurt,de Bundesliga,22-225,2000,5.2,0,0,0,0,5,0,0,6,7,0,0,0,31,27,13,67.5,Matches
2372,Cédric Soares,pt POR,DF,Arsenal,eng Premier League,31-211,1991,0.3,0,0,0,1,0,0,3,0,0,0,0,0,0,0,1,0.0,Matches
2373,Cédric Soares,pt POR,DF,Fulham,eng Premier League,31-211,1991,0.1,0,0,0,0,0,0,2,0,1,0,0,0,3,1,2,33.3,Matches
2374,Danilo Soares,br BRA,DF,Bochum,de Bundesliga,31-152,1991,15.2,5,0,0,21,19,0,12,22,38,0,1,0,129,23,13,63.9,Matches
2375,Eduard Sobol,ua UKR,DF,Strasbourg,fr Ligue 1,27-344,1995,5.6,2,0,0,8,7,2,9,4,6,0,1,0,19,6,3,66.7,Matches
2376,Rubén Sobrino,es ESP,MFFW,Cádiz,es La Liga,30-302,1992,17.3,7,0,0,36,35,7,8,15,18,0,0,0,103,35,43,44.9,Matches
2377,Alex Sola,es ESP,DF,Real Sociedad,es La Liga,23-294,1999,3.8,1,0,0,3,8,0,11,7,9,0,0,0,17,7,3,70.0,Matches
2378,Dominic Solanke,eng ENG,FWMF,Bournemouth,eng Premier League,25-197,1997,20.9,1,0,0,25,35,6,6,2,5,0,0,0,63,38,60,38.8,Matches
2379,Augusto Solari,ar ARG,MFFW,Celta Vigo,es La Liga,31-086,1992,2.4,0,0,0,7,3,0,2,4,5,0,0,0,16,4,3,57.1,Matches
2380,Ola Solbakken,no NOR,MFFW,Roma,it Serie A,24-204,1998,1.2,0,0,0,1,5,0,3,1,0,0,0,0,7,3,5,37.5,Matches
2381,Nikola Soldo,hr CRO,DF,Köln,de Bundesliga,22-064,2001,6.6,1,0,0,5,2,0,1,7,9,0,0,0,44,7,9,43.8,Matches
2382,Carlos Soler,es ESP,MF,Valencia,es La Liga,26-087,1997,2.7,0,0,0,2,4,0,16,0,0,0,0,0,4,1,1,50.0,Matches
2383,Carlos Soler,es ESP,MF,Paris S-G,fr Ligue 1,26-087,1997,9.4,0,0,0,11,14,0,18,3,9,1,0,0,50,1,4,20.0,Matches
2384,François-Joseph Sollacaro,fr FRA,GK,Ajaccio,fr Ligue 1,29-009,1994,3.0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,,Matches
2385,Manor Solomon,il ISR,FW,Fulham,eng Premier League,23-249,1999,3.1,0,0,0,1,2,0,2,4,7,0,0,0,23,2,0,100.0,Matches
2386,Yann Sommer,ch SUI,GK,Bayern Munich,de Bundesliga,34-103,1988,10.0,1,0,0,1,0,0,0,1,0,0,0,0,22,4,2,66.7,Matches
2387,Yann Sommer,ch SUI,GK,M'Gladbach,de Bundesliga,34-103,1988,10.0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1,0.0,Matches
2388,Brandon Soppy,fr FRA,DF,Udinese,it Serie A,21-037,2002,1.0,1,0,0,2,2,0,1,1,1,0,1,0,6,1,0,100.0,Matches
2389,Brandon Soppy,fr FRA,DF,Atalanta,it Serie A,21-037,2002,6.3,2,0,0,14,18,2,14,2,4,1,0,0,44,2,2,50.0,Matches
2390,David Soria,es ESP,GK,Getafe,es La Liga,29-360,1993,26.0,1,0,0,1,2,0,0,0,0,0,0,0,31,3,0,100.0,Matches
2391,Roberto Soriano,it ITA,FWMF,Bologna,it Serie A,32-050,1991,13.9,1,0,0,17,31,2,11,5,14,0,0,0,70,11,15,42.3,Matches
2392,Borna Sosa,hr CRO,DF,Stuttgart,de Bundesliga,25-068,1998,15.0,5,0,0,7,9,0,171,15,15,0,0,0,93,12,12,50.0,Matches
2393,Joaquin Sosa,uy URU,DF,Bologna,it Serie A,21-079,2002,6.6,2,0,0,14,6,0,1,5,2,0,2,0,38,13,10,56.5,Matches
2394,Hugo Sotelo,es ESP,MF,Celta Vigo,es La Liga,19-101,2003,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,Matches
2395,Florian Sotoca,fr FRA,FWMF,Lens,fr Ligue 1,32-156,1990,25.5,4,0,0,31,28,8,67,22,17,1,0,0,76,39,33,54.2,Matches
2396,Riccardo Sottil,it ITA,FW,Fiorentina,it Serie A,23-300,1999,5.0,1,0,0,3,14,3,21,0,0,0,0,0,22,2,2,50.0,Matches
2397,Tomáš Souček,cz CZE,MF,West Ham,eng Premier League,28-031,1995,22.2,2,0,0,34,12,1,11,38,31,0,0,0,101,75,61,55.1,Matches
2398,Matìas Soulé,ar ARG,MFDF,Juventus,it Serie A,19-349,2003,3.6,0,0,0,3,5,0,6,3,3,0,0,0,23,2,12,14.3,Matches
2399,Moussa Soumano,fr FRA,FWMF,Ajaccio,fr Ligue 1,17-264,2005,2.3,0,0,0,1,3,1,1,0,1,0,0,0,2,3,13,18.8,Matches
2400,Adama Soumaoro,fr FRA,DF,Bologna,it Serie A,30-285,1992,15.7,5,1,1,17,8,0,0,15,11,0,0,0,69,25,11,69.4,Matches
2401,Boubakary Soumaré,fr FRA,MF,Leicester City,eng Premier League,24-031,1999,10.3,5,0,0,19,10,0,2,19,25,0,0,0,71,10,9,52.6,Matches
2402,Arnaud Souquet,fr FRA,DFFW,Montpellier,fr Ligue 1,31-046,1992,4.0,1,0,0,7,7,1,7,4,16,0,1,0,27,9,10,47.4,Matches
2403,Dyego Sousa,pt POR,FW,Almería,es La Liga,33-197,1989,4.1,1,0,0,7,7,3,1,1,2,0,0,0,13,15,11,57.7,Matches
2404,Harry Souttar,au AUS,DF,Leicester City,eng Premier League,24-159,1998,7.0,1,0,0,3,4,1,0,6,7,0,0,1,39,28,3,90.3,Matches
2405,Vinicius Souza,br BRA,MF,Espanyol,es La Liga,23-286,1999,22.5,7,1,1,54,33,0,4,42,54,0,0,0,131,64,55,53.8,Matches
2406,Djibril Sow,ch SUI,MF,Eint Frankfurt,de Bundesliga,26-052,1997,21.7,6,0,0,30,36,0,5,27,20,0,0,0,162,18,22,45.0,Matches
2407,Çağlar Söyüncü,tr TUR,DF,Leicester City,eng Premier League,26-311,1996,0.9,1,0,0,1,0,0,0,1,1,0,0,0,2,0,1,0.0,Matches
2408,Kevin Spadanuda,ch SUI,MFFW,Ajaccio,fr Ligue 1,26-073,1997,5.8,2,0,0,13,11,1,3,5,8,0,0,0,37,1,12,7.7,Matches
2409,Djed Spence,eng ENG,FWDF,Tottenham,eng Premier League,22-233,2000,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,Matches
2410,Djed Spence,eng ENG,DF,Rennes,fr Ligue 1,22-233,2000,6.3,0,0,0,7,9,0,4,3,6,0,0,0,33,4,1,80.0,Matches
2411,Stijn Spierings,nl NED,MF,Toulouse,fr Ligue 1,27-018,1996,28.0,2,0,0,43,37,0,17,41,52,1,1,0,280,19,16,54.3,Matches
2412,Leonardo Spinazzola,it ITA,DF,Roma,it Serie A,30-005,1993,13.5,1,0,0,10,10,0,38,5,6,0,0,0,78,8,7,53.3,Matches
2413,Marco Sportiello,it ITA,GK,Atalanta,it Serie A,30-324,1992,6.9,0,0,0,0,1,0,0,0,0,0,0,0,13,1,0,100.0,Matches
2414,Jack Stacey,eng ENG,DF,Bournemouth,eng Premier League,26-358,1996,3.3,2,0,0,4,0,1,10,5,4,0,0,0,15,5,3,62.5,Matches
2415,Anton Stach,de GER,MF,Mainz 05,de Bundesliga,24-135,1998,16.9,4,0,0,23,30,2,51,32,18,0,1,0,130,61,24,71.8,Matches
2416,Kostas Stafylidis,gr GRE,DFMF,Bochum,de Bundesliga,29-118,1993,8.9,2,0,0,12,14,0,19,14,13,0,0,0,58,10,14,41.7,Matches
2417,Jens Stage,dk DEN,MF,Werder Bremen,de Bundesliga,26-142,1996,13.4,1,0,0,15,11,0,9,13,13,0,0,0,66,27,23,54.0,Matches
2418,Josip Stanišić,hr CRO,DF,Bayern Munich,de Bundesliga,22-362,2000,5.2,1,0,0,4,2,0,8,6,11,0,0,0,28,4,2,66.7,Matches
2419,Junior Stanislas,eng ENG,MF,Bournemouth,eng Premier League,33-124,1989,0.7,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.0,Matches
2420,Jay Stansfield,eng ENG,FW,Fulham,eng Premier League,20-126,2002,1.0,0,0,0,1,1,0,3,1,0,0,0,0,7,0,1,0.0,Matches
2421,Niklas Stark,de GER,DF,Werder Bremen,de Bundesliga,27-350,1995,14.6,6,0,0,23,10,1,0,27,27,0,0,0,80,26,27,49.1,Matches
2422,Jason Steele,eng ENG,GK,Brighton,eng Premier League,32-224,1990,3.0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,,Matches
2423,Calvin Stengs,nl NED,FW,Nice,fr Ligue 1,24-102,1998,2.4,0,0,0,5,6,0,3,0,2,0,0,0,13,1,1,50.0,Matches
2424,Pascal Stenzel,de GER,DF,Stuttgart,de Bundesliga,27-010,1996,3.6,0,0,0,3,2,0,20,5,8,0,0,0,28,1,2,33.3,Matches
2425,Jack Stephens,eng ENG,DF,Southampton,eng Premier League,29-062,1994,0.5,0,0,0,1,0,0,0,1,2,0,0,0,0,1,0,100.0,Matches
2426,Jack Stephens,eng ENG,DF,Bournemouth,eng Premier League,29-062,1994,8.0,2,0,0,4,1,0,2,7,10,0,0,0,28,8,12,40.0,Matches
2427,Raheem Sterling,eng ENG,FWMF,Chelsea,eng Premier League,28-112,1994,14.9,3,0,0,16,24,8,34,1,7,0,0,0,49,2,6,25.0,Matches
2428,Angelo Stiller,de GER,MF,Hoffenheim,de Bundesliga,21-360,2001,6.6,0,0,0,9,3,0,5,9,10,0,0,0,43,13,8,61.9,Matches
2429,Lars Stindl,de GER,FWMF,M'Gladbach,de Bundesliga,34-216,1988,14.2,7,0,0,21,27,6,13,8,10,0,0,0,55,8,21,27.6,Matches
2430,Kevin Stöger,at AUT,MF,Bochum,de Bundesliga,29-215,1993,21.5,1,0,0,31,45,0,109,21,29,0,0,0,140,10,28,26.3,Matches
2431,Petar Stojanović,si SVN,DF,Empoli,it Serie A,27-174,1995,15.3,3,0,0,11,14,0,30,11,20,0,0,0,80,2,6,25.0,Matches
2432,John Stones,eng ENG,DF,Manchester City,eng Premier League,28-306,1994,14.1,1,0,0,6,7,1,5,6,10,0,0,1,67,22,12,64.7,Matches
2433,Jørgen Strand Larsen,no NOR,FW,Celta Vigo,es La Liga,23-052,2000,13.9,4,0,0,30,33,10,0,2,5,1,0,0,24,34,31,52.3,Matches
2434,Gabriel Strefezza,br BRA,FW,Lecce,it Serie A,25-346,1997,19.5,4,0,0,36,55,0,98,12,19,0,1,0,99,13,30,30.2,Matches
2435,Dávid Strelec,sk SVK,FW,Spezia,it Serie A,21-360,2001,1.9,0,0,0,4,1,2,0,0,2,0,0,0,1,5,6,45.5,Matches
2436,Pascal Struijk,nl NED,DF,Leeds United,eng Premier League,23-231,1999,18.7,4,0,0,25,11,0,17,26,45,0,1,0,102,45,34,57.0,Matches
2437,Cristhian Stuani,uy URU,FW,Girona,es La Liga,36-169,1986,7.9,6,0,0,25,15,5,2,1,2,0,0,0,16,9,14,39.1,Matches
2438,Damián Suárez,uy URU,DFMF,Getafe,es La Liga,34-337,1988,12.3,3,0,0,23,7,2,54,10,19,0,0,0,72,9,6,60.0,Matches
2439,Denis Suárez,es ESP,MF,Espanyol,es La Liga,29-083,1994,4.1,0,0,0,7,5,0,9,2,5,0,0,0,22,2,6,25.0,Matches
2440,Mario Suárez,es ESP,DFMF,Rayo Vallecano,es La Liga,36-034,1987,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
2441,Gabriel Suazo,cl CHI,DF,Toulouse,fr Ligue 1,25-233,1997,6.8,0,0,0,4,4,1,7,11,13,0,0,0,51,2,2,50.0,Matches
2442,Isaac Success,ng NGA,FW,Udinese,it Serie A,27-082,1996,17.9,3,0,0,30,70,10,13,4,4,0,0,0,47,33,44,42.9,Matches
2443,Niklas Süle,de GER,DF,Dortmund,de Bundesliga,27-208,1995,15.8,1,0,0,6,4,0,10,11,11,0,0,0,98,21,14,60.0,Matches
2444,Ibrahim Sulemana,gh GHA,MF,Hellas Verona,it Serie A,19-312,2003,4.0,3,0,0,7,3,1,2,7,7,0,0,0,31,6,8,42.9,Matches
2445,Kamaldeen Sulemana,gh GHA,FWMF,Southampton,eng Premier League,21-043,2002,5.8,1,0,0,7,4,2,10,1,4,0,0,0,21,1,7,12.5,Matches
2446,Kamaldeen Sulemana,gh GHA,FWMF,Rennes,fr Ligue 1,21-043,2002,3.6,1,0,0,5,6,1,10,4,3,0,0,0,29,4,5,44.4,Matches
2447,Crysencio Summerville,nl NED,FW,Leeds United,eng Premier League,21-151,2001,11.3,2,0,0,16,31,6,14,8,16,1,0,0,73,4,10,28.6,Matches
2448,Ivan Šunjić,hr CRO,MF,Hertha BSC,de Bundesliga,26-172,1996,11.0,4,0,0,17,9,1,1,13,20,0,0,0,67,7,14,33.3,Matches
2449,Sam Surridge,eng ENG,FW,Nott'ham Forest,eng Premier League,24-245,1998,3.1,2,0,0,10,8,3,3,0,0,0,0,0,15,13,15,46.4,Matches
2450,Suso,es ESP,MFFW,Sevilla,es La Liga,29-131,1993,6.7,1,0,0,4,13,5,42,1,5,0,0,0,27,0,4,0.0,Matches
2451,Mattias Svanberg,se SWE,MF,Wolfsburg,de Bundesliga,24-084,1999,14.3,4,0,0,20,23,4,24,15,8,0,0,0,66,17,28,37.8,Matches
2452,Williot Swedberg,se SWE,MF,Celta Vigo,es La Liga,19-057,2004,0.4,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,Matches
2453,Issiaga Sylla,gn GUI,DF,Montpellier,fr Ligue 1,29-088,1994,7.0,0,0,0,3,4,1,19,18,9,0,0,0,47,16,8,66.7,Matches
2454,Issiaga Sylla,gn GUI,DF,Toulouse,fr Ligue 1,29-088,1994,15.2,3,0,0,24,18,1,41,38,15,0,0,0,120,12,16,42.9,Matches
2455,Wojciech Szczęsny,pl POL,GK,Juventus,it Serie A,32-346,1990,18.5,0,0,0,0,0,0,0,0,0,0,0,0,19,7,0,100.0,Matches
2456,Dominik Szoboszlai,hu HUN,MFFW,RB Leipzig,de Bundesliga,22-156,2000,20.0,1,1,0,22,28,1,80,16,22,0,0,0,122,5,12,29.4,Matches
2457,Alexander Sørloth,no NOR,FW,Real Sociedad,es La Liga,27-115,1995,18.4,4,0,0,27,9,14,3,2,5,0,0,0,47,34,30,53.1,Matches
2458,Alexander Sørloth,no NOR,FW,RB Leipzig,de Bundesliga,27-115,1995,0.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,Matches
2459,Nicolás Tagliafico,ar ARG,DF,Lyon,fr Ligue 1,30-211,1992,25.7,4,0,0,32,46,2,51,50,46,0,2,0,133,31,30,50.8,Matches
2460,Jonathan Tah,de GER,DF,Leverkusen,de Bundesliga,27-047,1996,19.6,6,0,0,12,3,2,3,22,10,0,0,0,110,41,33,55.4,Matches
2461,Benjamin Tahirovic,ba BIH,MF,Roma,it Serie A,20-027,2003,1.5,1,0,0,1,0,0,3,2,2,0,0,0,9,2,1,66.7,Matches
2462,Waniss Taibi,fr FRA,MF,Angers,fr Ligue 1,21-023,2002,2.1,1,0,0,3,0,0,1,2,4,0,0,0,15,2,5,28.6,Matches
2463,Flavien Tait,fr FRA,MF,Rennes,fr Ligue 1,30-056,1993,15.8,2,0,0,23,23,0,6,19,14,0,0,0,115,5,8,38.5,Matches
2464,Montassar Talbi,tn TUN,DF,Lorient,fr Ligue 1,24-308,1998,28.0,0,0,0,15,16,0,1,24,16,0,0,0,109,60,29,67.4,Matches
2465,Adrien Tameze,cm CMR,MF,Hellas Verona,it Serie A,29-054,1994,23.3,2,0,0,22,25,1,10,26,17,0,0,0,146,22,23,48.9,Matches
2466,Japhet Tanganga,eng ENG,DF,Tottenham,eng Premier League,23-364,1999,1.6,0,0,0,3,3,0,1,2,2,0,0,0,8,5,2,71.4,Matches
2467,Renato Tapia,pe PER,MFDF,Celta Vigo,es La Liga,27-245,1995,9.0,5,1,1,14,10,0,5,11,14,0,1,0,48,15,8,65.2,Matches
2468,Edmond Tapsoba,bf BFA,DF,Leverkusen,de Bundesliga,24-056,1999,23.9,3,0,0,22,11,1,2,28,21,0,2,1,207,38,33,53.5,Matches
2469,Florian Tardieu,fr FRA,MF,Troyes,fr Ligue 1,30-342,1992,11.2,2,0,0,11,20,0,43,23,20,0,0,0,87,7,7,50.0,Matches
2470,Matt Targett,eng ENG,DF,Newcastle Utd,eng Premier League,27-193,1995,4.8,0,0,0,7,2,0,26,7,8,0,0,0,31,9,7,56.3,Matches
2471,James Tarkowski,eng ENG,DF,Everton,eng Premier League,30-131,1992,28.0,6,0,0,33,18,0,0,34,20,0,1,0,124,84,33,71.8,Matches
2472,Ciprian Tătărușanu,ro ROU,GK,Milan,it Serie A,37-049,1986,16.0,0,0,0,0,3,0,0,1,0,0,0,0,23,1,1,50.0,Matches
2473,Niklas Tauer,de GER,DFMF,Mainz 05,de Bundesliga,22-041,2001,1.0,0,0,0,1,0,0,1,2,1,0,0,0,3,2,1,66.7,Matches
2474,Nuno Tavares,pt POR,DFMF,Marseille,fr Ligue 1,23-063,2000,21.5,4,1,0,29,29,4,76,14,22,0,0,0,145,19,26,42.2,Matches
2475,Marcus Tavernier,eng ENG,MFFW,Bournemouth,eng Premier League,24-008,1999,15.2,1,0,0,13,26,4,78,5,17,0,0,0,97,14,22,38.9,Matches
2476,Enzo Tchato,cm CMR,DF,Montpellier,fr Ligue 1,20-127,2002,10.6,1,0,0,10,7,2,36,6,15,0,0,0,44,15,12,55.6,Matches
2477,Aurélien Tchouaméni,fr FRA,MF,Real Madrid,es La Liga,23-062,2000,14.0,1,0,0,25,20,0,6,28,23,0,0,0,69,33,16,67.3,Matches
2478,Mathys Tel,fr FRA,FW,Bayern Munich,de Bundesliga,17-337,2005,3.5,2,0,0,8,5,2,1,0,1,0,0,0,14,8,9,47.1,Matches
2479,Semir Telalovic,de GER,MFFW,M'Gladbach,de Bundesliga,23-097,1999,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,100.0,Matches
2480,Alex Telles,br BRA,DF,Sevilla,es La Liga,30-105,1992,11.1,4,0,0,16,10,1,63,15,7,1,0,0,50,16,13,55.2,Matches
2481,Marc-André ter Stegen,de GER,GK,Barcelona,es La Liga,30-334,1992,26.0,0,0,0,0,1,0,0,1,0,0,0,0,43,4,1,80.0,Matches
2482,Simon Terodde,de GER,FW,Schalke 04,de Bundesliga,35-028,1988,15.2,4,0,0,29,22,23,2,6,7,2,0,0,32,52,83,38.5,Matches
2483,Filippo Terracciano,it ITA,DFMF,Hellas Verona,it Serie A,20-050,2003,5.9,1,0,0,5,12,0,16,6,7,0,0,0,27,14,15,48.3,Matches
2484,Pietro Terracciano,it ITA,GK,Fiorentina,it Serie A,33-022,1990,23.0,1,0,0,1,0,0,0,1,1,0,1,0,40,6,0,100.0,Matches
2485,Ramón Terrats,es ESP,MF,Villarreal,es La Liga,22-163,2000,3.4,0,0,0,4,11,0,10,2,2,0,0,0,13,4,3,57.1,Matches
2486,Ramón Terrats,es ESP,MF,Girona,es La Liga,22-163,2000,2.4,0,0,0,3,3,0,2,3,2,0,0,0,9,0,7,0.0,Matches
2487,Martin Terrier,fr FRA,FWMF,Rennes,fr Ligue 1,26-026,1997,14.7,0,0,0,12,24,6,13,14,11,0,0,0,58,63,37,63.0,Matches
2488,Aleksa Terzić,rs SRB,DF,Fiorentina,it Serie A,23-225,1999,5.6,0,0,0,0,9,2,48,4,6,0,0,0,28,6,8,42.9,Matches
2489,Tetê,br BRA,FW,Leicester City,eng Premier League,23-043,2000,5.0,0,0,0,2,9,3,11,1,6,0,0,0,37,4,9,30.8,Matches
2490,Tetê,br BRA,FWMF,Lyon,fr Ligue 1,23-043,2000,12.3,3,0,0,10,19,5,45,13,10,1,0,0,48,4,12,25.0,Matches
2491,Kenny Tete,nl NED,DF,Fulham,eng Premier League,27-172,1995,19.6,6,0,0,27,31,0,67,31,33,0,0,0,81,24,18,57.1,Matches
2492,Florian Thauvin,fr FRA,FW,Udinese,it Serie A,30-063,1993,2.2,0,0,0,3,4,0,23,1,0,0,0,0,6,2,3,40.0,Matches
2493,Arthur Theate,be BEL,DF,Rennes,fr Ligue 1,22-309,2000,26.9,3,0,0,20,11,0,0,23,16,0,1,1,131,57,34,62.6,Matches
2494,Malick Thiaw,de GER,DF,Milan,it Serie A,21-234,2001,7.6,3,0,0,4,2,0,1,5,15,0,0,0,40,30,12,71.4,Matches
2495,Malick Thiaw,de GER,DF,Schalke 04,de Bundesliga,21-234,2001,3.0,2,0,0,3,0,0,0,9,1,0,0,0,11,10,5,66.7,Matches
2496,Jan Thielmann,de GER,FW,Köln,de Bundesliga,20-308,2002,6.2,2,0,0,6,12,4,16,3,7,1,0,0,22,6,13,31.6,Matches
2497,Sada Thioub,sn SEN,FWMF,Angers,fr Ligue 1,27-302,1995,6.4,2,0,0,9,3,0,16,2,6,0,0,0,33,3,9,25.0,Matches
2498,Luke Thomas,eng ENG,DF,Leicester City,eng Premier League,21-293,2001,7.7,1,0,0,7,7,0,6,22,11,0,0,1,45,8,8,50.0,Matches
2499,Adrien Thomasson,fr FRA,MF,Strasbourg,fr Ligue 1,29-110,1993,10.4,2,0,0,16,20,4,8,3,9,0,0,0,80,7,6,53.8,Matches
2500,Adrien Thomasson,fr FRA,MFFW,Lens,fr Ligue 1,29-110,1993,6.6,0,0,0,10,9,2,10,3,13,0,0,0,38,7,9,43.8,Matches
