,,,,,,,,,SCA,,SCA Types,,,,,,GCA,,GCA Types,,,,,,
814,Adri Embarba,es ESP,FWMF,Almería,es La Liga,30-327,1992,10.8,44,4.09,19,15,5,1,3,1,4,0.37,0,2,0,1,1,0,Matches
815,Adri Embarba,es ESP,FW,Espanyol,es La Liga,30-327,1992,0.4,2,5.14,0,0,2,0,0,0,0,0.00,0,0,0,0,0,0,Matches
816,Breel Embolo,ch SUI,FW,Monaco,fr Ligue 1,26-044,1997,19.5,60,3.08,41,0,6,6,6,1,9,0.46,5,0,1,2,1,0,Matches
817,Emerson,br BRA,DF,Tottenham,eng Premier League,24-075,1999,15.5,33,2.14,31,0,0,0,1,1,2,0.13,2,0,0,0,0,0,Matches
818,Youssef En-Nesyri,ma MAR,FW,Sevilla,es La Liga,25-302,1997,11.7,21,1.80,11,1,2,6,1,0,4,0.34,2,0,1,1,0,0,Matches
819,Wataru Endo,jp JPN,MF,Stuttgart,de Bundesliga,30-049,1993,23.5,52,2.22,43,0,2,3,2,2,4,0.17,2,0,0,0,1,1,Matches
820,Arne Engels,be BEL,MF,Augsburg,de Bundesliga,19-203,2003,9.2,31,3.38,14,13,1,0,3,0,4,0.44,2,1,1,0,0,0,Matches
821,Christian Eriksen,dk DEN,MF,Manchester Utd,eng Premier League,31-044,1992,16.5,49,2.96,34,13,1,1,0,0,8,0.48,6,2,0,0,0,0,Matches
822,Martin Erlic,hr CRO,DF,Sassuolo,it Serie A,25-065,1998,18.9,7,0.37,5,0,0,1,0,1,0,0.00,0,0,0,0,0,0,Matches
823,Gonzalo Escalante,ar ARG,MF,Cremonese,it Serie A,30-003,1993,6.2,10,1.62,8,0,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches
824,Gonzalo Escalante,ar ARG,MF,Cádiz,es La Liga,30-003,1993,6.7,14,2.10,13,0,0,1,0,0,1,0.15,0,0,0,1,0,0,Matches
825,Sergio Escudero,es ESP,DF,Valladolid,es La Liga,33-209,1989,10.6,21,1.98,12,5,0,2,2,0,0,0.00,0,0,0,0,0,0,Matches
826,Alfonso Espino,uy URU,DF,Cádiz,es La Liga,31-084,1992,23.7,34,1.44,28,3,0,0,1,2,4,0.17,3,1,0,0,0,0,Matches
827,Bernardo Espinosa,co COL,DF,Girona,es La Liga,33-262,1989,9.4,6,0.64,4,0,0,2,0,0,2,0.21,1,0,0,1,0,0,Matches
828,Salvatore Esposito,it ITA,MF,Spezia,it Serie A,22-174,2000,2.4,4,1.67,2,0,0,0,2,0,0,0.00,0,0,0,0,0,0,Matches
829,Maxime Estève,fr FRA,DF,Montpellier,fr Ligue 1,20-308,2002,15.1,7,0.46,5,1,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
830,Pervis Estupiñán,ec ECU,DF,Brighton,eng Premier League,25-068,1998,17.5,52,2.97,49,0,1,0,2,0,6,0.34,5,0,0,0,1,0,Matches
831,Jonny Evans,nir NIR,DF,Leicester City,eng Premier League,35-086,1988,9.0,4,0.44,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
832,Edu Expósito,es ESP,MF,Espanyol,es La Liga,26-241,1996,10.8,30,2.78,20,4,2,2,1,1,8,0.74,7,0,1,0,0,0,Matches
833,Eberechi Eze,eng ENG,MFFW,Crystal Palace,eng Premier League,24-274,1998,19.3,65,3.37,39,17,4,1,2,2,8,0.41,4,1,3,0,0,0,Matches
834,Nicolás Ezequiel Fernández,ar ARG,MFDF,Elche,es La Liga,23-078,2000,3.6,11,3.03,9,1,0,1,0,0,1,0.28,1,0,0,0,0,0,Matches
835,Abdessamad Ezzalzouli,ma MAR,FWMF,Osasuna,es La Liga,21-103,2001,10.3,30,2.92,15,2,8,4,1,0,3,0.29,3,0,0,0,0,0,Matches
836,Łukasz Fabiański,pl POL,GK,West Ham,eng Premier League,37-346,1985,22.6,2,0.09,0,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
837,Fabinho,br BRA,MF,Liverpool,eng Premier League,29-158,1993,18.7,39,2.08,35,0,0,1,1,2,4,0.21,4,0,0,0,0,0,Matches
838,Fábio,br BRA,DFMF,Nantes,fr Ligue 1,32-264,1990,2.5,10,4.00,10,0,0,0,0,0,1,0.40,1,0,0,0,0,0,Matches
839,Noah Fadiga,sn SEN,DF,Brest,fr Ligue 1,23-117,1999,13.3,15,1.13,8,0,3,0,3,1,2,0.15,1,0,1,0,0,0,Matches
840,Wout Faes,be BEL,DF,Leicester City,eng Premier League,24-361,1998,20.0,14,0.70,10,0,0,2,0,2,2,0.10,1,0,0,0,0,1,Matches
841,Wout Faes,be BEL,DF,Reims,fr Ligue 1,24-361,1998,3.0,3,1.00,3,0,0,0,0,0,2,0.67,2,0,0,0,0,0,Matches
842,Nicolò Fagioli,it ITA,MF,Juventus,it Serie A,22-046,2001,10.6,27,2.54,16,4,0,3,4,0,5,0.47,3,1,0,0,1,0,Matches
843,Ralf Fährmann,de GER,GK,Schalke 04,de Bundesliga,34-184,1988,8.0,3,0.37,0,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
844,Romain Faivre,fr FRA,FWMF,Lorient,fr Ligue 1,24-259,1998,5.2,18,3.45,11,0,3,2,2,0,3,0.57,2,0,1,0,0,0,Matches
845,Romain Faivre,fr FRA,MF,Lyon,fr Ligue 1,24-259,1998,3.3,13,3.87,10,3,0,0,0,0,1,0.30,0,1,0,0,0,0,Matches
846,Radamel Falcao,co COL,FWMF,Rayo Vallecano,es La Liga,37-048,1986,5.6,8,1.41,5,0,1,1,1,0,0,0.00,0,0,0,0,0,0,Matches
847,Wladimiro Falcone,it ITA,GK,Lecce,it Serie A,27-352,1995,27.0,2,0.07,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
848,Fali,es ESP,DFMF,Cádiz,es La Liga,29-230,1993,14.1,8,0.57,6,1,0,0,1,0,1,0.07,1,0,0,0,0,0,Matches
849,Mamadou Fall,sn SEN,DF,Villarreal,es La Liga,20-129,2002,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
850,Davide Faraoni,it ITA,DF,Hellas Verona,it Serie A,31-156,1991,8.8,15,1.71,10,0,2,3,0,0,3,0.34,1,0,1,1,0,0,Matches
851,Ansu Fati,es ESP,FW,Barcelona,es La Liga,20-150,2002,10.4,32,3.09,19,0,7,5,0,1,7,0.68,4,0,1,2,0,0,Matches
852,Khalil Fayad,fr FRA,MF,Montpellier,fr Ligue 1,18-294,2004,6.0,10,1.66,8,0,1,1,0,0,4,0.66,3,0,0,1,0,0,Matches
853,Cheikh Faye,sn SEN,FW,Montpellier,fr Ligue 1,24-062,1999,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
854,Federico Fazio,ar ARG,DF,Salernitana,it Serie A,36-013,1987,11.8,12,1.02,7,1,0,4,0,0,0,0.00,0,0,0,0,0,0,Matches
855,Jacopo Fazzini,it ITA,MF,Empoli,it Serie A,20-014,2003,4.1,10,2.47,9,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
856,Zouhair Feddal,ma MAR,DF,Valladolid,es La Liga,34-088,1989,4.2,4,0.96,3,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
857,Nabil Fekir,fr FRA,MF,Betis,es La Liga,29-255,1993,10.7,56,5.24,31,10,4,2,9,0,5,0.47,2,0,1,0,2,0,Matches
858,Felipe,br BRA,DF,Nott'ham Forest,eng Premier League,33-318,1989,5.9,2,0.34,2,0,0,0,0,0,1,0.17,1,0,0,0,0,0,Matches
859,Felipe,br BRA,DF,Atlético Madrid,es La Liga,33-318,1989,2.2,1,0.46,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
860,Luiz Felipe,it ITA,DF,Betis,es La Liga,26-008,1997,11.5,4,0.35,4,0,0,0,0,0,1,0.09,1,0,0,0,0,0,Matches
861,João Félix,pt POR,FWMF,Chelsea,eng Premier League,23-140,1999,5.7,16,2.79,7,2,1,3,3,0,1,0.17,1,0,0,0,0,0,Matches
862,João Félix,pt POR,FWMF,Atlético Madrid,es La Liga,23-140,1999,7.2,29,4.02,22,0,3,3,0,1,5,0.69,4,0,0,1,0,0,Matches
863,Ohis Felix Uduokhai,de GER,DF,Augsburg,de Bundesliga,25-202,1997,10.8,8,0.74,8,0,0,0,0,0,1,0.09,1,0,0,0,0,0,Matches
864,Kiko Femenía,es ESP,DF,Villarreal,es La Liga,32-056,1991,10.0,17,1.70,16,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
865,Evan Ferguson,ie IRL,FW,Brighton,eng Premier League,18-162,2004,5.2,9,1.74,8,0,0,1,0,0,2,0.39,2,0,0,0,0,0,Matches
866,Lewis Ferguson,sct SCO,MF,Bologna,it Serie A,23-218,1999,17.1,43,2.51,28,1,1,7,5,1,4,0.23,3,0,0,1,0,0,Matches
867,Bruno Fernandes,pt POR,MFFW,Manchester Utd,eng Premier League,28-203,1994,25.0,126,5.04,100,11,3,8,4,0,14,0.56,13,0,0,1,0,0,Matches
868,Edimilson Fernandes,ch SUI,DF,Mainz 05,de Bundesliga,26-349,1996,18.7,25,1.34,15,7,1,1,1,0,2,0.11,1,1,0,0,0,0,Matches
869,Aitor Fernández,es ESP,GK,Osasuna,es La Liga,31-331,1991,14.0,3,0.21,2,1,0,0,0,0,1,0.07,1,0,0,0,0,0,Matches
870,Álex Fernández,es ESP,MFFW,Cádiz,es La Liga,30-166,1992,15.8,30,1.90,22,6,1,0,1,0,1,0.06,1,0,0,0,0,0,Matches
871,Álvaro Fernández,es ESP,GK,Espanyol,es La Liga,24-351,1998,11.0,1,0.09,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
872,Carlos Fernández,es ESP,FW,Real Sociedad,es La Liga,26-312,1996,4.5,10,2.20,7,0,1,0,2,0,0,0.00,0,0,0,0,0,0,Matches
873,Enzo Fernández,ar ARG,MF,Chelsea,eng Premier League,22-072,2001,6.9,17,2.46,15,0,0,1,1,0,3,0.43,3,0,0,0,0,0,Matches
874,Federico Fernández,ar ARG,DF,Elche,es La Liga,34-037,1989,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
875,Joaquín Fernández,es ESP,DF,Valladolid,es La Liga,26-303,1996,16.8,13,0.77,11,0,0,1,0,1,0,0.00,0,0,0,0,0,0,Matches
876,Fernando,es ESP,GK,Almería,es La Liga,32-293,1990,24.5,2,0.08,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
877,Fernando,br BRA,MFDF,Sevilla,es La Liga,35-248,1987,12.7,13,1.02,12,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
878,Alex Ferrari,it ITA,DF,Sampdoria,it Serie A,28-272,1994,9.6,4,0.41,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
879,Alex Ferrari,it ITA,DF,Cremonese,it Serie A,28-272,1994,7.6,4,0.53,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
880,Salvador Ferrer,es ESP,DF,Spezia,it Serie A,25-068,1998,1.1,1,0.88,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
881,Jordan Ferri,fr FRA,MF,Montpellier,fr Ligue 1,31-018,1992,22.6,52,2.31,49,0,0,1,2,0,5,0.22,5,0,0,0,0,0,Matches
882,Fidel,es ESP,MFFW,Elche,es La Liga,33-154,1989,9.6,33,3.43,21,7,0,1,4,0,2,0.21,2,0,0,0,0,0,Matches
883,Karol Fila,pl POL,DF,Strasbourg,fr Ligue 1,24-290,1998,0.5,3,5.63,2,1,0,0,0,0,1,1.87,1,0,0,0,0,0,Matches
884,Roberto Firmino,br BRA,FWMF,Liverpool,eng Premier League,31-179,1991,11.5,41,3.58,31,0,4,6,0,0,7,0.61,4,0,1,2,0,0,Matches
885,Junior Firpo,es ESP,DF,Leeds United,eng Premier League,26-220,1996,8.2,14,1.71,12,1,0,0,1,0,1,0.12,1,0,0,0,0,0,Matches
886,Kilian Fischer,de GER,DF,Wolfsburg,de Bundesliga,22-169,2000,4.2,3,0.72,2,0,0,0,1,0,1,0.24,0,0,0,0,1,0,Matches
887,Mark Flekken,nl NED,GK,Freiburg,de Bundesliga,29-290,1993,25.0,6,0.24,3,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
888,Florian Flick,de GER,MF,Schalke 04,de Bundesliga,22-333,2000,5.7,7,1.23,6,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
889,Alexis Flips,fr FRA,FWDF,Reims,fr Ligue 1,23-071,2000,15.6,68,4.37,49,9,1,7,0,2,9,0.58,8,0,0,1,0,0,Matches
890,Alessandro Florenzi,it ITA,DF,Milan,it Serie A,32-019,1991,1.2,3,2.45,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
891,Phil Foden,eng ENG,FW,Manchester City,eng Premier League,22-306,2000,15.6,75,4.80,59,8,3,4,1,0,13,0.83,10,0,3,0,0,0,Matches
892,Datro Fofana,ci CIV,FW,Chelsea,eng Premier League,20-098,2002,0.7,5,7.38,1,0,4,0,0,0,0,0.00,0,0,0,0,0,0,Matches
893,Seko Fofana,ci CIV,MF,Lens,fr Ligue 1,27-327,1995,25.1,74,2.94,65,0,3,1,3,2,9,0.36,7,0,1,0,1,0,Matches
894,Wesley Fofana,fr FRA,DF,Leicester City,eng Premier League,22-103,2000,2.0,2,1.00,1,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
895,Wesley Fofana,fr FRA,DF,Chelsea,eng Premier League,22-103,2000,6.2,6,0.97,6,0,0,0,0,0,2,0.32,2,0,0,0,0,0,Matches
896,Yahia Fofana,fr FRA,GK,Angers,fr Ligue 1,22-221,2000,8.0,2,0.25,2,0,0,0,0,0,1,0.12,1,0,0,0,0,0,Matches
897,Youssouf Fofana,fr FRA,MF,Monaco,fr Ligue 1,24-079,1999,25.4,54,2.12,48,0,5,0,1,0,7,0.28,6,0,0,0,1,0,Matches
898,Thomas Foket,be BEL,DF,Reims,fr Ligue 1,28-186,1994,12.9,23,1.78,21,0,0,0,1,1,0,0.00,0,0,0,0,0,0,Matches
899,José Fonte,pt POR,DF,Lille,fr Ligue 1,39-098,1983,20.8,11,0.53,9,0,0,2,0,0,1,0.05,0,0,0,1,0,0,Matches
900,Pablo Fornals,es ESP,FWMF,West Ham,eng Premier League,27-036,1996,11.5,41,3.55,35,1,1,3,0,1,2,0.17,1,0,1,0,0,0,Matches
901,Emil Forsberg,se SWE,MFFW,RB Leipzig,de Bundesliga,31-158,1991,12.2,30,2.46,22,1,0,4,2,1,6,0.49,4,1,0,0,0,1,Matches
902,Adam Forshaw,eng ENG,MF,Leeds United,eng Premier League,31-173,1991,1.8,4,2.26,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
903,Fraser Forster,eng ENG,GK,Tottenham,eng Premier League,35-013,1988,7.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
904,Philipp Förster,de GER,MF,Bochum,de Bundesliga,28-054,1995,11.4,26,2.29,16,9,0,0,1,0,6,0.53,2,4,0,0,0,0,Matches
905,Steven Fortes,cv CPV,DF,Lens,fr Ligue 1,30-347,1992,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
906,Timothy Fosu-Mensah,nl NED,DF,Leverkusen,de Bundesliga,25-087,1998,2.0,5,2.57,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
907,Dimitri Foulquier,fr FRA,DFMF,Valencia,es La Liga,30-007,1993,12.4,14,1.13,12,1,0,1,0,0,1,0.08,1,0,0,0,0,0,Matches
908,Juan Foyth,ar ARG,DF,Villarreal,es La Liga,25-077,1998,13.0,18,1.38,18,0,0,0,0,0,1,0.08,1,0,0,0,0,0,Matches
909,Raphael Framberger,de GER,DFFW,Augsburg,de Bundesliga,27-205,1995,2.0,1,0.51,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
910,Tyrese Francois,au AUS,FW,Fulham,eng Premier League,22-257,2000,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
911,Bartol Franjić,hr CRO,MF,Wolfsburg,de Bundesliga,23-075,2000,2.5,3,1.19,2,0,1,0,0,0,2,0.79,1,0,1,0,0,0,Matches
912,Przemysław Frankowski,pl POL,DFMF,Lens,fr Ligue 1,27-352,1995,22.7,93,4.10,53,35,1,1,1,2,9,0.40,5,4,0,0,0,0,Matches
913,Ryan Fraser,sct SCO,FW,Newcastle Utd,eng Premier League,29-034,1994,3.5,8,2.30,6,1,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
914,Davide Frattesi,it ITA,MF,Sassuolo,it Serie A,23-159,1999,23.9,69,2.89,53,0,4,5,5,2,4,0.17,4,0,0,0,0,0,Matches
915,Oscar Fraulo,dk DEN,MF,M'Gladbach,de Bundesliga,19-114,2003,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
916,Fred,br BRA,MF,Manchester Utd,eng Premier League,30-025,1993,10.8,41,3.81,33,0,0,4,2,2,3,0.28,2,0,0,1,0,0,Matches
917,Ryan Fredericks,eng ENG,DF,Bournemouth,eng Premier League,30-171,1992,5.9,5,0.84,4,0,1,0,0,0,1,0.17,1,0,0,0,0,0,Matches
918,Iván Fresneda,es ESP,DF,Valladolid,es La Liga,18-183,2004,11.2,23,1.99,19,2,0,0,1,1,1,0.09,0,0,0,0,1,0,Matches
919,Remo Freuler,ch SUI,MF,Nott'ham Forest,eng Premier League,30-349,1992,20.1,23,1.14,22,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
920,Michael Frey,ch SUI,FW,Schalke 04,de Bundesliga,28-254,1994,6.8,13,1.91,11,0,0,2,0,0,4,0.59,4,0,0,0,0,0,Matches
921,Marco Friedl,at AUT,DF,Werder Bremen,de Bundesliga,25-014,1998,19.8,17,0.86,13,3,1,0,0,0,1,0.05,1,0,0,0,0,0,Matches
922,Marvin Friedrich,de GER,DF,M'Gladbach,de Bundesliga,27-107,1995,10.7,7,0.65,6,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
923,Jeremie Frimpong,nl NED,DFMF,Leverkusen,de Bundesliga,22-110,2000,21.4,80,3.73,47,2,16,6,9,0,13,0.61,7,0,5,0,1,0,Matches
924,Chris Führich,de GER,FWMF,Stuttgart,de Bundesliga,25-080,1998,16.7,59,3.54,37,9,6,4,3,0,4,0.24,3,1,0,0,0,0,Matches
925,Angelo Fulgini,fr FRA,MFFW,Lens,fr Ligue 1,26-222,1996,4.6,18,3.90,10,7,0,0,1,0,1,0.22,1,0,0,0,0,0,Matches
926,Angelo Fulgini,fr FRA,MF,Mainz 05,de Bundesliga,26-222,1996,5.8,18,3.09,17,0,0,0,1,0,1,0.17,1,0,0,0,0,0,Matches
927,Niclas Füllkrug,de GER,FW,Werder Bremen,de Bundesliga,30-049,1993,23.5,62,2.64,47,0,2,7,6,0,9,0.38,7,0,0,1,1,0,Matches
928,Matteo Gabbia,it ITA,DF,Milan,it Serie A,23-160,1999,6.7,4,0.60,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
929,Manolo Gabbiadini,it ITA,FWMF,Sampdoria,it Serie A,31-124,1991,16.1,38,2.35,20,1,2,8,6,1,2,0.12,1,0,0,0,1,0,Matches
930,Gianluca Gaetano,it ITA,MF,Napoli,it Serie A,22-329,2000,0.4,2,4.50,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
931,Roberto Gagliardini,it ITA,MF,Inter,it Serie A,28-357,1994,4.6,9,1.95,7,0,0,1,1,0,1,0.22,0,0,0,1,0,0,Matches
932,Adolfo Gaich,ar ARG,FW,Hellas Verona,it Serie A,24-032,1999,4.1,12,2.92,10,0,0,0,1,1,0,0.00,0,0,0,0,0,0,Matches
933,Cody Gakpo,nl NED,FW,Liverpool,eng Premier League,23-327,1999,7.3,20,2.74,13,0,2,2,1,2,2,0.27,2,0,0,0,0,0,Matches
934,Javi Galán,es ESP,DF,Celta Vigo,es La Liga,28-131,1994,25.1,62,2.47,45,11,3,0,2,1,2,0.08,2,0,0,0,0,0,Matches
935,Iñigo Ruiz de Galarreta,es ESP,MF,Mallorca,es La Liga,29-236,1993,19.4,35,1.81,27,6,0,0,2,0,3,0.15,2,1,0,0,0,0,Matches
936,Pablo Galdames Millán,cl CHI,MFDF,Cremonese,it Serie A,26-090,1996,2.0,9,4.40,7,2,0,0,0,0,1,0.49,1,0,0,0,0,0,Matches
937,Conor Gallagher,eng ENG,MFFW,Chelsea,eng Premier League,23-052,2000,10.5,31,2.95,21,4,3,2,0,1,3,0.29,2,0,1,0,0,0,Matches
938,Antonino Gallo,it ITA,DF,Lecce,it Serie A,23-084,2000,18.8,41,2.18,34,3,3,0,1,0,1,0.05,1,0,0,0,0,0,Matches
939,Gauthier Gallon,fr FRA,GK,Troyes,fr Ligue 1,29-341,1993,21.0,2,0.10,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
940,Cristian Gamboa,cr CRC,DF,Bochum,de Bundesliga,33-157,1989,14.1,26,1.84,18,6,1,0,0,1,2,0.14,0,2,0,0,0,0,Matches
941,Kévin Gameiro,fr FRA,FW,Strasbourg,fr Ligue 1,35-325,1987,20.7,53,2.56,40,0,1,9,3,0,3,0.14,0,0,0,2,1,0,Matches
942,Idrissa Gana Gueye,sn SEN,MF,Everton,eng Premier League,33-185,1989,19.9,35,1.76,24,0,1,1,5,4,3,0.15,2,0,0,0,0,1,Matches
943,Ignatius Ganago,cm CMR,FW,Nantes,fr Ligue 1,24-042,1999,12.7,23,1.81,14,0,0,5,3,1,7,0.55,4,0,0,1,1,1,Matches
944,Ignatius Ganago,cm CMR,FW,Lens,fr Ligue 1,24-042,1999,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
945,Silvère Ganvoula M'Boussy,cg CGO,FWMF,Bochum,de Bundesliga,26-281,1996,2.6,11,4.16,9,0,1,1,0,0,0,0.00,0,0,0,0,0,0,Matches
946,Aleix García,es ESP,MF,Girona,es La Liga,25-275,1997,23.8,115,4.83,61,45,3,3,0,3,14,0.59,8,3,1,0,0,2,Matches
947,Álvaro García,es ESP,FWMF,Rayo Vallecano,es La Liga,30-154,1992,22.4,72,3.22,52,2,3,5,7,3,8,0.36,4,0,1,0,3,0,Matches
948,Borja García,es ESP,MFFW,Girona,es La Liga,32-148,1990,5.9,13,2.21,9,0,2,1,1,0,2,0.34,2,0,0,0,0,0,Matches
949,Carlos García,es ESP,DF,Cádiz,es La Liga,22-266,2000,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
950,Dani García,es ESP,MF,Athletic Club,es La Liga,32-310,1990,10.3,13,1.26,11,0,0,0,1,1,2,0.19,2,0,0,0,0,0,Matches
951,David García,es ESP,DF,Osasuna,es La Liga,29-044,1994,22.5,15,0.67,15,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
952,Eric García,es ESP,DF,Barcelona,es La Liga,22-080,2001,10.1,2,0.20,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
953,Francisco Garcia,es ESP,DF,Rayo Vallecano,es La Liga,23-228,1999,25.9,47,1.82,33,5,2,1,2,4,6,0.23,3,1,1,0,1,0,Matches
954,Raúl García,es ESP,FWMF,Athletic Club,es La Liga,36-262,1986,7.9,27,3.43,16,0,2,6,1,2,5,0.63,4,0,1,0,0,0,Matches
955,Rubén García,es ESP,MFFW,Osasuna,es La Liga,29-259,1993,8.1,39,4.83,20,15,1,2,1,0,3,0.37,2,1,0,0,0,0,Matches
956,Unai García,es ESP,DF,Osasuna,es La Liga,31-055,1992,15.1,4,0.26,3,0,0,0,0,1,1,0.07,1,0,0,0,0,0,Matches
957,Alejandro Garnacho,es ESP,FWMF,Manchester Utd,eng Premier League,18-272,2004,5.0,14,2.78,10,0,2,1,1,0,5,0.99,4,0,1,0,0,0,Matches
958,James Garner,eng ENG,MF,Everton,eng Premier League,22-017,2001,1.6,1,0.63,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
959,Felix Garreta,es ESP,DF,Betis,es La Liga,18-343,2004,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
960,Sékou Gassama,sn SEN,FW,Valladolid,es La Liga,27-328,1995,0.4,1,2.57,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
961,Johan Gastien,fr FRA,MF,Clermont Foot,fr Ligue 1,35-064,1988,18.9,47,2.48,30,15,0,2,0,0,7,0.37,3,4,0,0,0,0,Matches
962,Federico Gatti,it ITA,DF,Juventus,it Serie A,24-279,1998,7.0,10,1.42,9,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
963,Gavi,es ESP,MFFW,Barcelona,es La Liga,18-237,2004,19.1,55,2.89,44,0,3,2,3,3,4,0.21,3,0,1,0,0,0,Matches
964,Paulo Gazzaniga,ar ARG,GK,Girona,es La Liga,31-087,1992,16.0,1,0.06,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
965,David de Gea,es ESP,GK,Manchester Utd,eng Premier League,32-143,1990,26.0,3,0.12,1,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
966,Dennis Geiger,de GER,MF,Hoffenheim,de Bundesliga,24-293,1998,15.9,46,2.90,31,11,2,1,0,1,4,0.25,3,1,0,0,0,0,Matches
967,Joe Gelhardt,eng ENG,FW,Leeds United,eng Premier League,20-330,2002,2.4,4,1.70,4,0,0,0,0,0,2,0.85,2,0,0,0,0,0,Matches
968,Valentin Gendrey,fr FRA,DF,Lecce,it Serie A,22-282,2000,25.0,29,1.16,22,3,1,0,3,0,1,0.04,0,0,0,0,1,0,Matches
969,Denis Genreau,au AUS,MF,Toulouse,fr Ligue 1,23-313,1999,1.7,6,3.62,4,0,0,1,0,1,1,0.60,1,0,0,0,0,0,Matches
970,Yannick Gerhardt,de GER,MF,Wolfsburg,de Bundesliga,29-017,1994,15.7,37,2.36,29,0,0,3,4,1,7,0.45,6,0,0,0,1,0,Matches
971,Valère Germain,fr FRA,FWMF,Montpellier,fr Ligue 1,32-347,1990,7.1,13,1.84,10,0,0,2,1,0,3,0.42,1,0,0,1,1,0,Matches
972,Gerson,br BRA,MF,Marseille,fr Ligue 1,25-314,1997,4.6,12,2.60,9,0,1,0,2,0,1,0.22,1,0,0,0,0,0,Matches
973,Ismaël Gharbi,es ESP,MFFW,Paris S-G,fr Ligue 1,18-354,2004,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
974,Paolo Ghiglione,it ITA,DF,Cremonese,it Serie A,26-056,1997,5.9,14,2.36,12,2,0,0,0,0,2,0.34,2,0,0,0,0,0,Matches
975,Saman Ghoddos,ir IRN,MFFW,Brentford,eng Premier League,29-205,1993,1.0,3,2.87,0,2,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
976,Faouzi Ghoulam,dz ALG,DF,Angers,fr Ligue 1,32-057,1991,3.0,12,4.03,5,6,0,0,1,0,1,0.34,1,0,0,0,0,0,Matches
977,Morgan Gibbs-White,eng ENG,FWMF,Wolves,eng Premier League,23-062,2000,2.0,4,2.00,2,1,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
978,Morgan Gibbs-White,eng ENG,MFFW,Nott'ham Forest,eng Premier League,23-062,2000,22.3,85,3.81,54,17,7,4,1,2,8,0.36,3,3,1,1,0,0,Matches
979,Niko Gießelmann,de GER,DF,Union Berlin,de Bundesliga,31-185,1991,13.2,46,3.49,21,19,2,2,2,0,7,0.53,3,2,1,1,0,0,Matches
