,,,,,,,,,,Pass Types,,,,,,,,Corner Kicks,,,Outcomes,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
2538,Adama Traoré,es ESP,FWMF,Wolves,eng Premier League,27-064,1996,13.1,402,399,1,0,2,0,66,1,0,0,0,0,266,2,20,Matches
2539,Bertrand Traoré,bf BFA,FW,Aston Villa,eng Premier League,27-205,1995,0.6,22,21,1,0,0,0,3,0,1,1,0,0,15,0,4,Matches
2540,Boubacar Traoré,ml MLI,MF,Wolves,eng Premier League,21-222,2001,4.3,125,122,0,0,0,0,1,0,0,0,0,0,97,3,1,Matches
2541,Charles Traore,ml MLI,DF,Nantes,fr Ligue 1,31-088,1992,3.6,167,124,43,4,0,0,5,39,0,0,0,0,133,0,5,Matches
2542,Hamari Traoré,ml MLI,DF,Rennes,fr Ligue 1,31-062,1992,18.5,1286,1139,145,23,2,7,40,122,0,0,0,0,1092,2,19,Matches
2543,Kevin Trapp,de GER,GK,Eint Frankfurt,de Bundesliga,32-265,1990,24.0,642,437,200,36,0,4,0,0,0,0,0,0,427,5,0,Matches
2544,Mark Travers,ie IRL,GK,Bournemouth,eng Premier League,23-316,1999,10.5,324,182,142,32,0,0,0,1,0,0,0,0,244,0,0,Matches
2545,Óscar Trejo,ar ARG,MFFW,Rayo Vallecano,es La Liga,34-338,1988,17.6,753,698,54,18,6,3,26,8,14,8,0,0,606,1,19,Matches
2546,Manu Trigueros,es ESP,MF,Villarreal,es La Liga,31-164,1991,6.2,344,333,11,9,0,0,2,1,1,1,0,0,301,0,4,Matches
2547,Christopher Trimmel,at AUT,DF,Union Berlin,de Bundesliga,36-034,1987,16.3,819,544,268,37,0,1,133,172,59,27,26,0,506,7,19,Matches
2548,Kieran Trippier,eng ENG,DF,Newcastle Utd,eng Premier League,32-192,1990,25.4,1827,1338,481,130,13,8,267,211,140,55,57,12,1291,8,32,Matches
2549,William Troost-Ekong,ng NGA,DF,Salernitana,it Serie A,29-210,1993,2.9,127,125,2,2,0,0,1,0,0,0,0,0,106,0,1,Matches
2550,Leandro Trossard,be BEL,FW,Arsenal,eng Premier League,28-116,1994,5.0,224,199,25,0,3,4,33,1,19,14,0,0,167,0,11,Matches
2551,Leandro Trossard,be BEL,FWMF,Brighton,eng Premier League,28-116,1994,14.6,529,498,28,3,9,8,35,19,0,0,0,0,379,3,20,Matches
2552,Adrien Truffert,fr FRA,DF,Rennes,fr Ligue 1,21-130,2001,21.7,1395,1153,239,17,0,2,35,222,0,0,0,0,1106,3,36,Matches
2553,Frank Tsadjout,it ITA,FWMF,Cremonese,it Serie A,23-245,1999,6.5,152,150,2,0,0,0,3,0,0,0,0,0,92,0,1,Matches
2554,Kostas Tsimikas,gr GRE,DF,Liverpool,eng Premier League,26-322,1996,6.0,428,321,106,19,0,2,61,62,25,8,16,0,330,1,6,Matches
2555,Theocharis Tsingaras,gr GRE,MF,Toulouse,fr Ligue 1,22-222,2000,0.1,5,4,1,1,0,0,0,0,0,0,0,0,4,0,0,Matches
2556,Viktor Tsyhankov,ua UKR,MF,Girona,es La Liga,25-135,1997,5.0,180,172,7,3,0,0,9,0,4,2,1,0,132,1,9,Matches
2557,Alessandro Tuia,it ITA,DF,Lecce,it Serie A,32-295,1990,4.7,168,159,9,8,0,2,1,0,0,0,0,0,119,0,0,Matches
2558,Martin Turk,si SVN,GK,Sampdoria,it Serie A,19-221,2003,2.0,68,40,28,6,0,0,0,0,0,0,0,0,38,0,0,Matches
2559,Beñat Turrientes,es ESP,MFFW,Real Sociedad,es La Liga,21-058,2002,1.2,47,40,7,4,0,2,4,0,3,2,1,0,40,0,0,Matches
2560,Tuta,br BRA,DF,Eint Frankfurt,de Bundesliga,23-269,1999,23.9,1438,1386,51,38,2,6,4,13,0,0,0,0,1155,1,17,Matches
2561,Iyenoma Udogie,it ITA,DF,Udinese,it Serie A,20-122,2002,22.2,841,720,120,17,1,1,19,100,3,0,0,0,687,1,30,Matches
2562,Ike Ugbo,ca CAN,FWMF,Troyes,fr Ligue 1,24-190,1998,4.9,59,51,7,0,0,0,0,0,0,0,0,0,40,1,2,Matches
2563,Chimuanya Ugochukwu,fr FRA,MF,Rennes,fr Ligue 1,19-004,2004,10.6,486,476,10,10,0,3,2,0,0,0,0,0,419,0,8,Matches
2564,Sven Ulreich,de GER,GK,Bayern Munich,de Bundesliga,34-239,1988,3.0,131,110,20,2,0,0,0,0,0,0,0,0,110,1,0,Matches
2565,Lauren Ulrich,de GER,MF,Stuttgart,de Bundesliga,18-058,2005,0.1,5,4,1,0,0,0,1,0,1,0,1,0,4,0,0,Matches
2566,Samuel Umtiti,fr FRA,DF,Lecce,it Serie A,29-136,1993,13.5,519,488,29,27,0,3,2,2,0,0,0,0,428,2,7,Matches
2567,Enes Ünal,tr TUR,FW,Getafe,es La Liga,25-324,1997,25.2,571,552,14,1,3,1,14,1,0,0,0,0,357,5,12,Matches
2568,Deniz Undav,de GER,FWMF,Brighton,eng Premier League,26-254,1996,2.8,63,61,2,0,1,0,1,0,0,0,0,0,51,0,1,Matches
2569,Cengiz Ünder,tr TUR,MFDF,Marseille,fr Ligue 1,25-259,1997,18.4,724,644,80,14,4,8,97,19,45,25,7,0,509,0,28,Matches
2570,Dayot Upamecano,fr FRA,DF,Bayern Munich,de Bundesliga,24-154,1998,22.0,1945,1894,48,38,0,9,2,4,0,0,0,0,1755,3,8,Matches
2571,Filip Uremović,hr CRO,DF,Hertha BSC,de Bundesliga,26-047,1997,14.4,545,504,39,23,0,1,1,16,0,0,0,0,429,2,3,Matches
2572,Oscar Ureña,es ESP,MF,Girona,es La Liga,20-088,2003,1.1,22,22,0,0,0,0,4,0,0,0,0,0,15,0,2,Matches
2573,Jere Uronen,fi FIN,DF,Brest,fr Ligue 1,28-260,1994,3.3,157,135,22,2,0,2,13,20,0,0,0,0,125,0,8,Matches
2574,Jere Uronen,fi FIN,DF,Schalke 04,de Bundesliga,28-260,1994,4.7,241,175,63,7,0,0,20,52,4,1,3,0,173,3,6,Matches
2575,Mark Uth,de GER,MFFW,Köln,de Bundesliga,31-218,1991,0.5,15,12,3,1,0,0,2,0,1,0,1,0,11,0,0,Matches
2576,Josha Vagnoman,de GER,DFMF,Stuttgart,de Bundesliga,22-109,2000,7.7,254,205,48,1,0,1,13,47,0,0,0,0,189,1,9,Matches
2577,Diego Valencia,cl CHI,MFFW,Salernitana,it Serie A,23-075,2000,2.6,75,69,6,0,0,0,5,6,0,0,0,0,52,0,3,Matches
2578,Óscar Valentín,es ESP,MF,Rayo Vallecano,es La Liga,28-222,1994,18.5,812,787,24,24,1,9,2,0,0,0,0,0,664,1,12,Matches
2579,Emanuele Valeri,it ITA,DF,Cremonese,it Serie A,24-113,1998,22.1,860,618,234,18,2,13,109,203,13,0,12,0,474,8,34,Matches
2580,Valery,es ESP,MFDF,Girona,es La Liga,23-127,1999,7.4,253,224,29,2,0,0,15,24,2,0,0,0,217,0,6,Matches
2581,Yan Valery,tn TUN,DF,Southampton,eng Premier League,24-036,1999,0.5,23,23,0,0,0,0,1,0,0,0,0,0,15,0,1,Matches
2582,Yan Valery,tn TUN,DF,Angers,fr Ligue 1,24-036,1999,18.1,828,660,167,10,0,0,55,157,0,0,0,0,598,1,27,Matches
2583,Enrique Valiente,es ESP,DF,Sevilla,es La Liga,20-341,2002,4.1,211,203,7,7,0,1,0,0,0,0,0,0,177,1,0,Matches
2584,Martin Valjent,sk SVK,DF,Mallorca,es La Liga,27-109,1995,19.5,814,761,49,38,0,17,6,11,0,0,0,0,658,4,11,Matches
2585,Manu Vallejo,es ESP,FWMF,Girona,es La Liga,26-044,1997,2.3,89,87,1,0,1,0,7,0,0,0,0,0,68,1,2,Matches
2586,Mattia Valoti,it ITA,MF,Monza,it Serie A,29-205,1993,3.0,102,100,1,1,0,2,1,0,0,0,0,0,82,1,2,Matches
2587,Federico Valverde,uy URU,FWMF,Real Madrid,es La Liga,24-251,1998,22.6,1305,1278,19,6,2,18,23,12,0,0,0,0,1127,8,23,Matches
2588,Virgil van Dijk,nl NED,DF,Liverpool,eng Premier League,31-265,1991,21.5,1729,1676,52,42,1,22,0,8,0,0,0,0,1548,1,6,Matches
2589,Vanderson,br BRA,DFMF,Monaco,fr Ligue 1,21-282,2001,15.9,941,802,135,13,1,11,64,119,3,0,3,0,735,4,17,Matches
2590,Raphaël Varane,fr FRA,DF,Manchester Utd,eng Premier League,29-339,1993,16.4,856,830,23,21,0,4,1,2,0,0,0,0,734,3,4,Matches
2591,Jamie Vardy,eng ENG,FW,Leicester City,eng Premier League,36-078,1987,14.3,192,174,18,0,1,0,4,0,0,0,0,0,102,0,6,Matches
2592,Ruben Vargas,ch SUI,MFFW,Augsburg,de Bundesliga,24-237,1998,8.1,230,215,14,1,1,2,28,10,3,3,0,0,126,1,10,Matches
2593,Johan Vásquez,mx MEX,DF,Cremonese,it Serie A,24-159,1998,11.7,468,422,45,22,1,1,3,18,0,0,0,0,336,1,11,Matches
2594,Jesus Vazquez,es ESP,DFMF,Valencia,es La Liga,20-087,2003,3.1,150,119,31,0,1,0,10,31,0,0,0,0,123,0,3,Matches
2595,Kevin Vázquez,es ESP,DFMF,Celta Vigo,es La Liga,30-007,1993,2.0,90,79,11,1,0,0,3,10,0,0,0,0,70,0,1,Matches
2596,Lucas Vázquez,es ESP,DF,Real Madrid,es La Liga,31-272,1991,5.5,423,371,52,7,1,1,19,45,0,0,0,0,364,0,8,Matches
2597,Matías Vecino,uy URU,MF,Lazio,it Serie A,31-218,1991,14.0,742,738,3,3,2,5,1,0,0,0,0,0,622,1,11,Matches
2598,Gabriel Veiga,es ESP,MF,Celta Vigo,es La Liga,20-307,2002,16.7,529,503,23,9,6,2,21,4,1,1,0,0,404,3,7,Matches
2599,Renato Veiga,pt POR,DF,Augsburg,de Bundesliga,19-244,2003,3.5,169,151,18,6,0,2,5,12,0,0,0,0,103,0,3,Matches
2600,Miloš Veljković,rs SRB,DF,Werder Bremen,de Bundesliga,27-185,1995,16.9,958,916,37,35,2,9,1,2,0,0,0,0,783,5,5,Matches
2601,Miguel Veloso,pt POR,MF,Hellas Verona,it Serie A,36-323,1986,10.1,477,406,69,36,1,3,51,5,26,16,8,1,346,2,10,Matches
2602,Joël Veltman,nl NED,DF,Brighton,eng Premier League,31-074,1992,19.1,1229,1045,177,28,1,2,14,149,0,0,0,0,1025,7,23,Matches
2603,Mickey van de Ven,nl NED,DF,Wolfsburg,de Bundesliga,21-345,2001,25.0,1320,1236,83,30,0,11,10,53,0,0,0,0,1149,1,8,Matches
2604,Unai Vencedor Paris,es ESP,MF,Athletic Club,es La Liga,22-135,2000,1.7,98,94,3,3,0,2,2,0,0,0,0,0,86,1,1,Matches
2605,Lorenzo Venuti,it ITA,DF,Fiorentina,it Serie A,27-352,1995,6.8,437,361,75,10,0,1,24,62,3,0,2,0,363,1,10,Matches
2606,Daniele Verde,it ITA,FWMF,Spezia,it Serie A,26-283,1996,7.7,284,218,64,12,1,5,43,11,29,16,10,0,193,2,4,Matches
2607,Simone Verdi,it ITA,MF,Hellas Verona,it Serie A,30-261,1992,6.8,244,196,45,9,3,7,47,4,24,10,11,0,156,3,16,Matches
2608,Gonzalo Verdú,es ESP,DF,Elche,es La Liga,34-160,1988,6.7,262,244,18,18,0,0,0,0,0,0,0,0,205,0,1,Matches
2609,Jordan Veretout,fr FRA,MF,Marseille,fr Ligue 1,30-029,1993,21.8,1418,1339,73,28,5,21,56,4,41,24,7,0,1196,6,16,Matches
2610,Marco Verratti,it ITA,MF,Paris S-G,fr Ligue 1,30-145,1992,17.8,1799,1696,99,79,10,1,5,20,0,0,0,0,1665,4,10,Matches
2611,Valerio Verre,it ITA,MF,Sampdoria,it Serie A,29-078,1994,7.5,398,361,33,16,3,2,33,4,9,2,6,0,282,4,15,Matches
2612,Mikel Vesga,es ESP,MF,Athletic Club,es La Liga,29-313,1993,20.3,1095,1083,6,5,2,14,8,0,0,0,0,0,906,6,12,Matches
2613,Guglielmo Vicario,it ITA,GK,Empoli,it Serie A,26-174,1996,24.0,1009,786,222,83,0,0,0,0,0,0,0,0,751,1,0,Matches
2614,João Victor,br BRA,DF,Nantes,fr Ligue 1,24-256,1998,5.1,207,185,21,12,0,0,2,9,0,0,0,0,172,1,3,Matches
2615,Aleix Vidal,es ESP,FWMF,Espanyol,es La Liga,33-221,1989,10.0,294,262,32,6,1,2,24,26,0,0,0,0,214,0,16,Matches
2616,Clément Vidal,fr FRA,DFMF,Ajaccio,fr Ligue 1,22-285,2000,13.1,560,539,21,10,0,0,3,11,0,0,0,0,426,0,8,Matches
2617,Nacho Vidal,es ESP,DF,Osasuna,es La Liga,28-065,1995,10.7,490,379,109,3,2,1,25,106,0,0,0,0,373,2,10,Matches
2618,Gabriel Vidovic,hr CRO,FW,Bayern Munich,de Bundesliga,19-119,2003,0.2,13,13,0,0,0,0,0,0,0,0,0,0,10,0,1,Matches
2619,Fabio Vieira,pt POR,MFFW,Arsenal,eng Premier League,22-304,2000,4.6,231,221,10,5,1,0,13,3,2,2,0,0,189,0,5,Matches
2620,Ronaldo Vieira,gw GNB,MF,Torino,it Serie A,24-254,1998,0.2,,,,,,,1,,,,,,,,,Matches
2621,Ronaldo Vieira,gw GNB,MF,Sampdoria,it Serie A,24-254,1998,9.1,,,,,,,1,,,,,,,,,Matches
2622,Emanuel Vignato,it ITA,MFFW,Bologna,it Serie A,22-218,2000,2.7,99,97,2,0,0,2,2,1,1,1,0,0,79,0,2,Matches
2623,Emanuel Vignato,it ITA,FWMF,Empoli,it Serie A,22-218,2000,0.3,22,22,0,0,0,0,1,0,0,0,0,0,17,0,1,Matches
2624,Samuele Vignato,it ITA,FWMF,Monza,it Serie A,19-034,2004,0.2,13,13,0,0,0,0,1,0,0,0,0,0,11,0,0,Matches
2625,Tonny Vilhena,nl NED,MF,Salernitana,it Serie A,28-086,1995,17.6,591,536,52,19,1,8,39,8,25,4,14,0,450,3,17,Matches
2626,Toni Villa,es ESP,MF,Valladolid,es La Liga,28-082,1995,1.0,32,31,1,0,0,0,5,0,1,1,0,0,20,0,2,Matches
2627,Toni Villa,es ESP,MFFW,Girona,es La Liga,28-082,1995,7.9,275,264,9,0,0,0,21,7,1,0,1,0,210,2,11,Matches
2628,Asier Villalibre,es ESP,FW,Athletic Club,es La Liga,25-181,1997,1.1,18,18,0,0,0,0,0,0,0,0,0,0,11,0,0,Matches
2629,Gonzalo Villar,es ESP,MF,Sampdoria,it Serie A,25-007,1998,7.7,381,345,35,31,0,0,7,0,3,1,2,0,317,1,1,Matches
2630,Gonzalo Villar,es ESP,MFFW,Getafe,es La Liga,25-007,1998,2.5,122,115,7,4,0,1,1,3,0,0,0,0,101,0,4,Matches
2631,Iván Villar,es ESP,GK,Celta Vigo,es La Liga,25-264,1997,7.0,225,138,85,26,0,0,0,0,0,0,0,0,146,2,0,Matches
2632,Matías Viña,uy URU,MFDF,Bournemouth,eng Premier League,25-141,1997,0.2,8,7,1,1,0,0,1,0,0,0,0,0,5,0,0,Matches
2633,Matías Viña,uy URU,DF,Roma,it Serie A,25-141,1997,0.6,30,20,10,0,0,0,2,10,0,0,0,0,22,0,0,Matches
2634,Rúben Vinagre,pt POR,DFMF,Everton,eng Premier League,23-355,1999,0.3,24,19,5,1,0,0,2,4,0,0,0,0,15,0,1,Matches
2635,Carlos Vinícius,br BRA,FW,Fulham,eng Premier League,28-005,1995,6.2,105,102,2,0,1,0,4,0,0,0,0,0,59,1,10,Matches
2636,Alan Virginius,fr FRA,FW,Lille,fr Ligue 1,20-086,2003,2.6,62,57,5,0,0,0,2,0,0,0,0,0,49,0,4,Matches
2637,Mattia Viti,it ITA,DF,Nice,fr Ligue 1,21-065,2002,7.0,360,345,15,12,0,1,0,3,0,0,0,0,303,0,4,Matches
2638,Vitinha,pt POR,FW,Marseille,fr Ligue 1,23-015,2000,0.8,25,22,3,0,0,0,0,0,0,0,0,0,21,0,0,Matches
2639,Vitinha,pt POR,MF,Paris S-G,fr Ligue 1,23-045,2000,19.3,1390,1377,9,5,6,6,5,2,2,1,0,0,1275,4,20,Matches
2640,Daniel Vivian,es ESP,DF,Athletic Club,es La Liga,23-258,1999,17.1,844,804,36,35,1,19,5,0,0,0,0,0,672,4,11,Matches
2641,Dušan Vlahović,rs SRB,FW,Juventus,it Serie A,23-061,2000,16.2,303,280,22,1,0,3,5,0,0,0,0,0,218,1,13,Matches
2642,Nikola Vlašić,hr CRO,MFFW,Torino,it Serie A,25-177,1997,21.4,698,679,16,2,0,6,32,1,7,4,2,0,554,3,33,Matches
2643,Joel Voelkerling Persson,se SWE,FW,Lecce,it Serie A,20-074,2003,0.7,21,21,0,0,0,0,1,0,0,0,0,0,15,0,0,Matches
2644,Kevin Vogt,de GER,DF,Hoffenheim,de Bundesliga,31-188,1991,17.2,1083,1014,65,47,0,10,2,1,0,0,0,0,953,4,1,Matches
2645,Mërgim Vojvoda,xk KVX,DF,Torino,it Serie A,28-057,1995,13.1,783,659,120,9,3,12,30,105,6,3,0,0,599,4,12,Matches
2646,Kevin Volland,de GER,MFFW,Monaco,fr Ligue 1,30-243,1992,3.9,120,119,0,0,1,0,2,0,0,0,0,0,78,1,6,Matches
2647,Cristian Volpato,it ITA,MF,Roma,it Serie A,19-135,2003,2.3,94,89,5,1,1,0,9,1,2,1,1,0,73,0,3,Matches
2648,Lukáš Vorlický,cz CZE,MFFW,Atalanta,it Serie A,21-071,2002,0.3,31,30,1,0,0,0,1,1,0,0,0,0,19,0,0,Matches
2649,Aster Vranckx,be BEL,MF,Milan,it Serie A,20-177,2002,0.8,36,36,0,0,0,0,3,0,0,0,0,0,21,0,0,Matches
2650,Aster Vranckx,be BEL,MF,Wolfsburg,de Bundesliga,20-177,2002,0.1,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
2651,Stefan de Vrij,nl NED,DF,Inter,it Serie A,31-053,1992,14.6,786,768,17,15,1,0,0,2,0,0,0,0,696,1,3,Matches
2652,Robert Wagner,de GER,MF,Freiburg,de Bundesliga,19-259,2003,0.3,9,9,0,0,0,0,0,0,0,0,0,0,6,0,1,Matches
2653,Walace,br BRA,MF,Udinese,it Serie A,27-360,1995,26.1,1285,1227,52,37,0,16,18,6,0,0,0,0,1057,6,28,Matches
2654,Theo Walcott,eng ENG,FWMF,Southampton,eng Premier League,34-014,1989,5.2,117,113,4,0,0,0,11,1,0,0,0,0,73,0,3,Matches
2655,Luca Waldschmidt,de GER,FW,Wolfsburg,de Bundesliga,26-315,1996,3.9,97,90,7,0,1,0,1,0,0,0,0,0,74,0,2,Matches
2656,Kyle Walker,eng ENG,DF,Manchester City,eng Premier League,32-306,1990,13.0,1186,1087,97,19,3,13,19,78,0,0,0,0,1024,2,10,Matches
2657,Kyle Walker-Peters,eng ENG,DF,Southampton,eng Premier League,25-351,1997,19.4,863,679,181,7,1,1,42,174,0,0,0,0,641,3,35,Matches
2658,Sebastian Walukiewicz,pl POL,DF,Empoli,it Serie A,22-359,2000,1.8,83,79,2,2,0,2,0,0,0,0,0,0,71,2,0,Matches
2659,Aaron Wan-Bissaka,eng ENG,DF,Manchester Utd,eng Premier League,25-124,1997,8.2,413,350,62,3,0,2,9,59,0,0,0,0,339,1,11,Matches
2660,Paul Wanner,de GER,MF,Bayern Munich,de Bundesliga,17-097,2005,0.3,9,9,0,0,0,0,0,0,0,0,0,0,7,0,0,Matches
2661,Danny Ward,wls WAL,GK,Leicester City,eng Premier League,29-281,1993,26.0,945,679,261,71,0,4,0,0,0,0,0,0,708,5,2,Matches
2662,Joel Ward,eng ENG,DF,Crystal Palace,eng Premier League,33-152,1989,15.6,719,587,131,24,0,2,23,107,0,0,0,0,540,1,16,Matches
2663,James Ward-Prowse,eng ENG,MF,Southampton,eng Premier League,28-149,1994,28.0,1669,1414,252,113,1,12,200,4,116,48,54,0,1295,3,29,Matches
2664,Ollie Watkins,eng ENG,FW,Aston Villa,eng Premier League,27-090,1995,23.8,416,407,7,0,0,1,7,2,0,0,0,0,290,2,7,Matches
2665,Timothy Weah,us USA,DFFW,Lille,fr Ligue 1,23-036,2000,13.1,680,615,62,8,0,4,33,53,1,0,0,0,567,3,20,Matches
2666,Adam Webster,eng ENG,DF,Brighton,eng Premier League,28-085,1995,16.6,1266,1209,56,22,0,6,2,34,0,0,0,0,1109,1,7,Matches
2667,Wout Weghorst,nl NED,FWMF,Manchester Utd,eng Premier League,30-235,1992,6.2,136,136,0,0,3,1,0,0,0,0,0,0,98,0,5,Matches
2668,Julian Weigl,de GER,MF,M'Gladbach,de Bundesliga,27-203,1995,14.0,773,741,32,28,3,3,0,4,0,0,0,0,683,0,6,Matches
2669,Nelson Weiper,de GER,FWMF,Mainz 05,de Bundesliga,18-013,2005,0.4,12,12,0,0,0,0,0,0,0,0,0,0,10,0,0,Matches
2670,Mitchell Weiser,de GER,DFFW,Werder Bremen,de Bundesliga,28-343,1994,20.4,985,764,218,6,6,11,49,212,0,0,0,0,708,3,38,Matches
2671,Noah Weißhaupt,de GER,MFFW,Freiburg,de Bundesliga,21-191,2001,1.8,49,48,1,1,1,0,7,0,0,0,0,0,31,0,2,Matches
2672,Shon Weissman,il ISR,FW,Valladolid,es La Liga,27-044,1996,8.3,91,74,17,0,0,0,2,0,0,0,0,0,70,0,2,Matches
2673,Danny Welbeck,eng ENG,FW,Brighton,eng Premier League,32-124,1990,14.0,253,244,7,0,4,0,0,0,0,0,0,0,211,2,3,Matches
2674,Marcel Wenig,de GER,MF,Eint Frankfurt,de Bundesliga,18-330,2004,0.0,10,10,0,0,0,0,0,0,0,0,0,0,9,0,0,Matches
2675,Timo Werner,de GER,FWMF,RB Leipzig,de Bundesliga,27-024,1996,14.5,473,443,24,4,2,5,21,11,1,0,0,0,350,6,17,Matches
2676,Ben White,eng ENG,DF,Arsenal,eng Premier League,25-173,1997,23.9,1649,1430,214,34,4,12,48,180,0,0,0,0,1376,5,23,Matches
2677,Harvey White,eng ENG,MF,Tottenham,eng Premier League,21-192,2001,0.1,8,6,2,0,1,0,3,0,2,2,0,0,3,0,0,Matches
2678,Joseph Whitworth,eng ENG,GK,Crystal Palace,eng Premier League,19-029,2004,2.0,83,63,20,5,0,0,0,0,0,0,0,0,61,0,0,Matches
2679,Silvan Widmer,ch SUI,DF,Mainz 05,de Bundesliga,30-025,1993,14.2,681,510,170,11,0,2,23,159,0,0,0,0,476,1,18,Matches
2680,Mateusz Wieteska,pl POL,DF,Clermont Foot,fr Ligue 1,26-047,1997,27.0,1268,1198,64,40,1,6,1,22,0,0,0,0,1034,6,11,Matches
2681,Georginio Wijnaldum,nl NED,MF,Roma,it Serie A,32-139,1990,3.8,104,98,5,4,0,0,0,0,0,0,0,0,89,1,2,Matches
2682,Iñaki Williams,gh GHA,FW,Athletic Club,es La Liga,28-288,1994,20.6,500,463,33,0,1,4,53,9,0,0,0,0,321,4,26,Matches
2683,Neco Williams,wls WAL,DF,Nott'ham Forest,eng Premier League,21-351,2001,15.2,689,535,150,23,3,5,76,114,13,7,6,0,447,4,27,Matches
2684,Nico Williams,es ESP,FW,Athletic Club,es La Liga,20-261,2002,22.1,715,665,47,4,2,2,128,3,40,10,19,0,479,3,53,Matches
2685,Willian,br BRA,FW,Fulham,eng Premier League,34-233,1988,16.2,575,553,21,3,3,9,30,3,15,3,4,0,449,1,13,Matches
2686,Joe Willock,eng ENG,MF,Newcastle Utd,eng Premier League,23-222,1999,20.1,692,669,19,2,1,2,37,6,0,0,0,0,562,4,15,Matches
2687,Callum Wilson,eng ENG,FW,Newcastle Utd,eng Premier League,31-031,1992,13.8,161,157,3,1,1,2,5,0,0,0,0,0,113,1,11,Matches
2688,Harry Wilson,wls WAL,FW,Fulham,eng Premier League,26-008,1997,5.0,184,173,11,2,0,0,12,4,4,1,1,0,138,0,9,Matches
2689,Patrick Wimmer,at AUT,FWMF,Wolfsburg,de Bundesliga,21-304,2001,12.7,401,355,43,11,2,3,42,13,17,14,0,0,248,3,30,Matches
2690,Jonas Wind,dk DEN,FW,Wolfsburg,de Bundesliga,24-051,1999,7.7,200,194,5,2,0,1,1,0,0,0,0,0,134,1,7,Matches
2691,Harry Winks,eng ENG,MF,Sampdoria,it Serie A,27-056,1996,9.3,507,457,50,29,0,5,33,0,15,6,5,0,406,0,10,Matches
2692,Frederik Winther,dk DEN,DF,Augsburg,de Bundesliga,22-085,2001,1.0,35,33,2,2,0,1,0,0,0,0,0,0,22,0,0,Matches
2693,Florian Wirtz,de GER,FWMF,Leverkusen,de Bundesliga,19-331,2003,5.8,274,243,30,8,9,6,16,2,13,4,5,0,205,1,5,Matches
2694,Przemysław Wiśniewski,pl POL,DF,Spezia,it Serie A,24-246,1998,1.1,42,35,7,4,0,1,0,3,0,0,0,0,27,0,3,Matches
2695,Yoane Wissa,cd COD,FW,Brentford,eng Premier League,26-208,1996,13.1,260,252,5,1,4,1,12,1,0,0,0,0,179,3,13,Matches
2696,Axel Witsel,be BEL,DFMF,Atlético Madrid,es La Liga,34-077,1989,15.6,860,826,34,32,0,1,2,2,0,0,0,0,800,0,7,Matches
2697,Maximilian Wöber,at AUT,DF,Leeds United,eng Premier League,25-054,1998,8.8,428,409,18,11,0,1,1,7,0,0,0,0,310,1,6,Matches
2698,Hannes Wolf,at AUT,FW,M'Gladbach,de Bundesliga,23-348,1999,3.8,128,127,1,0,1,1,2,1,0,0,0,0,101,0,5,Matches
2699,Marius Wolf,de GER,DF,Dortmund,de Bundesliga,27-307,1995,12.7,746,618,128,16,3,7,41,110,2,2,0,0,579,0,27,Matches
2700,Jeong Woo-yeong,kr KOR,MFFW,Freiburg,de Bundesliga,23-191,1999,6.8,222,219,3,1,0,2,9,0,0,0,0,0,174,0,6,Matches
2701,Chris Wood,nz NZL,FW,Newcastle Utd,eng Premier League,31-113,1991,5.0,106,105,1,0,0,0,0,0,0,0,0,0,66,0,1,Matches
2702,Chris Wood,nz NZL,FW,Nott'ham Forest,eng Premier League,31-113,1991,4.1,71,71,0,0,1,1,0,0,0,0,0,0,43,0,0,Matches
2703,Christopher Wooh,cm CMR,DF,Rennes,fr Ligue 1,21-193,2001,9.6,513,501,11,11,0,4,1,0,0,0,0,0,468,1,2,Matches
2704,Christopher Wooh,cm CMR,MF,Lens,fr Ligue 1,21-193,2001,0.0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
2705,Joe Worrall,eng ENG,DF,Nott'ham Forest,eng Premier League,26-079,1997,17.9,933,889,42,26,0,7,3,16,0,0,0,0,742,2,8,Matches
2706,Xeka,pt POR,MF,Rennes,fr Ligue 1,28-140,1994,6.1,312,296,14,14,1,6,0,0,0,0,0,0,279,2,5,Matches
2707,Granit Xhaka,ch SUI,MF,Arsenal,eng Premier League,30-184,1992,25.5,1319,1270,46,31,5,5,36,15,0,0,0,0,1110,3,21,Matches
2708,Jawad El Yamiq,ma MAR,DF,Valladolid,es La Liga,31-029,1992,10.7,535,500,35,26,1,5,0,2,0,0,0,0,444,0,6,Matches
2709,Ryan Yates,eng ENG,MF,Nott'ham Forest,eng Premier League,25-129,1997,16.6,500,444,54,12,0,5,6,3,0,0,0,0,390,2,11,Matches
2710,Yusuf Yazıcı,tr TUR,MF,Lille,fr Ligue 1,26-060,1997,2.2,96,88,8,3,0,1,9,0,4,2,2,0,73,0,2,Matches
2711,Kelvin Yeboah,it ITA,FWMF,Augsburg,de Bundesliga,22-328,2000,2.8,48,47,0,0,0,1,6,0,0,0,0,0,22,1,7,Matches
2712,Gerard Yepes,es ESP,MF,Sampdoria,it Serie A,20-217,2002,2.2,105,99,6,6,0,0,0,0,0,0,0,0,77,0,0,Matches
