,,,,,,,,,Standard,,,,,,,,,,,,Expected,,,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
1666,John McGinn,sct SCO,MF,Aston Villa,eng Premier League,28-163,1994,18.9,0,27,7,25.9,1.43,0.37,0.00,0.00,23.0,0,0,0,1.7,1.7,0.06,-1.7,-1.7,Matches
1667,Scott McKenna,sct SCO,DF,Nott'ham Forest,eng Premier League,26-138,1996,16.2,0,2,0,0.0,0.12,0.00,0.00,,8.2,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
1668,Weston McKennie,us USA,MF,Leeds United,eng Premier League,24-214,1998,6.4,0,5,0,0.0,0.78,0.00,0.00,,13.7,0,0,0,0.4,0.4,0.08,-0.4,-0.4,Matches
1669,Weston McKennie,us USA,MFDF,Juventus,it Serie A,24-214,1998,11.7,1,8,4,50.0,0.68,0.34,0.13,0.25,10.1,0,0,0,0.9,0.9,0.11,+0.1,+0.1,Matches
1670,Dwight McNeil,eng ENG,FWMF,Everton,eng Premier League,23-128,1999,17.8,3,26,5,19.2,1.46,0.28,0.12,0.60,19.9,1,0,0,1.3,1.3,0.05,+1.7,+1.7,Matches
1671,Scott McTominay,sct SCO,MF,Manchester Utd,eng Premier League,26-112,1996,9.6,0,7,3,42.9,0.73,0.31,0.00,0.00,14.2,0,0,0,0.8,0.8,0.11,-0.8,-0.8,Matches
1672,Gary Medel,cl CHI,MFDF,Bologna,it Serie A,35-239,1987,14.7,0,2,0,0.0,0.14,0.00,0.00,,26.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
1673,Facundo Medina,ar ARG,DF,Lens,fr Ligue 1,23-306,1999,21.9,1,12,2,16.7,0.55,0.09,0.08,0.50,14.8,0,0,0,2.0,2.0,0.17,-1.0,-1.0,Matches
1674,Ben Mee,eng ENG,DF,Brentford,eng Premier League,33-190,1989,25.4,3,18,4,22.2,0.71,0.16,0.17,0.75,10.5,0,0,0,1.8,1.8,0.10,+1.2,+1.2,Matches
1675,Bamo Meïté,ci CIV,DF,Lorient,fr Ligue 1,21-283,2001,8.8,1,3,1,33.3,0.34,0.11,0.33,1.00,8.5,0,0,0,0.7,0.7,0.25,+0.3,+0.3,Matches
1676,Soualiho Meïté,fr FRA,MF,Cremonese,it Serie A,29-013,1994,15.4,0,11,1,9.1,0.71,0.06,0.00,0.00,23.4,0,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches
1677,Farid El Melali,dz ALG,DFFW,Angers,fr Ligue 1,25-329,1997,6.8,0,11,2,18.2,1.61,0.29,0.00,0.00,18.8,0,0,0,1.1,1.1,0.10,-1.1,-1.1,Matches
1678,Gonzalo Melero,es ESP,MF,Almería,es La Liga,29-087,1994,12.5,3,16,6,37.5,1.28,0.48,0.13,0.33,17.2,0,1,1,2.4,1.6,0.10,+0.6,+0.4,Matches
1679,Birger Meling,no NOR,DF,Rennes,fr Ligue 1,28-103,1994,8.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1680,Memphis,nl NED,FW,Barcelona,es La Liga,29-045,1994,1.3,1,6,3,50.0,4.74,2.37,0.17,0.33,11.6,0,0,0,0.9,0.9,0.14,+0.1,+0.1,Matches
1681,Memphis,nl NED,FW,Atlético Madrid,es La Liga,29-045,1994,2.9,3,10,4,40.0,3.49,1.40,0.30,0.75,12.0,0,0,0,2.7,2.7,0.27,+0.3,+0.3,Matches
1682,Houboulang Mendes,fr FRA,DF,Almería,es La Liga,24-330,1998,8.2,0,1,0,0.0,0.12,0.00,0.00,,23.9,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
1683,Nuno Mendes,pt POR,DFMF,Paris S-G,fr Ligue 1,20-284,2002,14.1,1,8,7,87.5,0.57,0.50,0.13,0.14,10.9,0,0,0,1.0,1.0,0.12,0.0,0.0,Matches
1684,Thiago Mendes,br BRA,MFDF,Lyon,fr Ligue 1,31-015,1992,17.9,1,12,3,25.0,0.67,0.17,0.08,0.33,26.0,2,0,0,0.6,0.6,0.05,+0.4,+0.4,Matches
1685,Brais Méndez,es ESP,MF,Real Sociedad,es La Liga,26-082,1997,21.3,7,47,16,34.0,2.21,0.75,0.15,0.44,21.0,7,0,0,4.5,4.5,0.10,+2.5,+2.5,Matches
1686,Diego Méndez,es ESP,MF,Rayo Vallecano,es La Liga,19-213,2003,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1687,Antoine Mendy,fr FRA,DF,Nice,fr Ligue 1,18-307,2004,1.9,0,5,2,40.0,2.65,1.06,0.00,0.00,14.5,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
1688,Arial Mendy,sn SEN,DF,Clermont Foot,fr Ligue 1,28-143,1994,2.5,0,2,0,0.0,0.81,0.00,0.00,,20.6,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
1689,Batista Mendy,fr FRA,MFDF,Angers,fr Ligue 1,23-077,2000,22.8,0,10,0,0.0,0.44,0.00,0.00,,21.5,0,0,0,0.6,0.6,0.06,-0.6,-0.6,Matches
1690,Edouard Mendy,sn SEN,GK,Chelsea,eng Premier League,31-029,1992,8.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1691,Ferland Mendy,fr FRA,DF,Real Madrid,es La Liga,27-295,1995,12.8,0,1,0,0.0,0.08,0.00,0.00,,7.3,0,0,0,0.3,0.3,0.26,-0.3,-0.3,Matches
1692,Nampalys Mendy,sn SEN,MF,Leicester City,eng Premier League,30-280,1992,6.8,1,2,1,50.0,0.30,0.15,0.50,1.00,21.1,0,0,0,0.1,0.1,0.07,+0.9,+0.9,Matches
1693,Gideon Mensah,gh GHA,DF,Auxerre,fr Ligue 1,24-255,1998,18.9,0,3,1,33.3,0.16,0.05,0.00,0.00,27.0,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
1694,Chris Mepham,wls WAL,DF,Bournemouth,eng Premier League,25-145,1997,19.4,0,6,2,33.3,0.31,0.10,0.00,0.00,11.8,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
1695,Jorge Meré,es ESP,DF,Cádiz,es La Liga,25-347,1997,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1696,Alex Meret,it ITA,GK,Napoli,it Serie A,26-008,1997,26.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1697,Mikel Merino,es ESP,MF,Real Sociedad,es La Liga,26-281,1996,17.8,1,31,12,38.7,1.74,0.67,0.03,0.08,18.1,0,0,1,3.1,2.3,0.07,-2.1,-1.3,Matches
1698,Quentin Merlin,fr FRA,DF,Nantes,fr Ligue 1,20-318,2002,14.1,0,12,3,25.0,0.85,0.21,0.00,0.00,24.0,0,0,0,0.4,0.4,0.03,-0.4,-0.4,Matches
1699,Yıldırım Mert Çetin,tr TUR,DF,Lecce,it Serie A,26-088,1997,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1700,Roque Mesa,es ESP,MF,Valladolid,es La Liga,33-296,1989,13.7,2,19,8,42.1,1.38,0.58,0.11,0.25,27.7,0,0,0,1.1,1.1,0.06,+0.9,+0.9,Matches
1701,Illan Meslier,fr FRA,GK,Leeds United,eng Premier League,23-028,2000,27.0,0,1,1,100.0,0.04,0.04,0.00,0.00,9.0,0,0,0,0.1,0.1,0.12,-0.1,-0.1,Matches
1702,Lionel Messi,ar ARG,FWMF,Paris S-G,fr Ligue 1,35-279,1987,22.5,13,99,44,44.4,4.40,1.95,0.13,0.30,17.9,16,0,0,13.2,13.2,0.13,-0.2,-0.2,Matches
1703,Junior Messias,br BRA,FWDF,Milan,it Serie A,31-321,1991,12.3,4,24,9,37.5,1.96,0.73,0.17,0.44,17.7,0,0,0,2.0,2.0,0.08,+2.0,+2.0,Matches
1704,Thomas Meunier,be BEL,DF,Dortmund,de Bundesliga,31-199,1991,6.5,0,4,0,0.0,0.62,0.00,0.00,,26.5,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
1705,Alexander Meyer,de GER,GK,Dortmund,de Bundesliga,31-351,1991,7.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1706,Sven Michel,de GER,FW,Union Berlin,de Bundesliga,32-258,1990,4.6,3,11,2,18.2,2.40,0.44,0.18,1.00,23.7,0,1,1,1.3,0.5,0.05,+1.7,+1.5,Matches
1707,Alexander Mighten,eng ENG,FW,Nott'ham Forest,eng Premier League,20-353,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1708,Tommaso Milanese,it ITA,MF,Cremonese,it Serie A,20-242,2002,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1709,Nikola Milenković,rs SRB,DF,Fiorentina,it Serie A,25-169,1997,17.7,2,14,4,28.6,0.79,0.23,0.14,0.50,8.9,0,0,0,1.7,1.7,0.12,+0.3,+0.3,Matches
1710,Arkadiusz Milik,pl POL,FW,Juventus,it Serie A,29-030,1994,11.0,6,29,16,55.2,2.65,1.46,0.21,0.38,13.9,1,0,0,4.2,4.2,0.15,+1.8,+1.8,Matches
1711,Arkadiusz Milik,pl POL,FW,Marseille,fr Ligue 1,29-030,1994,1.4,0,1,0,0.0,0.70,0.00,0.00,,7.8,0,0,0,0.1,0.1,0.14,-0.1,-0.1,Matches
1712,Sergej Milinković-Savić,rs SRB,MF,Lazio,it Serie A,28-031,1995,23.3,4,38,9,23.7,1.63,0.39,0.11,0.44,18.9,4,0,0,3.0,3.0,0.08,+1.0,+1.0,Matches
1713,Vanja Milinković-Savić,rs SRB,GK,Torino,it Serie A,26-038,1997,27.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1714,Éder Militão,br BRA,DF,Real Madrid,es La Liga,25-071,1998,19.5,4,16,6,37.5,0.82,0.31,0.25,0.67,15.3,0,0,0,1.6,1.6,0.10,+2.4,+2.4,Matches
1715,Luka Milivojević,rs SRB,MF,Crystal Palace,eng Premier League,31-357,1991,4.6,0,5,0,0.0,1.08,0.00,0.00,,25.4,1,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
1716,Luis Milla,es ESP,MF,Getafe,es La Liga,28-174,1994,15.2,0,6,1,16.7,0.40,0.07,0.00,0.00,28.9,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
1717,Pere Milla,es ESP,FWMF,Elche,es La Liga,30-188,1992,13.4,6,21,4,19.0,1.57,0.30,0.14,0.75,15.4,1,3,3,4.5,2.1,0.10,+1.5,+0.9,Matches
1718,Enzo Millot,fr FRA,MF,Stuttgart,de Bundesliga,20-256,2002,4.6,0,10,5,50.0,2.18,1.09,0.00,0.00,17.4,1,0,0,0.7,0.7,0.07,-0.7,-0.7,Matches
1719,James Milner,eng ENG,DFMF,Liverpool,eng Premier League,37-085,1986,8.0,0,6,1,16.7,0.75,0.13,0.00,0.00,16.2,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches
1720,Marko Milovanović,rs SRB,FW,Almería,es La Liga,19-238,2003,0.2,0,1,0,0.0,6.00,0.00,0.00,,9.4,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
1721,Kim Min-jae,kr KOR,DF,Napoli,it Serie A,26-135,1996,25.3,2,8,3,37.5,0.32,0.12,0.25,0.67,6.6,0,0,0,1.0,1.0,0.13,+1.0,+1.0,Matches
1722,Yerry Mina,co COL,DF,Everton,eng Premier League,28-188,1994,2.6,1,3,2,66.7,1.15,0.77,0.33,0.50,12.4,0,0,0,0.2,0.2,0.08,+0.8,+0.8,Matches
1723,Takumi Minamino,jp JPN,MFFW,Monaco,fr Ligue 1,28-073,1995,5.6,1,13,6,46.2,2.30,1.06,0.08,0.17,16.1,1,0,0,1.1,1.1,0.08,-0.1,-0.1,Matches
1724,Tyrone Mings,eng ENG,DF,Aston Villa,eng Premier League,30-017,1993,24.0,0,3,1,33.3,0.12,0.04,0.00,0.00,10.2,0,0,0,0.5,0.5,0.15,-0.5,-0.5,Matches
1725,Óscar Mingueza,es ESP,DF,Celta Vigo,es La Liga,23-321,1999,12.7,0,5,0,0.0,0.39,0.00,0.00,,12.1,0,0,0,0.4,0.4,0.08,-0.4,-0.4,Matches
1726,Rafa Mir,es ESP,FW,Sevilla,es La Liga,25-285,1997,9.0,3,33,9,27.3,3.65,1.00,0.09,0.33,13.4,0,0,0,4.7,4.7,0.15,-1.7,-1.7,Matches
1727,Aleksei Miranchuk,ru RUS,MF,Torino,it Serie A,27-164,1995,16.8,4,28,10,35.7,1.67,0.60,0.14,0.40,19.7,1,0,0,2.3,2.3,0.08,+1.7,+1.7,Matches
1728,Juan Miranda,es ESP,DF,Betis,es La Liga,23-070,2000,7.0,1,6,2,33.3,0.86,0.29,0.17,0.50,22.7,1,0,0,0.9,0.9,0.15,+0.1,+0.1,Matches
1729,Fabio Miretti,it ITA,MFFW,Juventus,it Serie A,19-239,2003,10.0,0,17,5,29.4,1.70,0.50,0.00,0.00,18.0,0,0,0,1.4,1.4,0.08,-1.4,-1.4,Matches
1730,Tyrick Mitchell,eng ENG,DF,Crystal Palace,eng Premier League,23-210,1999,22.1,0,3,1,33.3,0.14,0.05,0.00,0.00,11.3,0,0,0,0.3,0.3,0.11,-0.3,-0.3,Matches
1731,Kaoru Mitoma,jp JPN,FWMF,Brighton,eng Premier League,25-314,1997,14.1,6,23,13,56.5,1.63,0.92,0.26,0.46,12.8,0,0,0,3.2,3.2,0.14,+2.8,+2.8,Matches
1732,Aleksandar Mitrović,rs SRB,FW,Fulham,eng Premier League,28-195,1994,20.1,11,80,25,31.3,3.97,1.24,0.10,0.32,15.1,0,3,6,12.3,7.6,0.10,-1.3,+0.4,Matches
1733,Stefan Mitrović,rs SRB,DF,Getafe,es La Liga,32-312,1990,12.6,0,1,0,0.0,0.08,0.00,0.00,,11.7,0,0,0,0.1,0.1,0.10,-0.1,-0.1,Matches
1734,Maximilian Mittelstädt,de GER,DF,Hertha BSC,de Bundesliga,26-012,1997,7.1,0,6,2,33.3,0.84,0.28,0.00,0.00,23.4,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
1735,Henrikh Mkhitaryan,am ARM,MF,Inter,it Serie A,34-068,1989,17.2,3,24,4,16.7,1.40,0.23,0.13,0.75,20.2,0,0,0,1.7,1.7,0.07,+1.3,+1.3,Matches
1736,Anthony Modeste,fr FRA,FW,Dortmund,de Bundesliga,34-350,1988,8.9,2,22,10,45.5,2.48,1.13,0.09,0.20,11.0,0,0,0,4.3,4.3,0.20,-2.3,-2.3,Matches
1737,Luka Modrić,hr CRO,MF,Real Madrid,es La Liga,37-202,1985,15.7,4,25,5,20.0,1.60,0.32,0.12,0.60,19.7,1,1,1,4.1,3.3,0.13,-0.1,-0.3,Matches
1738,Terem Moffi,ng NGA,FW,Nice,fr Ligue 1,23-309,1999,5.5,3,10,6,60.0,1.80,1.08,0.30,0.50,14.5,0,0,0,2.3,2.3,0.23,+0.7,+0.7,Matches
1739,Terem Moffi,ng NGA,FW,Lorient,fr Ligue 1,23-309,1999,15.4,12,33,18,54.5,2.14,1.17,0.33,0.61,13.6,0,1,2,7.3,5.7,0.17,+4.7,+5.3,Matches
1740,Mostafa Mohamed,eg EGY,FW,Nantes,fr Ligue 1,25-122,1997,15.9,6,40,14,35.0,2.52,0.88,0.15,0.43,14.7,0,0,0,5.6,5.6,0.14,+0.4,+0.4,Matches
1741,Tobias Mohr,de GER,DFMF,Schalke 04,de Bundesliga,27-218,1995,8.7,0,11,1,9.1,1.27,0.12,0.00,0.00,19.9,1,0,0,0.6,0.6,0.05,-0.6,-0.6,Matches
1742,Johan Mojica,co COL,DF,Villarreal,es La Liga,30-221,1992,6.8,0,1,1,100.0,0.15,0.15,0.00,0.00,20.5,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
1743,Johan Mojica,co COL,DFMF,Elche,es La Liga,30-221,1992,3.0,0,3,0,0.0,1.00,0.00,0.00,,19.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
1744,Clinton Mola,eng ENG,DF,Stuttgart,de Bundesliga,22-015,2001,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1745,Nahuel Molina,ar ARG,DF,Atlético Madrid,es La Liga,24-358,1998,20.3,0,10,1,10.0,0.49,0.05,0.00,0.00,19.6,0,0,0,0.7,0.7,0.07,-0.7,-0.7,Matches
1746,Salvatore Molina,it ITA,DF,Monza,it Serie A,31-088,1992,2.5,0,1,0,0.0,0.39,0.00,0.00,,16.1,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
1747,Florent Mollet,fr FRA,MF,Nantes,fr Ligue 1,31-131,1991,6.5,1,8,3,37.5,1.24,0.46,0.13,0.33,24.3,2,0,0,0.5,0.5,0.06,+0.5,+0.5,Matches
1748,Florent Mollet,fr FRA,MF,Schalke 04,de Bundesliga,31-131,1991,4.6,1,11,1,9.1,2.41,0.22,0.09,1.00,22.1,2,0,0,0.4,0.4,0.03,+0.6,+0.6,Matches
1749,Jon Moncayola,es ESP,MFDF,Osasuna,es La Liga,24-321,1998,19.2,0,30,6,20.0,1.56,0.31,0.00,0.00,24.4,0,0,0,1.2,1.2,0.04,-1.2,-1.2,Matches
1750,Monchu,es ESP,MF,Valladolid,es La Liga,23-198,1999,14.4,1,22,4,18.2,1.53,0.28,0.05,0.25,26.4,3,0,0,1.0,1.0,0.04,0.0,0.0,Matches
1751,César Montes,mx MEX,DF,Espanyol,es La Liga,26-034,1997,7.5,0,2,0,0.0,0.27,0.00,0.00,,12.0,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
1752,Daniele Montevago,it ITA,FW,Sampdoria,it Serie A,20-012,2003,2.6,0,7,1,14.3,2.73,0.39,0.00,0.00,13.1,0,0,0,0.5,0.5,0.07,-0.5,-0.5,Matches
1753,Gonzalo Montiel,ar ARG,DF,Sevilla,es La Liga,26-088,1997,10.8,0,6,1,16.7,0.55,0.09,0.00,0.00,11.9,0,0,0,0.7,0.7,0.11,-0.7,-0.7,Matches
1754,Lorenzo Montipò,it ITA,GK,Hellas Verona,it Serie A,27-038,1996,26.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1755,Martín Montoya,es ESP,DF,Betis,es La Liga,31-350,1991,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1756,Kieffer Moore,wls WAL,FW,Bournemouth,eng Premier League,30-234,1992,12.4,4,17,6,35.3,1.37,0.48,0.24,0.67,11.0,0,0,0,3.2,3.2,0.19,+0.8,+0.8,Matches
1757,Andrew Moran,ie IRL,FW,Brighton,eng Premier League,19-166,2003,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1758,Álvaro Morata,es ESP,FW,Atlético Madrid,es La Liga,30-158,1992,15.0,10,47,23,48.9,3.14,1.53,0.21,0.43,12.7,0,0,0,8.0,8.0,0.17,+2.0,+2.0,Matches
1759,Jon Morcillo,es ESP,FWMF,Athletic Club,es La Liga,24-196,1998,0.8,0,1,0,0.0,1.18,0.00,0.00,,10.3,0,0,0,0.1,0.1,0.15,-0.1,-0.1,Matches
1760,Alberto Moreno,es ESP,DF,Villarreal,es La Liga,30-268,1992,9.4,0,8,1,12.5,0.85,0.11,0.00,0.00,22.0,1,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
1761,Álex Moreno,es ESP,DF,Aston Villa,eng Premier League,29-295,1993,6.4,0,7,2,28.6,1.09,0.31,0.00,0.00,19.6,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
1762,Álex Moreno,es ESP,DF,Betis,es La Liga,29-295,1993,15.0,0,13,4,30.8,0.87,0.27,0.00,0.00,17.9,0,0,0,1.3,1.3,0.10,-1.3,-1.3,Matches
1763,Diego Moreno,es ESP,DF,Osasuna,es La Liga,21-282,2001,5.9,0,5,1,20.0,0.85,0.17,0.00,0.00,20.6,0,0,0,0.4,0.4,0.08,-0.4,-0.4,Matches
1764,Gerard Moreno,es ESP,FW,Villarreal,es La Liga,30-357,1992,11.9,6,32,13,40.6,2.70,1.10,0.16,0.38,15.3,0,1,2,7.0,5.5,0.18,-1.0,-0.5,Matches
1765,Marlos Moreno,co COL,MFDF,Troyes,fr Ligue 1,26-191,1996,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1766,Tete Morente,es ESP,MFDF,Elche,es La Liga,26-116,1996,12.0,1,18,5,27.8,1.50,0.42,0.06,0.20,17.9,0,0,0,1.7,1.7,0.09,-0.7,-0.7,Matches
1767,Ilaix Moriba,gn GUI,MF,Valencia,es La Liga,20-070,2003,8.6,0,17,4,23.5,1.98,0.47,0.00,0.00,21.3,1,0,0,1.0,1.0,0.06,-1.0,-1.0,Matches
1768,Manu Morlanes,es ESP,MF,Villarreal,es La Liga,24-077,1999,1.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1769,Manu Morlanes,es ESP,MF,Mallorca,es La Liga,24-077,1999,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1770,Nikola Moro,hr CRO,MF,Bologna,it Serie A,25-018,1998,7.7,0,12,1,8.3,1.56,0.13,0.00,0.00,24.6,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
1771,Loren Morón,es ESP,FW,Betis,es La Liga,29-090,1993,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1772,Cristhian Mosquera,co COL,DF,Valencia,es La Liga,18-276,2004,1.6,0,2,0,0.0,1.24,0.00,0.00,,9.3,0,0,0,0.2,0.2,0.10,-0.2,-0.2,Matches
1773,Dany Mota,pt POR,FWMF,Monza,it Serie A,24-332,1998,13.0,3,16,5,31.3,1.23,0.38,0.19,0.60,10.3,0,0,0,3.7,3.7,0.23,-0.7,-0.7,Matches
1774,Lebo Mothiba,za RSA,FWMF,Strasbourg,fr Ligue 1,27-061,1996,3.3,2,6,2,33.3,1.84,0.61,0.33,1.00,13.3,0,0,0,0.8,0.8,0.13,+1.2,+1.2,Matches
1775,Youssoufa Moukoko,de GER,FW,Dortmund,de Bundesliga,18-130,2004,10.5,6,29,16,55.2,2.75,1.52,0.21,0.38,15.6,0,0,0,5.3,5.3,0.18,+0.7,+0.7,Matches
1776,Steve Mounié,bj BEN,FW,Brest,fr Ligue 1,28-182,1994,8.7,4,31,7,22.6,3.55,0.80,0.10,0.43,14.4,0,1,1,4.7,3.9,0.14,-0.7,-0.9,Matches
1777,Mason Mount,eng ENG,MFFW,Chelsea,eng Premier League,24-079,1999,18.1,3,32,9,28.1,1.77,0.50,0.09,0.33,19.4,2,0,0,2.0,2.0,0.06,+1.0,+1.0,Matches
1778,Lucas Moura,br BRA,MFDF,Tottenham,eng Premier League,30-229,1992,1.3,0,1,0,0.0,0.75,0.00,0.00,,11.9,0,0,0,0.1,0.1,0.09,-0.1,-0.1,Matches
1779,Bevic Moussiti-Oko,cg CGO,FW,Ajaccio,fr Ligue 1,28-061,1995,7.8,1,20,7,35.0,2.58,0.90,0.05,0.14,12.6,0,0,0,1.8,1.8,0.09,-0.8,-0.8,Matches
1780,João Moutinho,pt POR,MF,Wolves,eng Premier League,36-203,1986,18.4,0,15,3,20.0,0.82,0.16,0.00,0.00,19.0,3,0,0,1.2,1.2,0.08,-1.2,-1.2,Matches
1781,João Moutinho,pt POR,DFFW,Spezia,it Serie A,25-077,1998,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1782,Samuel Moutoussamy,cd COD,MF,Nantes,fr Ligue 1,26-230,1996,17.7,0,18,4,22.2,1.02,0.23,0.00,0.00,17.4,0,0,0,1.3,1.3,0.07,-1.3,-1.3,Matches
1783,Divin Mubama,eng ENG,FW,West Ham,eng Premier League,18-156,2004,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1784,Mykhailo Mudryk,ua UKR,FW,Chelsea,eng Premier League,22-084,2001,2.9,0,4,0,0.0,1.37,0.00,0.00,,17.4,0,0,0,0.5,0.5,0.12,-0.5,-0.5,Matches
1785,Nordi Mukiele,fr FRA,DF,Paris S-G,fr Ligue 1,25-149,1997,12.6,0,11,2,18.2,0.87,0.16,0.00,0.00,11.6,0,0,0,1.0,1.0,0.09,-1.0,-1.0,Matches
1786,Mert Müldür,tr TUR,DF,Sassuolo,it Serie A,23-361,1999,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1787,Florian Müller,de GER,GK,Stuttgart,de Bundesliga,25-137,1997,19.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1788,Thomas Müller,de GER,FWMF,Bayern Munich,de Bundesliga,33-198,1989,11.8,4,27,16,59.3,2.29,1.36,0.15,0.25,12.6,0,0,0,5.4,5.4,0.20,-1.4,-1.4,Matches
1789,Abdul Mumin,gh GHA,DF,Rayo Vallecano,es La Liga,24-297,1998,3.4,0,3,1,33.3,0.87,0.29,0.00,0.00,13.5,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
1790,Marshall Munetsi,zw ZIM,MF,Reims,fr Ligue 1,26-281,1996,20.5,5,49,17,34.7,2.39,0.83,0.10,0.29,17.3,0,0,0,6.4,6.4,0.13,-1.4,-1.4,Matches
1791,Iker Muniain,es ESP,MFFW,Athletic Club,es La Liga,30-101,1992,14.4,0,21,5,23.8,1.45,0.35,0.00,0.00,19.2,1,0,0,2.5,2.5,0.12,-2.5,-2.5,Matches
1792,Aihen Muñoz,es ESP,DF,Real Sociedad,es La Liga,25-226,1997,9.7,0,4,1,25.0,0.41,0.10,0.00,0.00,27.2,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
1793,Álvaro Muñoz,uy URU,FWMF,Real Madrid,es La Liga,18-259,2004,0.2,1,1,1,100.0,4.09,4.09,1.00,1.00,7.5,0,0,0,0.2,0.2,0.15,+0.8,+0.8,Matches
1794,Iker Muñoz,es ESP,MF,Osasuna,es La Liga,20-145,2002,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1795,Pablo Muñoz,es ESP,MF,Rayo Vallecano,es La Liga,19-207,2003,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1796,Luis Muriel,co COL,FW,Atalanta,it Serie A,31-348,1991,8.6,1,16,5,31.3,1.86,0.58,0.00,0.00,21.0,3,1,1,1.5,0.8,0.05,-0.5,-0.8,Matches
1797,Jeison Murillo,co COL,DF,Sampdoria,it Serie A,30-307,1992,9.2,0,1,0,0.0,0.11,0.00,0.00,,26.4,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
1798,Vedat Muriqi,xk KVX,FW,Mallorca,es La Liga,28-340,1994,22.1,10,49,18,36.7,2.22,0.81,0.16,0.44,16.1,0,2,3,8.1,5.8,0.12,+1.9,+2.2,Matches
1799,Jacob Murphy,eng ENG,FW,Newcastle Utd,eng Premier League,28-034,1995,8.5,1,16,6,37.5,1.88,0.71,0.06,0.17,17.6,0,0,0,1.1,1.1,0.07,-0.1,-0.1,Matches
