,,,,,,,,,Touches,,,,,,,Take-Ons,,,,,Carries,,,,,,,,Receiving,,
709,Eric Dier,eng ENG,DF,Tottenham,eng Premier League,29-074,1994,25.3,1868,300,1099,709,68,22,1868,3,2,66.7,1,33.3,1139,5235,2442,6,8,1,9,3,1324,11,Matches
710,Florian Dietz,de GER,FW,Köln,de Bundesliga,24-239,1998,4.4,137,3,4,62,72,25,137,7,1,14.3,4,57.1,68,331,153,8,4,4,18,9,99,22,Matches
711,Lucas Digne,fr FRA,DF,Aston Villa,eng Premier League,29-253,1993,14.3,957,56,326,344,292,21,957,16,1,6.3,11,68.8,493,2054,1089,23,10,1,16,11,562,76,Matches
712,Federico Dimarco,it ITA,DF,Inter,it Serie A,25-140,1997,18.6,1203,39,258,457,499,57,1203,16,4,25.0,10,62.5,654,2954,1568,37,24,4,16,10,788,159,Matches
713,Stole Dimitrievski,mk MKD,GK,Rayo Vallecano,es La Liga,29-095,1993,25.0,814,677,808,6,0,0,814,0,0,,0,,423,2569,1614,0,0,0,0,0,281,1,Matches
714,Junior Dina Ebimbe,fr FRA,DFMF,Eint Frankfurt,de Bundesliga,22-129,2000,8.7,472,23,132,241,111,26,472,32,13,40.6,15,46.9,236,1523,764,28,18,5,22,13,263,26,Matches
715,Tristan Dingomé,cm CMR,MF,Troyes,fr Ligue 1,32-041,1991,1.1,88,0,9,41,38,5,88,2,1,50.0,1,50.0,66,263,123,1,1,1,1,1,61,4,Matches
716,Eren Dinkçi,de GER,FWMF,Werder Bremen,de Bundesliga,21-107,2001,2.0,110,1,7,43,63,14,110,11,1,9.1,10,90.9,66,299,122,3,6,1,14,4,79,18,Matches
717,Sinaly Diomande,ci CIV,DF,Lyon,fr Ligue 1,21-355,2001,14.4,1140,78,441,630,71,9,1140,11,4,36.4,3,27.3,811,3984,2055,4,14,0,15,5,759,3,Matches
718,Lois Diony,fr FRA,FW,Angers,fr Ligue 1,30-100,1992,4.9,161,1,3,78,83,24,161,9,2,22.2,5,55.6,109,590,197,13,6,3,13,7,128,48,Matches
719,Edan Diop,fr FRA,DF,Monaco,fr Ligue 1,18-214,2004,0.7,66,1,5,24,39,4,66,6,2,33.3,4,66.7,50,293,159,3,7,0,0,2,42,12,Matches
720,Issa Diop,fr FRA,DF,Fulham,eng Premier League,26-080,1997,15.7,1095,118,521,563,23,8,1095,3,2,66.7,1,33.3,691,4580,2928,8,4,0,5,1,745,3,Matches
721,Sofiane Diop,fr FRA,MFFW,Nice,fr Ligue 1,22-294,2000,11.2,683,12,115,322,254,26,683,35,15,42.9,19,54.3,537,3613,1517,42,26,8,34,19,494,71,Matches
722,Sofiane Diop,fr FRA,MF,Monaco,fr Ligue 1,22-294,2000,0.7,48,0,0,14,35,5,48,5,1,20.0,3,60.0,33,255,127,5,5,3,3,3,32,10,Matches
723,Yehvann Diouf,fr FRA,GK,Reims,fr Ligue 1,23-134,1999,21.0,756,628,754,2,0,0,756,2,2,100.0,0,0.0,548,2838,1587,0,0,0,2,0,345,0,Matches
724,Axel Disasi,fr FRA,DF,Monaco,fr Ligue 1,25-019,1998,27.0,1728,173,612,1027,112,32,1727,13,8,61.5,5,38.5,1248,8728,5267,50,34,4,12,11,1120,13,Matches
725,Malcom Abdulai Ares Djalo,es ESP,FW,Athletic Club,es La Liga,21-169,2001,0.1,8,0,0,1,7,0,8,1,1,100.0,0,0.0,5,52,30,1,0,0,0,0,6,3,Matches
726,Tiago Djaló,pt POR,DF,Lille,fr Ligue 1,22-355,2000,22.4,1780,173,763,976,57,18,1780,14,5,35.7,6,42.9,1409,7349,3933,9,15,1,5,8,1272,4,Matches
727,Djené,tg TOG,DF,Getafe,es La Liga,31-089,1991,22.1,1003,87,450,495,70,8,1003,17,10,58.8,1,5.9,548,2561,1298,5,7,0,14,12,553,12,Matches
728,Moussa Djenepo,ml MLI,DFFW,Southampton,eng Premier League,24-288,1998,6.4,304,13,81,140,87,11,304,30,13,43.3,13,43.3,169,1250,665,23,10,2,12,4,155,32,Matches
729,Koffi Djidji,ci CIV,DF,Torino,it Serie A,30-120,1992,20.3,1231,95,532,625,81,8,1231,3,3,100.0,0,0.0,669,2301,1004,6,7,0,5,5,816,12,Matches
730,Alexander Djiku,gh GHA,DF,Strasbourg,fr Ligue 1,28-233,1994,24.0,1553,197,727,769,68,21,1553,4,3,75.0,1,25.0,977,5270,2630,4,8,0,6,7,869,3,Matches
731,Berat Djimsiti,al ALB,DF,Atalanta,it Serie A,30-039,1993,10.4,725,78,378,308,42,6,725,4,3,75.0,0,0.0,414,1991,969,6,5,0,6,5,457,6,Matches
732,Moussa Djitte,sn SEN,FW,Ajaccio,fr Ligue 1,23-177,1999,1.5,50,1,5,25,21,2,50,4,0,0.0,2,50.0,36,206,38,0,0,0,8,2,38,12,Matches
733,Marko Dmitrović,rs SRB,GK,Sevilla,es La Liga,31-065,1992,3.1,140,114,139,1,0,0,140,0,0,,0,,70,318,183,0,0,0,0,0,57,0,Matches
734,Alan Do Marcolino,ga GAB,FW,Rennes,fr Ligue 1,21-011,2002,0.2,3,1,1,2,0,0,3,0,0,,0,,2,7,2,0,0,0,0,0,2,0,Matches
735,Ben Doak,sct SCO,FW,Liverpool,eng Premier League,17-139,2005,0.3,22,0,4,10,10,2,22,4,0,0.0,4,100.0,16,182,51,1,3,2,1,0,15,4,Matches
736,Ritsu Doan,jp JPN,FWMF,Freiburg,de Bundesliga,24-287,1998,19.7,785,12,93,311,398,84,785,94,38,40.4,41,43.6,492,3056,1526,61,34,31,58,38,523,140,Matches
737,Dodô,br BRA,DF,Fiorentina,it Serie A,24-133,1998,18.5,1219,41,332,561,335,18,1219,29,15,51.7,12,41.4,737,4276,2232,40,39,4,29,9,787,80,Matches
738,Danilho Doekhi,nl NED,DF,Union Berlin,de Bundesliga,24-273,1998,15.6,780,64,360,364,61,12,780,6,3,50.0,1,16.7,412,1902,891,13,4,1,5,3,448,14,Matches
739,Matt Doherty,ie IRL,DFMF,Tottenham,eng Premier League,31-073,1992,7.4,500,27,144,184,172,24,500,12,5,41.7,4,33.3,247,953,443,16,5,2,12,3,306,57,Matches
740,Matt Doherty,ie IRL,DF,Atlético Madrid,es La Liga,31-073,1992,0.1,7,0,3,2,2,0,7,0,0,,0,,4,11,3,0,0,0,0,0,4,1,Matches
741,Josh Doig,sct SCO,DF,Hellas Verona,it Serie A,20-316,2002,13.8,644,24,168,250,242,26,644,54,23,42.6,22,40.7,310,2193,1020,40,23,5,31,15,332,57,Matches
742,Jeremy Doku,be BEL,MFFW,Rennes,fr Ligue 1,20-307,2002,6.7,377,5,43,134,218,43,377,81,43,53.1,32,39.5,328,2895,1466,43,27,23,21,14,286,79,Matches
743,Kasper Dolberg,dk DEN,FW,Sevilla,es La Liga,25-175,1997,2.2,46,5,7,23,17,5,46,3,1,33.3,0,0.0,28,202,75,2,2,0,3,2,31,9,Matches
744,Kasper Dolberg,dk DEN,FWMF,Hoffenheim,de Bundesliga,25-175,1997,3.8,115,5,13,46,58,14,115,5,2,40.0,3,60.0,65,400,154,4,6,2,21,5,78,18,Matches
745,Carlos Dominguez,es ESP,DF,Celta Vigo,es La Liga,22-047,2001,0.2,13,4,9,5,0,0,13,0,0,,0,,7,21,2,0,0,0,0,0,6,0,Matches
746,Nicolás Domínguez,ar ARG,MF,Bologna,it Serie A,24-275,1998,17.6,1088,27,211,604,283,23,1088,26,16,61.5,9,34.6,545,2323,1061,26,26,3,39,17,712,53,Matches
747,John Donald,es ESP,DF,Elche,es La Liga,22-212,2000,1.7,48,10,35,13,0,0,48,0,0,,0,,27,112,63,0,0,0,3,0,27,0,Matches
748,Giulio Donati,it ITA,DF,Monza,it Serie A,33-053,1990,3.4,231,17,105,97,32,1,231,2,0,0.0,2,100.0,141,599,254,3,5,0,1,0,165,8,Matches
749,Kyliane Dong,fr FRA,DFMF,Troyes,fr Ligue 1,18-184,2004,0.6,23,0,1,7,16,2,23,2,0,0.0,2,100.0,16,111,75,3,2,0,3,1,16,7,Matches
750,Jordan Dongmo,cm CMR,MF,Troyes,fr Ligue 1,22-059,2001,0.2,13,0,0,9,4,0,13,1,0,0.0,1,100.0,11,37,7,0,0,0,1,1,11,0,Matches
751,Gianluigi Donnarumma,it ITA,GK,Paris S-G,fr Ligue 1,24-033,1999,28.0,768,685,763,6,0,0,768,0,0,,0,,533,2396,1482,0,0,0,0,0,346,0,Matches
752,Niklas Dorsch,de GER,MF,Augsburg,de Bundesliga,25-074,1998,2.1,123,7,46,69,11,0,123,4,2,50.0,2,50.0,48,269,140,2,1,0,0,4,56,0,Matches
753,Gabriel Dos Santos,br BRA,DF,Arsenal,eng Premier League,25-101,1997,27.9,2044,225,831,1066,157,41,2044,2,1,50.0,0,0.0,1266,6616,4099,14,32,2,14,3,1427,11,Matches
754,Jodel Dossou,bj BEN,MFDF,Clermont Foot,fr Ligue 1,31-013,1992,2.9,101,1,13,40,51,9,101,21,8,38.1,10,47.6,67,446,214,8,4,2,8,5,64,23,Matches
755,Lohann Doucet,fr FRA,MFFW,Nantes,fr Ligue 1,20-197,2002,1.0,92,5,20,59,14,1,92,2,1,50.0,1,50.0,63,355,201,2,3,0,0,0,54,1,Matches
756,Abdoulaye Doucouré,ml MLI,MF,Everton,eng Premier League,30-088,1993,10.4,467,12,105,222,149,29,467,22,13,59.1,7,31.8,247,1136,586,13,11,5,13,7,289,29,Matches
757,Cheick Doucouré,ml MLI,MF,Crystal Palace,eng Premier League,23-081,2000,22.5,1164,71,347,660,170,7,1164,15,11,73.3,4,26.7,567,2746,1338,13,21,0,21,17,666,11,Matches
758,Ckene Doucouré,km COM,FWMF,Lorient,fr Ligue 1,20-356,2002,1.0,59,0,7,18,34,10,59,6,2,33.3,3,50.0,44,333,134,4,1,1,7,5,50,15,Matches
759,Désiré Doué,fr FRA,MFFW,Rennes,fr Ligue 1,17-300,2005,11.1,573,8,55,307,222,29,573,68,40,58.8,21,30.9,440,2910,1246,34,24,9,30,27,408,73,Matches
760,Guela Doué,fr FRA,FW,Rennes,fr Ligue 1,20-164,2002,0.1,4,0,1,3,0,0,4,0,0,,0,,3,14,5,0,0,0,0,0,3,0,Matches
761,Ismaël Doukouré,fr FRA,DF,Strasbourg,fr Ligue 1,19-249,2003,16.3,857,57,308,495,69,2,857,24,15,62.5,8,33.3,596,3625,1781,17,16,1,18,16,517,13,Matches
762,Kamory Doumbia,ml MLI,MF,Reims,fr Ligue 1,20-040,2003,10.1,523,7,65,277,186,31,522,26,13,50.0,12,46.2,390,2236,966,24,14,3,28,12,357,64,Matches
763,Souleyman Doumbia,ci CIV,DFFW,Angers,fr Ligue 1,26-187,1996,19.0,1110,50,322,561,246,17,1110,64,21,32.8,33,51.6,733,4717,2371,45,37,8,24,8,651,84,Matches
764,Flynn Downes,eng ENG,MF,West Ham,eng Premier League,24-069,1999,4.4,194,5,32,124,38,2,194,1,0,0.0,0,0.0,105,424,146,1,4,1,8,3,133,8,Matches
765,Bartłomiej Drągowski,pl POL,GK,Spezia,it Serie A,25-223,1997,23.7,909,753,904,5,0,0,909,0,0,,0,,525,2744,1728,0,0,0,0,0,430,0,Matches
766,Cody Drameh,eng ENG,DF,Leeds United,eng Premier League,21-112,2001,0.8,44,1,7,26,11,0,44,1,1,100.0,0,0.0,17,48,10,0,1,0,1,1,23,3,Matches
767,Dion Drena Beljo,hr CRO,FWMF,Augsburg,de Bundesliga,21-029,2002,5.3,179,8,20,90,71,12,179,5,2,40.0,3,60.0,87,385,100,4,3,3,10,14,125,23,Matches
768,Dominick Drexler,de GER,MFFW,Schalke 04,de Bundesliga,32-308,1990,11.3,443,12,79,222,152,32,443,15,6,40.0,8,53.3,227,1018,471,10,10,1,20,15,278,51,Matches
769,Domingos Duarte,pt POR,DF,Getafe,es La Liga,28-020,1995,23.4,1019,141,551,438,32,19,1019,6,5,83.3,1,16.7,498,2322,1051,4,1,0,4,2,536,0,Matches
770,Martin Dúbravka,sk SVK,GK,Newcastle Utd,eng Premier League,34-074,1989,0.7,24,21,24,0,0,0,24,0,0,,0,,16,99,45,0,0,0,0,0,6,0,Matches
771,Marvin Ducksch,de GER,FW,Werder Bremen,de Bundesliga,29-023,1994,23.2,921,38,83,327,514,114,920,26,12,46.2,13,50.0,420,1521,681,25,11,18,42,12,552,173,Matches
772,Ondrej Duda,sk SVK,MF,Hellas Verona,it Serie A,28-115,1994,6.9,366,10,54,223,92,9,366,27,16,59.3,5,18.5,197,1057,347,6,7,0,12,9,198,14,Matches
773,Ondrej Duda,sk SVK,MF,Köln,de Bundesliga,28-115,1994,7.7,360,5,37,205,120,14,360,21,9,42.9,11,52.4,220,1157,450,12,9,3,16,13,241,33,Matches
774,Shane Duffy,ie IRL,FWDF,Fulham,eng Premier League,31-088,1992,0.1,5,0,2,3,0,0,5,0,0,,0,,1,1,0,0,0,0,1,0,2,0,Matches
775,Rémy Dugimont,fr FRA,FWMF,Auxerre,fr Ligue 1,36-272,1986,1.2,79,5,14,27,39,4,79,1,0,0.0,1,100.0,59,329,130,2,2,0,2,1,58,12,Matches
776,Denzel Dumfries,nl NED,DF,Inter,it Serie A,26-346,1996,17.3,855,27,171,354,344,76,855,33,12,36.4,15,45.5,447,2445,1250,40,25,16,28,15,532,127,Matches
777,Alfred Duncan,gh GHA,MF,Fiorentina,it Serie A,30-020,1993,6.8,370,5,52,222,101,3,370,12,5,41.7,6,50.0,213,1051,487,10,12,1,10,10,246,19,Matches
778,Lewis Dunk,eng ENG,DF,Brighton,eng Premier League,31-129,1991,25.0,2332,293,1205,1079,56,25,2332,1,1,100.0,0,0.0,1562,7489,3899,12,11,0,8,3,1755,1,Matches
779,Maxime Dupé,fr FRA,GK,Toulouse,fr Ligue 1,30-026,1993,28.0,1025,789,1019,6,0,0,1025,1,1,100.0,0,0.0,715,3851,2516,0,0,0,2,0,522,0,Matches
780,Jhon Durán,co COL,FW,Aston Villa,eng Premier League,19-107,2003,0.8,37,2,2,19,17,5,37,1,1,100.0,0,0.0,22,128,97,2,3,1,4,2,28,9,Matches
781,Pablo Durán,es ESP,MFDF,Celta Vigo,es La Liga,22-064,2001,0.4,29,3,8,10,11,0,29,3,1,33.3,2,66.7,14,54,5,0,0,0,0,0,16,3,Matches
782,Hugo Duro,es ESP,FW,Valencia,es La Liga,23-140,1999,10.8,320,8,20,139,163,51,319,11,2,18.2,6,54.5,176,586,313,9,6,6,24,14,241,55,Matches
783,Jean-Kevin Duverne,fr FRA,DF,Brest,fr Ligue 1,25-261,1997,19.4,1232,72,342,606,303,13,1232,38,10,26.3,22,57.9,760,4658,2554,47,47,6,25,15,684,85,Matches
784,Paulo Dybala,ar ARG,MFFW,Roma,it Serie A,29-135,1993,15.9,857,1,71,437,360,57,855,48,19,39.6,22,45.8,532,3189,1337,42,33,15,50,27,617,84,Matches
785,Edin Džeko,ba BIH,FW,Inter,it Serie A,37-013,1986,17.4,655,28,62,304,299,95,655,23,7,30.4,14,60.9,347,1539,593,25,11,9,43,15,513,125,Matches
786,Malcolm Ebiowei,eng ENG,MFFW,Crystal Palace,eng Premier League,19-207,2003,0.4,21,0,1,8,12,2,21,5,2,40.0,3,60.0,14,107,30,2,1,0,5,0,15,9,Matches
787,Festy Ebosele,ie IRL,DFFW,Udinese,it Serie A,20-240,2002,1.7,89,6,26,36,31,5,89,12,4,33.3,4,33.3,48,386,233,12,6,1,7,3,47,10,Matches
788,Enzo Ebosse,cm CMR,DF,Udinese,it Serie A,24-019,1999,10.3,667,51,292,306,72,0,667,7,4,57.1,1,14.3,338,1593,868,11,7,1,8,3,383,20,Matches
789,Tyronne Ebuehi,ng NGA,DF,Empoli,it Serie A,27-104,1995,11.9,596,58,244,244,115,14,596,13,4,30.8,4,30.8,297,1339,631,11,10,2,7,7,322,27,Matches
790,Ederson,br BRA,GK,Manchester City,eng Premier League,29-225,1993,27.0,983,771,977,8,0,0,983,0,0,,0,,653,3209,1944,0,0,0,0,0,617,0,Matches
791,Éderson,br BRA,MF,Atalanta,it Serie A,23-266,1999,16.1,981,32,228,513,252,34,981,40,17,42.5,18,45.0,575,2689,1219,22,26,8,33,17,649,38,Matches
792,Odsonne Édouard,fr FRA,FW,Crystal Palace,eng Premier League,25-073,1998,14.2,499,22,59,244,201,62,499,34,10,29.4,22,64.7,256,1253,497,21,17,16,39,39,351,67,Matches
793,Samuel Edozie,eng ENG,FWMF,Southampton,eng Premier League,20-061,2003,6.0,258,4,47,78,137,29,258,35,10,28.6,16,45.7,170,1421,674,22,20,10,22,9,172,34,Matches
794,Maximilian Eggestein,de GER,MF,Freiburg,de Bundesliga,26-112,1996,20.3,820,22,160,460,207,28,820,10,4,40.0,5,50.0,380,1740,702,17,17,1,17,15,447,33,Matches
795,Lilian Egloff,de GER,MFFW,Stuttgart,de Bundesliga,20-222,2002,2.7,113,1,15,40,58,14,113,5,3,60.0,1,20.0,62,325,131,8,3,3,10,5,68,22,Matches
796,Íñigo Eguaras,es ESP,MF,Almería,es La Liga,31-023,1992,9.4,535,22,153,321,65,3,535,3,3,100.0,0,0.0,311,1311,630,6,8,0,7,4,376,6,Matches
797,Kingsley Ehizibue,nl NED,DF,Udinese,it Serie A,27-309,1995,11.7,546,32,174,188,189,23,546,24,6,25.0,12,50.0,276,1665,736,24,11,6,15,8,281,55,Matches
798,Kingsley Ehizibue,nl NED,DF,Köln,de Bundesliga,27-309,1995,0.7,33,1,12,14,7,0,33,1,0,0.0,1,100.0,15,66,31,1,2,0,2,0,18,3,Matches
799,Chidera Ejuke,ng NGA,FWMF,Hertha BSC,de Bundesliga,25-087,1998,8.8,391,1,29,206,175,30,391,77,32,41.6,36,46.8,271,2220,1003,33,16,16,31,17,280,62,Matches
800,Albin Ekdal,se SWE,MF,Spezia,it Serie A,33-245,1989,10.6,558,30,149,323,92,13,558,7,5,71.4,1,14.3,280,1278,437,4,10,0,17,7,304,9,Matches
801,Hugo Ekitike,fr FRA,FW,Paris S-G,fr Ligue 1,20-283,2002,9.2,345,4,23,154,176,47,345,26,10,38.5,13,50.0,252,1694,546,17,12,7,22,12,243,60,Matches
802,Emmanuel Ekong,se SWE,FWMF,Empoli,it Serie A,20-278,2002,0.2,6,0,1,4,2,0,6,1,0,0.0,1,100.0,3,56,43,1,1,0,0,0,3,1,Matches
803,Anthony Elanga,se SWE,FW,Manchester Utd,eng Premier League,20-337,2002,4.7,197,4,26,71,100,28,197,15,5,33.3,7,46.7,109,656,276,12,3,7,13,7,139,28,Matches
804,Alberth Elis,hn HON,MFFW,Brest,fr Ligue 1,27-046,1996,2.7,71,5,18,28,31,5,71,8,1,12.5,5,62.5,50,478,193,5,6,3,4,5,41,16,Matches
805,Mikael Ellertsson,is ISL,MFDF,Spezia,it Serie A,21-019,2002,1.9,60,3,11,31,19,0,60,3,1,33.3,1,33.3,21,209,80,3,2,0,2,2,25,4,Matches
806,Harvey Elliott,eng ENG,MFFW,Liverpool,eng Premier League,19-360,2003,15.9,1049,13,134,499,425,44,1049,39,18,46.2,14,35.9,662,3519,1732,46,39,8,24,19,771,118,Matches
807,Elif Elmas,mk MKD,FWMF,Napoli,it Serie A,23-187,1999,11.3,703,9,86,332,294,35,702,37,16,43.2,15,40.5,445,2285,1218,26,25,9,22,16,549,57,Matches
808,Mohamed Elneny,eg EGY,MF,Arsenal,eng Premier League,30-262,1992,1.3,63,2,11,42,11,0,63,0,0,,0,,38,134,37,1,0,0,0,0,49,1,Matches
809,Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,29-002,1994,11.4,705,53,269,358,79,11,705,3,1,33.3,2,66.7,357,1793,944,15,9,0,9,3,411,14,Matches
810,Nico Elvedi,ch SUI,DF,M'Gladbach,de Bundesliga,26-181,1996,22.5,1774,239,978,760,44,19,1774,2,0,0.0,2,100.0,1101,5484,2853,14,15,1,7,3,1244,4,Matches
811,Rodrigo Ely,br BRA,DF,Almería,es La Liga,29-147,1993,24.1,1300,236,794,473,39,21,1300,5,3,60.0,1,20.0,673,2707,1504,6,8,1,13,0,761,3,Matches
812,Sepe Elye Wahi,fr FRA,FW,Montpellier,fr Ligue 1,20-087,2003,20.3,533,4,34,233,274,88,533,50,20,40.0,22,44.0,396,2788,1060,41,27,26,68,35,405,141,Matches
813,Mohamed Elyounoussi,no NOR,MFFW,Southampton,eng Premier League,28-238,1994,19.3,770,42,154,326,299,45,770,30,16,53.3,13,43.3,401,2496,1129,43,30,9,29,32,431,85,Matches
814,Adri Embarba,es ESP,FWMF,Almería,es La Liga,30-327,1992,10.8,565,10,76,221,278,28,565,72,27,37.5,37,51.4,326,2463,1190,44,32,10,28,20,331,81,Matches
815,Adri Embarba,es ESP,FW,Espanyol,es La Liga,30-327,1992,0.4,15,2,2,8,6,1,15,5,3,60.0,1,20.0,7,49,36,1,1,0,2,0,6,2,Matches
816,Breel Embolo,ch SUI,FW,Monaco,fr Ligue 1,26-044,1997,19.5,658,20,39,286,344,87,657,69,30,43.5,34,49.3,486,2627,835,19,26,11,63,42,516,143,Matches
817,Emerson,br BRA,DF,Tottenham,eng Premier League,24-075,1999,15.5,1035,75,370,361,311,42,1035,25,13,52.0,6,24.0,521,2833,1582,42,27,6,19,15,602,95,Matches
818,Youssef En-Nesyri,ma MAR,FW,Sevilla,es La Liga,25-302,1997,11.7,288,10,30,125,134,72,288,14,3,21.4,10,71.4,126,590,215,10,3,11,30,4,180,50,Matches
819,Wataru Endo,jp JPN,MF,Stuttgart,de Bundesliga,30-049,1993,23.5,1299,90,372,678,268,35,1299,46,23,50.0,18,39.1,674,3254,1539,22,25,3,38,38,813,51,Matches
820,Arne Engels,be BEL,MF,Augsburg,de Bundesliga,19-203,2003,9.2,438,14,96,235,110,3,438,6,3,50.0,2,33.3,180,797,436,6,3,0,5,7,224,11,Matches
821,Christian Eriksen,dk DEN,MF,Manchester Utd,eng Premier League,31-044,1992,16.5,1151,37,210,629,313,22,1151,9,3,33.3,6,66.7,662,2576,1262,16,18,1,19,14,832,42,Matches
822,Martin Erlic,hr CRO,DF,Sassuolo,it Serie A,25-065,1998,18.9,1145,146,662,481,7,3,1145,2,1,50.0,1,50.0,669,3125,1613,4,1,1,11,1,711,0,Matches
823,Gonzalo Escalante,ar ARG,MF,Cremonese,it Serie A,30-003,1993,6.2,352,16,103,199,56,7,352,5,1,20.0,3,60.0,174,660,341,3,4,0,7,7,226,8,Matches
824,Gonzalo Escalante,ar ARG,MF,Cádiz,es La Liga,30-003,1993,6.7,347,32,98,191,62,10,347,4,2,50.0,1,25.0,141,566,236,1,6,0,9,5,173,3,Matches
825,Sergio Escudero,es ESP,DF,Valladolid,es La Liga,33-209,1989,10.6,612,34,227,243,146,5,612,10,2,20.0,7,70.0,248,1109,500,10,11,0,8,5,300,25,Matches
826,Alfonso Espino,uy URU,DF,Cádiz,es La Liga,31-084,1992,23.7,1342,93,461,600,296,19,1342,37,15,40.5,19,51.4,529,2217,1255,33,20,6,38,15,579,86,Matches
827,Bernardo Espinosa,co COL,DF,Girona,es La Liga,33-262,1989,9.4,649,107,344,293,18,9,649,3,2,66.7,1,33.3,372,2070,1162,4,2,0,3,4,431,2,Matches
828,Salvatore Esposito,it ITA,MF,Spezia,it Serie A,22-174,2000,2.4,175,3,39,107,30,1,175,6,2,33.3,0,0.0,93,372,168,1,0,1,4,3,120,1,Matches
829,Maxime Estève,fr FRA,DF,Montpellier,fr Ligue 1,20-308,2002,15.1,775,118,411,346,24,9,775,6,4,66.7,2,33.3,483,2507,1392,9,4,0,2,3,409,1,Matches
830,Pervis Estupiñán,ec ECU,DF,Brighton,eng Premier League,25-068,1998,17.5,1338,53,319,657,374,37,1338,26,9,34.6,12,46.2,776,3695,1968,55,31,9,25,17,870,114,Matches
831,Jonny Evans,nir NIR,DF,Leicester City,eng Premier League,35-086,1988,9.0,757,97,370,380,8,2,757,0,0,,0,,457,1886,1061,6,4,0,2,0,553,0,Matches
832,Edu Expósito,es ESP,MF,Espanyol,es La Liga,26-241,1996,10.8,538,21,97,260,185,16,538,15,6,40.0,4,26.7,260,1247,621,16,10,2,22,10,320,47,Matches
833,Eberechi Eze,eng ENG,MFFW,Crystal Palace,eng Premier League,24-274,1998,19.3,1000,13,158,500,368,44,1000,77,42,54.5,29,37.7,564,3325,1610,43,38,17,45,31,644,69,Matches
834,Nicolás Ezequiel Fernández,ar ARG,MFDF,Elche,es La Liga,23-078,2000,3.6,193,6,51,78,67,6,193,8,2,25.0,4,50.0,121,703,408,7,8,1,6,5,113,26,Matches
835,Abdessamad Ezzalzouli,ma MAR,FWMF,Osasuna,es La Liga,21-103,2001,10.3,502,4,49,179,286,30,502,62,34,54.8,16,25.8,328,2518,1309,50,31,20,41,30,376,87,Matches
836,Łukasz Fabiański,pl POL,GK,West Ham,eng Premier League,37-346,1985,22.6,649,568,647,2,0,0,649,0,0,,0,,338,2239,1515,0,0,0,1,0,235,0,Matches
837,Fabinho,br BRA,MF,Liverpool,eng Premier League,29-158,1993,18.7,1313,56,311,796,209,14,1313,8,4,50.0,3,37.5,720,2971,1207,8,17,0,13,8,907,22,Matches
838,Fábio,br BRA,DFMF,Nantes,fr Ligue 1,32-264,1990,2.5,149,10,32,64,53,4,149,4,1,25.0,3,75.0,87,409,191,4,6,0,4,1,80,18,Matches
839,Noah Fadiga,sn SEN,DF,Brest,fr Ligue 1,23-117,1999,13.3,713,38,209,367,142,15,713,37,16,43.2,20,54.1,440,2820,1517,37,25,8,21,6,380,31,Matches
840,Wout Faes,be BEL,DF,Leicester City,eng Premier League,24-361,1998,20.0,1562,232,852,690,28,11,1562,7,4,57.1,3,42.9,902,4419,2355,6,2,0,12,3,1061,1,Matches
841,Wout Faes,be BEL,DF,Reims,fr Ligue 1,24-361,1998,3.0,150,38,85,64,2,1,150,2,1,50.0,1,50.0,91,402,210,1,0,0,1,1,76,1,Matches
842,Nicolò Fagioli,it ITA,MF,Juventus,it Serie A,22-046,2001,10.6,491,10,81,272,143,8,491,15,6,40.0,7,46.7,309,1452,626,19,11,1,25,17,346,34,Matches
843,Ralf Fährmann,de GER,GK,Schalke 04,de Bundesliga,34-184,1988,8.0,335,278,330,5,0,0,335,0,0,,0,,188,929,608,0,0,0,0,0,156,0,Matches
844,Romain Faivre,fr FRA,FWMF,Lorient,fr Ligue 1,24-259,1998,5.2,259,3,30,126,109,13,259,31,19,61.3,7,22.6,201,1687,848,24,18,7,12,4,183,29,Matches
845,Romain Faivre,fr FRA,MF,Lyon,fr Ligue 1,24-259,1998,3.3,216,1,15,112,95,6,216,20,3,15.0,16,80.0,160,1198,543,14,12,1,4,3,153,16,Matches
846,Radamel Falcao,co COL,FWMF,Rayo Vallecano,es La Liga,37-048,1986,5.6,217,11,17,89,112,30,216,11,2,18.2,9,81.8,121,450,107,1,4,2,23,8,162,44,Matches
847,Wladimiro Falcone,it ITA,GK,Lecce,it Serie A,27-352,1995,27.0,962,805,959,3,0,0,962,0,0,,0,,486,3080,1694,0,0,0,1,0,325,0,Matches
848,Fali,es ESP,DFMF,Cádiz,es La Liga,29-230,1993,14.1,561,86,286,247,32,13,561,4,2,50.0,1,25.0,274,1334,744,3,2,0,5,0,290,7,Matches
849,Mamadou Fall,sn SEN,DF,Villarreal,es La Liga,20-129,2002,0.3,22,2,8,10,4,0,22,1,0,0.0,1,100.0,10,39,16,0,0,0,1,0,8,0,Matches
850,Davide Faraoni,it ITA,DF,Hellas Verona,it Serie A,31-156,1991,8.8,417,28,102,195,122,17,417,8,3,37.5,5,62.5,174,676,322,8,5,2,5,2,193,20,Matches
851,Ansu Fati,es ESP,FW,Barcelona,es La Liga,20-150,2002,10.4,534,8,45,184,307,85,534,32,17,53.1,12,37.5,377,1946,876,28,17,17,29,23,428,119,Matches
