,,,,,,,,Playing Time,,,,Performance,,,,,,,Per 90 Minutes,,,,,Expected,,,,Per 90 Minutes,,,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
2151,Uroš Račić\Uros-Racic,rs SRB,MF,Valencia,es La Liga,22,1998,31,25,2187,24.3,1,1,1,0,0,6,0,0.04,0.04,0.08,0.04,0.08,1.6,1.6,0.4,1.9,0.06,0.02,0.08,0.06,0.08,Matches
2152,Anthony Racioppi\Anthony-Racioppi,ch SUI,GK,Dijon,fr Ligue 1,21,1998,21,21,1890,21.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.01,0.01,0.00,0.01,Matches
2153,Nemanja Radoja\Nemanja-Radoja,rs SRB,MF,Levante,es La Liga,27,1993,21,13,1121,12.5,0,2,0,0,0,1,0,0.00,0.16,0.16,0.00,0.16,0.3,0.3,0.3,0.6,0.02,0.02,0.05,0.02,0.05,Matches
2154,Nemanja Radonjić\Nemanja-Radonjic,rs SRB,FWDF,Hertha BSC,de Bundesliga,24,1996,12,5,611,6.8,1,2,1,0,0,1,0,0.15,0.29,0.44,0.15,0.44,1.7,1.7,0.9,2.6,0.25,0.14,0.38,0.25,0.38,Matches
2155,Nemanja Radonjić\Nemanja-Radonjic,rs SRB,FW,Marseille,fr Ligue 1,24,1996,12,4,396,4.4,2,1,2,0,0,2,0,0.45,0.23,0.68,0.45,0.68,1.8,1.8,0.4,2.2,0.41,0.09,0.50,0.41,0.50,Matches
2156,Aleksandar Radovanović\Aleksandar-Radovanovic,rs SRB,DF,Lens,fr Ligue 1,26,1993,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2157,Ivan Radovanović\Ivan-Radovanovic,rs SRB,DFMF,Genoa,it Serie A,31,1988,33,24,2232,24.8,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.5,0.02,0.00,0.02,0.02,0.02,Matches
2158,Ionuț Radu\Ionut-Radu,ro ROU,GK,Inter,it Serie A,23,1997,2,1,135,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2159,Ștefan Radu\Stefan-Radu,ro ROU,DF,Lazio,it Serie A,33,1986,31,30,2458,27.3,0,3,0,0,0,2,0,0.00,0.11,0.11,0.00,0.11,0.3,0.3,1.4,1.6,0.01,0.05,0.06,0.01,0.06,Matches
2160,Rafael\Rafael,br BRA,GK,Spezia,it Serie A,38,1982,3,2,207,2.3,0,1,0,0,0,0,0,0.00,0.43,0.43,0.00,0.43,0.0,0.0,0.4,0.4,0.00,0.18,0.18,0.00,0.18,Matches
2161,Rafinha\Rafinha,br BRA,MF,Paris S-G,fr Ligue 1,27,1993,23,15,1361,15.1,0,4,0,0,0,2,0,0.00,0.26,0.26,0.00,0.26,1.3,1.3,3.2,4.5,0.09,0.21,0.30,0.09,0.30,Matches
2162,Antonio Raimondo\Antonio-Raimondo,it ITA,FW,Bologna,it Serie A,16,2004,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2163,Predrag Rajković\Predrag-Rajkovic,rs SRB,GK,Reims,fr Ligue 1,24,1995,37,37,3285,36.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2164,Ivan Rakitić\Ivan-Rakitic,hr CRO,MF,Sevilla,es La Liga,32,1988,37,25,2233,24.8,4,2,2,2,2,5,0,0.16,0.08,0.24,0.08,0.16,5.2,3.7,1.3,5.0,0.21,0.05,0.26,0.15,0.20,Matches
2165,Jonás Ramalho\Jonas-Ramalho,es ESP,DF,Osasuna,es La Liga,27,1993,5,3,304,3.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.2,0.04,0.01,0.05,0.04,0.05,Matches
2166,Benito Raman\Benito-Raman,be BEL,FWMF,Schalke 04,de Bundesliga,25,1994,25,13,1246,13.8,2,0,2,0,0,2,0,0.14,0.00,0.14,0.14,0.14,2.3,2.2,1.4,3.6,0.17,0.10,0.27,0.16,0.26,Matches
2167,Gastón Ramírez\Gaston-Ramirez,uy URU,MFFW,Sampdoria,it Serie A,29,1990,25,10,969,10.8,0,4,0,0,0,5,0,0.00,0.37,0.37,0.00,0.37,0.7,0.7,1.9,2.6,0.07,0.18,0.24,0.07,0.24,Matches
2168,Sandro Ramírez\Sandro-Ramirez,es ESP,FWMF,Huesca,es La Liga,25,1995,20,16,1285,14.3,5,1,5,0,0,2,0,0.35,0.07,0.42,0.35,0.42,2.4,2.4,0.4,2.8,0.17,0.03,0.20,0.17,0.20,Matches
2169,Sergio Ramos\Sergio-Ramos,es ESP,DF,Real Madrid,es La Liga,34,1986,15,15,1275,14.2,2,0,0,2,2,3,0,0.14,0.00,0.14,0.00,0.00,3.8,2.3,0.2,2.5,0.27,0.02,0.28,0.16,0.18,Matches
2170,Aaron Ramsdale\Aaron-Ramsdale,eng ENG,GK,Sheffield Utd,eng Premier League,22,1998,38,38,3420,38.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.00,0.00,0.00,0.00,Matches
2171,Aaron Ramsey\Aaron-Ramsey,wal WAL,MF,Juventus,it Serie A,29,1990,22,13,1089,12.1,2,4,2,0,0,2,0,0.17,0.33,0.50,0.17,0.50,5.0,5.0,3.6,8.6,0.41,0.30,0.71,0.41,0.71,Matches
2172,Jacob Ramsey\Jacob-Ramsey,eng ENG,MF,Aston Villa,eng Premier League,19,2001,22,6,626,7.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.3,0.8,0.07,0.04,0.11,0.07,0.11,Matches
2173,Kayne Ramsey\Kayne-Ramsey,eng ENG,DF,Southampton,eng Premier League,19,2000,1,1,90,1.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2174,Darren Randolph\Darren-Randolph,ie IRL,GK,West Ham,eng Premier League,33,1987,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2175,Andrea Ranocchia\Andrea-Ranocchia,it ITA,DF,Inter,it Serie A,32,1988,8,8,703,7.8,0,1,0,0,0,2,0,0.00,0.13,0.13,0.00,0.13,1.1,1.1,0.1,1.2,0.14,0.02,0.15,0.14,0.15,Matches
2176,Marcus Rashford\Marcus-Rashford,eng ENG,FW,Manchester Utd,eng Premier League,22,1997,37,33,2920,32.4,11,9,11,0,0,4,0,0.34,0.28,0.62,0.34,0.62,9.3,9.3,3.6,12.9,0.29,0.11,0.40,0.29,0.40,Matches
2177,Milot Rashica\Milot-Rashica,xk KVX,FWMF,Werder Bremen,de Bundesliga,24,1996,24,14,1462,16.2,3,2,2,1,1,0,0,0.18,0.12,0.31,0.12,0.25,4.3,3.6,1.7,5.3,0.27,0.11,0.37,0.22,0.33,Matches
2178,Giacomo Raspadori\Giacomo-Raspadori,it ITA,FWMF,Sassuolo,it Serie A,20,2000,27,13,1232,13.7,6,0,6,0,0,1,0,0.44,0.00,0.44,0.44,0.44,4.3,4.3,2.6,7.0,0.32,0.19,0.51,0.32,0.51,Matches
2179,Federico Ravaglia\Federico-Ravaglia,it ITA,GK,Bologna,it Serie A,20,1999,4,4,360,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2180,Tim Ream\Tim-Ream,us USA,DF,Fulham,eng Premier League,32,1987,7,7,630,7.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2181,Ante Rebić\Ante-Rebic,hr CRO,FW,Milan,it Serie A,26,1993,27,20,1776,19.7,11,4,11,0,0,4,1,0.56,0.20,0.76,0.56,0.76,7.7,7.3,5.3,12.6,0.39,0.27,0.66,0.37,0.64,Matches
2182,Arkadiusz Reca\Arkadiusz-Reca,pl POL,DF,Crotone,it Serie A,25,1995,30,28,2313,25.7,2,3,2,0,0,7,0,0.08,0.12,0.19,0.08,0.19,1.6,1.6,3.0,4.6,0.06,0.12,0.18,0.06,0.18,Matches
2183,Recio\Recio,es ESP,MF,Eibar,es La Liga,29,1991,17,8,734,8.2,1,0,0,1,1,5,0,0.12,0.00,0.12,0.00,0.00,1.2,0.5,0.7,1.2,0.15,0.09,0.24,0.06,0.14,Matches
2184,Daishawn Redan\Daishawn-Redan,nl NED,FWMF,Hertha BSC,de Bundesliga,19,2001,7,0,102,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.0,0.6,0.55,0.02,0.57,0.55,0.57,Matches
2185,Nathan Redmond\Nathan-Redmond,eng ENG,MFFW,Southampton,eng Premier League,26,1994,29,17,1738,19.3,2,3,2,0,0,1,0,0.10,0.16,0.26,0.10,0.26,3.3,3.3,3.3,6.6,0.17,0.17,0.34,0.17,0.34,Matches
2186,Harrison Reed\Harrison-Reed,eng ENG,MF,Fulham,eng Premier League,25,1995,31,26,2247,25.0,0,2,0,0,0,5,0,0.00,0.08,0.08,0.00,0.08,0.3,0.3,1.4,1.8,0.01,0.06,0.07,0.01,0.07,Matches
2187,Vasco Regini\Vasco-Regini,it ITA,DF,Sampdoria,it Serie A,29,1990,3,1,88,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.04,0.04,0.00,0.04,Matches
2188,Sergio Reguilón\Sergio-Reguilon,es ESP,DF,Tottenham,eng Premier League,23,1996,27,26,2244,24.9,0,3,0,0,0,5,0,0.00,0.12,0.12,0.00,0.12,1.6,1.6,1.7,3.2,0.06,0.07,0.13,0.06,0.13,Matches
2189,Bobby Reid\Bobby-Reid,jm JAM,MFDF,Fulham,eng Premier League,27,1993,33,28,2372,26.4,5,2,5,0,0,7,0,0.19,0.08,0.27,0.19,0.27,4.8,4.8,1.4,6.2,0.18,0.05,0.23,0.18,0.23,Matches
2190,Pepe Reina\Pepe-Reina,es ESP,GK,Lazio,it Serie A,37,1982,29,29,2610,29.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2191,Jeff Reine-Adélaïde\Jeff-Reine-Adelaide,fr FRA,MFFW,Nice,fr Ligue 1,22,1998,14,12,1058,11.8,1,2,1,0,0,1,0,0.09,0.17,0.26,0.09,0.26,1.2,1.2,2.4,3.6,0.11,0.20,0.31,0.11,0.31,Matches
2192,Jeff Reine-Adélaïde\Jeff-Reine-Adelaide,fr FRA,FW,Lyon,fr Ligue 1,22,1998,1,0,24,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.2,0.39,0.18,0.57,0.39,0.57,Matches
2193,Reinier\Reinier,br BRA,MFFW,Dortmund,de Bundesliga,18,2002,14,1,257,2.9,1,1,1,0,0,0,0,0.35,0.35,0.70,0.35,0.70,0.9,0.9,0.4,1.3,0.30,0.14,0.44,0.30,0.44,Matches
2194,Francisco Reis Ferreira\Francisco-Reis-Ferreira,pt POR,DF,Valencia,es La Liga,23,1997,3,2,181,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2195,Rocco Reitz\Rocco-Reitz,de GER,MF,M'Gladbach,de Bundesliga,18,2002,2,1,60,0.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.11,0.11,0.00,0.11,Matches
2196,Karim Rekik\Karim-Rekik,nl NED,DF,Sevilla,es La Liga,25,1994,11,6,653,7.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.03,0.02,0.05,0.03,0.05,Matches
2197,Álex Remiro\Alex-Remiro,es ESP,GK,Real Sociedad,es La Liga,25,1995,38,38,3420,38.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2198,Panagiotis Retsos\Panagiotis-Retsos,gr GRE,DF,Saint-Étienne,fr Ligue 1,21,1998,4,4,272,3.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.01,0.02,0.03,0.01,0.03,Matches
2199,Marco Reus\Marco-Reus,de GER,MFFW,Dortmund,de Bundesliga,31,1989,32,27,2279,25.3,8,6,8,0,2,1,0,0.32,0.24,0.55,0.32,0.55,10.0,7.4,8.1,15.5,0.40,0.32,0.72,0.29,0.61,Matches
2200,Elvis Rexhbeçaj\Elvis-Rexhbecaj,de GER,MFFW,Köln,de Bundesliga,22,1997,30,20,1833,20.4,5,2,5,0,0,4,0,0.25,0.10,0.34,0.25,0.34,2.1,2.1,2.3,4.4,0.10,0.11,0.22,0.10,0.22,Matches
2201,Oriol Rey\Oriol-Rey,es ESP,MF,Valladolid,es La Liga,22,1998,1,0,15,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2202,Gio Reyna\Gio-Reyna,us USA,FWMF,Dortmund,de Bundesliga,17,2002,32,23,1976,22.0,4,5,4,0,0,1,0,0.18,0.23,0.41,0.18,0.41,4.5,4.5,4.3,8.8,0.20,0.20,0.40,0.20,0.40,Matches
2203,Baptiste Reynet\Baptiste-Reynet,fr FRA,GK,Nîmes,fr Ligue 1,29,1990,38,38,3420,38.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.9,0.9,0.00,0.02,0.02,0.00,0.02,Matches
2204,Bryan Reynolds\Bryan-Reynolds,us USA,DF,Roma,it Serie A,19,2001,5,3,283,3.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.01,0.01,0.00,0.01,Matches
2205,Franck Ribéry\Franck-Ribery,fr FRA,FW,Fiorentina,it Serie A,37,1983,29,28,2149,23.9,2,6,2,0,0,6,1,0.08,0.25,0.34,0.08,0.34,3.0,3.0,4.5,7.5,0.13,0.19,0.31,0.13,0.31,Matches
2206,Ricard\Ricard,es ESP,DF,Atlético Madrid,es La Liga,20,2000,1,0,30,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.07,0.00,0.07,0.07,0.07,Matches
2207,Federico Ricci\Federico-Ricci,it ITA,FW,Sassuolo,it Serie A,26,1994,1,0,4,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2208,Giacomo Ricci\Giacomo-Ricci,it ITA,DF,Parma,it Serie A,23,1996,3,0,67,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2209,Matteo Ricci\Matteo-Ricci,it ITA,MF,Spezia,it Serie A,26,1994,29,26,2229,24.8,0,2,0,0,0,5,0,0.00,0.08,0.08,0.00,0.08,0.9,0.9,1.4,2.2,0.03,0.06,0.09,0.03,0.09,Matches
2210,Declan Rice\Declan-Rice,eng ENG,MF,West Ham,eng Premier League,21,1999,32,32,2879,32.0,2,1,1,1,2,2,0,0.06,0.03,0.09,0.03,0.06,3.1,1.6,2.1,3.6,0.10,0.06,0.16,0.05,0.11,Matches
2211,Chris Richards\Chris-Richards,us USA,DF,Hoffenheim,de Bundesliga,20,2000,11,11,944,10.5,0,1,0,0,0,1,0,0.00,0.10,0.10,0.00,0.10,0.2,0.2,0.3,0.5,0.02,0.03,0.05,0.02,0.05,Matches
2212,Chris Richards\Chris-Richards,us USA,DF,Bayern Munich,de Bundesliga,20,2000,3,1,89,1.0,0,1,0,0,0,0,0,0.00,1.01,1.01,0.00,1.01,0.0,0.0,0.3,0.3,0.00,0.26,0.26,0.00,0.26,Matches
2213,Lewis Richardson\Lewis-Richardson,eng ENG,FWMF,Burnley,eng Premier League,17,2003,2,0,4,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2214,Richarlison\Richarlison,br BRA,FW,Everton,eng Premier League,23,1997,34,33,2861,31.8,7,3,6,1,1,4,1,0.22,0.09,0.31,0.19,0.28,11.5,10.7,3.2,13.9,0.36,0.10,0.46,0.34,0.44,Matches
2215,Marco Richter\Marco-Richter,de GER,FWMF,Augsburg,de Bundesliga,22,1997,29,16,1416,15.7,3,1,3,0,0,4,1,0.19,0.06,0.25,0.19,0.25,4.9,4.9,1.6,6.5,0.31,0.10,0.41,0.31,0.41,Matches
2216,Mikel Rico\Mikel-Rico,es ESP,MF,Huesca,es La Liga,35,1984,32,27,2183,24.3,1,4,1,0,0,2,0,0.04,0.16,0.21,0.04,0.21,2.3,2.3,1.5,3.8,0.09,0.06,0.16,0.09,0.16,Matches
2217,Sergio Rico\Sergio-Rico,es ESP,GK,Paris S-G,fr Ligue 1,26,1993,10,8,810,9.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2218,Jaïro Riedewald\Jairo-Riedewald,nl NED,MF,Crystal Palace,eng Premier League,23,1996,33,19,1820,20.2,2,0,2,0,0,4,0,0.10,0.00,0.10,0.10,0.10,0.7,0.7,1.0,1.6,0.03,0.05,0.08,0.03,0.08,Matches
2219,Emiliano Rigoni\Emiliano-Rigoni,ar ARG,MFFW,Elche,es La Liga,27,1993,23,12,1139,12.7,1,1,1,0,0,5,0,0.08,0.08,0.16,0.08,0.16,2.6,2.6,1.9,4.4,0.20,0.15,0.35,0.20,0.35,Matches
2220,Tomás Rincón\Tomas-Rincon,ve VEN,MF,Torino,it Serie A,32,1988,36,33,2846,31.6,1,1,1,0,0,10,1,0.03,0.03,0.06,0.03,0.06,1.6,1.6,1.8,3.4,0.05,0.06,0.11,0.05,0.11,Matches
2221,Luis Rioja\Luis-Rioja,es ESP,MF,Alavés,es La Liga,26,1993,35,25,2090,23.2,4,2,4,0,0,4,0,0.17,0.09,0.26,0.17,0.26,3.5,3.5,3.3,6.8,0.15,0.14,0.29,0.15,0.29,Matches
2222,Renaud Ripart\Renaud-Ripart,fr FRA,MFFW,Nîmes,fr Ligue 1,27,1993,38,35,3054,33.9,11,0,5,6,7,3,0,0.32,0.00,0.32,0.15,0.15,9.3,4.4,1.2,5.6,0.27,0.03,0.31,0.13,0.17,Matches
2223,Andrea Rispoli\Andrea-Rispoli,it ITA,DF,Crotone,it Serie A,31,1988,19,5,652,7.2,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.6,1.0,0.05,0.08,0.13,0.05,0.13,Matches
2224,Mihailo Ristić\Mihailo-Ristic,rs SRB,DF,Montpellier,fr Ligue 1,24,1995,34,26,2236,24.8,0,2,0,0,0,4,0,0.00,0.08,0.08,0.00,0.08,0.7,0.7,1.5,2.2,0.03,0.06,0.09,0.03,0.09,Matches
2225,Matt Ritchie\Matt-Ritchie,sco SCO,DFMF,Newcastle Utd,eng Premier League,30,1989,18,15,1350,15.0,0,2,0,0,0,2,0,0.00,0.13,0.13,0.00,0.13,0.4,0.4,1.5,1.9,0.03,0.10,0.13,0.03,0.13,Matches
2226,Maxence Rivera\Maxence-Rivera,fr FRA,MFFW,Saint-Étienne,fr Ligue 1,18,2002,17,1,239,2.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.04,0.03,0.07,0.04,0.07,Matches
2227,Emmanuel Rivière\Emmanuel-Riviere,fr FRA,FWMF,Crotone,it Serie A,30,1990,21,7,640,7.1,1,1,1,0,0,2,0,0.14,0.14,0.28,0.14,0.28,1.1,1.1,0.6,1.7,0.15,0.08,0.23,0.15,0.23,Matches
2228,Rober\Rober,es ESP,DFMF,Levante,es La Liga,25,1995,19,16,1425,15.8,0,1,0,0,0,3,1,0.00,0.06,0.06,0.00,0.06,0.2,0.2,0.7,0.9,0.01,0.05,0.06,0.01,0.06,Matches
2229,Roberto\Roberto,es ESP,GK,Valladolid,es La Liga,34,1986,13,13,1170,13.0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2230,Sergi Roberto\Sergi-Roberto,es ESP,DF,Barcelona,es La Liga,28,1992,15,9,946,10.5,1,2,1,0,0,1,0,0.10,0.19,0.29,0.10,0.29,0.5,0.5,2.0,2.5,0.05,0.19,0.24,0.05,0.24,Matches
2231,Tyler Roberts\Tyler-Roberts,wal WAL,MFFW,Leeds United,eng Premier League,21,1999,27,14,1340,14.9,1,2,1,0,0,3,0,0.07,0.13,0.20,0.07,0.20,2.1,2.1,1.8,3.8,0.14,0.12,0.26,0.14,0.26,Matches
2232,Andrew Robertson\Andrew-Robertson,sco SCO,DF,Liverpool,eng Premier League,26,1994,38,38,3383,37.6,1,7,1,0,0,2,0,0.03,0.19,0.21,0.03,0.21,1.4,1.4,6.9,8.3,0.04,0.18,0.22,0.04,0.22,Matches
2233,Antonee Robinson\Antonee-Robinson,us USA,DF,Fulham,eng Premier League,22,1997,28,24,2162,24.0,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,0.6,0.6,1.6,2.2,0.02,0.07,0.09,0.02,0.09,Matches
2234,Callum Robinson\Callum-Robinson,ie IRL,FWMF,West Brom,eng Premier League,25,1995,28,20,1560,17.3,5,0,5,0,0,0,0,0.29,0.00,0.29,0.29,0.29,3.1,3.1,0.8,3.9,0.18,0.05,0.22,0.18,0.22,Matches
2235,Jack Robinson\Jack-Robinson,eng ENG,DF,Sheffield Utd,eng Premier League,26,1993,11,9,877,9.7,0,1,0,0,0,3,0,0.00,0.10,0.10,0.00,0.10,0.4,0.4,0.9,1.3,0.04,0.09,0.13,0.04,0.13,Matches
2236,Joel Robles\Joel-Robles,es ESP,GK,Betis,es La Liga,30,1990,18,18,1620,18.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2237,Hal Robson-Kanu\Hal-Robson-Kanu,wal WAL,FW,West Brom,eng Premier League,31,1989,19,2,561,6.2,2,0,2,0,0,2,0,0.32,0.00,0.32,0.32,0.32,1.5,1.5,0.4,1.9,0.24,0.06,0.30,0.24,0.30,Matches
2238,Marc Roca\Marc-Roca,es ESP,MF,Bayern Munich,de Bundesliga,23,1996,6,2,177,2.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.13,0.01,0.14,0.13,0.14,Matches
2239,Christopher Rocchia\Christopher-Rocchia,fr FRA,DF,Marseille,fr Ligue 1,22,1998,2,0,22,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2240,Rubén Rochina\Ruben-Rochina,es ESP,MF,Levante,es La Liga,29,1991,25,17,1404,15.6,0,1,0,0,0,5,0,0.00,0.06,0.06,0.00,0.06,1.7,1.7,2.1,3.7,0.11,0.13,0.24,0.11,0.24,Matches
2241,Marek Rodák\Marek-Rodak,sk SVK,GK,Fulham,eng Premier League,23,1996,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2242,Sebastian Rode\Sebastian-Rode,de GER,MF,Eint Frankfurt,de Bundesliga,29,1990,27,19,1625,18.1,1,0,1,0,0,10,0,0.06,0.00,0.06,0.06,0.06,0.1,0.1,1.3,1.4,0.01,0.07,0.08,0.01,0.08,Matches
2243,Joe Rodon\Joe-Rodon,wal WAL,DF,Tottenham,eng Premier League,22,1997,12,8,733,8.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2244,Rodri\Rodri,es ESP,MF,Manchester City,eng Premier League,24,1996,34,31,2748,30.5,2,2,1,1,1,6,0,0.07,0.07,0.13,0.03,0.10,2.5,1.7,1.7,3.5,0.08,0.06,0.14,0.06,0.11,Matches
2245,Rodrigo\Rodrigo,es ESP,MFFW,Leeds United,eng Premier League,29,1991,26,14,1288,14.3,7,2,7,0,0,3,0,0.49,0.14,0.63,0.49,0.63,6.3,6.3,2.4,8.6,0.44,0.17,0.60,0.44,0.60,Matches
2246,Rodrigo\Rodrigo,es ESP,FWMF,Betis,es La Liga,20,2000,15,5,537,6.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.5,0.7,0.04,0.09,0.12,0.04,0.12,Matches
2247,Kévin Rodrigues\Kevin-Rodrigues,pt POR,DFMF,Eibar,es La Liga,26,1994,22,11,1095,12.2,1,1,1,0,0,1,0,0.08,0.08,0.16,0.08,0.16,0.6,0.6,0.7,1.3,0.05,0.06,0.10,0.05,0.10,Matches
2248,Óscar Rodríguez Arnaiz\Oscar-Rodriguez-Arnaiz,es ESP,MFFW,Sevilla,es La Liga,22,1998,20,4,511,5.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.9,1.4,0.08,0.17,0.25,0.08,0.25,Matches
2249,Ángel Rodríguez\Angel-Rodriguez,es ESP,FWMF,Getafe,es La Liga,33,1987,33,12,1374,15.3,5,0,4,1,2,4,0,0.33,0.00,0.33,0.26,0.26,5.5,4.0,0.5,4.5,0.36,0.04,0.40,0.26,0.30,Matches
2250,Guido Rodríguez\Guido-Rodriguez,ar ARG,MF,Betis,es La Liga,26,1994,35,34,2864,31.8,1,0,1,0,0,10,0,0.03,0.00,0.03,0.03,0.03,1.7,1.7,0.7,2.4,0.05,0.02,0.07,0.05,0.07,Matches
2251,James Rodríguez\James-Rodriguez,co COL,FWMF,Everton,eng Premier League,29,1991,23,21,1764,19.6,6,4,6,0,0,4,0,0.31,0.20,0.51,0.31,0.51,3.4,3.4,5.4,8.8,0.17,0.28,0.45,0.17,0.45,Matches
2252,Jay Rodriguez\Jay-Rodriguez,eng ENG,FWMF,Burnley,eng Premier League,31,1989,31,12,1265,14.1,1,2,1,0,0,3,0,0.07,0.14,0.21,0.07,0.21,2.3,2.3,1.7,4.0,0.16,0.12,0.29,0.16,0.29,Matches
2253,Miguel Rodríguez\Miguel-Rodriguez,es ESP,FWMF,Celta Vigo,es La Liga,17,2003,4,0,30,0.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
