,,,,,,,,,Standard,,,,,,,,,,,,Expected,,,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
2255,Víctor Rodríguez\Victor-Rodriguez,es ESP,MF,Elche,es La Liga,31,1989,4.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2256,Rodrygo\Rodrygo,br BRA,FW,Real Madrid,es La Liga,19,2001,10.9,1,26,5,19.2,2.38,0.46,0.04,0.20,15.8,1,0,0,2.5,2.5,0.10,-1.5,-1.5,Matches
2257,Marko Rog\Marko-Rog,hr CRO,MF,Cagliari,it Serie A,25,1995,12.9,0,8,2,25.0,0.62,0.15,0.00,0.00,25.1,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
2258,Rogério\Rogerio,br BRA,DF,Sassuolo,it Serie A,22,1998,20.9,0,16,3,18.8,0.77,0.14,0.00,0.00,21.7,0,0,0,0.6,0.6,0.03,-0.6,-0.6,Matches
2259,Luis Rojas\Luis-Rojas,cl CHI,MFFW,Crotone,it Serie A,18,2002,1.2,0,1,0,0.0,0.87,0.00,0.00,,25.5,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
2260,Alessio Romagnoli\Alessio-Romagnoli,it ITA,DF,Milan,it Serie A,25,1995,21.2,1,15,3,20.0,0.71,0.14,0.07,0.33,6.6,0,0,0,2.3,2.3,0.15,-1.3,-1.3,Matches
2261,Cristian Romero\Cristian-Romero,ar ARG,DF,Atalanta,it Serie A,22,1998,28.3,2,14,7,50.0,0.50,0.25,0.14,0.29,9.4,0,0,0,1.8,1.8,0.13,+0.2,+0.2,Matches
2262,Oriol Romeu\Oriol-Romeu,es ESP,MF,Southampton,eng Premier League,28,1991,19.6,1,14,4,28.6,0.71,0.20,0.07,0.25,24.0,0,0,0,0.4,0.4,0.03,+0.6,+0.6,Matches
2263,Cristiano Ronaldo\Cristiano-Ronaldo,pt POR,FW,Juventus,it Serie A,35,1985,31.1,29,162,60,37.0,5.20,1.93,0.14,0.38,17.6,17,6,8,26.5,20.4,0.13,+2.5,+2.6,Matches
2264,Facundo Roncaglia\Facundo-Roncaglia,ar ARG,DF,Osasuna,es La Liga,33,1987,13.7,1,13,2,15.4,0.95,0.15,0.08,0.50,25.0,0,0,0,0.5,0.5,0.04,+0.5,+0.5,Matches
2265,Valentin Rongier\Valentin-Rongier,fr FRA,MF,Marseille,fr Ligue 1,25,1994,21.0,1,17,6,35.3,0.81,0.29,0.06,0.17,22.8,0,0,0,1.0,1.0,0.06,0.0,0.0,Matches
2266,Marten de Roon\Marten-de-Roon,nl NED,MF,Atalanta,it Serie A,29,1991,33.6,1,18,3,16.7,0.54,0.09,0.06,0.33,25.5,0,0,0,0.7,0.7,0.04,+0.3,+0.3,Matches
2267,Jérôme Roussillon\Jerome-Roussillon,fr FRA,DF,Wolfsburg,de Bundesliga,27,1993,13.7,0,11,2,18.2,0.81,0.15,0.00,0.00,22.7,0,0,0,0.6,0.6,0.05,-0.6,-0.6,Matches
2268,Nolan Roux\Nolan-Roux,fr FRA,FW,Nîmes,fr Ligue 1,32,1988,7.2,0,10,1,10.0,1.38,0.14,0.00,0.00,21.1,0,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches
2269,Nicolò Rovella\Nicolo-Rovella,it ITA,MF,Genoa,it Serie A,18,2001,13.2,0,11,2,18.2,0.83,0.15,0.00,0.00,21.0,2,0,0,0.7,0.7,0.06,-0.7,-0.7,Matches
2270,Amir Rrahmani\Amir-Rrahmani,xk KVX,DF,Napoli,it Serie A,26,1994,12.2,1,5,2,40.0,0.41,0.16,0.20,0.50,8.7,0,0,0,0.6,0.6,0.12,+0.4,+0.4,Matches
2271,Rubén\Ruben,es ESP,GKMF,Osasuna,es La Liga,36,1984,2.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2272,Waldo Rubio\Waldo-Rubio,es ESP,FW,Valladolid,es La Liga,24,1995,4.2,1,8,1,12.5,1.92,0.24,0.00,0.00,23.1,0,1,1,1.0,0.3,0.03,0.0,-0.3,Matches
2273,John Ruddy\John-Ruddy,eng ENG,GK,Wolves,eng Premier League,33,1986,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2274,Antonio Rüdiger\Antonio-Rudiger,de GER,DF,Chelsea,eng Premier League,27,1993,19.0,1,14,6,42.9,0.74,0.32,0.07,0.17,17.4,0,0,0,1.1,1.1,0.08,-0.1,-0.1,Matches
2275,Sebastian Rudy\Sebastian-Rudy,de GER,MFDF,Hoffenheim,de Bundesliga,30,1990,18.6,1,15,8,53.3,0.80,0.43,0.07,0.13,22.0,2,0,0,0.6,0.6,0.04,+0.4,+0.4,Matches
2276,Sebastian Rudy\Sebastian-Rudy,de GER,DF,Schalke 04,de Bundesliga,30,1990,2.0,0,1,0,0.0,0.50,0.00,0.00,,24.5,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
2277,Kevin Rüegg\Kevin-Ruegg,ch SUI,DFMF,Hellas Verona,it Serie A,21,1998,2.3,0,1,1,100.0,0.44,0.44,0.00,0.00,24.7,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
2278,Daniele Rugani\Daniele-Rugani,it ITA,DF,Rennes,fr Ligue 1,26,1994,1.0,0,1,1,100.0,1.00,1.00,0.00,0.00,8.0,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
2279,Daniele Rugani\Daniele-Rugani,it ITA,DF,Cagliari,it Serie A,26,1994,11.1,1,3,1,33.3,0.27,0.09,0.33,1.00,6.0,0,0,0,0.4,0.4,0.13,+0.6,+0.6,Matches
2280,Matteo Ruggeri\Matteo-Ruggeri,it ITA,DF,Atalanta,it Serie A,18,2002,2.3,0,1,0,0.0,0.43,0.00,0.00,,16.0,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
2281,Mário Rui\Mario-Rui,pt POR,DF,Napoli,it Serie A,29,1991,18.5,0,19,2,10.5,1.02,0.11,0.00,0.00,22.7,2,0,0,0.7,0.7,0.04,-0.7,-0.7,Matches
2282,Aitor Ruibal\Aitor-Ruibal,es ESP,FWMF,Betis,es La Liga,24,1996,17.7,2,34,13,38.2,1.92,0.73,0.06,0.15,17.3,0,0,0,2.6,2.6,0.08,-0.6,-0.6,Matches
2283,Fabián Ruiz Peña\Fabian-Ruiz-Pena,es ESP,MF,Napoli,it Serie A,24,1996,28.5,3,43,15,34.9,1.51,0.53,0.07,0.20,21.3,1,0,0,2.6,2.6,0.06,+0.4,+0.4,Matches
2284,Isma Ruiz\Isma-Ruiz,es ESP,MF,Granada,es La Liga,19,2001,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2285,Kays Ruiz\Kays-Ruiz,ma MAR,FWMF,Paris S-G,fr Ligue 1,17,2002,2.1,0,2,0,0.0,0.97,0.00,0.00,,22.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
2286,Víctor Ruiz\Victor-Ruiz,es ESP,DF,Betis,es La Liga,31,1989,24.0,2,4,4,100.0,0.17,0.17,0.50,0.50,10.5,0,0,0,1.2,1.2,0.29,+0.8,+0.8,Matches
2287,Gerónimo Rulli\Geronimo-Rulli,ar ARG,GK,Villarreal,es La Liga,28,1992,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2288,Georginio Rutter\Georginio-Rutter,fr FRA,FW,Hoffenheim,de Bundesliga,18,2002,2.7,1,7,3,42.9,2.61,1.12,0.14,0.33,15.7,0,0,0,0.4,0.4,0.06,+0.6,+0.6,Matches
2289,Georginio Rutter\Georginio-Rutter,fr FRA,FWMF,Rennes,fr Ligue 1,18,2002,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2290,Mathew Ryan\Mathew-Ryan,au AUS,GK,Arsenal,eng Premier League,28,1992,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2291,Mathew Ryan\Mathew-Ryan,au AUS,GK,Brighton,eng Premier League,28,1992,11.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2292,Julian Ryerson\Julian-Ryerson,no NOR,DFMF,Union Berlin,de Bundesliga,22,1997,11.9,0,6,0,0.0,0.51,0.00,0.00,,22.3,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
2293,Frederik Rønnow\Frederik-Ronnow,dk DEN,GK,Schalke 04,de Bundesliga,27,1992,10.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2294,João Victor Santos Sá\Joao-Victor-Santos-Sa,br BRA,FW,Wolfsburg,de Bundesliga,26,1994,5.2,1,10,2,20.0,1.92,0.38,0.10,0.50,16.9,0,0,0,0.5,0.5,0.05,+0.5,+0.5,Matches
2295,Roli Pereira de Sa\Roli-Pereira-de-Sa,fr FRA,MFFW,Nantes,fr Ligue 1,23,1996,0.6,0,4,0,0.0,6.43,0.00,0.00,,23.2,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
2296,Idriss Saadi\Idriss-Saadi,dz ALG,FWMF,Strasbourg,fr Ligue 1,28,1992,1.4,0,5,2,40.0,3.60,1.44,0.00,0.00,10.6,0,0,0,1.3,1.3,0.26,-1.3,-1.3,Matches
2297,Youssouf Sabaly\Youssouf-Sabaly,sn SEN,DF,Bordeaux,fr Ligue 1,27,1993,32.3,1,13,2,15.4,0.40,0.06,0.08,0.50,22.0,0,0,0,0.8,0.8,0.06,+0.2,+0.2,Matches
2298,Mathys Saban\Mathys-Saban,fr FRA,FW,Saint-Étienne,fr Ligue 1,18,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2299,Marcel Sabitzer\Marcel-Sabitzer,at AUT,MF,RB Leipzig,de Bundesliga,26,1994,22.5,8,56,21,37.5,2.49,0.93,0.07,0.19,23.6,5,4,4,7.2,4.2,0.07,+0.8,-0.2,Matches
2300,Alexis Saelemaekers\Alexis-Saelemaekers,be BEL,FW,Milan,it Serie A,21,1999,22.4,2,28,7,25.0,1.25,0.31,0.07,0.29,17.7,0,0,0,2.9,2.9,0.10,-0.9,-0.9,Matches
2301,Modibo Sagnan\Modibo-Sagnan,ml MLI,DF,Real Sociedad,es La Liga,21,1999,6.9,0,5,1,20.0,0.72,0.14,0.00,0.00,24.1,1,0,0,0.6,0.6,0.12,-0.6,-0.6,Matches
2302,Allan Saint-Maximin\Allan-Saint-Maximin,fr FRA,FWMF,Newcastle Utd,eng Premier League,23,1997,17.3,3,30,12,40.0,1.73,0.69,0.10,0.25,19.8,0,0,0,2.6,2.6,0.09,+0.4,+0.4,Matches
2303,Borja Sainz\Borja-Sainz,es ESP,MFFW,Alavés,es La Liga,19,2001,5.0,1,8,4,50.0,1.59,0.79,0.13,0.25,16.0,0,0,0,1.1,1.1,0.14,-0.1,-0.1,Matches
2304,Romain Saïss\Romain-Saiss,ma MAR,DF,Wolves,eng Premier League,30,1990,26.7,3,30,12,40.0,1.12,0.45,0.10,0.25,12.5,2,0,0,3.5,3.5,0.12,-0.5,-0.5,Matches
2305,Bukayo Saka\Bukayo-Saka,eng ENG,FWDF,Arsenal,eng Premier League,18,2001,28.4,5,61,21,34.4,2.15,0.74,0.08,0.24,15.7,1,0,0,6.9,6.9,0.11,-1.9,-1.9,Matches
2306,Hiroki Sakai\Hiroki-Sakai,jp JPN,DF,Marseille,fr Ligue 1,30,1990,26.5,0,3,1,33.3,0.11,0.04,0.00,0.00,8.9,0,0,0,0.3,0.3,0.10,-0.3,-0.3,Matches
2307,Moïse Sakava\Moise-Sakava,cm CMR,MF,Reims,fr Ligue 1,19,2000,0.1,0,1,0,0.0,11.25,0.00,0.00,,24.0,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
2308,Mamadou Sakho\Mamadou-Sakho,fr FRA,DF,Crystal Palace,eng Premier League,30,1990,3.1,0,1,0,0.0,0.33,0.00,0.00,,12.0,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
2309,Jacopo Sala\Jacopo-Sala,it ITA,DF,Spezia,it Serie A,28,1991,4.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2310,Mohamed Salah\Mohamed-Salah,eg EGY,FW,Liverpool,eng Premier League,28,1992,34.2,22,120,46,38.3,3.51,1.35,0.13,0.35,15.8,1,6,6,20.9,16.4,0.14,+1.1,-0.4,Matches
2311,Eddy Salcedo\Eddy-Salcedo,it ITA,FWMF,Hellas Verona,it Serie A,18,2001,8.4,2,21,10,47.6,2.50,1.19,0.10,0.20,14.2,0,0,0,2.8,2.8,0.13,-0.8,-0.8,Matches
2312,William Saliba\William-Saliba,fr FRA,DF,Nice,fr Ligue 1,19,2001,20.0,1,6,1,16.7,0.30,0.05,0.17,1.00,7.9,0,0,0,0.6,0.6,0.10,+0.4,+0.4,Matches
2313,Romain Salin\Romain-Salin,fr FRA,GK,Rennes,fr Ligue 1,36,1984,15.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2314,Mohammed Salisu\Mohammed-Salisu,gh GHA,DF,Southampton,eng Premier League,21,1999,9.4,0,4,1,25.0,0.43,0.11,0.00,0.00,11.4,0,0,0,0.4,0.4,0.10,-0.4,-0.4,Matches
2315,Roland Sallai\Roland-Sallai,hu HUN,MFFW,Freiburg,de Bundesliga,23,1997,18.5,8,46,20,43.5,2.49,1.08,0.15,0.35,15.7,3,1,1,6.8,6.1,0.13,+1.2,+0.9,Matches
2316,Salvi\Salvi,es ESP,MFFW,Cádiz,es La Liga,29,1991,21.5,2,16,5,31.3,0.74,0.23,0.13,0.40,18.2,0,0,0,1.9,1.9,0.12,+0.1,+0.1,Matches
2317,Lazar Samardzic\Lazar-Samardzic,de GER,MFFW,RB Leipzig,de Bundesliga,18,2002,2.2,0,1,0,0.0,0.45,0.00,0.00,,27.1,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
2318,Diadie Samassékou\Diadie-Samassekou,ml MLI,MF,Hoffenheim,de Bundesliga,24,1996,28.5,0,15,1,6.7,0.53,0.04,0.00,0.00,23.5,0,0,0,0.6,0.6,0.04,-0.6,-0.6,Matches
2319,Mama Samba Baldé\Mama-Samba-Balde,gw GNB,FW,Dijon,fr Ligue 1,24,1995,24.0,7,59,19,32.2,2.46,0.79,0.12,0.37,14.6,0,0,0,7.6,7.6,0.13,-0.6,-0.6,Matches
2320,Junior Sambia\Junior-Sambia,fr FRA,DFMF,Montpellier,fr Ligue 1,23,1996,27.2,1,19,8,42.1,0.70,0.29,0.05,0.13,22.6,5,0,0,1.1,1.1,0.06,-0.1,-0.1,Matches
2321,Frédéric Sammaritano\Frederic-Sammaritano,fr FRA,FWMF,Dijon,fr Ligue 1,34,1986,12.6,0,10,2,20.0,0.80,0.16,0.00,0.00,17.2,1,0,0,1.2,1.2,0.12,-1.2,-1.2,Matches
2322,Fede San Emeterio\Fede-San-Emeterio,es ESP,MF,Valladolid,es La Liga,23,1997,16.2,0,3,0,0.0,0.18,0.00,0.00,,23.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
2323,Antonio Sanabria\Antonio-Sanabria,py PAR,FW,Torino,it Serie A,24,1996,10.9,5,19,11,57.9,1.75,1.01,0.26,0.45,14.4,0,0,0,3.0,3.0,0.16,+2.0,+2.0,Matches
2324,Antonio Sanabria\Antonio-Sanabria,py PAR,FW,Betis,es La Liga,24,1996,10.4,3,24,12,50.0,2.32,1.16,0.13,0.25,11.6,0,0,0,4.3,4.3,0.18,-1.3,-1.3,Matches
2325,Oihan Sancet\Oihan-Sancet,es ESP,FWMF,Athletic Club,es La Liga,20,2000,11.5,2,18,6,33.3,1.57,0.52,0.11,0.33,12.1,0,0,0,2.9,2.9,0.16,-0.9,-0.9,Matches
2326,Renato Sanches\Renato-Sanches,pt POR,MF,Lille,fr Ligue 1,22,1997,14.1,1,21,3,14.3,1.49,0.21,0.05,0.33,22.2,2,0,0,2.3,2.3,0.11,-1.3,-1.3,Matches
2327,Juan Sánchez Miño\Juan-Sanchez-Mino,ar ARG,DFMF,Elche,es La Liga,30,1990,5.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2328,Alexis Sánchez\Alexis-Sanchez,cl CHI,FW,Inter,it Serie A,31,1988,12.7,7,28,15,53.6,2.20,1.18,0.25,0.47,15.6,4,0,1,5.6,4.8,0.17,+1.4,+2.2,Matches
2329,Davinson Sánchez\Davinson-Sanchez,co COL,DF,Tottenham,eng Premier League,24,1996,16.5,0,6,0,0.0,0.36,0.00,0.00,,9.3,0,0,0,1.1,1.1,0.18,-1.1,-1.1,Matches
2330,Germán Sánchez\German-Sanchez,es ESP,DF,Granada,es La Liga,33,1986,29.3,3,14,5,35.7,0.48,0.17,0.21,0.60,8.4,0,0,0,1.9,1.9,0.14,+1.1,+1.1,Matches
2331,Javi Sánchez\Javi-Sanchez,es ESP,DF,Valladolid,es La Liga,23,1997,10.2,0,3,0,0.0,0.29,0.00,0.00,,8.0,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
2332,Manuel Sánchez\Manuel-Sanchez,es ESP,DF,Osasuna,es La Liga,19,2000,10.8,0,3,1,33.3,0.28,0.09,0.00,0.00,18.2,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
2333,Manuel Sánchez\Manuel-Sanchez,es ESP,DF,Atlético Madrid,es La Liga,19,2000,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2334,Robert Sánchez\Robert-Sanchez,es ESP,GK,Brighton,eng Premier League,22,1997,27.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2335,Jadon Sancho\Jadon-Sancho,eng ENG,FWMF,Dortmund,de Bundesliga,20,2000,22.9,8,51,15,29.4,2.23,0.65,0.14,0.47,16.6,2,1,1,7.4,6.6,0.13,+0.6,+0.4,Matches
2336,Alex Sandro\Alex-Sandro,br BRA,DF,Juventus,it Serie A,29,1991,20.6,2,14,3,21.4,0.68,0.15,0.14,0.67,13.6,0,0,0,1.2,1.2,0.08,+0.8,+0.8,Matches
2337,Leroy Sané\Leroy-Sane,de GER,FWMF,Bayern Munich,de Bundesliga,24,1996,20.1,6,58,21,36.2,2.89,1.05,0.10,0.29,18.6,0,0,0,5.6,5.6,0.10,+0.4,+0.4,Matches
2338,Salif Sané\Salif-Sane,sn SEN,DF,Schalke 04,de Bundesliga,29,1990,11.9,0,7,1,14.3,0.59,0.08,0.00,0.00,13.7,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
2339,Oier Sanjurjo\Oier-Sanjurjo,es ESP,MF,Osasuna,es La Liga,34,1986,23.2,0,15,4,26.7,0.65,0.17,0.00,0.00,14.9,0,0,0,0.9,0.9,0.06,-0.9,-0.9,Matches
2340,Mohamed Sankoh\Mohamed-Sankoh,nl NED,FW,Stuttgart,de Bundesliga,16,2003,0.2,0,1,0,0.0,5.29,0.00,0.00,,14.9,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
2341,Siriki Sanogo\Siriki-Sanogo,ci CIV,MF,Benevento,it Serie A,18,2001,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2342,Morgan Sanson\Morgan-Sanson,fr FRA,MF,Marseille,fr Ligue 1,25,1994,9.2,2,11,3,27.3,1.20,0.33,0.18,0.67,19.1,0,0,0,1.2,1.2,0.11,+0.8,+0.8,Matches
2343,Morgan Sanson\Morgan-Sanson,fr FRA,MF,Aston Villa,eng Premier League,25,1994,3.3,0,2,0,0.0,0.61,0.00,0.00,,27.0,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
2344,Nicola Sansone\Nicola-Sansone,it ITA,FWMF,Bologna,it Serie A,28,1991,13.0,2,31,13,41.9,2.39,1.00,0.06,0.15,16.8,3,0,0,3.8,3.8,0.12,-1.8,-1.8,Matches
2345,Baptiste Santamaria\Baptiste-Santamaria,fr FRA,MF,Angers,fr Ligue 1,25,1995,3.0,0,6,3,50.0,2.00,1.00,0.00,0.00,19.8,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
2346,Baptiste Santamaria\Baptiste-Santamaria,fr FRA,MF,Freiburg,de Bundesliga,25,1995,24.5,1,29,8,27.6,1.18,0.33,0.03,0.13,22.5,0,0,0,1.9,1.9,0.06,-0.9,-0.9,Matches
2347,Federico Santander\Federico-Santander,py PAR,FW,Bologna,it Serie A,29,1991,0.4,0,5,0,0.0,12.16,0.00,0.00,,15.2,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
2348,Davide Santon\Davide-Santon,it ITA,DF,Roma,it Serie A,29,1991,6.5,0,5,0,0.0,0.77,0.00,0.00,,14.6,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
2349,Samir Santos\Samir-Santos,br BRA,DF,Udinese,it Serie A,25,1994,24.6,1,11,3,27.3,0.45,0.12,0.09,0.33,9.6,0,0,0,1.2,1.2,0.11,-0.2,-0.2,Matches
2350,Riccardo Saponara\Riccardo-Saponara,it ITA,FW,Fiorentina,it Serie A,28,1991,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2351,Riccardo Saponara\Riccardo-Saponara,it ITA,FWMF,Spezia,it Serie A,28,1991,4.3,2,10,4,40.0,2.31,0.93,0.20,0.50,14.3,0,0,0,1.0,1.0,0.10,+1.0,+1.0,Matches
2352,Ivan Šaponjić\Ivan-Saponjic,rs SRB,FW,Cádiz,es La Liga,22,1997,4.3,1,10,5,50.0,2.32,1.16,0.00,0.00,10.6,0,1,1,1.7,0.9,0.09,-0.7,-0.9,Matches
2353,Pablo Sarabia\Pablo-Sarabia,es ESP,FWMF,Paris S-G,fr Ligue 1,28,1992,14.7,6,36,18,50.0,2.45,1.23,0.17,0.33,14.3,2,0,0,4.8,4.8,0.13,+1.2,+1.2,Matches
2354,Josh Sargent\Josh-Sargent,us USA,FWMF,Werder Bremen,de Bundesliga,20,2000,27.8,5,46,19,41.3,1.65,0.68,0.11,0.26,14.6,0,0,0,5.2,5.2,0.11,-0.2,-0.2,Matches
2355,Bouna Sarr\Bouna-Sarr,gn GUI,DF,Bayern Munich,de Bundesliga,28,1992,5.0,0,3,0,0.0,0.60,0.00,0.00,,28.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
2356,Bouna Sarr\Bouna-Sarr,gn GUI,DF,Marseille,fr Ligue 1,28,1992,0.8,0,1,0,0.0,1.18,0.00,0.00,,28.6,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
2357,Sidy Sarr\Sidy-Sarr,sn SEN,MF,Nîmes,fr Ligue 1,24,1996,5.1,0,9,1,11.1,1.75,0.19,0.00,0.00,22.2,1,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
2358,Marco Sau\Marco-Sau,it ITA,MFFW,Benevento,it Serie A,32,1987,8.7,4,10,5,50.0,1.15,0.57,0.30,0.60,16.3,1,1,1,2.4,1.6,0.16,+1.6,+1.4,Matches
2359,Téji Savanier\Teji-Savanier,fr FRA,MF,Montpellier,fr Ligue 1,28,1991,24.1,5,54,16,29.6,2.24,0.67,0.06,0.19,24.9,11,2,3,5.0,2.7,0.05,0.0,+0.3,Matches
2360,Stefan Savić\Stefan-Savic,me MNE,DF,Atlético Madrid,es La Liga,29,1991,32.8,1,7,2,28.6,0.21,0.06,0.14,0.50,5.0,0,0,0,0.9,0.9,0.13,+0.1,+0.1,Matches
2361,Romaine Sawyers\Romaine-Sawyers,kn SKN,MF,West Brom,eng Premier League,28,1991,16.5,0,4,0,0.0,0.24,0.00,0.00,,23.1,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
2362,Gianluca Scamacca\Gianluca-Scamacca,it ITA,FW,Genoa,it Serie A,21,1999,15.0,8,46,16,34.8,3.06,1.07,0.13,0.38,16.9,1,2,2,7.3,5.8,0.13,+0.7,+0.2,Matches
2363,Dane Scarlett\Dane-Scarlett,eng ENG,FW,Tottenham,eng Premier League,16,2004,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2364,Fabian Schär\Fabian-Schar,ch SUI,DF,Newcastle Utd,eng Premier League,28,1991,13.8,1,10,4,40.0,0.72,0.29,0.00,0.00,28.4,3,1,1,1.2,0.4,0.04,-0.2,-0.4,Matches
2365,Aurélien Scheidler\Aurelien-Scheidler,fr FRA,FW,Dijon,fr Ligue 1,22,1998,3.8,1,7,2,28.6,1.84,0.53,0.14,0.50,18.5,0,0,0,0.5,0.5,0.08,+0.5,+0.5,Matches
2366,Nicolás Schiappacasse\Nicolas-Schiappacasse,uy URU,MF,Sassuolo,it Serie A,21,1999,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2367,Pasquale Schiattarella\Pasquale-Schiattarella,it ITA,MF,Benevento,it Serie A,33,1987,25.0,1,9,6,66.7,0.36,0.24,0.11,0.17,16.3,0,0,0,1.1,1.1,0.12,-0.1,-0.1,Matches
2368,Patrik Schick\Patrik-Schick,cz CZE,FW,Leverkusen,de Bundesliga,24,1996,20.7,9,57,23,40.4,2.75,1.11,0.16,0.39,11.3,1,0,0,9.7,9.7,0.17,-0.7,-0.7,Matches
2369,Sven Schipplock\Sven-Schipplock,de GER,FWMF,Arminia,de Bundesliga,31,1988,8.3,1,14,5,35.7,1.69,0.60,0.07,0.20,16.6,0,0,0,1.1,1.1,0.08,-0.1,-0.1,Matches
2370,Xaver Schlager\Xaver-Schlager,at AUT,MF,Wolfsburg,de Bundesliga,22,1997,29.2,2,48,4,8.3,1.65,0.14,0.04,0.50,20.9,0,0,0,2.8,2.8,0.06,-0.8,-0.8,Matches
2371,Keven Schlotterbeck\Keven-Schlotterbeck,de GER,DF,Freiburg,de Bundesliga,23,1997,18.4,0,9,1,11.1,0.49,0.05,0.00,0.00,14.6,0,0,0,0.6,0.6,0.07,-0.6,-0.6,Matches
2372,Nico Schlotterbeck\Nico-Schlotterbeck,de GER,DF,Union Berlin,de Bundesliga,20,1999,14.3,1,23,8,34.8,1.61,0.56,0.04,0.13,12.0,0,0,0,1.3,1.3,0.06,-0.3,-0.3,Matches
2373,Jeffrey Schlupp\Jeffrey-Schlupp,gh GHA,MF,Crystal Palace,eng Premier League,27,1992,15.9,2,18,10,55.6,1.13,0.63,0.11,0.20,13.4,0,0,0,1.6,1.6,0.09,+0.4,+0.4,Matches
2374,Kasper Schmeichel\Kasper-Schmeichel,dk DEN,GK,Leicester City,eng Premier League,33,1986,38.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2375,Jonathan Schmid\Jonathan-Schmid,fr FRA,DFMF,Freiburg,de Bundesliga,30,1990,26.6,2,22,9,40.9,0.83,0.34,0.09,0.22,21.2,6,0,0,1.4,1.4,0.06,+0.6,+0.6,Matches
2376,Romano Schmid\Romano-Schmid,at AUT,FWMF,Werder Bremen,de Bundesliga,20,2000,13.1,0,18,3,16.7,1.38,0.23,0.00,0.00,22.0,0,0,0,0.6,0.6,0.03,-0.6,-0.6,Matches
2377,Benno Schmitz\Benno-Schmitz,de GER,DF,Köln,de Bundesliga,25,1994,4.6,0,4,1,25.0,0.87,0.22,0.00,0.00,16.0,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
