,,,,,,,,,,Pass Types,,,,,,,,Corner Kicks,,,Outcomes,,,
795,Aleksandr Golovin,ru RUS,MFFW,Monaco,fr Ligue 1,29-156,1996,4.5,185,176,7,3,0,0,5,1,2,1,0,0,143,2,4,Matches
796,André Gomes,pt POR,MF,Lille,fr Ligue 1,32-095,1993,0.0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
797,Angel Gomes,eng ENG,MF,Marseille,fr Ligue 1,25-063,2000,7.7,502,489,11,4,2,3,6,2,4,0,4,0,449,2,6,Matches
798,João Gomes,br BRA,MF,Wolves,eng Premier League,24-263,2001,8.3,415,396,18,6,0,5,10,8,0,0,0,0,354,1,10,Matches
799,Rodrigo Gomes,pt POR,FWDF,Wolves,eng Premier League,22-118,2003,3.7,130,111,19,0,0,0,11,19,0,0,0,0,96,0,5,Matches
800,Toti Gomes,pt POR,DF,Wolves,eng Premier League,26-290,1999,4.8,320,300,20,12,0,0,5,8,0,0,0,0,269,0,0,Matches
801,Diego Gómez,py PAR,MFFW,Brighton,eng Premier League,22-220,2003,5.1,150,138,9,1,0,0,4,2,1,1,0,0,115,3,6,Matches
802,Joe Gomez,eng ENG,DF,Liverpool,eng Premier League,28-163,1997,0.4,24,16,8,0,0,0,1,8,0,0,0,0,17,0,1,Matches
803,Moi Gómez,es ESP,MF,Osasuna,es La Liga,31-132,1994,5.8,416,392,23,13,1,3,15,0,3,1,2,0,360,1,4,Matches
804,Sergio Gómez,es ESP,DF,Real Sociedad,es La Liga,25-059,2000,8.3,593,490,101,19,0,1,50,65,17,9,4,0,473,2,8,Matches
805,Unai Gómez,es ESP,MFFW,Athletic Club,es La Liga,22-161,2003,1.3,60,55,5,2,0,0,9,0,1,1,0,0,40,0,4,Matches
806,Valentín Gómez,ar ARG,DF,Betis,es La Liga,22-129,2003,4.5,232,223,9,8,0,2,0,1,0,0,0,0,209,0,4,Matches
807,Tidiam Gomis,fr FRA,FW,RB Leipzig,de Bundesliga,19-086,2006,0.3,7,7,0,0,0,0,1,0,0,0,0,0,5,0,0,Matches
808,Rafael Gonçalves,pt POR,MF,Strasbourg,fr Ligue 1,20-257,2005,2.7,177,175,1,1,1,1,1,0,0,0,0,0,160,1,4,Matches
809,Nicolás González,es ESP,MF,Manchester City,eng Premier League,23-303,2002,5.2,403,382,20,18,0,1,0,2,0,0,0,0,362,1,3,Matches
810,Nicolás González,ar ARG,MFDF,Juventus,it Serie A,27-210,1998,0.2,9,5,4,0,0,0,0,4,0,0,0,0,4,0,0,Matches
811,Nicolás González,ar ARG,MFFW,Atlético Madrid,es La Liga,27-210,1998,6.2,231,220,11,2,2,2,11,9,0,0,0,0,172,0,11,Matches
812,Urko González,es ESP,MF,Espanyol,es La Liga,24-227,2001,3.9,132,131,1,1,0,0,1,0,0,0,0,0,108,0,4,Matches
813,Urko González,es ESP,MF,Real Sociedad,es La Liga,24-227,2001,0.1,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,Matches
814,Anthony Gordon,eng ENG,FW,Newcastle Utd,eng Premier League,24-251,2001,4.6,127,120,7,1,1,2,11,4,1,1,0,0,95,0,2,Matches
815,Leon Goretzka,de GER,MF,Bayern Munich,de Bundesliga,30-269,1995,5.7,445,430,14,14,4,5,2,0,0,0,0,0,412,1,5,Matches
816,Andoni Gorosabel,es ESP,DF,Athletic Club,es La Liga,29-090,1996,1.7,104,80,23,0,0,0,3,23,0,0,0,0,80,1,4,Matches
817,Jon Gorrotxategi,es ESP,MF,Real Sociedad,es La Liga,23-273,2002,8.7,403,391,9,9,1,2,0,0,0,0,0,0,333,3,7,Matches
818,Alimami Gory,ml MLI,FWMF,Paris FC,fr Ligue 1,29-064,1996,1.9,44,41,3,0,0,0,3,3,0,0,0,0,40,0,2,Matches
819,Robin Gosens,de GER,DF,Fiorentina,it Serie A,31-120,1994,8.0,299,243,53,1,0,0,17,52,0,0,0,0,207,3,10,Matches
820,Mikel Goti,es ESP,MF,Real Sociedad,es La Liga,23-163,2002,0.7,26,26,0,0,1,0,3,0,0,0,0,0,12,0,3,Matches
821,Mario Götze,de GER,MF,Eint Frankfurt,de Bundesliga,33-152,1992,1.9,105,95,10,0,0,0,8,3,6,1,5,0,82,0,2,Matches
822,Amine Gouiri,dz ALG,FWMF,Marseille,fr Ligue 1,25-259,2000,4.2,119,103,16,3,1,0,13,0,12,5,3,0,94,0,2,Matches
823,Tiago Gouveia,pt POR,DFMF,Nice,fr Ligue 1,24-137,2001,3.2,104,95,8,0,0,0,1,8,0,0,0,0,80,1,7,Matches
824,Jeffrey Gouweleeuw,nl NED,DF,Augsburg,de Bundesliga,34-115,1991,3.7,184,171,10,5,0,1,3,2,0,0,0,0,151,3,2,Matches
825,Kamil Grabara,pl POL,GK,Wolfsburg,de Bundesliga,26-298,1999,8.0,329,254,74,27,0,0,0,0,0,0,0,0,243,1,0,Matches
826,Jonathan Gradit,fr FRA,DF,Lens,fr Ligue 1,32-343,1992,7.0,320,302,17,15,0,0,2,2,0,0,0,0,285,1,0,Matches
827,Alberto Grassi,it ITA,MF,Cremonese,it Serie A,30-240,1995,4.1,183,171,12,10,0,0,0,0,0,0,0,0,154,0,2,Matches
828,Ryan Gravenberch,nl NED,MF,Liverpool,eng Premier League,23-170,2002,7.7,489,489,0,0,2,2,2,0,0,0,0,0,428,0,7,Matches
829,Archie Gray,eng ENG,MF,Tottenham,eng Premier League,19-235,2006,0.8,43,43,0,0,0,0,0,0,0,0,0,0,40,0,0,Matches
830,Jack Grealish,eng ENG,FW,Everton,eng Premier League,30-053,1995,7.2,293,281,10,3,3,1,18,6,1,0,0,0,240,2,13,Matches
831,Mason Greenwood,eng ENG,FWMF,Marseille,fr Ligue 1,24-032,2001,8.7,492,449,41,10,5,17,42,8,21,8,11,0,379,2,11,Matches
832,Dominik Greif,sk SVK,GK,Lyon,fr Ligue 1,28-210,1997,6.0,234,202,32,13,0,0,0,0,0,0,0,0,201,0,0,Matches
833,Antoine Griezmann,fr FRA,FWMF,Atlético Madrid,es La Liga,34-226,1991,4.6,255,232,22,7,2,3,22,1,11,3,4,0,207,1,4,Matches
834,Vincenzo Grifo,it ITA,FW,Freiburg,de Bundesliga,32-209,1993,5.6,245,202,40,17,2,1,30,1,12,11,1,0,182,3,2,Matches
835,Álex Grimaldo,es ESP,DF,Leverkusen,de Bundesliga,30-043,1995,7.5,514,445,68,16,2,6,36,37,15,12,2,0,428,1,8,Matches
836,Pascal Groß,de GER,MF,Dortmund,de Bundesliga,34-140,1991,4.7,332,309,23,8,1,1,12,3,7,2,1,0,281,0,5,Matches
837,Brajan Gruda,de GER,MFFW,Brighton,eng Premier League,21-155,2004,2.5,63,57,6,3,1,0,5,1,2,1,0,0,49,0,0,Matches
838,Ilia Gruev,bg BUL,MF,Leeds United,eng Premier League,25-180,2000,2.4,103,99,4,4,0,0,0,0,0,0,0,0,96,0,0,Matches
839,Marco Grüll,at AUT,FW,Werder Bremen,de Bundesliga,27-119,1998,7.0,186,161,23,6,0,0,12,7,0,0,0,0,139,2,8,Matches
840,Albert Grønbaek,dk DEN,FW,Genoa,it Serie A,24-163,2001,0.7,15,13,2,0,0,0,1,2,0,0,0,0,11,0,0,Matches
841,Nemanja Gudelj,rs SRB,MF,Sevilla,es La Liga,33-351,1991,6.4,270,257,11,8,0,5,3,3,0,0,0,0,232,2,5,Matches
842,Gabriel Gudmundsson,se SWE,DF,Leeds United,eng Premier League,26-187,1999,9.2,450,377,72,3,1,1,30,66,3,2,1,0,350,1,20,Matches
843,Gonçalo Guedes,pt POR,MFFW,Real Sociedad,es La Liga,28-338,1996,4.7,164,155,7,2,0,1,22,3,2,0,0,0,112,2,5,Matches
844,Marc Guéhi,eng ENG,DF,Crystal Palace,eng Premier League,25-112,2000,10.0,517,481,35,18,1,9,3,1,1,0,0,0,441,1,2,Matches
845,Mattéo Guendouzi,fr FRA,MF,Lazio,it Serie A,26-202,1999,6.9,330,324,6,3,1,1,7,3,0,0,0,0,289,0,12,Matches
846,Javier Guerra,es ESP,MF,Valencia,es La Liga,22-305,2003,6.8,302,292,10,3,3,1,10,3,3,0,2,0,232,0,10,Matches
847,Raphaël Guerreiro,pt POR,MFDF,Bayern Munich,de Bundesliga,31-315,1993,2.2,140,135,5,1,0,0,1,4,0,0,0,0,127,0,1,Matches
848,Daniel Guerrero,es ESP,MF,Betis,es La Liga,20-099,2005,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
849,Ismaël Guerti,fr FRA,MF,Metz,fr Ligue 1,21-095,2004,0.3,23,20,3,3,0,2,1,0,0,0,0,0,19,0,0,Matches
850,Evann Guessand,ci CIV,FW,Aston Villa,eng Premier League,24-124,2001,4.6,83,81,0,0,0,0,10,0,0,0,0,0,58,2,8,Matches
851,Ander Guevara,es ESP,MF,Alavés,es La Liga,28-118,1997,2.3,136,128,6,5,0,0,2,0,0,0,0,0,105,2,4,Matches
852,Idrissa Guèye,sn SEN,FW,Udinese,it Serie A,19-047,2006,0.2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
853,Idrissa Guèye,sn SEN,FW,Metz,fr Ligue 1,19-047,2006,1.5,16,12,4,0,0,0,0,0,0,0,0,0,8,0,0,Matches
854,Pape Gueye,sn SEN,MF,Villarreal,es La Liga,26-282,1999,7.4,377,370,4,4,5,4,4,0,0,0,0,0,310,3,1,Matches
855,Morgan Guilavogui,gn GUI,MFFW,Lens,fr Ligue 1,27-237,1998,4.2,140,134,5,2,1,0,3,1,0,0,0,0,103,1,4,Matches
856,Luis Guilherme,br BRA,FWMF,West Ham,eng Premier League,19-266,2006,0.6,10,10,0,0,0,0,0,0,0,0,0,0,10,0,0,Matches
857,Bruno Guimarães,br BRA,MF,Newcastle Utd,eng Premier League,27-351,1997,7.9,358,341,17,7,8,2,5,2,0,0,0,0,296,0,11,Matches
858,Daouda Guindo,ml MLI,DFFW,Brest,fr Ligue 1,23-019,2002,1.2,72,62,10,1,0,1,5,9,0,0,0,0,60,0,1,Matches
859,Bahereba Guirassy,fr FRA,FWMF,Nantes,fr Ligue 1,19-065,2006,5.0,122,119,2,0,0,0,7,2,0,0,0,0,72,1,10,Matches
860,Serhou Guirassy,gn GUI,FW,Dortmund,de Bundesliga,29-235,1996,7.8,170,166,4,0,1,0,1,0,0,0,0,0,119,0,6,Matches
861,Marc Guiu,es ESP,FW,Sunderland,eng Premier League,19-302,2006,0.2,5,5,0,0,0,0,0,0,0,0,0,0,3,0,0,Matches
862,Marc Guiu,es ESP,FW,Chelsea,eng Premier League,19-302,2006,1.5,8,7,1,0,0,0,0,0,0,0,0,0,5,0,0,Matches
863,Péter Gulácsi,hu HUN,GK,RB Leipzig,de Bundesliga,35-180,1990,9.0,359,290,69,15,0,1,0,0,0,0,0,0,289,0,0,Matches
864,Arda Güler,tr TUR,MF,Real Madrid,es La Liga,20-250,2005,7.7,484,436,45,18,8,4,33,1,26,9,9,0,419,3,8,Matches
865,Gerard Gumbau,es ESP,MFFW,Rayo Vallecano,es La Liga,30-319,1994,0.8,31,30,1,0,0,0,1,0,1,0,1,0,21,0,2,Matches
866,Christian Günter,de GER,DF,Freiburg,de Bundesliga,32-247,1993,3.2,117,86,31,7,0,0,16,19,5,5,0,0,97,0,2,Matches
867,Jon Guridi,es ESP,MFFW,Alavés,es La Liga,30-247,1995,3.5,132,127,3,0,0,0,3,2,0,0,0,0,104,2,3,Matches
868,Gorka Guruzeta,es ESP,FW,Athletic Club,es La Liga,29-051,1996,5.6,130,123,7,1,1,1,1,1,0,0,0,0,96,0,3,Matches
869,Malo Gusto,fr FRA,DFMF,Chelsea,eng Premier League,22-167,2003,5.3,302,264,36,6,2,0,10,30,0,0,0,0,253,2,9,Matches
870,Miguel Gutiérrez,es ESP,DF,Napoli,it Serie A,24-098,2001,1.7,113,97,16,3,0,0,7,13,0,0,0,0,99,0,3,Matches
871,Albert Guðmundsson,is ISL,MFFW,Fiorentina,it Serie A,28-140,1997,4.9,120,109,10,1,0,0,5,3,2,1,1,0,103,1,0,Matches
872,Joško Gvardiol,hr CRO,DF,Manchester City,eng Premier League,23-283,2002,4.8,343,320,22,7,1,3,2,3,0,0,0,0,311,1,5,Matches
873,Viktor Gyökeres,se SWE,FW,Arsenal,eng Premier League,27-151,1998,8.9,112,111,0,0,0,1,3,0,0,0,0,0,68,1,7,Matches
874,Erling Haaland,no NOR,FW,Manchester City,eng Premier League,25-104,2000,8.6,102,92,10,1,2,0,0,0,0,0,0,0,69,0,4,Matches
875,Janik Haberer,de GER,MFDF,Union Berlin,de Bundesliga,31-214,1994,5.6,211,178,31,5,2,0,8,23,1,0,0,0,162,2,6,Matches
876,Robin Hack,de GER,FWMF,Gladbach,de Bundesliga,27-067,1998,2.7,111,102,7,0,0,0,10,5,2,0,0,0,82,2,4,Matches
877,Albian Hajdari,xk KVX,DF,Hoffenheim,de Bundesliga,22-168,2003,5.0,318,305,13,11,1,2,2,0,0,0,0,0,262,0,2,Matches
878,Achraf Hakimi,ma MAR,DF,Paris S-G,fr Ligue 1,26-363,1998,7.3,698,641,57,5,0,4,21,52,0,0,0,0,630,0,7,Matches
879,Lewis Hall,eng ENG,DF,Newcastle Utd,eng Premier League,21-055,2004,1.5,78,59,19,4,0,1,7,13,2,2,0,0,52,0,2,Matches
880,Pierre-Yves Hamel,fr FRA,FW,Paris FC,fr Ligue 1,31-272,1994,0.9,9,7,2,0,0,0,0,0,0,0,0,0,6,0,0,Matches
881,Andreas Hanche-Olsen,no NOR,DF,Mainz 05,de Bundesliga,28-289,1997,6.3,267,252,13,6,0,1,0,5,0,0,0,0,208,2,3,Matches
882,Dávid Hancko,sk SVK,DF,Atlético Madrid,es La Liga,27-324,1997,9.8,510,464,42,9,0,5,16,29,0,0,0,0,422,4,4,Matches
883,Florent Hanin,dz ALG,DF,Angers,fr Ligue 1,35-271,1990,4.1,176,148,28,3,0,1,9,25,0,0,0,0,140,0,1,Matches
884,Isak Hansen-Aarøen,no NOR,FW,Werder Bremen,de Bundesliga,21-072,2004,0.0,5,5,0,0,0,0,0,0,0,0,0,0,3,0,0,Matches
885,Conrad Harder,dk DEN,FW,RB Leipzig,de Bundesliga,20-209,2005,0.9,28,27,0,0,0,0,1,0,0,0,0,0,15,1,1,Matches
886,Jack Harrison,eng ENG,FW,Leeds United,eng Premier League,28-347,1996,2.9,125,117,7,3,0,0,15,1,2,1,1,0,88,1,6,Matches
887,Abdou Harroui,nl NED,MFFW,Hellas Verona,it Serie A,27-293,1998,0.9,32,24,7,3,0,1,3,1,1,0,0,0,25,1,1,Matches
888,Quilindschy Hartman,nl NED,DF,Burnley,eng Premier League,23-353,2001,10.0,380,287,89,14,0,4,40,61,14,14,0,0,262,4,21,Matches
889,Haissem Hassan,fr FRA,FWMF,Oviedo,es La Liga,23-267,2002,6.7,186,178,6,0,0,7,28,4,2,1,0,0,136,2,7,Matches
890,Hans Hateboer,nl NED,DF,Rennes,fr Ligue 1,31-297,1994,0.2,10,8,1,0,0,0,0,1,0,0,0,0,8,1,0,Matches
891,Hans Hateboer,nl NED,DF,Lyon,fr Ligue 1,31-297,1994,0.2,14,14,0,0,0,0,0,0,0,0,0,0,12,0,0,Matches
892,Jorrel Hato,nl NED,DF,Chelsea,eng Premier League,19-240,2006,1.9,110,97,12,2,0,0,0,5,0,0,0,0,97,1,0,Matches
893,Kai Havertz,de GER,FW,Arsenal,eng Premier League,26-144,1999,0.3,9,9,0,0,0,0,0,0,0,0,0,0,5,0,0,Matches
894,Ayden Heaven,eng ENG,DF,Manchester Utd,eng Premier League,19-041,2006,0.3,14,12,2,1,0,0,0,0,0,0,0,0,13,0,0,Matches
895,Jan Paul van Hecke,nl NED,DF,Brighton,eng Premier League,25-147,2000,10.0,698,672,25,17,0,14,6,2,0,0,0,0,606,1,5,Matches
896,Hwang Hee-chan,kr KOR,FW,Wolves,eng Premier League,29-280,1996,3.3,82,70,12,1,0,1,6,5,3,3,0,0,53,0,2,Matches
897,Torbjørn Heggem,no NOR,DF,Bologna,it Serie A,26-294,1999,6.9,345,341,4,2,0,3,1,0,0,0,0,0,317,0,2,Matches
898,Gauthier Hein,fr FRA,MF,Metz,fr Ligue 1,29-087,1996,8.1,491,427,62,18,1,18,36,3,23,12,7,0,421,2,7,Matches
899,Dominique Heintz,de GER,DF,Köln,de Bundesliga,32-079,1993,1.8,80,75,4,1,0,0,0,0,0,0,0,0,58,1,0,Matches
900,Dean Henderson,eng ENG,GK,Crystal Palace,eng Premier League,28-235,1997,10.0,354,235,119,42,0,0,0,0,0,0,0,0,216,0,0,Matches
901,Jordan Henderson,eng ENG,MF,Brentford,eng Premier League,35-138,1990,8.2,423,405,17,16,3,1,17,0,0,0,0,0,333,1,4,Matches
902,Ramon Hendriks,nl NED,DF,Stuttgart,de Bundesliga,24-107,2001,4.0,278,245,33,5,0,0,4,26,0,0,0,0,244,0,2,Matches
903,Luis Henrique,br BRA,DF,Inter,it Serie A,23-323,2001,1.8,96,87,9,0,0,1,2,9,0,0,0,0,84,0,1,Matches
904,Rico Henry,eng ENG,DF,Brentford,eng Premier League,28-117,1997,1.9,69,59,9,0,0,0,7,9,0,0,0,0,36,1,5,Matches
905,Mads Hermansen,dk DEN,GK,West Ham,eng Premier League,25-114,2000,4.0,157,130,27,11,0,0,0,0,0,0,0,0,104,0,0,Matches
906,Mario Hermoso,es ESP,DF,Roma,it Serie A,30-137,1995,5.4,315,302,13,9,0,2,2,4,0,0,0,0,273,0,1,Matches
907,Lucas Hernández,fr FRA,DF,Paris S-G,fr Ligue 1,29-261,1996,5.4,479,434,45,9,0,6,1,36,0,0,0,0,451,0,2,Matches
908,Hernani,br BRA,DF,Parma,it Serie A,31-220,1994,0.2,8,6,2,1,0,1,1,0,1,0,1,0,6,0,0,Matches
909,Jorge Herrando,es ESP,DF,Osasuna,es La Liga,24-247,2001,3.0,102,98,4,2,0,0,0,2,0,0,0,0,87,0,3,Matches
910,Sergio Herrera,es ESP,GK,Osasuna,es La Liga,32-150,1993,10.0,334,215,119,30,0,0,0,0,0,0,0,0,242,0,0,Matches
911,Yangel Herrera,ve VEN,MF,Girona,es La Liga,27-292,1998,1.2,46,44,2,1,0,0,2,1,0,0,0,0,35,0,1,Matches
912,Yangel Herrera,ve VEN,MF,Real Sociedad,es La Liga,27-292,1998,1.0,25,22,2,2,0,1,0,0,0,0,0,0,17,1,1,Matches
913,Charles Herrmann,de GER,MF,Gladbach,de Bundesliga,19-285,2006,0.1,4,3,1,0,0,0,1,0,1,1,0,0,3,0,0,Matches
914,Daniel Heuer Fernandes,pt POR,GK,Hamburger SV,de Bundesliga,32-354,1992,8.0,395,320,75,31,0,1,0,0,0,0,0,0,319,0,0,Matches
915,Aaron Hickey,sct SCO,DF,Brentford,eng Premier League,23-145,2002,2.1,87,72,15,2,0,0,0,13,0,0,0,0,69,0,1,Matches
916,Santiago Hidalgo,ar ARG,FWMF,Toulouse,fr Ligue 1,20-258,2005,1.7,46,44,2,0,0,1,3,1,0,0,0,0,31,0,0,Matches
917,Isak Hien,se SWE,DF,Atalanta,it Serie A,26-293,1999,8.3,437,425,11,7,0,1,0,0,0,0,0,0,399,1,2,Matches
918,Omar El Hilali,ma MAR,DF,Espanyol,es La Liga,22-051,2003,7.8,426,352,72,7,0,3,17,65,0,0,0,0,337,2,4,Matches
919,James Hill,eng ENG,DF,Bournemouth,eng Premier League,23-296,2002,3.1,146,120,26,1,0,0,6,25,0,0,0,0,96,0,5,Matches
920,Piero Hincapié,ec ECU,DF,Arsenal,eng Premier League,23-297,2002,0.3,13,10,3,0,0,0,0,3,0,0,0,0,11,0,0,Matches
921,Piero Hincapié,ec ECU,DF,Leverkusen,de Bundesliga,23-297,2002,1.0,95,88,7,2,0,0,0,5,0,0,0,0,82,0,3,Matches
922,Jack Hinshelwood,eng ENG,MF,Brighton,eng Premier League,20-205,2005,1.2,54,53,1,1,0,2,0,0,0,0,0,0,46,0,1,Matches
923,Ki-Jana Hoever,nl NED,DFMF,Wolves,eng Premier League,23-288,2002,2.8,125,108,16,1,0,3,16,15,0,0,0,0,82,1,5,Matches
924,Nicolas Höfler,de GER,MF,Freiburg,de Bundesliga,35-238,1990,0.3,29,28,1,0,0,0,0,0,0,0,0,0,26,0,1,Matches
925,Jonas Hofmann,de GER,MF,Leverkusen,de Bundesliga,33-111,1992,2.2,105,103,2,0,1,4,3,0,1,0,0,0,83,0,3,Matches
926,Malthe Hojholt,dk DEN,MF,Pisa,it Serie A,24-200,2001,0.5,14,14,0,0,0,0,0,0,0,0,0,0,10,0,0,Matches
927,Lucas Höler,de GER,MFFW,Freiburg,de Bundesliga,31-115,1994,7.0,185,179,5,1,0,2,3,0,0,0,0,0,128,1,6,Matches
928,Benedict Hollerbach,de GER,FWMF,Mainz 05,de Bundesliga,24-169,2001,3.3,64,62,2,0,0,0,7,0,0,0,0,0,40,0,4,Matches
929,Emil Holm,se SWE,DF,Bologna,it Serie A,25-173,2000,2.8,134,103,27,1,0,1,6,26,0,0,0,0,107,4,1,Matches
930,Franck Honorat,fr FRA,MFFW,Gladbach,de Bundesliga,29-083,1996,4.8,186,164,22,2,1,0,43,5,14,5,6,0,129,0,5,Matches
931,Mathias Honsak,at AUT,FWMF,Heidenheim,de Bundesliga,28-317,1996,3.2,62,55,7,1,1,0,1,3,0,0,0,0,42,0,3,Matches
932,Ali Houary,ma MAR,MF,Elche,es La Liga,20-089,2005,1.4,54,53,0,0,0,0,0,0,0,0,0,0,47,1,0,Matches
933,Andreas Hountondji,bj BEN,FWMF,St. Pauli,de Bundesliga,23-114,2002,4.9,89,86,3,0,0,0,15,1,0,0,0,0,48,0,11,Matches
934,Lukáš Hrádecký,fi FIN,GK,Monaco,fr Ligue 1,35-343,1989,2.9,106,87,18,5,0,0,0,0,0,0,0,0,78,1,0,Matches
935,Robin Hranáč,cz CZE,DF,Hoffenheim,de Bundesliga,25-277,2000,7.6,363,339,24,6,0,2,1,4,0,0,0,0,319,0,3,Matches
936,Timo Hübers,de GER,DF,Köln,de Bundesliga,29-105,1996,7.5,369,353,16,14,0,0,1,1,0,0,0,0,321,0,4,Matches
937,Callum Hudson-Odoi,eng ENG,FW,Nott'ham Forest,eng Premier League,24-360,2000,6.3,245,232,11,2,0,2,37,4,5,3,0,0,191,2,6,Matches
938,Will Hughes,eng ENG,MF,Crystal Palace,eng Premier League,30-199,1995,4.9,174,162,12,8,0,0,11,0,4,2,2,0,135,0,4,Matches
939,Dean Huijsen,es ESP,DF,Real Madrid,es La Liga,20-202,2005,8.1,608,595,13,8,0,14,1,4,0,0,0,0,536,0,4,Matches
940,Trai Hume,nir NIR,DF,Sunderland,eng Premier League,23-229,2002,8.9,388,318,69,7,0,1,32,50,12,9,0,1,270,1,10,Matches
941,Bashir Humphreys,eng ENG,DF,Burnley,eng Premier League,22-232,2003,0.0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
942,Denis Huseinbasic,ba BIH,MF,Köln,de Bundesliga,24-122,2001,2.4,103,102,1,0,0,0,0,1,0,0,0,0,93,0,0,Matches
943,Omari Hutchinson,eng ENG,FWMF,Nott'ham Forest,eng Premier League,22-003,2003,1.1,58,54,4,1,0,0,13,2,1,1,0,0,44,0,2,Matches
944,Kwon Hyeokkyu,kr KOR,MF,Nantes,fr Ligue 1,24-234,2001,4.9,135,130,4,4,0,0,0,0,0,0,0,0,119,1,1,Matches
945,Elseid Hysaj,al ALB,DF,Lazio,it Serie A,31-255,1994,1.7,83,67,16,2,0,1,2,14,0,0,0,0,65,0,3,Matches
946,Hong Hyunseok,kr KOR,MF,Nantes,fr Ligue 1,26-139,1999,3.2,88,77,11,2,2,0,14,0,8,6,2,0,59,0,3,Matches
947,Lucas Høgsberg,dk DEN,DF,Strasbourg,fr Ligue 1,19-132,2006,6.8,448,414,33,11,0,1,0,8,0,0,0,0,410,1,2,Matches
948,Pierre Højbjerg,dk DEN,MF,Marseille,fr Ligue 1,30-089,1995,9.5,744,725,15,11,3,6,5,1,0,0,0,0,685,4,6,Matches
949,Oscar Højlund,dk DEN,MF,Eint Frankfurt,de Bundesliga,20-302,2005,1.8,83,77,6,6,0,0,0,0,0,0,0,0,74,0,1,Matches
950,Rasmus Højlund,dk DEN,FW,Napoli,it Serie A,22-271,2003,4.6,72,66,6,0,3,0,0,0,0,0,0,0,56,0,1,Matches
951,Edoardo Iannoni,it ITA,MF,Sassuolo,it Serie A,24-205,2001,0.8,32,32,0,0,0,0,0,0,0,0,0,0,27,0,0,Matches
952,Pablo Ibáñez,es ESP,MF,Alavés,es La Liga,27-043,1998,7.1,332,318,14,9,1,4,12,3,0,0,0,0,276,0,11,Matches
953,Arijon Ibrahimović,de GER,MFFW,Heidenheim,de Bundesliga,19-326,2005,8.1,320,262,56,16,2,5,36,7,20,10,7,0,202,2,7,Matches
954,Riyad Idrissi,it ITA,DF,Cagliari,it Serie A,20-142,2005,2.4,112,84,27,2,0,0,10,25,0,0,0,0,83,1,4,Matches
955,Stanis Idumbo,be BEL,MF,Sevilla,es La Liga,20-126,2005,0.5,11,11,0,0,0,0,0,0,0,0,0,0,7,0,0,Matches
956,Stanis Idumbo,be BEL,MFDF,Monaco,fr Ligue 1,20-126,2005,1.4,47,38,9,2,0,0,1,7,0,0,0,0,43,0,1,Matches
957,Jay Idzes,id IDN,DF,Sassuolo,it Serie A,25-153,2000,8.0,356,344,12,10,0,1,0,1,0,0,0,0,323,0,3,Matches
958,Hamza Igamane,ma MAR,FWMF,Lille,fr Ligue 1,23-000,2002,3.0,87,83,3,0,2,0,3,2,0,0,0,0,64,1,1,Matches
959,Iglesias,es ESP,DF,Getafe,es La Liga,27-122,1998,9.3,321,230,90,18,1,6,13,72,0,0,0,0,189,1,10,Matches
960,Borja Iglesias,es ESP,FW,Celta Vigo,es La Liga,32-289,1993,6.3,129,113,15,0,1,1,1,0,0,0,0,0,93,1,2,Matches
961,Igor,br BRA,DF,West Ham,eng Premier League,27-268,1998,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
962,Jonathan Ikone,fr FRA,FWMF,Paris FC,fr Ligue 1,27-184,1998,1.3,40,38,0,0,0,0,0,0,0,0,0,0,34,2,3,Matches
963,George Ilenikhena,ng NGA,FWMF,Monaco,fr Ligue 1,19-078,2006,2.1,28,27,0,0,0,0,0,0,0,0,0,0,22,1,1,Matches
964,Andrej Ilic,rs SRB,FW,Union Berlin,de Bundesliga,25-213,2000,8.3,134,128,5,0,2,0,7,0,0,0,0,0,76,1,2,Matches
965,Ivan Ilić,rs SRB,MF,Torino,it Serie A,24-230,2001,2.5,73,68,5,5,0,0,0,0,0,0,0,0,55,0,1,Matches
966,Luka Ilić,rs SRB,MFFW,Oviedo,es La Liga,26-123,1999,5.6,144,135,8,5,1,0,6,0,3,3,0,0,107,1,7,Matches
967,Emirhan İlkhan,tr TUR,MF,Torino,it Serie A,21-154,2004,0.6,33,29,4,4,0,0,0,0,0,0,0,0,30,0,0,Matches
968,Ciro Immobile,it ITA,FW,Bologna,it Serie A,35-255,1990,0.3,9,8,1,0,0,0,0,0,0,0,0,0,4,0,0,Matches
969,Cyriaque Irié,bf BFA,FW,Freiburg,de Bundesliga,20-135,2005,0.3,15,15,0,0,0,0,0,0,0,0,0,0,13,0,0,Matches
970,Tim Iroegbunam,eng ENG,MF,Everton,eng Premier League,22-125,2003,3.0,79,79,0,0,1,2,0,0,0,0,0,0,59,0,1,Matches
971,Jackson Irvine,au AUS,MF,St. Pauli,de Bundesliga,32-240,1993,0.1,7,7,0,0,0,0,0,0,0,0,0,0,6,0,0,Matches
