,,,,,,,,,SCA,,SCA Types,,,,,,GCA,,GCA Types,,,,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
738,Cody Gakpo,nl NED,FWMF,Liverpool,eng Premier League,26-179,1999,8.8,39,4.42,31,2,3,1,2,0,4,0.45,3,0,0,1,0,0,Matches
739,Javi Galán,es ESP,DF,Atlético Madrid,es La Liga,30-348,1994,1.5,4,2.69,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
740,Iñigo Ruiz de Galarreta,es ESP,MF,Athletic Club,es La Liga,32-088,1993,7.2,14,1.93,12,1,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
741,Conor Gallagher,eng ENG,MF,Atlético Madrid,es La Liga,25-269,2000,3.8,8,2.14,6,0,0,0,1,1,1,0.27,0,0,0,0,1,0,Matches
742,Antonino Gallo,it ITA,DF,Lecce,it Serie A,25-301,2000,8.3,16,1.94,13,2,0,0,0,1,1,0.12,1,0,0,0,0,0,Matches
743,Idrissa Gana Gueye,sn SEN,MF,Everton,eng Premier League,36-037,1989,8.5,12,1.40,11,0,0,0,1,0,2,0.23,2,0,0,0,0,0,Matches
744,Ismaëlo Ganiou,bf BFA,DF,Lens,fr Ligue 1,20-233,2005,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
745,Ben Gannon-Doak,sct SCO,FW,Bournemouth,eng Premier League,19-356,2005,0.5,3,5.87,2,0,0,0,1,0,2,3.91,2,0,0,0,0,0,Matches
746,Facundo Garcés,my MAS,DF,Alavés,es La Liga,26-058,1999,6.0,2,0.33,2,0,0,0,0,0,1,0.17,1,0,0,0,0,0,Matches
747,Aleix García,es ESP,MF,Leverkusen,de Bundesliga,28-127,1997,8.0,25,3.12,19,5,0,1,0,0,4,0.50,4,0,0,0,0,0,Matches
748,Álvaro García,es ESP,MFFW,Rayo Vallecano,es La Liga,33-006,1992,7.8,18,2.31,13,1,1,3,0,0,3,0.39,1,0,1,1,0,0,Matches
749,Eric García,es ESP,DF,Barcelona,es La Liga,24-297,2001,8.4,31,3.70,25,2,0,1,0,3,4,0.48,3,1,0,0,0,0,Matches
750,Fran Garcia,es ESP,DFMF,Real Madrid,es La Liga,26-080,1999,1.3,3,2.39,2,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
751,Gonzalo García,es ESP,FWMF,Real Madrid,es La Liga,21-223,2004,1.1,5,4.55,4,0,0,0,0,1,1,0.91,1,0,0,0,0,0,Matches
752,Joan García,es ESP,GK,Barcelona,es La Liga,24-182,2001,6.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
753,Pablo Garcia,es ESP,FW,Betis,es La Liga,19-142,2006,2.0,1,0.49,0,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
754,Rubén García,es ESP,FWMF,Osasuna,es La Liga,32-111,1993,4.1,10,2.42,4,6,0,0,0,0,3,0.73,1,2,0,0,0,0,Matches
755,Ulisses Garcia,ch SUI,DF,Marseille,fr Ligue 1,29-295,1996,2.3,2,0.85,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
756,Víctor García,es ESP,MFDF,Levante,es La Liga,28-047,1997,1.8,1,0.55,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
757,Alejandro Garnacho,ar ARG,FW,Chelsea,eng Premier League,21-124,2004,2.8,5,1.78,4,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
758,James Garner,eng ENG,MFDF,Everton,eng Premier League,24-234,2001,9.0,24,2.67,17,5,0,1,1,0,1,0.11,1,0,0,0,0,0,Matches
759,Federico Gatti,it ITA,DF,Juventus,it Serie A,27-131,1998,8.1,9,1.11,7,0,0,1,0,1,0,0.00,0,0,0,0,0,0,Matches
760,Gavi,es ESP,MFDF,Barcelona,es La Liga,21-089,2004,0.7,3,4.03,3,0,0,0,0,0,1,1.34,1,0,0,0,0,0,Matches
761,Jusuf Gazibegović,ba BIH,DF,Köln,de Bundesliga,25-236,2000,0.3,1,3.91,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
762,Paulo Gazzaniga,ar ARG,GK,Girona,es La Liga,33-304,1992,9.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
763,Jean-Philippe Gbamin,ci CIV,DF,Metz,fr Ligue 1,30-038,1995,9.2,9,0.98,7,1,0,1,0,0,1,0.11,1,0,0,0,0,0,Matches
764,Yann Gboho,fr FRA,FWMF,Toulouse,fr Ligue 1,24-292,2001,9.1,34,3.74,27,0,5,1,0,1,3,0.33,2,0,1,0,0,0,Matches
765,David de Gea,es ESP,GK,Fiorentina,it Serie A,34-360,1990,9.0,4,0.44,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
766,Lutsharel Geertruida,nl NED,DFMF,Sunderland,eng Premier League,25-107,2000,1.9,2,1.08,2,0,0,0,0,0,1,0.54,1,0,0,0,0,0,Matches
767,Tyrique George,eng ENG,FW,Chelsea,eng Premier League,19-271,2006,1.6,4,2.48,3,0,0,1,0,0,2,1.24,1,0,0,1,0,0,Matches
768,Yannick Gerhardt,de GER,DF,Wolfsburg,de Bundesliga,31-234,1994,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
769,Willem Geubbels,fr FRA,FW,Paris FC,fr Ligue 1,24-078,2001,5.2,9,1.75,7,0,0,2,0,0,0,0.00,0,0,0,0,0,0,Matches
770,Ismaël Gharbi,tn TUN,MF,Augsburg,de Bundesliga,21-206,2004,0.5,2,3.75,1,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
771,Mourad El Ghezouani,ma MAR,FW,Elche,es La Liga,27-159,1998,0.6,2,3.46,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
772,Rachid Ghezzal,dz ALG,FWMF,Lyon,fr Ligue 1,33-177,1992,0.7,2,2.90,0,1,0,0,0,1,1,1.45,0,1,0,0,0,0,Matches
773,Daniele Ghilardi,it ITA,DF,Roma,it Serie A,22-300,2003,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
774,Andrea Ghion,it ITA,FWMF,Sassuolo,it Serie A,25-252,2000,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
775,Dimitris Giannoulis,gr GRE,DFMF,Augsburg,de Bundesliga,30-016,1995,5.0,4,0.79,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
776,Morgan Gibbs-White,eng ENG,MFFW,Nott'ham Forest,eng Premier League,25-279,2000,9.1,31,3.41,24,2,2,3,0,0,1,0.11,1,0,0,0,0,0,Matches
777,Bryan Gil,es ESP,FWMF,Girona,es La Liga,24-264,2001,3.4,7,2.06,6,0,0,1,0,0,1,0.29,1,0,0,0,0,0,Matches
778,Mario Gila,es ESP,DF,Lazio,it Serie A,25-065,2000,8.6,8,0.93,6,0,0,2,0,0,0,0.00,0,0,0,0,0,0,Matches
779,Billy Gilmour,sct SCO,MF,Napoli,it Serie A,24-144,2001,4.6,18,3.92,14,1,1,1,1,0,2,0.44,0,0,1,0,1,0,Matches
780,Benedikt Gimber,de GER,DFMF,Heidenheim,de Bundesliga,28-256,1997,3.8,2,0.53,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
781,Santiago Giménez,mx MEX,FW,Milan,it Serie A,24-198,2001,6.9,16,2.32,7,0,2,4,3,0,2,0.29,0,0,0,1,1,0,Matches
782,Gvidas Gineitis,lt LTU,MFFW,Torino,it Serie A,21-201,2004,2.3,6,2.60,5,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
783,Matthias Ginter,de GER,DF,Freiburg,de Bundesliga,31-287,1994,9.0,6,0.67,6,0,0,0,0,0,3,0.33,3,0,0,0,0,0,Matches
784,Giovane,br BRA,FW,Hellas Verona,it Serie A,21-343,2003,8.0,35,4.36,17,4,6,3,5,0,5,0.62,1,1,0,1,2,0,Matches
785,Olivier Giroud,fr FRA,FW,Lille,fr Ligue 1,39-033,1986,6.6,12,1.81,12,0,0,0,0,0,1,0.15,1,0,0,0,0,0,Matches
786,Jamie Gittens,eng ENG,FW,Chelsea,eng Premier League,21-086,2004,2.7,10,3.66,8,0,0,2,0,0,0,0.00,0,0,0,0,0,0,Matches
787,Robert Glatzel,de GER,FW,Hamburger SV,de Bundesliga,31-298,1994,0.7,1,1.48,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
788,Serge Gnabry,de GER,MFFW,Bayern Munich,de Bundesliga,30-111,1995,5.0,17,3.42,16,0,1,0,0,0,6,1.21,5,0,1,0,0,0,Matches
789,Wilfried Gnonto,it ITA,FW,Leeds United,eng Premier League,21-362,2003,2.1,4,1.87,3,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
790,Giorgi Gocholeishvili,ge GEO,MF,Hamburger SV,de Bundesliga,24-261,2001,4.6,16,3.46,10,2,2,1,1,0,2,0.43,1,0,0,1,0,0,Matches
791,Martial Godo,eng ENG,MFFW,Strasbourg,fr Ligue 1,22-233,2003,2.8,3,1.08,1,0,1,0,1,0,1,0.36,0,0,0,0,1,0,Matches
792,Maxima Goffi,fr FRA,DF,Lille,fr Ligue 1,17-283,2008,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
793,Saba Goglichidze,ge GEO,DF,Udinese,it Serie A,21-130,2004,4.7,5,1.07,4,0,0,1,0,0,1,0.21,1,0,0,0,0,0,Matches
794,Edoardo Goldaniga,it ITA,DF,Como,it Serie A,32-000,1993,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
795,Aleksandr Golovin,ru RUS,MFFW,Monaco,fr Ligue 1,29-156,1996,4.5,10,2.24,7,0,0,3,0,0,2,0.45,1,0,0,1,0,0,Matches
796,André Gomes,pt POR,MF,Lille,fr Ligue 1,32-095,1993,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
797,Angel Gomes,eng ENG,MF,Marseille,fr Ligue 1,25-063,2000,7.7,27,3.49,25,2,0,0,0,0,3,0.39,3,0,0,0,0,0,Matches
798,João Gomes,br BRA,MF,Wolves,eng Premier League,24-263,2001,8.3,21,2.54,18,1,1,0,0,1,0,0.00,0,0,0,0,0,0,Matches
799,Rodrigo Gomes,pt POR,FWDF,Wolves,eng Premier League,22-118,2003,3.7,10,2.70,5,0,2,1,2,0,0,0.00,0,0,0,0,0,0,Matches
800,Toti Gomes,pt POR,DF,Wolves,eng Premier League,26-290,1999,4.8,6,1.24,5,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
801,Diego Gómez,py PAR,MFFW,Brighton,eng Premier League,22-220,2003,5.1,14,2.76,9,0,1,0,2,2,0,0.00,0,0,0,0,0,0,Matches
802,Joe Gomez,eng ENG,DF,Liverpool,eng Premier League,28-163,1997,0.4,1,2.31,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
803,Moi Gómez,es ESP,MF,Osasuna,es La Liga,31-132,1994,5.8,19,3.29,15,2,1,0,0,1,2,0.35,2,0,0,0,0,0,Matches
804,Sergio Gómez,es ESP,DF,Real Sociedad,es La Liga,25-059,2000,8.3,23,2.79,18,4,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
805,Unai Gómez,es ESP,MFFW,Athletic Club,es La Liga,22-161,2003,1.3,5,3.75,3,0,1,0,1,0,0,0.00,0,0,0,0,0,0,Matches
806,Valentín Gómez,ar ARG,DF,Betis,es La Liga,22-129,2003,4.5,3,0.67,2,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
807,Tidiam Gomis,fr FRA,FW,RB Leipzig,de Bundesliga,19-086,2006,0.3,1,3.21,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
808,Rafael Gonçalves,pt POR,MF,Strasbourg,fr Ligue 1,20-257,2005,2.7,7,2.64,5,0,1,0,0,1,0,0.00,0,0,0,0,0,0,Matches
809,Nicolás González,es ESP,MF,Manchester City,eng Premier League,23-303,2002,5.2,14,2.69,11,0,0,2,0,1,2,0.38,2,0,0,0,0,0,Matches
810,Nicolás González,ar ARG,MFDF,Juventus,it Serie A,27-210,1998,0.2,2,9.47,1,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
811,Nicolás González,ar ARG,MFFW,Atlético Madrid,es La Liga,27-210,1998,6.2,22,3.55,14,0,3,4,1,0,1,0.16,0,0,0,0,1,0,Matches
812,Urko González,es ESP,MF,Espanyol,es La Liga,24-227,2001,3.9,5,1.29,4,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
813,Urko González,es ESP,MF,Real Sociedad,es La Liga,24-227,2001,0.1,1,8.18,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
814,Anthony Gordon,eng ENG,FW,Newcastle Utd,eng Premier League,24-251,2001,4.6,17,3.70,13,0,3,0,1,0,1,0.22,1,0,0,0,0,0,Matches
815,Leon Goretzka,de GER,MF,Bayern Munich,de Bundesliga,30-269,1995,5.7,19,3.33,16,0,1,0,0,2,3,0.53,3,0,0,0,0,0,Matches
816,Andoni Gorosabel,es ESP,DF,Athletic Club,es La Liga,29-090,1996,1.7,8,4.77,6,1,1,0,0,0,2,1.19,1,0,1,0,0,0,Matches
817,Jon Gorrotxategi,es ESP,MF,Real Sociedad,es La Liga,23-273,2002,8.7,12,1.38,8,0,0,3,1,0,2,0.23,1,0,0,1,0,0,Matches
818,Alimami Gory,ml MLI,FWMF,Paris FC,fr Ligue 1,29-064,1996,1.9,2,1.08,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
819,Robin Gosens,de GER,DF,Fiorentina,it Serie A,31-120,1994,8.0,13,1.62,9,1,0,2,1,0,1,0.12,0,0,0,1,0,0,Matches
820,Mikel Goti,es ESP,MF,Real Sociedad,es La Liga,23-163,2002,0.7,2,2.77,1,0,0,1,0,0,1,1.38,0,0,0,1,0,0,Matches
821,Mario Götze,de GER,MF,Eint Frankfurt,de Bundesliga,33-152,1992,1.9,4,2.06,1,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
822,Amine Gouiri,dz ALG,FWMF,Marseille,fr Ligue 1,25-259,2000,4.2,14,3.33,5,7,1,1,0,0,3,0.71,2,0,1,0,0,0,Matches
823,Tiago Gouveia,pt POR,DFMF,Nice,fr Ligue 1,24-137,2001,3.2,4,1.24,3,0,0,0,1,0,1,0.31,1,0,0,0,0,0,Matches
824,Jeffrey Gouweleeuw,nl NED,DF,Augsburg,de Bundesliga,34-115,1991,3.7,5,1.34,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
825,Kamil Grabara,pl POL,GK,Wolfsburg,de Bundesliga,26-298,1999,8.0,2,0.25,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
826,Jonathan Gradit,fr FRA,DF,Lens,fr Ligue 1,32-343,1992,7.0,6,0.86,5,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
827,Alberto Grassi,it ITA,MF,Cremonese,it Serie A,30-240,1995,4.1,4,0.98,3,0,0,0,1,0,2,0.49,2,0,0,0,0,0,Matches
828,Ryan Gravenberch,nl NED,MF,Liverpool,eng Premier League,23-170,2002,7.7,31,4.04,23,0,1,3,2,2,2,0.26,2,0,0,0,0,0,Matches
829,Archie Gray,eng ENG,MF,Tottenham,eng Premier League,19-235,2006,0.8,2,2.50,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
830,Jack Grealish,eng ENG,FW,Everton,eng Premier League,30-053,1995,7.2,36,5.02,31,0,1,1,2,1,6,0.84,6,0,0,0,0,0,Matches
831,Mason Greenwood,eng ENG,FWMF,Marseille,fr Ligue 1,24-032,2001,8.7,46,5.28,29,6,5,4,2,0,4,0.46,2,2,0,0,0,0,Matches
832,Dominik Greif,sk SVK,GK,Lyon,fr Ligue 1,28-210,1997,6.0,1,0.17,1,0,0,0,0,0,1,0.17,1,0,0,0,0,0,Matches
833,Antoine Griezmann,fr FRA,FWMF,Atlético Madrid,es La Liga,34-226,1991,4.6,14,3.03,9,4,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
834,Vincenzo Grifo,it ITA,FW,Freiburg,de Bundesliga,32-209,1993,5.6,21,3.72,14,6,1,0,0,0,1,0.18,1,0,0,0,0,0,Matches
835,Álex Grimaldo,es ESP,DF,Leverkusen,de Bundesliga,30-043,1995,7.5,30,4.00,19,5,1,0,4,1,4,0.53,2,1,0,0,1,0,Matches
836,Pascal Groß,de GER,MF,Dortmund,de Bundesliga,34-140,1991,4.7,19,4.08,15,2,2,0,0,0,2,0.43,2,0,0,0,0,0,Matches
837,Brajan Gruda,de GER,MFFW,Brighton,eng Premier League,21-155,2004,2.5,10,4.04,6,0,3,0,1,0,2,0.81,1,0,1,0,0,0,Matches
838,Ilia Gruev,bg BUL,MF,Leeds United,eng Premier League,25-180,2000,2.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
839,Marco Grüll,at AUT,FW,Werder Bremen,de Bundesliga,27-119,1998,7.0,19,2.72,10,1,2,3,2,1,4,0.57,2,0,1,1,0,0,Matches
840,Albert Grønbaek,dk DEN,FW,Genoa,it Serie A,24-163,2001,0.7,4,6.10,3,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
841,Nemanja Gudelj,rs SRB,MF,Sevilla,es La Liga,33-351,1991,6.4,6,0.94,4,0,1,1,0,0,1,0.16,1,0,0,0,0,0,Matches
842,Gabriel Gudmundsson,se SWE,DF,Leeds United,eng Premier League,26-187,1999,9.2,20,2.17,17,0,0,0,1,2,0,0.00,0,0,0,0,0,0,Matches
843,Gonçalo Guedes,pt POR,MFFW,Real Sociedad,es La Liga,28-338,1996,4.7,17,3.63,11,2,3,1,0,0,3,0.64,2,0,1,0,0,0,Matches
844,Marc Guéhi,eng ENG,DF,Crystal Palace,eng Premier League,25-112,2000,10.0,18,1.80,14,2,0,1,1,0,4,0.40,2,0,0,1,1,0,Matches
845,Mattéo Guendouzi,fr FRA,MF,Lazio,it Serie A,26-202,1999,6.9,13,1.89,12,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
846,Javier Guerra,es ESP,MF,Valencia,es La Liga,22-305,2003,6.8,14,2.05,10,2,1,1,0,0,2,0.29,1,1,0,0,0,0,Matches
847,Raphaël Guerreiro,pt POR,MFDF,Bayern Munich,de Bundesliga,31-315,1993,2.2,14,6.46,14,0,0,0,0,0,2,0.92,2,0,0,0,0,0,Matches
848,Daniel Guerrero,es ESP,MF,Betis,es La Liga,20-099,2005,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
849,Ismaël Guerti,fr FRA,MF,Metz,fr Ligue 1,21-095,2004,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
850,Evann Guessand,ci CIV,FW,Aston Villa,eng Premier League,24-124,2001,4.6,7,1.50,5,0,0,0,2,0,0,0.00,0,0,0,0,0,0,Matches
851,Ander Guevara,es ESP,MF,Alavés,es La Liga,28-118,1997,2.3,2,0.86,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
852,Idrissa Guèye,sn SEN,FW,Udinese,it Serie A,19-047,2006,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
853,Idrissa Guèye,sn SEN,FW,Metz,fr Ligue 1,19-047,2006,1.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
854,Pape Gueye,sn SEN,MF,Villarreal,es La Liga,26-282,1999,7.4,26,3.52,23,0,0,1,2,0,5,0.68,4,0,0,1,0,0,Matches
855,Morgan Guilavogui,gn GUI,MFFW,Lens,fr Ligue 1,27-237,1998,4.2,14,3.30,10,0,1,2,1,0,0,0.00,0,0,0,0,0,0,Matches
856,Luis Guilherme,br BRA,FWMF,West Ham,eng Premier League,19-266,2006,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
857,Bruno Guimarães,br BRA,MF,Newcastle Utd,eng Premier League,27-351,1997,7.9,30,3.78,20,0,2,1,5,2,5,0.63,1,0,1,0,2,1,Matches
858,Daouda Guindo,ml MLI,DFFW,Brest,fr Ligue 1,23-019,2002,1.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
859,Bahereba Guirassy,fr FRA,FWMF,Nantes,fr Ligue 1,19-065,2006,5.0,11,2.20,7,0,3,1,0,0,2,0.40,2,0,0,0,0,0,Matches
860,Serhou Guirassy,gn GUI,FW,Dortmund,de Bundesliga,29-235,1996,7.8,11,1.42,9,0,1,1,0,0,1,0.13,1,0,0,0,0,0,Matches
861,Marc Guiu,es ESP,FW,Sunderland,eng Premier League,19-302,2006,0.2,2,12.00,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
862,Marc Guiu,es ESP,FW,Chelsea,eng Premier League,19-302,2006,1.5,2,1.31,0,0,0,1,1,0,1,0.66,0,0,0,0,1,0,Matches
863,Péter Gulácsi,hu HUN,GK,RB Leipzig,de Bundesliga,35-180,1990,9.0,1,0.11,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
864,Arda Güler,tr TUR,MF,Real Madrid,es La Liga,20-250,2005,7.7,46,5.94,33,10,1,1,0,1,7,0.90,6,0,0,0,0,1,Matches
865,Gerard Gumbau,es ESP,MFFW,Rayo Vallecano,es La Liga,30-319,1994,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
866,Christian Günter,de GER,DF,Freiburg,de Bundesliga,32-247,1993,3.2,10,3.10,4,6,0,0,0,0,1,0.31,0,1,0,0,0,0,Matches
867,Jon Guridi,es ESP,MFFW,Alavés,es La Liga,30-247,1995,3.5,6,1.70,4,0,1,0,0,1,0,0.00,0,0,0,0,0,0,Matches
868,Gorka Guruzeta,es ESP,FW,Athletic Club,es La Liga,29-051,1996,5.6,11,1.96,4,1,0,4,2,0,0,0.00,0,0,0,0,0,0,Matches
869,Malo Gusto,fr FRA,DFMF,Chelsea,eng Premier League,22-167,2003,5.3,19,3.60,17,0,0,1,0,1,3,0.57,3,0,0,0,0,0,Matches
870,Miguel Gutiérrez,es ESP,DF,Napoli,it Serie A,24-098,2001,1.7,6,3.58,5,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
871,Albert Guðmundsson,is ISL,MFFW,Fiorentina,it Serie A,28-140,1997,4.9,15,3.04,13,0,0,1,1,0,1,0.20,1,0,0,0,0,0,Matches
872,Joško Gvardiol,hr CRO,DF,Manchester City,eng Premier League,23-283,2002,4.8,5,1.05,5,0,0,0,0,0,2,0.42,2,0,0,0,0,0,Matches
873,Viktor Gyökeres,se SWE,FW,Arsenal,eng Premier League,27-151,1998,8.9,20,2.25,13,0,1,5,1,0,2,0.23,1,0,1,0,0,0,Matches
874,Erling Haaland,no NOR,FW,Manchester City,eng Premier League,25-104,2000,8.6,15,1.75,9,0,2,4,0,0,2,0.23,2,0,0,0,0,0,Matches
875,Janik Haberer,de GER,MFDF,Union Berlin,de Bundesliga,31-214,1994,5.6,6,1.07,2,2,0,2,0,0,0,0.00,0,0,0,0,0,0,Matches
876,Robin Hack,de GER,FWMF,Gladbach,de Bundesliga,27-067,1998,2.7,14,5.27,11,1,2,0,0,0,0,0.00,0,0,0,0,0,0,Matches
877,Albian Hajdari,xk KVX,DF,Hoffenheim,de Bundesliga,22-168,2003,5.0,6,1.20,4,0,0,2,0,0,0,0.00,0,0,0,0,0,0,Matches
878,Achraf Hakimi,ma MAR,DF,Paris S-G,fr Ligue 1,26-363,1998,7.3,26,3.56,23,0,1,1,1,0,3,0.41,2,0,0,0,1,0,Matches
879,Lewis Hall,eng ENG,DF,Newcastle Utd,eng Premier League,21-055,2004,1.5,1,0.67,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
880,Pierre-Yves Hamel,fr FRA,FW,Paris FC,fr Ligue 1,31-272,1994,0.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
881,Andreas Hanche-Olsen,no NOR,DF,Mainz 05,de Bundesliga,28-289,1997,6.3,2,0.32,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
882,Dávid Hancko,sk SVK,DF,Atlético Madrid,es La Liga,27-324,1997,9.8,15,1.53,12,1,0,1,0,1,3,0.31,2,1,0,0,0,0,Matches
883,Florent Hanin,dz ALG,DF,Angers,fr Ligue 1,35-271,1990,4.1,3,0.74,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
884,Isak Hansen-Aarøen,no NOR,FW,Werder Bremen,de Bundesliga,21-072,2004,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
885,Conrad Harder,dk DEN,FW,RB Leipzig,de Bundesliga,20-209,2005,0.9,5,5.63,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
886,Jack Harrison,eng ENG,FW,Leeds United,eng Premier League,28-347,1996,2.9,4,1.38,3,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
887,Abdou Harroui,nl NED,MFFW,Hellas Verona,it Serie A,27-293,1998,0.9,2,2.17,1,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
888,Quilindschy Hartman,nl NED,DF,Burnley,eng Premier League,23-353,2001,10.0,16,1.61,11,5,0,0,0,0,5,0.50,4,1,0,0,0,0,Matches
889,Haissem Hassan,fr FRA,FWMF,Oviedo,es La Liga,23-267,2002,6.7,18,2.69,10,0,5,2,0,1,2,0.30,1,0,0,0,0,1,Matches
890,Hans Hateboer,nl NED,DF,Rennes,fr Ligue 1,31-297,1994,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
891,Hans Hateboer,nl NED,DF,Lyon,fr Ligue 1,31-297,1994,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
892,Jorrel Hato,nl NED,DF,Chelsea,eng Premier League,19-240,2006,1.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
893,Kai Havertz,de GER,FW,Arsenal,eng Premier League,26-144,1999,0.3,3,8.71,2,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
894,Ayden Heaven,eng ENG,DF,Manchester Utd,eng Premier League,19-041,2006,0.3,1,3.00,1,0,0,0,0,0,1,3.00,1,0,0,0,0,0,Matches
895,Jan Paul van Hecke,nl NED,DF,Brighton,eng Premier League,25-147,2000,10.0,11,1.10,8,0,0,2,0,1,2,0.20,2,0,0,0,0,0,Matches
896,Hwang Hee-chan,kr KOR,FW,Wolves,eng Premier League,29-280,1996,3.3,9,2.70,7,1,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
897,Torbjørn Heggem,no NOR,DF,Bologna,it Serie A,26-294,1999,6.9,4,0.58,4,0,0,0,0,0,1,0.14,1,0,0,0,0,0,Matches
898,Gauthier Hein,fr FRA,MF,Metz,fr Ligue 1,29-087,1996,8.1,27,3.33,19,6,1,0,0,1,1,0.12,0,1,0,0,0,0,Matches
899,Dominique Heintz,de GER,DF,Köln,de Bundesliga,32-079,1993,1.8,3,1.65,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
900,Dean Henderson,eng ENG,GK,Crystal Palace,eng Premier League,28-235,1997,10.0,2,0.20,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
901,Jordan Henderson,eng ENG,MF,Brentford,eng Premier League,35-138,1990,8.2,18,2.19,17,1,0,0,0,0,2,0.24,2,0,0,0,0,0,Matches
