,,,,,,,,,Touches,,,,,,,Take-Ons,,,,,Carries,,,,,,,,Receiving,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
2027,Loum Tchaouna,fr FRA,MF,Burnley,eng Premier League,22-055,2003,4.2,138,4,19,56,65,5,138,9,1,11.1,6,66.7,61,301,120,4,5,0,7,5,76,15,Matches
2028,Jackson Tchatchoua,cm CMR,DFMF,Wolves,eng Premier League,24-049,2001,4.8,271,22,67,122,84,8,271,5,2,40.0,3,60.0,117,557,259,10,6,1,9,2,148,34,Matches
2029,Aurélien Tchouaméni,fr FRA,MF,Real Madrid,es La Liga,25-279,2000,9.7,652,30,135,392,128,10,652,3,0,0.0,3,100.0,369,1587,682,10,6,1,3,0,467,9,Matches
2030,Mathys Tel,fr FRA,FW,Tottenham,eng Premier League,20-189,2005,2.7,64,2,6,32,27,8,64,4,2,50.0,2,50.0,40,272,97,4,1,4,9,2,48,14,Matches
2031,Nathan Tella,ng NGA,MFFW,Leverkusen,de Bundesliga,26-120,1999,2.8,89,1,9,38,45,7,89,11,4,36.4,6,54.5,60,372,241,7,9,4,4,4,61,11,Matches
2032,Nahuel Tenaglia,ar ARG,DF,Alavés,es La Liga,29-254,1996,9.0,435,45,188,235,18,9,435,5,3,60.0,1,20.0,232,1147,674,3,2,0,4,0,252,2,Matches
2033,Arnau Tenas,es ESP,GK,Villarreal,es La Liga,24-156,2001,3.0,100,78,100,0,0,0,100,0,0,,0,,46,217,150,0,0,0,0,0,42,0,Matches
2034,Filippo Terracciano,it ITA,DF,Cremonese,it Serie A,22-267,2003,8.9,604,65,258,295,54,5,604,4,3,75.0,1,25.0,312,1135,490,6,2,0,8,0,344,5,Matches
2035,Pietro Terracciano,it ITA,GK,Milan,it Serie A,35-239,1990,1.4,36,33,36,0,0,0,36,0,0,,0,,18,103,60,0,0,0,0,0,18,0,Matches
2036,Ramón Terrats,es ESP,MF,Espanyol,es La Liga,25-015,2000,1.1,55,2,10,31,15,1,55,4,3,75.0,1,25.0,30,124,57,1,0,0,5,4,32,9,Matches
2037,Martin Terrier,fr FRA,MFFW,Leverkusen,de Bundesliga,28-243,1997,0.5,29,0,7,11,11,3,29,1,1,100.0,0,0.0,17,92,53,3,1,2,2,2,20,5,Matches
2038,Tanner Tessmann,us USA,MF,Lyon,fr Ligue 1,24-039,2001,8.4,527,42,151,293,90,16,527,11,4,36.4,6,54.5,315,1470,660,6,7,0,9,5,373,14,Matches
2039,Kenny Tete,nl NED,DF,Fulham,eng Premier League,30-024,1995,7.0,450,34,159,207,91,8,450,9,2,22.2,3,33.3,208,833,482,9,7,1,5,6,243,10,Matches
2040,Jordan Teze,nl NED,MFDF,Monaco,fr Ligue 1,26-033,1999,8.9,590,22,124,318,154,3,590,5,1,20.0,4,80.0,274,1176,568,16,14,0,11,7,362,28,Matches
2041,Florian Thauvin,fr FRA,MF,Lens,fr Ligue 1,32-280,1993,8.4,482,1,53,186,251,46,480,37,15,40.5,21,56.8,286,1632,793,33,17,13,23,20,369,73,Matches
2042,Arthur Theate,be BEL,DF,Eint Frankfurt,de Bundesliga,25-161,2000,9.0,818,69,318,423,81,11,818,5,1,20.0,4,80.0,497,2207,1384,19,11,2,6,0,577,10,Matches
2043,Thiago,br BRA,FW,Brentford,eng Premier League,24-129,2001,9.2,262,23,46,108,111,32,260,11,6,54.5,5,45.5,97,432,131,4,6,3,25,9,156,28,Matches
2044,Malick Thiaw,de GER,DF,Newcastle Utd,eng Premier League,24-086,2001,5.0,287,33,130,142,16,8,287,1,0,0.0,0,0.0,165,784,446,4,2,0,1,0,173,3,Matches
2045,Jan Thielmann,de GER,FWMF,Köln,de Bundesliga,23-160,2002,4.9,135,7,25,55,56,17,135,7,2,28.6,5,71.4,84,456,209,6,9,3,3,8,94,19,Matches
2046,Adrien Thomasson,fr FRA,MF,Lens,fr Ligue 1,31-327,1993,10.0,617,24,149,277,194,30,617,10,3,30.0,5,50.0,246,893,343,5,1,0,15,9,353,31,Matches
2047,Morten Thorsby,no NOR,MFFW,Genoa,it Serie A,29-181,1996,1.6,54,2,17,26,13,4,54,1,1,100.0,0,0.0,24,125,40,2,1,1,1,2,28,5,Matches
2048,Kristian Thorstvedt,no NOR,MF,Sassuolo,it Serie A,26-234,1999,3.6,184,11,42,88,55,8,184,0,0,,0,,93,443,260,9,6,0,9,1,125,15,Matches
2049,Khéphren Thuram,fr FRA,MF,Juventus,it Serie A,24-221,2001,6.6,417,13,82,228,116,20,417,14,9,64.3,4,28.6,267,1528,860,16,18,1,10,5,308,13,Matches
2050,Marcus Thuram,fr FRA,FW,Inter,it Serie A,28-088,1997,4.1,134,3,7,40,89,37,134,11,7,63.6,2,18.2,69,552,318,17,8,9,11,9,105,38,Matches
2051,Cheikh Tidiane Sabaly,sn SEN,MFFW,Metz,fr Ligue 1,26-243,1999,6.9,225,8,40,96,91,24,225,20,5,25.0,14,70.0,137,891,441,13,7,4,17,10,146,23,Matches
2052,Youri Tielemans,be BEL,MF,Aston Villa,eng Premier League,28-179,1997,3.5,260,5,32,167,62,7,260,3,3,100.0,0,0.0,156,644,323,8,3,0,4,3,192,10,Matches
2053,Phillip Tietz,de GER,FWMF,Augsburg,de Bundesliga,28-116,1997,2.0,93,4,11,39,43,10,93,5,0,0.0,5,100.0,48,130,36,1,1,0,12,2,69,18,Matches
2054,Malik Tillman,us USA,MF,Leverkusen,de Bundesliga,23-158,2002,4.2,231,10,47,102,85,17,231,8,3,37.5,4,50.0,120,454,191,10,4,4,8,6,154,17,Matches
2055,Jurriën Timber,nl NED,DF,Arsenal,eng Premier League,24-138,2001,8.8,550,19,114,258,183,32,550,19,6,31.6,11,57.9,280,1269,696,14,13,2,14,10,328,41,Matches
2056,Jean-Clair Todibo,fr FRA,DF,West Ham,eng Premier League,25-307,1999,3.4,235,16,89,135,13,1,235,2,1,50.0,0,0.0,146,946,571,4,4,0,1,0,163,1,Matches
2057,Umut Tohumcu,de GER,MF,Hoffenheim,de Bundesliga,21-083,2004,1.3,56,3,14,33,9,1,56,1,1,100.0,0,0.0,24,151,87,2,0,0,2,2,34,3,Matches
2058,Corentin Tolisso,fr FRA,MFFW,Lyon,fr Ligue 1,31-091,1994,9.5,558,14,96,324,143,30,557,7,3,42.9,3,42.9,325,1448,507,6,9,2,9,13,428,34,Matches
2059,Jeremy Toljan,de GER,DF,Levante,es La Liga,31-086,1994,9.5,477,26,154,206,121,13,477,3,0,0.0,2,66.7,210,848,403,4,7,1,10,5,240,28,Matches
2060,Tiago Tomás,pt POR,FWMF,Stuttgart,de Bundesliga,23-139,2002,4.8,213,5,21,83,112,27,213,17,4,23.5,10,58.8,124,594,311,7,7,4,13,5,161,42,Matches
2061,Fikayo Tomori,eng ENG,DF,Milan,it Serie A,27-318,1997,7.6,554,34,212,301,42,4,554,0,0,,0,,326,1197,578,3,3,0,3,0,398,8,Matches
2062,Sandro Tonali,it ITA,MF,Newcastle Utd,eng Premier League,25-178,2000,7.8,540,15,103,300,146,7,540,9,5,55.6,3,33.3,294,1560,783,17,14,3,9,1,352,17,Matches
2063,Keke Topp,de GER,FW,Werder Bremen,de Bundesliga,21-222,2004,0.9,52,0,1,25,26,9,52,2,1,50.0,1,50.0,32,142,76,2,1,1,8,2,39,14,Matches
2064,Pablo Torre,es ESP,MFFW,Mallorca,es La Liga,22-213,2003,5.7,329,9,46,187,97,2,329,5,1,20.0,2,40.0,196,870,395,7,7,1,9,7,225,19,Matches
2065,Jofre Torrents,es ESP,DF,Barcelona,es La Liga,18-278,2007,0.4,40,0,10,11,19,3,40,1,0,0.0,1,100.0,27,92,40,0,0,0,0,1,29,11,Matches
2066,Ferrán Torres,es ESP,FW,Barcelona,es La Liga,25-246,2000,6.7,224,5,15,72,138,38,224,8,0,0.0,8,100.0,123,377,142,4,5,0,20,6,172,49,Matches
2067,Pau Torres,es ESP,DF,Aston Villa,eng Premier League,28-290,1997,5.7,412,86,213,179,23,4,412,2,1,50.0,1,50.0,254,1349,847,7,8,0,2,1,277,3,Matches
2068,Lucas Torró,es ESP,MF,Osasuna,es La Liga,31-106,1994,8.6,437,18,101,262,78,24,437,2,2,100.0,0,0.0,194,765,290,2,3,0,12,3,270,8,Matches
2069,Jordan Torunarigha,de GER,DF,Hamburger SV,de Bundesliga,28-087,1997,2.0,180,27,79,96,5,2,180,1,1,100.0,0,0.0,118,555,343,1,1,1,2,0,119,0,Matches
2070,Abdoulaye Touré,gn GUI,MF,Le Havre,fr Ligue 1,31-244,1994,5.6,280,13,57,149,77,11,279,8,2,25.0,4,50.0,176,775,270,4,3,3,13,5,199,16,Matches
2071,Alpha Touré,sn SEN,MFDF,Metz,fr Ligue 1,19-281,2006,4.9,293,15,74,161,60,4,293,7,4,57.1,3,42.9,180,1106,473,8,6,1,4,5,201,13,Matches
2072,Bazoumana Touré,ci CIV,FWMF,Hoffenheim,de Bundesliga,19-245,2006,7.4,323,4,40,118,180,31,323,38,16,42.1,19,50.0,198,1697,768,39,19,12,26,9,217,69,Matches
2073,Idrissa Touré,de GER,DF,Pisa,it Serie A,27-187,1998,6.4,283,24,84,113,92,15,283,12,4,33.3,5,41.7,111,853,334,14,7,1,14,7,136,22,Matches
2074,Ousmane Toure,fr FRA,DF,Lille,fr Ligue 1,20-257,2005,0.6,42,3,18,22,2,0,42,2,0,0.0,2,100.0,21,96,60,1,0,0,1,1,21,1,Matches
2075,Lucas Tousart,fr FRA,MF,Brest,fr Ligue 1,28-187,1997,1.4,91,5,36,48,7,0,91,2,1,50.0,1,50.0,41,154,70,0,1,0,1,2,47,0,Matches
2076,James Trafford,eng ENG,GK,Manchester City,eng Premier League,23-023,2002,3.0,132,114,132,0,0,0,132,1,1,100.0,0,0.0,84,343,127,0,0,0,0,0,72,0,Matches
2077,Mattéo Tramoni,fr FRA,MFFW,Pisa,it Serie A,25-286,2000,5.6,173,2,17,73,92,14,173,8,1,12.5,6,75.0,94,600,309,12,10,4,9,3,98,26,Matches
2078,Adama Traoré,es ESP,FW,Fulham,eng Premier League,29-281,1996,2.6,101,1,7,33,62,13,101,11,5,45.5,4,36.4,64,587,295,14,4,5,9,4,77,23,Matches
2079,Bertrand Traoré,bf BFA,FWMF,Sunderland,eng Premier League,30-057,1995,2.4,93,4,15,32,46,7,93,8,5,62.5,2,25.0,61,250,109,2,2,0,5,4,62,17,Matches
2080,Boubacar Traoré,ml MLI,MF,Metz,fr Ligue 1,24-074,2001,6.7,361,18,125,199,41,4,361,9,5,55.6,4,44.4,193,849,339,3,2,0,14,6,252,4,Matches
2081,Hamari Traoré,ml MLI,DF,Paris FC,fr Ligue 1,33-279,1992,4.0,288,15,102,128,58,4,288,1,0,0.0,1,100.0,129,456,201,5,4,0,4,0,184,17,Matches
2082,Omar Traoré,de GER,DF,Heidenheim,de Bundesliga,27-271,1998,6.7,345,15,109,146,98,6,345,9,6,66.7,2,22.2,153,1007,589,15,7,0,6,6,195,23,Matches
2083,Kevin Trapp,de GER,GK,Paris FC,fr Ligue 1,35-117,1990,2.0,89,65,88,1,0,0,89,0,0,,0,,44,175,111,0,0,0,0,0,47,0,Matches
2084,Óscar Trejo,ar ARG,MF,Rayo Vallecano,es La Liga,37-190,1988,0.5,56,0,5,31,20,5,56,2,0,0.0,1,50.0,34,140,83,3,2,1,2,0,47,3,Matches
2085,Philipp Treu,de GER,DFFW,Freiburg,de Bundesliga,24-334,2000,3.9,189,4,50,99,40,1,189,3,1,33.3,2,66.7,81,407,199,4,4,0,5,0,106,13,Matches
2086,Christopher Trimmel,at AUT,DF,Union Berlin,de Bundesliga,38-251,1987,6.8,344,20,93,144,110,4,344,1,0,0.0,1,100.0,139,728,412,12,9,0,5,3,139,11,Matches
2087,Kieran Trippier,eng ENG,DF,Newcastle Utd,eng Premier League,35-044,1990,6.8,563,21,141,272,153,2,563,2,1,50.0,1,50.0,281,943,508,9,9,0,2,2,325,33,Matches
2088,Mariano Troilo,ar ARG,MF,Parma,it Serie A,22-133,2003,0.0,1,1,1,0,0,0,1,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Matches
2089,Leandro Trossard,be BEL,FW,Arsenal,eng Premier League,30-333,1994,6.1,296,7,32,88,178,35,296,12,7,58.3,5,41.7,188,1087,392,16,8,9,15,9,231,60,Matches
2090,Adrien Truffert,fr FRA,DF,Bournemouth,eng Premier League,23-347,2001,9.0,579,34,176,234,174,8,579,19,9,47.4,7,36.8,299,1710,979,22,25,1,4,7,326,52,Matches
2091,Kostas Tsimikas,gr GRE,DF,Roma,it Serie A,29-174,1996,1.7,91,2,41,32,18,2,91,2,1,50.0,0,0.0,49,178,43,0,0,0,2,1,58,10,Matches
2092,Heorhii Tsitaishvili,ge GEO,DFFW,Metz,fr Ligue 1,24-349,2000,5.9,256,8,65,88,106,15,256,23,10,43.5,12,52.2,159,988,457,15,12,4,5,2,175,40,Matches
2093,Viktor Tsyhankov,ua UKR,MFFW,Girona,es La Liga,27-352,1997,3.5,151,6,19,64,68,6,151,5,4,80.0,1,20.0,84,449,226,8,5,3,4,3,102,17,Matches
2094,Axel Tuanzebe,cd COD,DF,Burnley,eng Premier League,27-353,1997,4.0,218,36,122,95,1,0,218,0,0,,0,,133,534,275,0,0,0,1,0,138,1,Matches
2095,Stefano Turati,it ITA,GK,Sassuolo,it Serie A,24-058,2001,1.0,26,23,26,0,0,0,26,0,0,,0,,19,114,76,0,0,0,0,0,15,0,Matches
2096,Beñat Turrientes,es ESP,MF,Real Sociedad,es La Liga,23-275,2002,2.9,147,8,36,88,26,3,147,6,4,66.7,2,33.3,80,383,134,0,5,1,9,3,92,3,Matches
2097,Stefanos Tzimas,gr GRE,MFFW,Brighton,eng Premier League,19-300,2006,0.9,30,1,4,12,15,8,30,2,1,50.0,1,50.0,19,117,38,1,2,0,2,4,21,5,Matches
2098,Christantus Uche,ng NGA,MF,Crystal Palace,eng Premier League,22-167,2003,0.1,14,0,0,5,10,2,14,0,0,,0,,8,27,20,1,0,1,1,0,11,3,Matches
2099,Christantus Uche,ng NGA,FW,Getafe,es La Liga,22-167,2003,3.0,102,2,9,26,69,15,102,16,6,37.5,9,56.3,52,247,83,4,2,1,21,8,68,15,Matches
2100,Destiny Udogie,it ITA,DF,Tottenham,eng Premier League,22-339,2002,3.6,266,7,58,128,85,16,266,9,2,22.2,3,33.3,147,847,513,15,7,6,6,4,169,29,Matches
2101,Matthieu Udol,fr FRA,DF,Lens,fr Ligue 1,29-227,1996,9.9,566,38,230,208,131,18,566,13,5,38.5,7,53.8,277,1386,776,18,10,3,7,5,354,27,Matches
2102,Manuel Ugarte,uy URU,MF,Manchester Utd,eng Premier League,24-205,2001,3.2,190,15,40,120,30,0,190,1,0,0.0,1,100.0,77,332,148,4,4,0,3,3,90,3,Matches
2103,Lesley Ugochukwu,fr FRA,MF,Burnley,eng Premier League,21-221,2004,5.8,218,15,60,109,51,9,218,12,4,33.3,4,33.3,115,600,238,6,9,2,6,7,133,11,Matches
2104,Filip Ugrinic,ch SUI,MF,Valencia,es La Liga,26-301,1999,1.0,48,3,15,18,15,1,48,2,2,100.0,0,0.0,18,96,26,1,2,0,0,1,22,1,Matches
2105,Lukas Ullrich,de GER,DF,Gladbach,de Bundesliga,21-231,2004,5.9,316,19,103,151,67,9,316,8,4,50.0,4,50.0,163,746,367,8,10,2,10,5,192,27,Matches
2106,Enes Ünal,tr TUR,FW,Bournemouth,eng Premier League,28-176,1997,0.0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Matches
2107,Deniz Undav,de GER,FWMF,Stuttgart,de Bundesliga,29-106,1996,3.3,141,0,1,63,78,17,141,2,0,0.0,1,50.0,92,349,175,4,3,1,4,7,109,14,Matches
2108,Dayot Upamecano,fr FRA,DF,Bayern Munich,de Bundesliga,27-006,1998,6.2,586,29,196,359,38,4,586,6,2,33.3,4,66.7,423,1824,942,5,7,1,6,1,457,0,Matches
2109,Jan Urbich,de GER,FW,Gladbach,de Bundesliga,21-132,2004,0.4,15,3,5,6,5,2,15,3,1,33.3,2,66.7,9,102,65,2,1,1,2,0,12,4,Matches
2110,Jonas Urbig,de GER,GK,Bayern Munich,de Bundesliga,22-086,2003,1.0,30,16,25,6,0,0,30,0,0,,0,,21,97,72,0,0,0,0,0,16,0,Matches
2111,Can Uzun,tr TUR,MF,Eint Frankfurt,de Bundesliga,19-356,2005,6.5,383,4,22,199,164,23,383,15,5,33.3,9,60.0,234,1228,446,9,16,3,14,9,282,39,Matches
2112,Josha Vagnoman,de GER,DF,Stuttgart,de Bundesliga,24-326,2000,5.9,329,23,84,141,107,14,329,5,3,60.0,2,40.0,159,687,385,9,11,3,6,4,202,40,Matches
2113,Lautaro Valenti,ar ARG,DF,Parma,it Serie A,26-292,1999,4.5,195,26,99,78,19,3,195,1,0,0.0,1,100.0,82,428,224,3,2,0,2,2,95,0,Matches
2114,Óscar Valentín,es ESP,MF,Rayo Vallecano,es La Liga,31-074,1994,6.2,327,29,102,192,36,3,327,3,0,0.0,3,100.0,145,668,298,2,5,1,9,1,175,4,Matches
2115,Nicolás Valentini,ar ARG,DF,Hellas Verona,it Serie A,24-210,2001,2.7,87,8,40,41,7,3,87,0,0,,0,,39,168,89,1,0,0,0,0,44,1,Matches
2116,Germán Valera,es ESP,FWDF,Elche,es La Liga,23-231,2002,7.6,451,10,82,165,212,28,451,21,6,28.6,12,57.1,274,1843,847,25,13,12,11,10,318,61,Matches
2117,Emanuele Valeri,it ITA,DF,Parma,it Serie A,26-330,1998,5.3,265,10,63,91,113,6,265,6,2,33.3,2,33.3,109,571,272,13,7,1,9,5,112,19,Matches
2118,Martin Valjent,sk SVK,DF,Mallorca,es La Liga,29-326,1995,10.0,564,74,299,227,45,3,564,4,3,75.0,1,25.0,316,2070,1116,9,11,0,4,1,345,8,Matches
2119,Álex Valle,es ESP,DF,Como,it Serie A,21-191,2004,7.4,506,21,157,252,99,10,506,9,2,22.2,7,77.8,210,964,398,5,3,1,11,1,281,15,Matches
2120,Álvaro Vallés,es ESP,GK,Betis,es La Liga,28-100,1997,3.0,117,87,115,2,0,0,117,1,1,100.0,0,0.0,65,318,224,0,0,0,0,0,65,0,Matches
2121,Federico Valverde,uy URU,MFDF,Real Madrid,es La Liga,27-103,1998,10.1,753,25,129,414,216,11,753,10,6,60.0,4,40.0,398,1911,1070,16,16,1,5,3,554,30,Matches
2122,Ignace Van Der Brempt,be BEL,DF,Como,it Serie A,23-215,2002,1.1,57,1,26,24,7,0,57,1,0,0.0,0,0.0,21,55,20,1,2,1,0,0,32,1,Matches
2123,Virgil van Dijk,nl NED,DF,Liverpool,eng Premier League,34-117,1991,10.0,909,123,406,468,39,14,909,1,1,100.0,0,0.0,517,2316,1401,13,5,2,5,1,619,7,Matches
2124,Vladyslav Vanat,ua UKR,FW,Girona,es La Liga,23-302,2002,6.2,131,8,17,73,41,17,131,4,3,75.0,1,25.0,61,277,138,5,2,3,10,5,76,18,Matches
2125,Jari Vandeputte,be BEL,MF,Cremonese,it Serie A,29-261,1996,7.2,360,16,102,172,92,4,360,6,4,66.7,1,16.7,194,1101,590,11,8,0,8,10,226,27,Matches
2126,Vanderson,br BRA,DF,Monaco,fr Ligue 1,24-134,2001,2.0,180,8,35,75,71,2,180,6,2,33.3,4,66.7,92,498,279,9,6,0,2,2,110,16,Matches
2127,Charles Vanhoutte,be BEL,MF,Nice,fr Ligue 1,27-047,1998,7.0,411,34,118,223,71,3,411,6,2,33.3,4,66.7,200,786,367,3,2,0,7,2,246,10,Matches
2128,Jamie Vardy,eng ENG,FW,Cremonese,it Serie A,38-295,1987,4.7,86,3,7,45,35,12,86,2,0,0.0,2,100.0,39,225,134,8,2,4,9,4,64,20,Matches
2129,Ruben Vargas,ch SUI,FWMF,Sevilla,es La Liga,27-089,1998,8.0,389,4,58,155,183,24,389,17,6,35.3,7,41.2,221,1424,629,26,18,7,22,9,274,43,Matches
2130,Nikola Vasilj,ba BIH,GK,St. Pauli,de Bundesliga,29-335,1995,9.0,372,235,362,10,0,0,372,0,0,,0,,231,1076,631,0,0,0,1,0,237,0,Matches
2131,Johan Vásquez,mx MEX,DF,Genoa,it Serie A,27-011,1998,9.0,626,92,299,294,39,8,626,4,1,25.0,3,75.0,371,2046,996,8,3,0,2,3,391,2,Matches
2132,José Luis García Vayá,es ESP,MF,Valencia,es La Liga,27-083,1998,7.0,480,21,111,291,84,1,480,4,2,50.0,2,50.0,236,981,375,0,2,0,7,1,299,7,Matches
2133,Robinio Vaz,fr FRA,FWMF,Marseille,fr Ligue 1,18-258,2007,3.1,95,2,7,31,57,19,95,1,1,100.0,0,0.0,56,239,108,5,2,4,15,4,67,26,Matches
2134,Franco Vázquez,ar ARG,FWMF,Cremonese,it Serie A,36-253,1989,3.7,174,2,21,92,63,4,174,6,2,33.3,4,66.7,99,386,175,2,2,0,11,13,125,15,Matches
2135,Jesus Vazquez,es ESP,DFMF,Valencia,es La Liga,22-304,2003,4.0,227,10,74,84,72,4,227,9,5,55.6,4,44.4,111,655,371,11,8,3,9,9,122,20,Matches
2136,Lucas Vázquez,es ESP,DF,Leverkusen,de Bundesliga,34-124,1991,2.6,129,3,23,53,54,5,129,2,0,0.0,1,50.0,70,303,145,5,3,1,4,5,85,11,Matches
2137,Matías Vecino,uy URU,MF,Lazio,it Serie A,34-070,1991,0.8,41,4,11,22,8,0,41,1,0,0.0,1,100.0,18,103,40,0,0,0,4,0,28,2,Matches
2138,Danilo Veiga,pt POR,DF,Lecce,it Serie A,23-038,2002,6.5,357,23,106,182,74,3,357,13,2,15.4,10,76.9,140,620,292,7,6,2,9,3,175,26,Matches
2139,Renato Veiga,pt POR,DF,Villarreal,es La Liga,22-096,2003,7.8,484,93,267,196,23,4,484,0,0,,0,,299,1242,753,2,9,0,6,0,335,2,Matches
2140,Joël Veltman,nl NED,DF,Brighton,eng Premier League,33-291,1992,3.6,157,10,56,74,27,3,157,2,0,0.0,0,0.0,64,354,223,5,4,1,4,0,61,2,Matches
2141,Micky van de Ven,nl NED,DF,Tottenham,eng Premier League,24-197,2001,9.9,688,101,371,288,35,14,688,7,3,42.9,3,42.9,388,1688,743,5,3,0,4,1,472,2,Matches
2142,Unai Vencedor Paris,es ESP,MF,Levante,es La Liga,24-352,2000,4.5,254,10,55,157,45,1,254,1,0,0.0,1,100.0,143,462,159,1,1,0,2,2,163,2,Matches
2143,Lorenzo Venturino,it ITA,FWMF,Genoa,it Serie A,19-133,2006,0.4,35,0,2,9,24,2,35,3,1,33.3,1,33.3,29,188,108,4,2,1,0,1,31,12,Matches
2144,Nikolas Veratschnig,at AUT,DFMF,Mainz 05,de Bundesliga,22-282,2003,1.7,105,3,25,38,42,5,105,5,4,80.0,1,20.0,49,191,96,4,2,2,0,2,54,15,Matches
2145,Bart Verbruggen,nl NED,GK,Brighton,eng Premier League,23-076,2002,10.0,413,318,408,5,0,0,413,1,1,100.0,0,0.0,302,1071,515,0,0,0,0,0,280,0,Matches
2146,Calvin Verdonk,id IDN,DF,Lille,fr Ligue 1,28-190,1997,1.9,161,8,53,70,38,3,161,0,0,,0,,67,241,117,1,1,0,1,0,88,5,Matches
2147,Antonio Vergara,it ITA,MF,Napoli,it Serie A,22-290,2003,0.0,2,0,0,2,0,0,2,0,0,,0,,1,0,0,0,0,0,0,0,2,0,Matches
2148,Arthur Vermeeren,be BEL,MFFW,Marseille,fr Ligue 1,20-268,2005,2.0,212,2,31,133,49,1,212,3,2,66.7,1,33.3,136,436,218,4,4,0,3,0,169,4,Matches
2149,Jozhua Vertrouwd,nl NED,DF,Rayo Vallecano,es La Liga,21-073,2004,2.1,129,28,79,47,3,2,129,0,0,,0,,70,318,68,0,0,0,1,1,81,0,Matches
2150,Mikel Vesga,es ESP,MF,Athletic Club,es La Liga,32-165,1993,2.1,143,2,16,98,29,2,143,3,1,33.3,1,33.3,65,351,158,3,3,0,5,2,89,4,Matches
2151,Guglielmo Vicario,it ITA,GK,Tottenham,eng Premier League,29-026,1996,10.0,452,332,445,7,0,0,452,0,0,,0,,276,1206,580,0,0,0,0,0,264,0,Matches
2152,Carlos Vicente,es ESP,MFFW,Alavés,es La Liga,26-193,1999,7.5,440,6,77,155,212,24,437,23,5,21.7,16,69.6,240,1209,492,19,10,2,18,3,295,73,Matches
2153,Nacho Vidal,es ESP,DF,Oviedo,es La Liga,30-282,1995,5.9,310,34,138,122,52,3,310,6,3,50.0,3,50.0,161,704,334,7,3,1,5,1,177,12,Matches
2154,Fabio Vieira,pt POR,MF,Hamburger SV,de Bundesliga,25-156,2000,3.0,143,5,21,75,49,7,143,6,3,50.0,3,50.0,92,549,281,4,4,1,3,0,94,9,Matches
2155,Julián Vignolo,ar ARG,FW,Toulouse,fr Ligue 1,18-330,2006,0.1,1,0,0,1,0,0,1,0,0,,0,,1,3,0,0,0,0,0,0,1,1,Matches
2156,Federico Viñas,uy URU,FW,Oviedo,es La Liga,27-125,1998,3.6,103,2,12,60,36,16,102,8,5,62.5,3,37.5,47,174,44,1,2,0,15,3,63,13,Matches
2157,Jan Virgili,es ESP,FWMF,Mallorca,es La Liga,19-099,2006,2.6,102,1,7,31,69,10,102,22,15,68.2,6,27.3,74,647,353,11,3,3,6,5,72,25,Matches
2158,Mattia Viti,it ITA,DF,Fiorentina,it Serie A,23-282,2002,1.6,94,10,41,48,5,2,94,1,0,0.0,1,100.0,54,257,116,2,1,0,5,0,60,0,Matches
2159,Martin Vitík,cz CZE,DF,Bologna,it Serie A,22-285,2003,4.0,252,15,102,145,6,4,252,1,1,100.0,0,0.0,131,539,307,2,1,0,2,0,151,1,Matches
2160,Vitinha,pt POR,FWMF,Genoa,it Serie A,25-232,2000,3.6,168,7,28,67,75,16,168,17,5,29.4,11,64.7,94,506,193,5,1,2,16,6,107,24,Matches
2161,Vitinha,pt POR,MF,Paris S-G,fr Ligue 1,25-262,2000,7.7,1129,10,100,740,295,4,1129,8,5,62.5,2,25.0,794,4591,2502,33,42,1,6,5,979,14,Matches
2162,Daniel Vivian,es ESP,DF,Athletic Club,es La Liga,26-110,1999,9.7,617,51,272,330,19,6,617,2,1,50.0,1,50.0,302,1521,944,5,2,0,10,4,369,2,Matches
2163,Odysseas Vlachodimos,gr GRE,GK,Sevilla,es La Liga,31-190,1994,7.0,275,229,274,1,0,0,275,0,0,,0,,153,672,327,0,0,0,1,0,134,0,Matches
2164,Dušan Vlahović,rs SRB,FW,Juventus,it Serie A,25-278,2000,5.5,155,4,6,69,83,34,154,2,2,100.0,0,0.0,83,405,178,6,7,4,20,13,133,40,Matches
2165,Nikola Vlašić,hr CRO,MFFW,Torino,it Serie A,28-029,1997,7.0,298,7,42,148,112,14,298,16,5,31.3,6,37.5,164,968,480,13,13,2,9,15,199,35,Matches
2166,Mërgim Vojvoda,xk KVX,FWDF,Como,it Serie A,30-274,1995,5.5,288,12,64,137,88,16,288,6,3,50.0,2,33.3,173,764,317,12,8,5,7,2,206,28,Matches
2167,Cristian Volpato,it ITA,FWMF,Sassuolo,it Serie A,21-352,2003,3.0,149,3,18,73,62,7,149,26,12,46.2,13,50.0,88,737,372,14,10,2,5,4,98,15,Matches
2168,Alexis Vossah,fr FRA,MF,Toulouse,fr Ligue 1,17-236,2008,1.2,63,3,8,36,19,2,63,2,1,50.0,1,50.0,23,55,19,0,2,0,0,2,32,2,Matches
2169,Aster Vranckx,be BEL,MF,Sassuolo,it Serie A,23-029,2002,4.6,191,5,48,95,49,4,191,6,3,50.0,2,33.3,114,465,169,3,5,0,11,4,137,8,Matches
