,,,,,,,,,Performance,,,,,,,,,,,,,Aerial Duels,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
1488,Ruben Loftus-Cheek,eng ENG,FW,Chelsea,eng Premier League,24,1996,0.7,0,0,0,1,2,0,0,1,0,0,0,0,5,1,3,25.0,Matches
1489,Ruben Loftus-Cheek,eng ENG,MFFW,Fulham,eng Premier League,24,1996,21.2,3,0,0,29,51,3,13,23,22,1,0,0,134,43,81,34.7,Matches
1490,Niklas Lomb,de GER,GK,Leverkusen,de Bundesliga,27,1993,1.5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,,Matches
1491,Kevin Long,ie IRL,DF,Burnley,eng Premier League,29,1990,7.1,2,0,0,8,4,0,1,4,8,0,0,0,88,22,21,51.2,Matches
1492,Shane Long,ie IRL,FWMF,Southampton,eng Premier League,33,1987,2.3,0,0,0,7,6,3,0,2,0,0,0,0,18,15,14,51.7,Matches
1493,Matthew Longstaff,eng ENG,MF,Newcastle Utd,eng Premier League,20,2000,4.2,0,0,0,3,5,0,3,6,3,0,0,0,44,6,5,54.5,Matches
1494,Sean Longstaff,eng ENG,MF,Newcastle Utd,eng Premier League,22,1997,15.7,2,0,0,23,21,0,7,19,21,0,0,0,118,12,15,44.4,Matches
1495,Ademola Lookman,eng ENG,FWMF,Fulham,eng Premier League,22,1997,30.5,5,0,0,46,59,12,64,25,29,0,0,0,200,7,36,16.3,Matches
1496,Anthony Lopes,pt POR,GK,Lyon,fr Ligue 1,29,1990,38.0,2,0,0,2,7,0,0,0,0,0,2,2,192,0,0,,Matches
1497,Rony Lopes,pt POR,FWMF,Nice,fr Ligue 1,24,1995,19.8,1,0,0,15,24,1,37,15,18,0,0,0,110,8,19,29.6,Matches
1498,Pedro López Muñoz,es ESP,DF,Huesca,es La Liga,36,1983,11.9,2,0,0,14,15,3,38,10,22,0,0,0,98,17,12,58.6,Matches
1499,Adrián López,es ESP,FWMF,Osasuna,es La Liga,32,1988,5.3,0,0,0,4,4,4,7,1,4,0,0,0,34,16,30,34.8,Matches
1500,Javi López,es ESP,DFMF,Alavés,es La Liga,18,2002,2.8,1,1,0,3,3,0,11,6,5,0,0,0,31,3,3,50.0,Matches
1501,Maxime Lopez,fr FRA,MF,Sassuolo,it Serie A,22,1997,20.7,7,0,0,24,22,0,12,23,19,0,0,0,133,4,10,28.6,Matches
1502,Maxime Lopez,fr FRA,FWMF,Marseille,fr Ligue 1,22,1997,1.5,1,0,0,4,1,0,1,1,0,0,0,0,6,1,3,25.0,Matches
1503,Pau López,es ESP,GK,Roma,it Serie A,25,1994,20.2,0,0,0,0,1,0,0,0,0,0,0,0,97,0,0,,Matches
1504,Roberto López,es ESP,MFFW,Real Sociedad,es La Liga,20,2000,5.6,0,0,0,2,5,1,14,3,2,0,0,0,47,7,11,38.9,Matches
1505,Unai López,es ESP,MF,Athletic Club,es La Liga,24,1995,15.8,7,0,0,21,21,1,16,11,22,0,0,1,161,8,21,27.6,Matches
1506,Dion Lopy,sn SEN,MF,Reims,fr Ligue 1,18,2002,2.8,0,0,0,0,2,0,1,4,1,0,0,0,15,2,1,66.7,Matches
1507,Jordan Lotomba,ch SUI,DF,Nice,fr Ligue 1,21,1998,23.6,7,1,1,28,34,2,43,18,19,1,0,0,187,23,23,50.0,Matches
1508,Adrien Louveau,fr FRA,DFMF,Lens,fr Ligue 1,20,2000,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0.0,Matches
1509,Imran Louza,fr FRA,MF,Nantes,fr Ligue 1,21,1999,26.4,4,1,0,36,45,3,30,46,34,0,0,0,273,24,36,40.0,Matches
1510,Matteo Lovato,it ITA,DF,Hellas Verona,it Serie A,20,2000,15.4,5,0,0,26,9,0,3,19,18,0,1,0,187,56,33,62.9,Matches
1511,Max Lowe,eng ENG,DF,Sheffield Utd,eng Premier League,23,1997,6.1,1,0,0,10,3,0,17,3,14,0,0,0,43,5,19,20.8,Matches
1512,Eduard Löwen,de GER,MFDF,Hertha BSC,de Bundesliga,23,1997,0.9,0,0,0,1,0,0,3,1,4,0,0,0,16,0,1,0.0,Matches
1513,Matthew Lowton,eng ENG,DF,Burnley,eng Premier League,31,1989,34.0,5,0,0,19,13,0,57,55,36,0,0,0,315,38,24,61.3,Matches
1514,Anthony Lozano,hn HON,FWMF,Cádiz,es La Liga,27,1993,16.9,5,0,0,49,32,11,18,3,10,0,0,0,65,57,83,40.7,Matches
1515,Hirving Lozano,mx MEX,FW,Napoli,it Serie A,25,1995,21.8,6,0,0,34,69,11,70,18,20,1,0,0,114,15,22,40.5,Matches
1516,Jan Luca Schuler,de GER,FW,Schalke 04,de Bundesliga,21,1999,0.4,0,0,0,1,0,0,0,0,1,0,0,0,2,4,8,33.3,Matches
1517,Jean Lucas,br BRA,MF,Lyon,fr Ligue 1,22,1998,1.9,1,0,0,3,2,0,7,3,4,0,1,0,18,1,2,33.3,Matches
1518,Jean Lucas,br BRA,MF,Brest,fr Ligue 1,22,1998,11.2,4,1,1,13,22,0,8,17,14,0,0,0,97,10,15,40.0,Matches
1519,Anderson Lucoqui,ao ANG,DF,Arminia,de Bundesliga,23,1997,17.8,5,0,0,26,39,0,10,16,24,0,0,0,195,31,25,55.4,Matches
1520,Jeison Lucumí,co COL,FW,Elche,es La Liga,25,1995,0.5,0,0,0,1,0,0,0,0,1,0,0,0,3,1,1,50.0,Matches
1521,Kilian Ludewig,de GER,DF,Schalke 04,de Bundesliga,20,2000,5.8,1,0,0,7,3,2,7,4,5,0,0,0,48,5,7,41.7,Matches
1522,José Luis Gayà,es ESP,DF,Valencia,es La Liga,25,1995,31.6,6,0,0,31,30,12,96,35,35,0,2,0,259,28,41,40.6,Matches
1523,José Luis Morales,es ESP,FWMF,Levante,es La Liga,33,1987,27.1,3,0,0,17,18,18,75,11,13,0,0,0,125,12,22,35.3,Matches
1524,José Luis Palomino,ar ARG,DF,Atalanta,it Serie A,30,1990,27.0,3,0,0,49,16,2,12,73,43,0,1,0,340,87,42,67.4,Matches
1525,Florentino Luís,pt POR,MF,Monaco,fr Ligue 1,20,1999,2.7,1,0,0,4,4,0,1,3,8,0,0,0,22,2,1,66.7,Matches
1526,Luisinho,pt POR,DF,Huesca,es La Liga,35,1985,2.0,1,0,0,0,4,0,1,1,0,0,0,0,16,2,1,66.7,Matches
1527,Luismi,es ESP,MFDF,Elche,es La Liga,28,1992,1.9,0,0,0,6,1,0,1,3,4,0,1,0,17,1,0,100.0,Matches
1528,David Luiz,br BRA,DF,Arsenal,eng Premier League,33,1987,15.5,1,1,0,15,6,1,7,12,9,0,0,0,115,30,12,71.4,Matches
1529,Douglas Luiz,br BRA,MF,Aston Villa,eng Premier League,22,1998,30.9,10,1,1,59,49,0,13,33,43,0,2,0,375,40,43,48.2,Matches
1530,Romelu Lukaku,be BEL,FW,Inter,it Serie A,27,1993,32.0,4,0,0,34,49,19,23,3,5,0,0,0,87,37,62,37.4,Matches
1531,Dodi Lukebakio,be BEL,FWMF,Hertha BSC,de Bundesliga,22,1997,20.6,4,1,1,34,31,20,26,10,14,0,0,0,109,27,33,45.0,Matches
1532,Saša Lukić,rs SRB,MF,Torino,it Serie A,23,1996,23.4,4,0,0,46,36,2,25,15,28,1,0,0,175,26,56,31.7,Matches
1533,Senad Lulić,ba BIH,DFMF,Lazio,it Serie A,34,1986,8.0,1,0,0,13,3,2,23,8,10,0,0,0,57,11,3,78.6,Matches
1534,John Lundstram,eng ENG,MF,Sheffield Utd,eng Premier League,26,1994,22.6,8,1,0,24,20,1,31,21,12,0,0,0,171,18,15,54.5,Matches
1535,Sebastiano Luperto,it ITA,DF,Crotone,it Serie A,23,1996,20.9,5,1,1,28,19,0,0,18,19,0,0,0,164,28,25,52.8,Matches
1536,Andreas Luthe,de GER,GK,Union Berlin,de Bundesliga,33,1987,30.8,1,0,0,1,3,0,0,0,0,0,1,0,141,0,0,,Matches
1537,Lyanco,br BRA,DF,Torino,it Serie A,23,1997,21.8,8,0,0,24,13,0,5,50,11,0,1,0,237,43,29,59.7,Matches
1538,Charalambos Lykogiannis,gr GRE,DF,Cagliari,it Serie A,26,1993,26.9,10,2,2,29,24,2,70,29,15,0,1,0,186,60,35,63.2,Matches
1539,Yann M'Vila,fr FRA,MFFW,Saint-Étienne,fr Ligue 1,30,1990,0.2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,,Matches
1540,Alexis Mac Allister,ar ARG,MFFW,Brighton,eng Premier League,21,1998,12.4,1,0,0,19,15,0,7,11,18,0,0,0,102,10,24,29.4,Matches
1541,Darwin Machís,ve VEN,FWMF,Granada,es La Liga,27,1993,22.5,1,0,0,32,45,11,67,39,19,0,0,0,146,13,52,20.0,Matches
1542,Tim Maciejewski,de GER,MF,Union Berlin,de Bundesliga,19,2001,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
1543,Luca Mack,de GER,MF,Stuttgart,de Bundesliga,20,2000,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,66.7,Matches
1544,Yvann Macon,fr FRA,DF,Saint-Étienne,fr Ligue 1,21,1998,6.0,2,0,0,11,7,0,13,2,19,0,0,0,65,10,9,52.6,Matches
1545,James Maddison,eng ENG,MFFW,Leicester City,eng Premier League,23,1996,23.3,4,0,0,19,57,5,40,11,27,2,0,0,149,3,18,14.3,Matches
1546,Mikail Maden,no NOR,FW,Schalke 04,de Bundesliga,18,2002,0.1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,Matches
1547,Pablo Maffeo,es ESP,DF,Huesca,es La Liga,23,1997,21.8,4,0,0,12,44,2,69,32,22,0,2,0,207,35,28,55.6,Matches
1548,Lisandro Magallán,ar ARG,DF,Crotone,it Serie A,26,1993,24.2,10,0,0,66,14,0,1,36,41,0,1,0,213,46,32,59.0,Matches
1549,Christian Maggio,it ITA,DF,Benevento,it Serie A,38,1982,3.3,2,0,0,6,7,0,3,2,5,0,0,0,26,5,7,41.7,Matches
1550,Giulio Maggiore,it ITA,MF,Spezia,it Serie A,22,1998,24.6,3,0,0,58,41,4,24,27,48,0,0,0,180,33,29,53.2,Matches
1551,Francesco Magnanelli,it ITA,MF,Sassuolo,it Serie A,35,1984,4.9,2,0,0,5,6,0,1,5,8,0,0,0,68,3,11,21.4,Matches
1552,Giangiacomo Magnani,it ITA,DF,Hellas Verona,it Serie A,24,1995,16.8,8,0,0,44,29,0,1,48,12,0,0,1,187,87,37,70.2,Matches
1553,Hugo Magnetti,fr FRA,MF,Brest,fr Ligue 1,22,1998,6.7,4,0,0,12,9,0,3,13,16,0,0,0,61,6,5,54.5,Matches
1554,Harry Maguire,eng ENG,DF,Manchester Utd,eng Premier League,27,1993,33.9,11,0,0,40,30,1,4,61,18,0,0,0,392,145,42,77.5,Matches
1555,Abdallahi Mahmoud,mr MTN,MF,Alavés,es La Liga,20,2000,0.7,0,0,0,1,1,0,0,1,2,0,0,0,5,1,2,33.3,Matches
1556,Hicham Mahou,fr FRA,DF,Nice,fr Ligue 1,21,1999,0.4,1,0,0,3,0,0,3,1,1,0,0,0,1,0,0,,Matches
1557,Riyad Mahrez,dz ALG,FW,Manchester City,eng Premier League,29,1991,21.7,0,0,0,13,30,7,60,6,15,0,0,0,123,15,18,45.5,Matches
1558,Arne Maier,de GER,MF,Arminia,de Bundesliga,21,1999,11.5,0,0,0,2,5,2,10,9,14,0,0,0,117,5,5,50.0,Matches
1559,Arne Maier,de GER,MF,Hertha BSC,de Bundesliga,21,1999,0.3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0.0,Matches
1560,Habib Maïga,ci CIV,MF,Metz,fr Ligue 1,24,1996,29.9,9,0,0,63,36,3,17,41,56,1,0,0,329,42,33,56.0,Matches
1561,Mike Maignan,fr FRA,GK,Lille,fr Ligue 1,24,1995,38.0,1,0,0,2,9,0,0,0,0,0,0,0,195,0,0,,Matches
1562,Ainsley Maitland-Niles,eng ENG,DF,Arsenal,eng Premier League,22,1997,5.4,0,0,0,6,3,2,4,13,11,1,0,0,44,5,4,55.6,Matches
1563,Ainsley Maitland-Niles,eng ENG,MF,West Brom,eng Premier League,22,1997,13.7,2,0,0,10,14,0,12,25,14,1,0,0,125,8,22,26.7,Matches
1564,Josh Maja,ng NGA,FWMF,Fulham,eng Premier League,21,1998,9.0,0,0,0,8,7,2,0,4,6,0,0,0,41,9,36,20.0,Matches
1565,Josh Maja,ng NGA,FW,Bordeaux,fr Ligue 1,21,1998,8.9,2,0,0,8,12,2,0,5,2,0,0,0,33,12,20,37.5,Matches
1566,Radosław Majecki,pl POL,GK,Monaco,fr Ligue 1,20,1999,1.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,Matches
1567,Abdul Majeed Waris,gh GHA,FWMF,Strasbourg,fr Ligue 1,28,1991,6.1,0,0,0,9,19,2,9,3,1,0,0,0,30,2,9,18.2,Matches
1568,Marco Majouga,fr FRA,FWMF,Nîmes,fr Ligue 1,19,2001,1.2,0,0,0,3,1,1,1,1,0,0,0,0,8,3,2,60.0,Matches
1569,Jean-Victor Makengo,fr FRA,MF,Udinese,it Serie A,22,1998,5.8,1,0,0,13,4,0,2,3,7,0,0,0,47,8,0,100.0,Matches
1570,Nemanja Maksimović,rs SRB,MF,Getafe,es La Liga,25,1995,30.3,5,0,0,28,9,0,18,50,35,0,1,0,266,56,58,49.1,Matches
1571,Nikola Maksimović,rs SRB,DF,Napoli,it Serie A,28,1991,13.4,1,0,0,6,6,0,1,16,6,0,0,1,137,37,13,74.0,Matches
1572,Adilson Malanda,fr FRA,MF,Nîmes,fr Ligue 1,18,2001,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,100.0,Matches
1573,Filip Malbašić,rs SRB,FWMF,Cádiz,es La Liga,27,1992,9.6,2,0,0,17,15,7,14,4,8,0,0,0,39,9,47,16.1,Matches
1574,Kévin Malcuit,ma MAR,DF,Fiorentina,it Serie A,29,1991,2.3,0,0,0,4,1,0,6,2,2,0,0,0,17,2,1,66.7,Matches
1575,Kévin Malcuit,ma MAR,MFFW,Napoli,it Serie A,29,1991,0.4,0,0,0,0,0,0,0,2,0,0,0,0,2,1,2,33.3,Matches
1576,Daniel Maldini,it ITA,FWMF,Milan,it Serie A,18,2001,0.3,0,0,0,4,1,0,1,0,0,0,0,0,5,0,0,,Matches
1577,Ruslan Malinovskyi,ua UKR,FWMF,Atalanta,it Serie A,27,1993,20.8,3,0,0,45,55,1,31,3,17,0,0,0,153,29,28,50.9,Matches
1578,Yunus Mallı,tr TUR,MF,Wolfsburg,de Bundesliga,28,1992,0.6,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0.0,Matches
1579,Hugo Mallo,es ESP,DF,Celta Vigo,es La Liga,29,1991,28.9,8,0,0,56,29,6,68,29,37,1,2,0,273,62,57,52.1,Matches
1580,Mickael Malsa,mq MTQ,MF,Levante,es La Liga,24,1995,26.0,5,0,0,36,37,0,5,51,36,0,0,0,245,22,31,41.5,Matches
1581,Dennis Man,ro ROU,FWMF,Parma,it Serie A,21,1998,7.8,1,0,0,6,7,0,8,6,4,0,0,0,55,9,9,50.0,Matches
1582,Hianga Mananga Mbock,fr FRA,MF,Brest,fr Ligue 1,20,1999,5.1,1,0,0,8,3,0,1,1,4,0,0,0,36,7,6,53.8,Matches
1583,Vincent Manceau,fr FRA,DF,Angers,fr Ligue 1,31,1989,25.7,4,0,0,16,15,0,42,36,24,0,1,0,205,13,14,48.1,Matches
1584,Gianluca Mancini,it ITA,DF,Roma,it Serie A,24,1996,31.7,10,0,0,67,27,2,10,71,40,0,1,0,241,62,34,64.6,Matches
1585,Steve Mandanda,fr FRA,GK,Marseille,fr Ligue 1,35,1985,37.0,1,0,0,0,4,0,0,0,0,0,0,0,195,0,0,,Matches
1586,Reinildo Mandava,mz MOZ,DF,Lille,fr Ligue 1,26,1994,24.2,2,1,0,37,35,2,55,55,52,0,0,0,229,51,22,69.9,Matches
1587,Aïssa Mandi,dz ALG,DF,Betis,es La Liga,28,1991,26.6,6,2,1,20,14,3,1,33,20,0,1,0,216,56,28,66.7,Matches
1588,Rolando Mandragora,it ITA,MF,Udinese,it Serie A,23,1997,4.4,0,0,0,5,4,1,3,3,5,0,1,0,37,6,2,75.0,Matches
1589,Rolando Mandragora,it ITA,MF,Torino,it Serie A,23,1997,16.9,5,1,1,33,30,1,13,19,17,0,0,0,192,13,13,50.0,Matches
1590,Mario Mandžukić,hr CRO,FW,Milan,it Serie A,34,1986,2.4,1,0,0,9,2,2,2,1,5,0,0,0,8,13,12,52.0,Matches
1591,Sadio Mané,sn SEN,FW,Liverpool,eng Premier League,28,1992,31.2,3,0,0,54,78,31,63,15,32,1,0,0,160,28,80,25.9,Matches
1592,Niccolò Manfredini,it ITA,GK,Benevento,it Serie A,32,1988,1.0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,,Matches
1593,Eliaquim Mangala,fr FRA,DF,Valencia,es La Liga,29,1991,3.6,1,0,0,5,2,2,0,4,1,0,0,0,43,18,9,66.7,Matches
1594,Orel Mangala,be BEL,MF,Stuttgart,de Bundesliga,22,1998,23.4,4,0,0,34,28,0,10,27,18,0,0,0,225,9,13,40.9,Matches
1595,Thomas Mangani,fr FRA,MF,Angers,fr Ligue 1,33,1987,29.9,3,0,0,17,24,1,36,33,49,0,0,0,335,31,26,54.4,Matches
1596,Vito Mannone,it ITA,GK,Monaco,fr Ligue 1,32,1988,9.0,0,0,0,0,1,0,0,0,0,0,0,0,35,0,0,,Matches
1597,Kostas Manolas,gr GRE,DF,Napoli,it Serie A,29,1991,25.5,5,0,0,21,12,1,2,26,21,1,1,0,178,50,33,60.2,Matches
1598,Javier Manquillo,es ESP,DF,Newcastle Utd,eng Premier League,26,1994,9.2,1,0,0,7,8,0,20,8,14,0,0,0,75,17,10,63.0,Matches
1599,Juan Manuel Ramos,uy URU,DF,Spezia,it Serie A,23,1996,3.3,1,0,0,3,2,1,2,2,1,0,0,0,23,5,2,71.4,Matches
1600,Myziane Maolida,fr FRA,FWMF,Nice,fr Ligue 1,21,1999,12.0,2,0,0,18,10,2,23,5,11,0,0,0,50,1,24,4.0,Matches
1601,Faitout Maouassa,fr FRA,DF,Rennes,fr Ligue 1,22,1998,13.0,4,0,0,13,18,0,42,12,18,0,0,0,95,14,12,53.8,Matches
1602,Sekou Mara,fr FRA,FW,Bordeaux,fr Ligue 1,18,2002,2.5,0,0,0,7,4,1,1,0,3,0,0,0,11,15,6,71.4,Matches
1603,Maranhão,br BRA,FW,Valladolid,es La Liga,23,1996,13.1,3,0,0,25,26,7,6,1,4,1,0,0,56,42,91,31.6,Matches
1604,Fernando Marçal,br BRA,DF,Wolves,eng Premier League,31,1989,6.9,2,0,0,12,3,0,10,8,4,0,0,0,56,9,11,45.0,Matches
1605,Fernando Marçal,br BRA,DF,Lyon,fr Ligue 1,31,1989,0.9,0,0,0,1,1,0,3,0,0,0,0,0,13,8,1,88.9,Matches
1606,Marcelo,br BRA,DF,Real Madrid,es La Liga,32,1988,11.7,3,0,0,10,15,3,41,9,17,0,1,0,74,5,13,27.8,Matches
1607,Marcelo,br BRA,DF,Lyon,fr Ligue 1,33,1987,32.3,7,2,1,38,10,1,5,38,26,0,1,0,331,117,46,71.8,Matches
1608,Solly March,eng ENG,DF,Brighton,eng Premier League,26,1994,18.6,0,0,0,26,26,2,71,19,35,0,1,0,186,17,22,43.6,Matches
1609,Federico Marchetti,it ITA,GK,Genoa,it Serie A,37,1983,3.7,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,,Matches
1610,Riccardo Marchizza,it ITA,DF,Spezia,it Serie A,22,1998,17.3,4,0,0,17,14,4,40,19,12,0,1,0,135,27,16,62.8,Matches
1611,Gian Marco Ferrari,it ITA,DF,Sassuolo,it Serie A,28,1992,33.5,7,0,0,41,35,0,3,37,26,1,0,0,298,81,46,63.8,Matches
1612,Iván Marcone,ar ARG,MF,Elche,es La Liga,30,1990,29.4,10,1,1,29,19,0,4,36,48,0,2,0,274,26,16,61.9,Matches
1613,Óscar de Marcos,es ESP,DFMF,Athletic Club,es La Liga,31,1989,16.9,2,0,0,13,5,2,43,19,17,0,0,0,128,11,15,42.3,Matches
1614,Dario Maresic,at AUT,DF,Reims,fr Ligue 1,20,1999,5.7,0,0,0,8,1,0,3,6,6,0,0,0,39,12,5,70.6,Matches
1615,José Mari,es ESP,MF,Cádiz,es La Liga,32,1987,16.1,5,0,0,27,18,0,4,15,22,0,0,0,180,30,28,51.7,Matches
1616,Pablo Marí,es ESP,DF,Arsenal,eng Premier League,26,1993,10.0,2,0,0,8,4,0,0,5,11,0,1,0,72,29,16,64.4,Matches
1617,José María Giménez,uy URU,DF,Atlético Madrid,es La Liga,25,1995,19.6,5,0,0,19,18,2,1,21,15,0,1,0,140,58,25,69.9,Matches
1618,Mariano,do DOM,FW,Real Madrid,es La Liga,26,1993,5.7,0,0,0,8,5,13,0,0,2,0,0,0,15,20,13,60.6,Matches
1619,Jordan Marié,fr FRA,MF,Dijon,fr Ligue 1,28,1991,15.9,2,0,0,12,7,0,7,21,29,0,0,0,155,14,13,51.9,Matches
1620,Adrián Marín,es ESP,DFMF,Alavés,es La Liga,23,1997,1.0,0,0,0,3,0,0,0,1,1,0,0,0,12,3,1,75.0,Matches
1621,Adrián Marín,es ESP,DFFW,Granada,es La Liga,23,1997,3.0,1,0,0,3,2,0,3,7,2,0,0,0,24,5,4,55.6,Matches
1622,Răzvan Marin,ro ROU,MF,Cagliari,it Serie A,24,1996,32.9,6,0,0,48,24,3,46,26,49,0,0,0,286,15,22,40.5,Matches
1623,Guillermo Maripán,cl CHI,DF,Monaco,fr Ligue 1,26,1994,23.2,7,0,0,18,8,1,1,26,17,0,1,0,201,53,32,62.4,Matches
1624,Marlon,br BRA,DF,Sassuolo,it Serie A,24,1995,19.4,6,1,1,26,8,0,0,28,19,0,1,0,162,39,27,59.1,Matches
1625,Omar Marmoush,eg EGY,FW,Wolfsburg,de Bundesliga,21,1999,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
1626,Marquinhos,br BRA,DF,Paris S-G,fr Ligue 1,26,1994,23.6,2,0,0,14,5,1,3,32,18,0,0,0,214,52,35,59.8,Matches
1627,Luca Marrone,it ITA,DF,Crotone,it Serie A,30,1990,17.6,8,0,0,36,11,0,0,14,19,0,1,1,176,22,14,61.1,Matches
1628,Roger Martí,es ESP,FW,Levante,es La Liga,29,1991,24.4,4,0,0,43,25,14,16,5,13,0,0,0,81,18,56,24.3,Matches
1629,Anthony Martial,fr FRA,FW,Manchester Utd,eng Premier League,24,1995,16.4,0,1,0,15,27,15,12,4,1,4,0,0,62,15,23,39.5,Matches
1630,Aarón Martín,es ESP,DF,Celta Vigo,es La Liga,23,1997,17.1,1,0,0,24,15,3,44,17,12,0,0,0,107,17,27,38.6,Matches
1631,Aarón Martín,es ESP,DF,Mainz 05,de Bundesliga,23,1997,2.9,0,0,0,4,0,0,13,3,2,0,0,0,17,0,2,0.0,Matches
1632,Álex Martín,es ESP,DF,Cádiz,es La Liga,22,1998,1.1,0,0,0,1,0,0,1,2,0,0,0,0,3,2,2,50.0,Matches
1633,Jonas Martin,fr FRA,MF,Rennes,fr Ligue 1,30,1990,5.4,3,0,0,10,5,0,2,9,11,0,0,0,61,10,5,66.7,Matches
1634,Martinelli,br BRA,FW,Arsenal,eng Premier League,19,2001,6.5,0,0,0,9,4,1,14,8,1,0,0,0,33,6,14,30.0,Matches
1635,Lucas Martínez Quarta,ar ARG,DF,Fiorentina,it Serie A,24,1996,16.5,4,1,0,23,10,0,4,36,31,0,1,0,128,31,31,50.0,Matches
1636,Emiliano Martínez,ar ARG,GK,Aston Villa,eng Premier League,27,1992,38.0,1,0,0,1,9,0,0,0,0,0,0,0,178,0,0,,Matches
1637,Iñigo Martínez,es ESP,DF,Athletic Club,es La Liga,29,1991,28.0,9,1,0,30,34,4,9,37,14,0,0,0,274,79,46,63.2,Matches
1638,Javi Martínez,es ESP,MFFW,Osasuna,es La Liga,20,1999,5.1,1,0,0,5,7,0,3,4,9,0,0,0,47,6,5,54.5,Matches
1639,Javi Martínez,es ESP,DFMF,Bayern Munich,de Bundesliga,31,1988,5.2,0,0,0,2,7,0,1,11,5,0,0,0,61,20,7,74.1,Matches
1640,Josep Martinez,es ESP,GK,RB Leipzig,de Bundesliga,22,1998,1.0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,,Matches
1641,Lautaro Martínez,ar ARG,FW,Inter,it Serie A,22,1997,28.5,5,0,0,65,61,11,16,28,18,3,0,0,133,32,61,34.4,Matches
1642,Pablo Martinez,fr FRA,DF,Nîmes,fr Ligue 1,31,1989,6.0,1,0,0,5,10,0,0,7,8,0,0,0,50,8,7,53.3,Matches
1643,Gelson Martins,pt POR,MFFW,Monaco,fr Ligue 1,25,1995,17.2,3,0,0,22,36,5,28,12,22,2,0,0,133,10,24,29.4,Matches
1644,Adam Marušić,me MNE,DF,Lazio,it Serie A,27,1992,33.0,3,0,0,19,17,4,50,48,28,0,1,1,232,43,25,63.2,Matches
1645,Sylvain Marveaux,fr FRA,MFFW,Lorient,fr Ligue 1,34,1986,2.2,0,0,0,2,7,0,1,1,4,0,0,0,21,2,1,66.7,Matches
1646,Marvin,es ESP,DFFW,Real Madrid,es La Liga,20,2000,1.5,0,0,0,1,5,0,4,1,1,0,0,0,18,5,0,100.0,Matches
1647,Omar Mascarell,es ESP,MF,Schalke 04,de Bundesliga,27,1993,19.6,6,0,0,26,12,0,5,36,21,0,0,0,222,33,25,56.9,Matches
1648,Andrea Masiello,it ITA,DF,Genoa,it Serie A,34,1986,28.5,6,0,0,15,12,1,5,41,22,0,1,0,257,39,43,47.6,Matches
1649,Jordi Masip,es ESP,GK,Valladolid,es La Liga,31,1989,25.0,3,0,0,1,2,0,0,0,0,0,0,0,115,0,0,,Matches
1650,Roberto Massimo,de GER,DFFW,Stuttgart,de Bundesliga,19,2000,8.4,2,0,0,5,7,7,7,12,14,0,0,0,66,11,12,47.8,Matches
1651,Giuseppe Mastinu,it ITA,FW,Spezia,it Serie A,28,1991,0.4,0,0,0,1,1,0,0,1,1,0,0,0,4,0,0,,Matches
1652,Arthur Masuaku,cd COD,DFFW,West Ham,eng Premier League,26,1993,11.2,2,0,0,10,8,1,33,6,13,0,1,0,101,10,17,37.0,Matches
1653,Jaime Mata,es ESP,FW,Getafe,es La Liga,31,1988,22.6,9,1,0,70,36,27,36,11,10,0,0,0,110,90,128,41.3,Matches
1654,Juan Mata,es ESP,FWMF,Manchester Utd,eng Premier League,32,1988,5.7,0,0,0,1,4,2,7,2,2,0,0,0,28,1,3,25.0,Matches
1655,Pape Matar Sarr,sn SEN,MF,Metz,fr Ligue 1,17,2002,17.7,5,0,0,24,25,1,6,40,27,0,0,0,169,24,14,63.2,Matches
1656,Eliot Matazo,be BEL,MF,Monaco,fr Ligue 1,18,2002,3.5,0,1,0,5,3,0,0,2,8,0,0,0,24,3,5,37.5,Matches
1657,Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,eng Premier League,23,1997,2.5,0,0,0,3,1,5,1,1,1,0,0,0,9,13,13,50.0,Matches
1658,Jean-Philippe Mateta,fr FRA,FW,Mainz 05,de Bundesliga,23,1997,11.1,2,0,0,8,8,13,4,1,5,1,0,0,50,23,32,41.8,Matches
1659,Nemanja Matić,rs SRB,MF,Manchester Utd,eng Premier League,31,1988,12.3,2,0,0,14,7,0,6,18,15,0,0,0,127,19,8,70.4,Matches
